model,country,target,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
bvar_ciss,GBR,pcpi_pch,1.5,0.657148556707586,0.476983840422661,0.113953140889889,0.0662115753950364,0.0318181818181818,,,0.454545454545455,0.909090909090909
bvar_ciss,ITA,ngdp_rpch,0,0.277513509279024,0.0557801352573655,0.0496464419644967,0.172086932057161,-0.275,,,0.25,0.5
bvar_ciss,ITA,ngdp_rpch,0.5,0.613024922754611,0.258736431123187,0.0656202877831233,0.2886682038483,-0.0666666666666667,,,0.5,0.666666666666667
bvar_ciss,ITA,ngdp_rpch,1,0.948506063587664,0.483436159091311,0,0.465069904496354,0.0318181818181818,,,0.545454545454545,0.818181818181818
bvar_ciss,ITA,ngdp_rpch,1.5,1.55219992171254,0.585145419407044,0.0442189275553,0.922835574750197,-0.15,,,0.363636363636364,0.636363636363636
bvar_ciss,ITA,pcpi_pch,0,0.105580589551267,0.0216482777832499,0.0703575737673129,0.0135747380007044,-0.358333333333333,,,0.25,0.333333333333333
bvar_ciss,ITA,pcpi_pch,0.5,0.171051912651444,0.119768750678973,0.0490313401402129,0.00225182183225792,0.1,,,0.666666666666667,0.833333333333333
bvar_ciss,ITA,pcpi_pch,1,0.546009760613982,0.245179778959731,0.0733026993237959,0.227527282330455,0.0772727272727273,,,0.636363636363636,0.818181818181818
bvar_ciss,ITA,pcpi_pch,1.5,0.558255261002353,0.329891765348916,0.0650516587727409,0.163311836880696,0.122727272727273,,,0.727272727272727,0.818181818181818
bvar_ciss,USA,ngdp_rpch,0,0.257483358359396,0.0455187574879484,0.138704430270926,0.073260170600522,-0.483333333333333,,,0.0833333333333333,0.25
bvar_ciss,USA,ngdp_rpch,0.5,0.371601945712274,0.215359904909615,0.0747370642349379,0.0815049765677207,-0.0666666666666667,,,0.416666666666667,0.75
bvar_ciss,USA,ngdp_rpch,1,0.699485505019728,0.416313863929325,0.0169619750604609,0.266209666029943,0.0772727272727273,,,0.636363636363636,0.818181818181818
bvar_ciss,USA,ngdp_rpch,1.5,0.880486778617847,0.522763962902285,0.0727582418963936,0.284964573819168,0.0318181818181818,,,0.545454545454545,0.818181818181818
bvar_ciss,USA,pcpi_pch,0,0.133083780285723,0.0438468086247948,0,0.0892369716609283,-0.108333333333333,,,0.416666666666667,0.666666666666667
bvar_ciss,USA,pcpi_pch,0.5,0.285194223623564,0.220856741119303,0.0398060757262125,0.0245314067780479,0.0166666666666666,,,0.5,0.833333333333333
bvar_ciss,USA,pcpi_pch,1,0.639739053293628,0.408830011967945,0.00946139029568682,0.221447651029996,0.122727272727273,,,0.636363636363636,0.909090909090909
bvar_ciss,USA,pcpi_pch,1.5,0.645489655617018,0.491841811500256,0,0.153647844116762,0.168181818181818,,,0.818181818181818,0.818181818181818
bvar_qu,DEU,ngdp_rpch,0,0.452739865894598,0.0709057545046272,0.134697607161592,0.247136504228379,-0.358333333333333,,,0.25,0.333333333333333
bvar_qu,DEU,ngdp_rpch,0.5,0.524501262705421,0.279298564540845,0.0623737692368933,0.182828928927682,-0.025,,,0.583333333333333,0.666666666666667
bvar_qu,DEU,ngdp_rpch,1,1.00360236987906,0.463727698454655,0.0242881193199242,0.515586552104481,-0.025,,,0.416666666666667,0.833333333333333
bvar_qu,DEU,ngdp_rpch,1.5,1.1670972076405,0.504141992222448,0.0346635727541967,0.628291642663856,-0.0666666666666667,,,0.416666666666667,0.75
bvar_qu,DEU,pcpi_pch,0,0.10302949843516,0.0386438798264947,0.0525654701026196,0.0118201485060453,-0.233333333333333,,,0.25,0.583333333333333
bvar_qu,DEU,pcpi_pch,0.5,0.251433877212371,0.197881713860344,0,0.0535521633520263,0.183333333333333,,,0.833333333333333,0.833333333333333
bvar_qu,DEU,pcpi_pch,1,0.51564856025877,0.386623973419274,0,0.129024586839496,0.1,,,0.583333333333333,0.916666666666667
bvar_qu,DEU,pcpi_pch,1.5,0.649517115141273,0.467830940506774,0,0.1816861746345,0.141666666666667,,,0.666666666666667,0.916666666666667
bvar_qu,FRA,ngdp_rpch,0,0.321315445382397,0.0372558622396579,0.0170801033783129,0.266979479764426,-0.608333333333333,0.816666666666667,,0,0.0833333333333333
bvar_qu,FRA,ngdp_rpch,0.5,0.424459977968542,0.171255461538265,0.00250278686913165,0.250701729561145,-0.316666666666667,,,0.166666666666667,0.5
bvar_qu,FRA,ngdp_rpch,1,0.858915087238134,0.318510208620942,0,0.540404878617192,-0.191666666666667,,,0.416666666666667,0.5
bvar_qu,FRA,ngdp_rpch,1.5,1.00168722659211,0.362714542035876,0,0.638972684556231,-0.15,,,0.416666666666667,0.583333333333333
bvar_qu,FRA,pcpi_pch,0,0.119522031927929,0.0370618671345566,0.0824601647933724,0,-0.4,,,0.166666666666667,0.333333333333333
bvar_qu,FRA,pcpi_pch,0.5,0.30208975222376,0.227722351356961,0.0646632159035275,0.00970418496327125,0.1,,,0.583333333333333,0.916666666666667
bvar_qu,FRA,pcpi_pch,1,0.574831061536131,0.560890432546366,0.00447654654829499,0.00946408244146946,0.266666666666667,,,0.833333333333333,1
bvar_qu,FRA,pcpi_pch,1.5,0.854212308660092,0.791783931191937,0,0.0624283774681554,0.308333333333333,,,0.916666666666667,1
bvar_qu,GBR,ngdp_rpch,0,0.584748719711955,0.0324152873222753,0.141480478802173,0.410852953587507,-0.608333333333333,0.15,,0,0.0833333333333333
bvar_qu,GBR,ngdp_rpch,0.5,0.58667388844317,0.144054085943771,0.0252629296869175,0.417356872812482,-0.358333333333333,,,0.25,0.333333333333333
bvar_qu,GBR,ngdp_rpch,1,0.938767708268958,0.264719833139432,0.0156504686401525,0.658397406489374,-0.191666666666667,,,0.333333333333333,0.583333333333333
bvar_qu,GBR,ngdp_rpch,1.5,1.1862241134448,0.305872008693999,0,0.880352104750797,-0.0666666666666667,,,0.416666666666667,0.75
bvar_qu,GBR,pcpi_pch,0,0.25097882468442,0.0531122237402574,0.196288973948065,0.00157762699609793,-0.15,,,0.416666666666667,0.583333333333333
bvar_qu,GBR,pcpi_pch,0.5,0.322415240870819,0.252602279446424,0.0698129614243946,0,0.141666666666667,,,0.666666666666667,0.916666666666667
bvar_qu,GBR,pcpi_pch,1,0.592161325237578,0.511965845753869,0.0380503893916429,0.0421450900920658,0.1,,,0.5,1
bvar_qu,GBR,pcpi_pch,1.5,0.681570965218787,0.593454163180309,0,0.0881168020384779,0.141666666666667,,,0.583333333333333,1
bvar_qu,ITA,ngdp_rpch,0,0.287712224606597,0.0449274562975585,0.0479336315706149,0.194851136738424,-0.316666666666667,,,0.333333333333333,0.333333333333333
bvar_qu,ITA,ngdp_rpch,0.5,0.566497437784636,0.220891922789615,0.0113664980633587,0.334239016931663,-0.025,,,0.5,0.75
bvar_qu,ITA,ngdp_rpch,1,1.01260385226429,0.406068588608722,0,0.606535263655571,-0.108333333333333,,,0.333333333333333,0.75
bvar_qu,ITA,ngdp_rpch,1.5,1.46077637389251,0.474792957264738,0,0.985983416627768,-0.15,,,0.5,0.5
bvar_qu,ITA,pcpi_pch,0,0.0990766663984251,0.0235205848683717,0.0710409704176921,0.00451511111236125,-0.275,,,0.333333333333333,0.416666666666667
bvar_qu,ITA,pcpi_pch,0.5,0.20166798439557,0.154080225311264,0.0287099351417504,0.0188778239425558,0.141666666666667,,,0.666666666666667,0.916666666666667
bvar_qu,ITA,pcpi_pch,1,0.473153331012855,0.351138644354529,0.0124693078897571,0.109545378768569,0.141666666666667,,,0.666666666666667,0.916666666666667
bvar_qu,ITA,pcpi_pch,1.5,0.740158656399111,0.535164636678227,0.00596753662446501,0.199026483096419,0.1,,,0.583333333333333,0.916666666666667
bvar_qu,USA,ngdp_rpch,0,0.22865307706784,0.0622657600879447,0.0901638657420616,0.0762234512378335,-0.4,,,0.166666666666667,0.333333333333333
bvar_qu,USA,ngdp_rpch,0.5,0.408104274412736,0.277806324746661,0.0167512007852704,0.113546748880805,0.0583333333333333,,,0.583333333333333,0.833333333333333
bvar_qu,USA,ngdp_rpch,1,1.02539581160868,0.500818155056369,0,0.524577656552311,0.0583333333333333,,,0.666666666666667,0.75
bvar_qu,USA,ngdp_rpch,1.5,1.13401539469691,0.577386401901094,0,0.556628992795815,0.0583333333333333,,,0.583333333333333,0.833333333333333
bvar_qu,USA,pcpi_pch,0,0.129830967972858,0.047139027836077,0,0.0826919401367812,0.0583333333333333,,,0.583333333333333,0.833333333333333
bvar_qu,USA,pcpi_pch,0.5,0.318737811593059,0.278320739690574,0.0114918358193471,0.0289252360831388,0.183333333333333,,,0.75,0.916666666666667
bvar_qu,USA,pcpi_pch,1,0.759527650116513,0.570466304630866,0,0.189061345485648,0.225,,,0.833333333333333,0.916666666666667
bvar_qu,USA,pcpi_pch,1.5,0.896312947515585,0.763908958168553,0,0.132403989347031,0.225,,,0.833333333333333,0.916666666666667
