model,error_method,method,target,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,absolute,expanding window,ngdp_rpch,0.660307262620504,0.341903374789703,0.054099823635122,0.264304064195679,0.00922619047619045,,,0.541666666666667,0.776785714285714
IMF,absolute,expanding window,pcpi_pch,0.337462385217152,0.172715542817159,0.104582899010822,0.0601639433891709,-0.0517857142857143,,,0.443452380952381,0.752976190476191
IMF,absolute,leave-one-out,ngdp_rpch,0.605515527380042,0.315859551565435,0.0662814474982406,0.223374528316367,0.00126050420168065,,,0.506302521008403,0.796218487394958
IMF,absolute,leave-one-out,pcpi_pch,0.314923664220095,0.198101319248092,0.0663532518105339,0.0504690931614698,0.00756302521008401,,,0.497899159663866,0.817226890756303
IMF,absolute,rolling window,ngdp_rpch,0.687730995260718,0.2956147166164,0.0682446469137431,0.323871631730575,-0.0770833333333334,,,0.476190476190476,0.669642857142857
IMF,absolute,rolling window,pcpi_pch,0.348038513544393,0.165109274276401,0.108622897212436,0.0743063420555558,-0.0770833333333334,,,0.446428571428571,0.699404761904762
IMF,directional,expanding window,ngdp_rpch,0.634089179747254,0.290360583120159,0.136890600390158,0.206837996236937,-0.0488095238095238,,,0.473214285714286,0.729166666666667
IMF,directional,expanding window,pcpi_pch,0.354940479600641,0.147687640349541,0.144725456775277,0.0625273824758234,-0.121726190476191,,,0.386904761904762,0.669642857142857
IMF,directional,leave-one-out,ngdp_rpch,0.593194021163409,0.287710765384968,0.136079489730765,0.169403766047676,-0.025,,,0.470588235294118,0.779411764705882
IMF,directional,leave-one-out,pcpi_pch,0.314499165071029,0.187864194646616,0.0606293372856821,0.0660056331387306,-0.000840336134453804,,,0.497899159663866,0.800420168067227
IMF,directional,rolling window,ngdp_rpch,0.699019076181394,0.22447850665361,0.159682473280546,0.314858096247238,-0.199107142857143,,,0.3125,0.589285714285714
IMF,directional,rolling window,pcpi_pch,0.374699754066779,0.118711823090246,0.141601459041758,0.114386471934775,-0.2125,,,0.333333333333333,0.541666666666667
ar,absolute,expanding window,ngdp_rpch,0.859406756367812,0.435223645116247,0.01404896075687,0.410134150494695,-0.0398809523809524,,,0.482142857142857,0.738095238095238
ar,absolute,expanding window,pcpi_pch,0.545629823499173,0.391105546558032,0.020853084247497,0.133671192693644,0.0389880952380952,,,0.592261904761905,0.785714285714286
ar,absolute,leave-one-out,ngdp_rpch,0.77468481137937,0.423984930722781,0.0110081856202836,0.339691695036305,0.00231092436974788,,,0.514705882352941,0.789915966386555
ar,absolute,leave-one-out,pcpi_pch,0.544638270434148,0.376804837138682,0.014647997838665,0.153185435456801,0.0128151260504201,,,0.531512605042017,0.794117647058824
ar,absolute,rolling window,ngdp_rpch,0.888482306872079,0.38158663437865,0.0210662786874586,0.48582939380597,-0.100892857142857,,,0.446428571428571,0.651785714285714
ar,absolute,rolling window,pcpi_pch,0.542710675036881,0.364621221116697,0.0226563965407437,0.15543305737944,0.00476190476190474,,,0.55952380952381,0.75
ar,directional,expanding window,ngdp_rpch,0.675260920099574,0.25975187202596,0.127152525261569,0.288356522812045,-0.108333333333333,,,0.407738095238095,0.675595238095238
ar,directional,expanding window,pcpi_pch,0.387413313951497,0.150623054586414,0.137933636673264,0.0988566226918187,-0.138095238095238,,,0.354166666666667,0.669642857142857
ar,directional,leave-one-out,ngdp_rpch,0.591422433051616,0.276477344695817,0.10937802763427,0.205567060721529,-0.0470588235294118,,,0.449579831932773,0.756302521008403
ar,directional,leave-one-out,pcpi_pch,0.347001151119958,0.196206608803819,0.0544876872850667,0.0963068550310719,0.00756302521008401,,,0.523109243697479,0.792016806722689
