model,error_method,method,country,target,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,directional,rolling window,CAN,ngdp_rpch,0,0.127159004720299,0.0728469941069031,0.0261325710948025,0.0281794395185932,-0.0666666666666667,,,0.416666666666667,0.75
IMF,directional,rolling window,CAN,ngdp_rpch,0.5,0.276892599737305,0.233081587294323,0.00740355537424042,0.0364074570687408,0.141666666666667,,,0.666666666666667,0.916666666666667
IMF,directional,rolling window,CAN,ngdp_rpch,1,0.758278863874927,0.416302164419049,0.0281940121777633,0.313782687278115,0.1,,,0.666666666666667,0.833333333333333
IMF,directional,rolling window,CAN,ngdp_rpch,1.5,0.940926301129549,0.408963742200958,0.0832970548996225,0.448665504028969,0.0583333333333333,,,0.666666666666667,0.75
IMF,directional,rolling window,CAN,pcpi_pch,0,0.142928327519199,0.0724655816277271,0.027922171109825,0.0425405747816471,0.0583333333333333,,,0.666666666666667,0.75
IMF,directional,rolling window,CAN,pcpi_pch,0.5,0.313975645117054,0.14278159204501,0.103829348606359,0.0673647044656842,-0.025,,,0.5,0.75
IMF,directional,rolling window,CAN,pcpi_pch,1,0.407002662899324,0.143590404682939,0.106162041742674,0.157250216473711,-0.191666666666667,,,0.25,0.666666666666667
IMF,directional,rolling window,CAN,pcpi_pch,1.5,0.463948947308788,0.164063135776987,0.148279608884017,0.151606202647785,-0.15,,,0.416666666666667,0.583333333333333
IMF,directional,rolling window,DEU,ngdp_rpch,0,0.238147923200165,0.0898295415835788,0.11347683383205,0.0348415477845357,-0.15,,,0.333333333333333,0.666666666666667
IMF,directional,rolling window,DEU,ngdp_rpch,0.5,0.566206635025904,0.182537169703795,0.320427985799275,0.0632414795228341,-0.108333333333333,,,0.416666666666667,0.666666666666667
IMF,directional,rolling window,DEU,ngdp_rpch,1,1.19241172651722,0.362913930332928,0.494979006690057,0.334518789494234,-0.233333333333333,,,0.25,0.583333333333333
IMF,directional,rolling window,DEU,ngdp_rpch,1.5,1.51073749544106,0.411742280227246,0.676195069137614,0.422800146076197,-0.358333333333333,,,0.25,0.333333333333333
IMF,directional,rolling window,DEU,pcpi_pch,0,0.0911399191544163,0.0631920253423463,0.0188005949019591,0.00914729891011085,0.0583333333333333,,,0.5,0.916666666666667
IMF,directional,rolling window,DEU,pcpi_pch,0.5,0.156853744644548,0.102616890724022,0.0512358419810592,0.00300101193946667,0.141666666666667,,,0.666666666666667,0.916666666666667
IMF,directional,rolling window,DEU,pcpi_pch,1,0.361713617736967,0.20692508358488,0.0981026985618884,0.0566858355901989,-0.108333333333333,,,0.333333333333333,0.75
IMF,directional,rolling window,DEU,pcpi_pch,1.5,0.447020475902096,0.26429580647762,0.123171508374446,0.0595531610500304,-0.191666666666667,,,0.416666666666667,0.5
IMF,directional,rolling window,FRA,ngdp_rpch,0,0.168133789286483,0.0849215159893282,0.0179422182949125,0.0652700550022424,-0.108333333333333,,,0.416666666666667,0.666666666666667
IMF,directional,rolling window,FRA,ngdp_rpch,0.5,0.235349514368183,0.171813847980545,0.01695194140875,0.046583724978888,0.0166666666666666,,,0.583333333333333,0.75
IMF,directional,rolling window,FRA,ngdp_rpch,1,0.512695582609388,0.290490617915083,0.0325480499669745,0.189656914727331,-0.0666666666666667,,,0.333333333333333,0.833333333333333
IMF,directional,rolling window,FRA,ngdp_rpch,1.5,0.719774545943495,0.286320803173163,0.100547788203674,0.332905954566658,-0.0666666666666667,,,0.5,0.666666666666667
IMF,directional,rolling window,FRA,pcpi_pch,0,0.109764770857163,0.0529936707114122,0.0269529886240092,0.0298181115217411,-0.108333333333333,,,0.5,0.583333333333333
IMF,directional,rolling window,FRA,pcpi_pch,0.5,0.188465964949473,0.100357835077183,0.0582786306987017,0.0298294991735884,-0.108333333333333,,,0.5,0.583333333333333
IMF,directional,rolling window,FRA,pcpi_pch,1,0.49736439473537,0.181249282608976,0.231104964687757,0.0850101474386369,-0.15,,,0.416666666666667,0.583333333333333
IMF,directional,rolling window,FRA,pcpi_pch,1.5,0.475021160197745,0.193287757456559,0.203487959650738,0.0782454430904478,-0.15,,,0.5,0.5
IMF,directional,rolling window,GBR,ngdp_rpch,0,0.194775115111921,0.0790748293608867,0.0438427778215246,0.0718575079295098,-0.316666666666667,,,0.25,0.416666666666667
IMF,directional,rolling window,GBR,ngdp_rpch,0.5,0.280873953926498,0.146494139162737,0.00898324811702707,0.125396566646734,-0.108333333333333,,,0.416666666666667,0.666666666666667
IMF,directional,rolling window,GBR,ngdp_rpch,1,0.762473962800602,0.248125334524573,0.00766954961291958,0.506679078663109,-0.108333333333333,,,0.333333333333333,0.75
IMF,directional,rolling window,GBR,ngdp_rpch,1.5,1.05639050038789,0.242076078332637,0.11038927940261,0.703925142652643,-0.15,,,0.416666666666667,0.583333333333333
IMF,directional,rolling window,GBR,pcpi_pch,0,0.206420265630396,0.0588082501781158,0.0290632239502208,0.118548791502059,-0.108333333333333,,,0.416666666666667,0.666666666666667
IMF,directional,rolling window,GBR,pcpi_pch,0.5,0.354084714151229,0.108046198717549,0.151527766658823,0.0945107487748579,-0.108333333333333,,,0.5,0.583333333333333
IMF,directional,rolling window,GBR,pcpi_pch,1,0.659178245403483,0.123753953059767,0.432971294335111,0.102452998008605,-0.316666666666667,,,0.25,0.416666666666667
IMF,directional,rolling window,GBR,pcpi_pch,1.5,0.838686275911035,0.135297311395174,0.560432670320815,0.142956294195046,-0.4,,,0.166666666666667,0.333333333333333
IMF,directional,rolling window,ITA,ngdp_rpch,0,0.18740958086403,0.0821418921252632,0.0441964911973351,0.0610711975414314,0.0166666666666666,,,0.583333333333333,0.75
IMF,directional,rolling window,ITA,ngdp_rpch,0.5,0.318914662590651,0.205945019881789,0.071803337353233,0.0411663053556289,-0.025,,,0.583333333333333,0.666666666666667
IMF,directional,rolling window,ITA,ngdp_rpch,1,0.86354062726358,0.300359458774685,0.175275143049215,0.38790602543968,-0.275,,,0.25,0.5
IMF,directional,rolling window,ITA,ngdp_rpch,1.5,1.08789685223473,0.312582997822439,0.275448144032796,0.499865710379496,-0.316666666666667,,,0.166666666666667,0.5
IMF,directional,rolling window,ITA,pcpi_pch,0,0.0673934153162141,0.0332004495151811,0.0248218728086062,0.00937109299242678,-0.15,,,0.333333333333333,0.666666666666667
IMF,directional,rolling window,ITA,pcpi_pch,0.5,0.249050554963687,0.102179933279852,0.125989937657089,0.0208806840267458,-0.275,,,0.166666666666667,0.583333333333333
