model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,directional,rolling window,ngdp_rpch,0,0.250360723840694,0.104319701877608,0.0647050903014879,0.0813359316615986,-0.185714285714286,,,0.321428571428571,0.607142857142857
IMF,directional,rolling window,ngdp_rpch,0.5,0.420122801899729,0.210847259272054,0.0927801694854846,0.116495373142191,-0.0845238095238095,,,0.440476190476191,0.690476190476191
IMF,directional,rolling window,ngdp_rpch,1,0.928846100820071,0.315431118260688,0.185694846420343,0.427720136139041,-0.173809523809524,,,0.333333333333333,0.619047619047619
IMF,directional,rolling window,ngdp_rpch,1.5,1.19678879376682,0.348261283345362,0.315995988129561,0.532531522291894,-0.215476190476191,,,0.333333333333333,0.535714285714286
IMF,directional,rolling window,pcpi_pch,0,0.123300582658663,0.0538165048282711,0.0257568418829531,0.0437272359474389,-0.120238095238095,,,0.392857142857143,0.666666666666667
IMF,directional,rolling window,pcpi_pch,0.5,0.249819764568359,0.106266381171102,0.0910982103674047,0.0524551730298516,-0.138095238095238,,,0.404761904761905,0.619047619047619
IMF,directional,rolling window,pcpi_pch,1,0.513469720792883,0.164035563701372,0.212625809320821,0.13680834777069,-0.179761904761905,,,0.333333333333333,0.607142857142857
IMF,directional,rolling window,pcpi_pch,1.5,0.577463240792478,0.181033179394572,0.245346741720288,0.151083319677619,-0.20952380952381,,,0.357142857142857,0.523809523809524
ar,directional,rolling window,ngdp_rpch,0,0.335735529435304,0.133270699275917,0.103818855576605,0.0986459745827817,-0.161904761904762,,,0.404761904761905,0.571428571428571
ar,directional,rolling window,ngdp_rpch,0.5,0.505920370444152,0.190340931826584,0.14002567605542,0.175553762562148,-0.161904761904762,,,0.357142857142857,0.619047619047619
ar,directional,rolling window,ngdp_rpch,1,0.967850301788355,0.252201762061812,0.141955495812955,0.573693043913588,-0.191666666666667,,,0.333333333333333,0.583333333333333
ar,directional,rolling window,ngdp_rpch,1.5,1.11165485113659,0.30271059999438,0.18953915519017,0.61940509595204,-0.197619047619048,,,0.321428571428571,0.583333333333333
ar,directional,rolling window,pcpi_pch,0,0.12070988438803,0.0438882959598135,0.0350525640347655,0.0417690243934513,-0.191666666666667,,,0.321428571428571,0.595238095238095
ar,directional,rolling window,pcpi_pch,0.5,0.271605922265669,0.119037565810034,0.0907052881177288,0.0618630683379069,-0.161904761904762,,,0.380952380952381,0.595238095238095
ar,directional,rolling window,pcpi_pch,1,0.574694164429653,0.1471864004709,0.197427290019708,0.230080473939046,-0.221428571428571,,,0.321428571428571,0.535714285714286
ar,directional,rolling window,pcpi_pch,1.5,0.611151908815719,0.192469848074889,0.273328692451498,0.145353368289332,-0.233333333333333,,,0.25,0.583333333333333
bvar,directional,rolling window,ngdp_rpch,0,0.337486644221663,0.133653475008938,0.106991092055278,0.0968420771574465,-0.197619047619048,,,0.345238095238095,0.55952380952381
bvar,directional,rolling window,ngdp_rpch,0.5,0.534520656415869,0.193326494607211,0.16661493978507,0.174579222023588,-0.155952380952381,,,0.357142857142857,0.630952380952381
bvar,directional,rolling window,ngdp_rpch,1,0.951826598919815,0.25409492969575,0.166649435418001,0.531082233806064,-0.173809523809524,,,0.380952380952381,0.571428571428571
bvar,directional,rolling window,ngdp_rpch,1.5,1.12450402152637,0.311496134038438,0.227213029144359,0.585794858343569,-0.161904761904762,,,0.380952380952381,0.595238095238095
bvar,directional,rolling window,pcpi_pch,0,0.116253720989802,0.0428759763947602,0.0344143445361739,0.0389634000588683,-0.179761904761905,,,0.321428571428571,0.619047619047619
bvar,directional,rolling window,pcpi_pch,0.5,0.306315156929803,0.125279580765053,0.122606615806593,0.0584289603581575,-0.20952380952381,,,0.345238095238095,0.535714285714286
bvar,directional,rolling window,pcpi_pch,1,0.578967165105456,0.152623906140712,0.232791944049868,0.193551314914875,-0.239285714285714,,,0.333333333333333,0.488095238095238
bvar,directional,rolling window,pcpi_pch,1.5,0.710310423819868,0.205695258089992,0.378954369685157,0.125660796044719,-0.257142857142857,,,0.273809523809524,0.511904761904762
