model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,absolute,rolling window,ngdp_rpch,0,0.229400207929826,0.114322792842507,0.0379774968482998,0.0770999182390192,-0.0488095238095238,,,0.464285714285714,0.738095238095238
IMF,absolute,rolling window,ngdp_rpch,0.5,0.407653168560873,0.239994811458308,0.0623606527019458,0.105297704400619,-0.0369047619047619,,,0.488095238095238,0.738095238095238
IMF,absolute,rolling window,ngdp_rpch,1,0.920789174470826,0.39075893581065,0.0615268772422451,0.468503361417931,-0.0904761904761905,,,0.452380952380952,0.666666666666667
IMF,absolute,rolling window,ngdp_rpch,1.5,1.17727982306544,0.441434793052225,0.121106160826158,0.614738869187061,-0.126190476190476,,,0.428571428571429,0.619047619047619
IMF,absolute,rolling window,pcpi_pch,0,0.116728260838071,0.0617638326078581,0.0187958311653367,0.0361685970648765,-0.0190476190476191,,,0.511904761904762,0.75
IMF,absolute,rolling window,pcpi_pch,0.5,0.254137539397329,0.135467643546832,0.097555978672736,0.0211139171777612,-0.0428571428571429,,,0.464285714285714,0.75
IMF,absolute,rolling window,pcpi_pch,1,0.479012391777441,0.213079580770475,0.15311733216769,0.112815478839275,-0.144047619047619,,,0.404761904761905,0.607142857142857
IMF,absolute,rolling window,pcpi_pch,1.5,0.523087983892565,0.253842683537877,0.155033095726252,0.114212204628436,-0.0904761904761905,,,0.452380952380952,0.666666666666667
ar,absolute,rolling window,ngdp_rpch,0,0.300848629260345,0.173348444315607,0.027429770587929,0.100070414356809,-0.0726190476190476,,,0.440476190476191,0.714285714285714
ar,absolute,rolling window,ngdp_rpch,0.5,0.597222978739407,0.284781538455617,0.0548787037775043,0.257562736506286,-0.0785714285714286,,,0.464285714285714,0.678571428571429
ar,absolute,rolling window,ngdp_rpch,1,1.22460136146854,0.471505173557134,0.0025989901607369,0.750497197750672,-0.144047619047619,,,0.392857142857143,0.619047619047619
ar,absolute,rolling window,ngdp_rpch,1.5,1.43657739646364,0.603999696102797,0.0020398726544934,0.830537827706352,-0.120238095238095,,,0.428571428571429,0.630952380952381
ar,absolute,rolling window,pcpi_pch,0,0.129542476890919,0.0641898172285063,0.032381450406104,0.0329712092563089,-0.0547619047619048,,,0.440476190476191,0.75
ar,absolute,rolling window,pcpi_pch,0.5,0.266283383268424,0.165839937758069,0.0310984893580379,0.0693449561523164,0.0107142857142857,,,0.55952380952381,0.761904761904762
ar,absolute,rolling window,pcpi_pch,1,0.756355219673726,0.443624113909289,0.0307107155905513,0.282020390173886,-0.0130952380952381,,,0.55952380952381,0.714285714285714
ar,absolute,rolling window,pcpi_pch,1.5,1.00510970589488,0.797355287190501,0,0.20775441870438,0.117857142857143,,,0.702380952380952,0.833333333333333
bvar,absolute,rolling window,ngdp_rpch,0,0.291984547112748,0.175214070059253,0.0285948920761662,0.088175584977329,-0.0428571428571429,,,0.488095238095238,0.726190476190476
bvar,absolute,rolling window,ngdp_rpch,0.5,0.553283093693657,0.263875993983342,0.0716875525340386,0.217719547176276,-0.0845238095238095,,,0.476190476190476,0.654761904761905
bvar,absolute,rolling window,ngdp_rpch,1,1.08699213592116,0.356784307652746,0.0231195547361651,0.707088273532251,-0.15,,,0.392857142857143,0.607142857142857
bvar,absolute,rolling window,ngdp_rpch,1.5,1.2959747285056,0.440664017938604,0.0431612009281165,0.812149509638878,-0.144047619047619,,,0.404761904761905,0.607142857142857
bvar,absolute,rolling window,pcpi_pch,0,0.12715011180368,0.0604415190872532,0.0370902118762617,0.0296183808401654,-0.0845238095238095,,,0.428571428571429,0.702380952380952
bvar,absolute,rolling window,pcpi_pch,0.5,0.292105938091957,0.157787432180042,0.0949278463472474,0.0393906595646676,-0.0547619047619048,,,0.464285714285714,0.726190476190476
bvar,absolute,rolling window,pcpi_pch,1,0.600804320860146,0.31025656405475,0.0596922056199082,0.230855551185488,-0.025,,,0.535714285714286,0.714285714285714
bvar,absolute,rolling window,pcpi_pch,1.5,0.759748943490324,0.566477438285486,0.0176178884039251,0.175653616800912,0.111904761904762,,,0.690476190476191,0.833333333333333
