model,error_method,method,target,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,absolute,expanding window,ngdp_rpch,0.660307262620504,0.341903374789703,0.054099823635122,0.264304064195679,0.00922619047619045,,,0.541666666666667,0.776785714285714
IMF,absolute,expanding window,pcpi_pch,0.337462385217152,0.172715542817159,0.104582899010822,0.0601639433891709,-0.0517857142857143,,,0.443452380952381,0.752976190476191
IMF,absolute,leave-one-out,ngdp_rpch,0.598879970678156,0.315928920096667,0.0626599737871886,0.220291076794301,0.000793650793650771,,,0.507936507936508,0.793650793650794
IMF,absolute,leave-one-out,pcpi_pch,0.314057222547963,0.198224954013778,0.0668418518882801,0.0489904166459055,0.0126984126984127,,,0.505952380952381,0.819444444444445
IMF,absolute,rolling window,ngdp_rpch,0.715076140052261,0.30065529832771,0.0747971199077203,0.33962372181683,-0.0681547619047619,,,0.482142857142857,0.681547619047619
IMF,absolute,rolling window,pcpi_pch,0.355426039308236,0.16662196140232,0.113977055431174,0.0748270224747415,-0.0815476190476191,,,0.458333333333333,0.678571428571429
IMF,directional,expanding window,ngdp_rpch,0.634089179747254,0.290360583120159,0.136890600390158,0.206837996236937,-0.0488095238095238,,,0.473214285714286,0.729166666666667
IMF,directional,expanding window,pcpi_pch,0.354940479600641,0.147687640349541,0.144725456775277,0.0625273824758234,-0.121726190476191,,,0.386904761904762,0.669642857142857
IMF,directional,leave-one-out,ngdp_rpch,0.58593838811521,0.287862117210909,0.129572605416779,0.168503665487522,-0.0259920634920635,,,0.472222222222222,0.775793650793651
IMF,directional,leave-one-out,pcpi_pch,0.312474057577507,0.18794604819576,0.0607249106135695,0.0638030987681775,0.000793650793650771,,,0.498015873015873,0.803571428571429
IMF,directional,rolling window,ngdp_rpch,0.746034982611436,0.210261160156425,0.18114214890798,0.354631673547031,-0.221428571428571,,,0.300595238095238,0.556547619047619
IMF,directional,rolling window,pcpi_pch,0.387930968428041,0.11172112307917,0.149494509997831,0.126715335351039,-0.252678571428572,,,0.297619047619048,0.49702380952381
ar,absolute,expanding window,ngdp_rpch,0.859406756367812,0.435223645116247,0.01404896075687,0.410134150494695,-0.0398809523809524,,,0.482142857142857,0.738095238095238
ar,absolute,expanding window,pcpi_pch,0.545629823499173,0.391105546558032,0.020853084247497,0.133671192693644,0.0389880952380952,,,0.592261904761905,0.785714285714286
ar,absolute,leave-one-out,ngdp_rpch,0.766849348478335,0.423951379980775,0.01039661975249,0.332501348745069,0.00178571428571426,,,0.513888888888889,0.78968253968254
ar,absolute,leave-one-out,pcpi_pch,0.542700050450122,0.376790162541477,0.0138342201809614,0.152075667727684,0.0126984126984127,,,0.529761904761905,0.795634920634921
ar,absolute,rolling window,ngdp_rpch,0.904912027394526,0.388730714466532,0.0194928606778288,0.496688452250166,-0.0994047619047619,,,0.425595238095238,0.675595238095238
ar,absolute,rolling window,pcpi_pch,0.545091071892538,0.359739064155048,0.0233547659982517,0.161997241739239,-0.00565476190476193,,,0.541666666666667,0.74702380952381
ar,directional,expanding window,ngdp_rpch,0.675260920099574,0.25975187202596,0.127152525261569,0.288356522812045,-0.108333333333333,,,0.407738095238095,0.675595238095238
ar,directional,expanding window,pcpi_pch,0.387413313951497,0.150623054586414,0.137933636673264,0.0988566226918187,-0.138095238095238,,,0.354166666666667,0.669642857142857
ar,directional,leave-one-out,ngdp_rpch,0.580232882171359,0.276638157475686,0.104992252706544,0.198602471989129,-0.0388888888888889,,,0.458333333333333,0.763888888888889
