model,error_method,method,target,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
ar,directional,leave-one-out,pcpi_pch,0.346766842618033,0.196339711743503,0.0617882451778231,0.088638885696707,0.0311224489795918,,,0.543367346938776,0.818877551020408
ar,directional,rolling window,ngdp_rpch,0.71818738998666,0.226000143839042,0.139008223649485,0.353179022498133,-0.167857142857143,,,0.354166666666667,0.610119047619048
ar,directional,rolling window,pcpi_pch,0.397276665069385,0.128048915492015,0.154173427035686,0.115054322541683,-0.199107142857143,,,0.3125,0.589285714285714
bvar,absolute,expanding window,ngdp_rpch,0.767155937313706,0.365813932693436,0.0247566093279318,0.376585395292338,-0.0220238095238095,,,0.505952380952381,0.75
bvar,absolute,expanding window,pcpi_pch,0.454663008168214,0.315365364670281,0.0448071804201409,0.0944904630777916,0.0389880952380952,,,0.589285714285714,0.788690476190476
bvar,absolute,leave-one-out,ngdp_rpch,0.712613174899269,0.355205277316308,0.0241193797971411,0.33328851778582,-0.0045918367346939,,,0.510204081632653,0.780612244897959
bvar,absolute,leave-one-out,pcpi_pch,0.435297282964989,0.290205163475329,0.0338145195402711,0.111277599949388,0.0566326530612245,,,0.596938775510204,0.816326530612245
bvar,absolute,rolling window,ngdp_rpch,0.786542129243775,0.322787186606499,0.0324860598197822,0.431268882817494,-0.0875,,,0.43452380952381,0.690476190476191
bvar,absolute,rolling window,pcpi_pch,0.451910749874768,0.285142058902942,0.0519280113066682,0.114840679665158,0.00624999999999998,,,0.5625,0.75
bvar,directional,expanding window,ngdp_rpch,0.682023933119497,0.269282656359676,0.153637221016174,0.259104055743647,-0.102380952380952,,,0.422619047619048,0.672619047619048
bvar,directional,expanding window,pcpi_pch,0.43208121442024,0.161404433068513,0.196124702783392,0.0745520785683351,-0.161904761904762,,,0.339285714285714,0.636904761904762
bvar,directional,leave-one-out,ngdp_rpch,0.625658423025295,0.291883799425841,0.127323166938302,0.206451456661152,-0.0568877551020408,,,0.443877551020408,0.74234693877551
bvar,directional,leave-one-out,pcpi_pch,0.366257753579935,0.211494186706731,0.0833921937773556,0.071371373095849,0.0285714285714286,,,0.545918367346939,0.811224489795918
bvar,directional,rolling window,ngdp_rpch,0.724458469885198,0.229704348324269,0.162061232827441,0.332692888733488,-0.166369047619048,,,0.345238095238095,0.62202380952381
bvar,directional,rolling window,pcpi_pch,0.432506750800308,0.134174500039977,0.200041544248981,0.0982907065113494,-0.215476190476191,,,0.297619047619048,0.571428571428571
