model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,directional,rolling window,ngdp_rpch,0,0.244745550108722,0.11141188620237,0.0606915492019666,0.0726421147043847,-0.108333333333333,,,0.428571428571429,0.654761904761905
IMF,directional,rolling window,ngdp_rpch,0.5,0.409727704735418,0.225227749641621,0.0951971462274063,0.0893028088663902,-0.0488095238095238,,,0.535714285714286,0.666666666666667
IMF,directional,rolling window,ngdp_rpch,1,0.884236987115969,0.345620605655149,0.152211156512251,0.386405224948569,-0.0904761904761905,,,0.416666666666667,0.702380952380952
IMF,directional,rolling window,ngdp_rpch,1.5,1.1469628353715,0.375947460942831,0.268679768300764,0.502335606127905,-0.173809523809524,,,0.404761904761905,0.547619047619048
IMF,directional,rolling window,pcpi_pch,0,0.122985460186888,0.0544484002082047,0.0275126089028081,0.041024451075875,-0.108333333333333,,,0.440476190476191,0.642857142857143
IMF,directional,rolling window,pcpi_pch,0.5,0.25128441275148,0.111702111629859,0.101644191162102,0.0379381099595187,-0.126190476190476,,,0.392857142857143,0.654761904761905
IMF,directional,rolling window,pcpi_pch,1,0.503151030537654,0.171446462266859,0.220847011829995,0.1108575564408,-0.227380952380952,,,0.30952380952381,0.535714285714286
IMF,directional,rolling window,pcpi_pch,1.5,0.550518799442036,0.198032663912157,0.235190658136322,0.117295477393557,-0.191666666666667,,,0.380952380952381,0.535714285714286
ar,directional,rolling window,ngdp_rpch,0,0.31357462805016,0.143345827440852,0.0949793027183284,0.0752494978909797,-0.126190476190476,,,0.392857142857143,0.654761904761905
ar,directional,rolling window,ngdp_rpch,0.5,0.485846552721814,0.208261947650819,0.138586300750074,0.13899830432092,-0.102380952380952,,,0.440476190476191,0.654761904761905
ar,directional,rolling window,ngdp_rpch,1,0.928688366434953,0.271399634473815,0.129405036602099,0.527883695359039,-0.132142857142857,,,0.404761904761905,0.630952380952381
ar,directional,rolling window,ngdp_rpch,1.5,1.09040752635807,0.322622074124728,0.171865866732764,0.595919585500572,-0.15,,,0.392857142857143,0.607142857142857
ar,directional,rolling window,pcpi_pch,0,0.109253786997079,0.0486791417209985,0.0236046590882931,0.0369699861877873,-0.138095238095238,,,0.369047619047619,0.654761904761905
ar,directional,rolling window,pcpi_pch,0.5,0.269257208747425,0.123134298398864,0.0967062996106087,0.0494166107379524,-0.126190476190476,,,0.416666666666667,0.630952380952381
ar,directional,rolling window,pcpi_pch,1,0.580295401877207,0.15380770119094,0.206639118201512,0.219848582484755,-0.197619047619048,,,0.345238095238095,0.55952380952381
ar,directional,rolling window,pcpi_pch,1.5,0.601748449040531,0.217741051026203,0.278352824827065,0.105654573187263,-0.233333333333333,,,0.273809523809524,0.55952380952381
bvar,directional,rolling window,ngdp_rpch,0,0.316026826962463,0.144175268438402,0.0991424816617802,0.0727090768622804,-0.15,,,0.369047619047619,0.630952380952381
bvar,directional,rolling window,ngdp_rpch,0.5,0.515558122881747,0.213487134507844,0.169129815296885,0.132941173077018,-0.114285714285714,,,0.416666666666667,0.654761904761905
bvar,directional,rolling window,ngdp_rpch,1,0.914530844782813,0.275759901228828,0.155990759954011,0.482780183599975,-0.108333333333333,,,0.416666666666667,0.666666666666667
bvar,directional,rolling window,ngdp_rpch,1.5,1.09701824158068,0.334710702484548,0.209389326712159,0.55291821238397,-0.120238095238095,,,0.428571428571429,0.630952380952381
bvar,directional,rolling window,pcpi_pch,0,0.104064815987498,0.0474961612684505,0.0224691084684032,0.0340995462506445,-0.138095238095238,,,0.357142857142857,0.666666666666667
bvar,directional,rolling window,pcpi_pch,0.5,0.307017228052385,0.128979099278973,0.134770164038056,0.0432679647353562,-0.197619047619048,,,0.321428571428571,0.583333333333333
bvar,directional,rolling window,pcpi_pch,1,0.569874731149461,0.166327212459876,0.232283252965373,0.171264265724212,-0.173809523809524,,,0.369047619047619,0.583333333333333
bvar,directional,rolling window,pcpi_pch,1.5,0.726735313800191,0.232771361253909,0.40966000865544,0.0843039438908417,-0.263095238095238,,,0.226190476190476,0.547619047619048
