model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,absolute,rolling window,ngdp_rpch,0,0.230945682663604,0.114359894028162,0.0357013003626557,0.0808844882727859,-0.0488095238095238,,,0.5,0.702380952380952
IMF,absolute,rolling window,ngdp_rpch,0.5,0.402704086294887,0.234598323348066,0.0609580616163366,0.107147701330485,-0.0488095238095238,,,0.511904761904762,0.690476190476191
IMF,absolute,rolling window,ngdp_rpch,1,0.925419009427461,0.382933261986447,0.0565395938602993,0.485946153580714,-0.0785714285714286,,,0.476190476190476,0.666666666666667
IMF,absolute,rolling window,ngdp_rpch,1.5,1.19272921678552,0.450567387102924,0.123765639008312,0.618396190674287,-0.126190476190476,,,0.416666666666667,0.630952380952381
IMF,absolute,rolling window,pcpi_pch,0,0.11761591034586,0.0628480108565499,0.0188795109495547,0.0358883885397556,-0.0130952380952381,,,0.523809523809524,0.75
IMF,absolute,rolling window,pcpi_pch,0.5,0.254506100029255,0.13990875567215,0.0954346229907741,0.0191627213663317,-0.030952380952381,,,0.464285714285714,0.773809523809524
IMF,absolute,rolling window,pcpi_pch,1,0.483557897365678,0.210109652447815,0.153568742517159,0.119879502400705,-0.138095238095238,,,0.380952380952381,0.642857142857143
IMF,absolute,rolling window,pcpi_pch,1.5,0.536649202026167,0.247570678129092,0.167967998106878,0.121110525790196,-0.126190476190476,,,0.416666666666667,0.630952380952381
ar,absolute,rolling window,ngdp_rpch,0,0.302337180320393,0.172728588405709,0.028104130061902,0.101504461852782,-0.0666666666666667,,,0.476190476190476,0.690476190476191
ar,absolute,rolling window,ngdp_rpch,0.5,0.595167136707148,0.285437274646663,0.0508944123029165,0.258835449757569,-0.0607142857142857,,,0.5,0.678571428571429
ar,absolute,rolling window,ngdp_rpch,1,1.21378633302733,0.473290551382197,0.00203130016871857,0.738464481476418,-0.102380952380952,,,0.440476190476191,0.654761904761905
ar,absolute,rolling window,ngdp_rpch,1.5,1.4355773413632,0.594890123080032,0.00678383336964893,0.833903384913517,-0.126190476190476,,,0.416666666666667,0.630952380952381
ar,absolute,rolling window,pcpi_pch,0,0.129295052948689,0.0648061080336867,0.0308812768424836,0.0336076680725183,-0.0488095238095238,,,0.452380952380952,0.75
ar,absolute,rolling window,pcpi_pch,0.5,0.269950689730793,0.160170525151289,0.0317654040201057,0.0780147605593981,-0.0130952380952381,,,0.535714285714286,0.738095238095238
ar,absolute,rolling window,pcpi_pch,1,0.759846724141912,0.445955393412658,0.0279789053003855,0.285912425428868,-0.025,,,0.547619047619048,0.702380952380952
ar,absolute,rolling window,pcpi_pch,1.5,1.01173519923808,0.787552857869155,0,0.224182341368923,0.105952380952381,,,0.702380952380952,0.80952380952381
bvar,absolute,rolling window,ngdp_rpch,0,0.296814257384672,0.176736322358046,0.030839449345437,0.0892384856811892,-0.0428571428571429,,,0.476190476190476,0.738095238095238
bvar,absolute,rolling window,ngdp_rpch,0.5,0.549039715284795,0.263921481575207,0.0718124369696477,0.21330579673994,-0.0607142857142857,,,0.488095238095238,0.690476190476191
bvar,absolute,rolling window,ngdp_rpch,1,1.08322955235833,0.354939174011223,0.0281181759258697,0.70017220242124,-0.114285714285714,,,0.416666666666667,0.654761904761905
bvar,absolute,rolling window,ngdp_rpch,1.5,1.30450124485918,0.435864233602572,0.0563233232427807,0.812313688013827,-0.15,,,0.404761904761905,0.595238095238095
bvar,absolute,rolling window,pcpi_pch,0,0.126412387719259,0.0606601691732531,0.0356085735732593,0.0301436449727467,-0.0785714285714286,,,0.428571428571429,0.714285714285714
bvar,absolute,rolling window,pcpi_pch,0.5,0.29221494810413,0.155507444024205,0.0920004022482022,0.0447071018317222,-0.0428571428571429,,,0.523809523809524,0.690476190476191
bvar,absolute,rolling window,pcpi_pch,1,0.60245166503131,0.310131053296485,0.0583448738249588,0.233975737909866,-0.0130952380952381,,,0.523809523809524,0.75
bvar,absolute,rolling window,pcpi_pch,1.5,0.761285020923907,0.547039928208384,0.0187388889261199,0.195506203789403,0.094047619047619,,,0.690476190476191,0.797619047619048
