model,error_method,method,country,target,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,absolute,rolling window,CAN,ngdp_rpch,0,0.134410463530976,0.0743295742241189,0.00996298588992208,0.0501179034169352,-0.0666666666666667,,,0.5,0.666666666666667
IMF,absolute,rolling window,CAN,ngdp_rpch,0.5,0.262980502237038,0.210259980633423,0.00266379638469501,0.0500567252189196,0.1,,,0.583333333333333,0.916666666666667
IMF,absolute,rolling window,CAN,ngdp_rpch,1,0.804363218658696,0.39213613557303,0.0489611190995658,0.3632659639861,0.0166666666666666,,,0.583333333333333,0.75
IMF,absolute,rolling window,CAN,ngdp_rpch,1.5,1.06405830768048,0.389052484418686,0.13458826581528,0.540417557446516,-0.025,,,0.5,0.75
IMF,absolute,rolling window,CAN,pcpi_pch,0,0.146848638858162,0.0859683433559999,0.0142883268252862,0.0465919686768754,-0.0666666666666667,,,0.5,0.666666666666667
IMF,absolute,rolling window,CAN,pcpi_pch,0.5,0.309645094924562,0.162859186334915,0.134703835674432,0.0120820729152158,-0.025,,,0.5,0.75
IMF,absolute,rolling window,CAN,pcpi_pch,1,0.346000600406847,0.159610482725967,0.0619752910567413,0.124414826624139,-0.108333333333333,,,0.333333333333333,0.75
IMF,absolute,rolling window,CAN,pcpi_pch,1.5,0.435069553930639,0.18090236820905,0.144361498880093,0.109805686841496,-0.108333333333333,,,0.5,0.583333333333333
IMF,absolute,rolling window,DEU,ngdp_rpch,0,0.226221160589562,0.112358664158292,0.0537939558292841,0.0600685406019861,-0.108333333333333,,,0.5,0.583333333333333
IMF,absolute,rolling window,DEU,ngdp_rpch,0.5,0.577259580407263,0.216037475068818,0.229210938287484,0.132011167050961,-0.15,,,0.416666666666667,0.583333333333333
IMF,absolute,rolling window,DEU,ngdp_rpch,1,1.24557185435757,0.481961676193213,0.178907780829658,0.584702397334698,-0.108333333333333,,,0.5,0.583333333333333
IMF,absolute,rolling window,DEU,ngdp_rpch,1.5,1.62555163713868,0.570855238551698,0.306544081192928,0.748152317394051,-0.108333333333333,,,0.5,0.583333333333333
IMF,absolute,rolling window,DEU,pcpi_pch,0,0.097201459388563,0.0694817679581584,0.0188482621373471,0.0088714292930575,0.0166666666666666,,,0.583333333333333,0.75
IMF,absolute,rolling window,DEU,pcpi_pch,0.5,0.195545112547086,0.130123271962912,0.0654218405841733,0,0.0583333333333333,,,0.583333333333333,0.833333333333333
IMF,absolute,rolling window,DEU,pcpi_pch,1,0.446857243285295,0.263737168786327,0.133309794570418,0.0498102799285504,-0.0666666666666667,,,0.5,0.666666666666667
IMF,absolute,rolling window,DEU,pcpi_pch,1.5,0.511400126238079,0.350945496312267,0.119028447529732,0.0414261823960793,-0.191666666666667,,,0.416666666666667,0.5
IMF,absolute,rolling window,FRA,ngdp_rpch,0,0.161963133402254,0.0979182742843069,0.00153307654508208,0.0625117825728653,-0.025,,,0.5,0.75
IMF,absolute,rolling window,FRA,ngdp_rpch,0.5,0.300904195948687,0.156468746573516,0.00476380556966375,0.139671643805507,-0.025,,,0.5,0.75
IMF,absolute,rolling window,FRA,ngdp_rpch,1,0.793531117163072,0.284779158827399,0.00846677805526167,0.500285180280412,-0.191666666666667,,,0.333333333333333,0.583333333333333
IMF,absolute,rolling window,FRA,ngdp_rpch,1.5,0.991919105836137,0.346519647547234,0.02386712832926,0.621532329959642,-0.15,,,0.416666666666667,0.583333333333333
IMF,absolute,rolling window,FRA,pcpi_pch,0,0.0956588809482256,0.0512254752239574,0.0156194767166483,0.0288139290076198,-0.025,,,0.5,0.75
