country,target,target_year,imf_pp,horizon,true_value,error,quantile,prediction,error_prediction,source,error_method,method
FRA,pcpi_pch,2008,1.80723306930604,1,3.15867408116821,-1.35144101186217,0.9,2.50621287447281,0.698979805166774,bvar,absolute,rolling window
FRA,pcpi_pch,2009,1.59376223537593,1,0.102975363924251,1.49078687145168,0.1,0.82166560632198,-0.77209662905395,IMF,absolute,rolling window
FRA,pcpi_pch,2009,1.59376223537593,1,0.102975363924251,1.49078687145168,0.25,0.91554264207556,-0.67821959330037,IMF,absolute,rolling window
FRA,pcpi_pch,2009,1.59376223537593,1,0.102975363924251,1.49078687145168,0.75,2.2719818286763,0.67821959330037,IMF,absolute,rolling window
FRA,pcpi_pch,2009,1.59376223537593,1,0.102975363924251,1.49078687145168,0.9,2.36585886442988,0.77209662905395,IMF,absolute,rolling window
FRA,pcpi_pch,2009,2.01873123727005,1,0.102975363924251,1.9157558733458,0.1,1.38299329235222,-0.63573794491783,ar,absolute,rolling window
FRA,pcpi_pch,2009,2.01873123727005,1,0.102975363924251,1.9157558733458,0.25,1.78989736933351,-0.228833867936544,ar,absolute,rolling window
FRA,pcpi_pch,2009,2.01873123727005,1,0.102975363924251,1.9157558733458,0.75,2.24756510520659,0.228833867936544,ar,absolute,rolling window
FRA,pcpi_pch,2009,2.01873123727005,1,0.102975363924251,1.9157558733458,0.9,2.65446918218788,0.63573794491783,ar,absolute,rolling window
FRA,pcpi_pch,2009,1.62050615265872,1,0.102975363924251,1.51753078873447,0.1,0.921526347491946,-0.698979805166774,bvar,absolute,rolling window
FRA,pcpi_pch,2009,1.62050615265872,1,0.102975363924251,1.51753078873447,0.25,1.29150745975776,-0.32899869290096,bvar,absolute,rolling window
FRA,pcpi_pch,2009,1.62050615265872,1,0.102975363924251,1.51753078873447,0.75,1.94950484555968,0.32899869290096,bvar,absolute,rolling window
FRA,pcpi_pch,2009,1.62050615265872,1,0.102975363924251,1.51753078873447,0.9,2.31948595782549,0.698979805166774,bvar,absolute,rolling window
FRA,pcpi_pch,2010,1.13888416786585,1,1.73553203759393,-0.59664786972808,0.1,0.32030391128501,-0.81858025658084,IMF,absolute,rolling window
FRA,pcpi_pch,2010,1.13888416786585,1,1.73553203759393,-0.59664786972808,0.25,0.41832104511641,-0.72056312274944,IMF,absolute,rolling window
FRA,pcpi_pch,2010,1.13888416786585,1,1.73553203759393,-0.59664786972808,0.75,1.85944729061529,0.72056312274944,IMF,absolute,rolling window
FRA,pcpi_pch,2010,1.13888416786585,1,1.73553203759393,-0.59664786972808,0.9,1.95746442444669,0.81858025658084,IMF,absolute,rolling window
FRA,pcpi_pch,2010,1.17726047419281,1,1.73553203759393,-0.55827156340112,0.1,0.43727885808814,-0.73998161610467,ar,absolute,rolling window
FRA,pcpi_pch,2010,1.17726047419281,1,1.73553203759393,-0.55827156340112,0.25,0.8841887552867,-0.29307171890611,ar,absolute,rolling window
FRA,pcpi_pch,2010,1.17726047419281,1,1.73553203759393,-0.55827156340112,0.75,1.47033219309892,0.29307171890611,ar,absolute,rolling window
FRA,pcpi_pch,2010,1.17726047419281,1,1.73553203759393,-0.55827156340112,0.9,1.91724209029748,0.73998161610467,ar,absolute,rolling window
FRA,pcpi_pch,2010,0.847166358737956,1,1.73553203759393,-0.888365678855974,0.1,0.00368456255515903,-0.843481796182797,bvar,absolute,rolling window
FRA,pcpi_pch,2010,0.847166358737956,1,1.73553203759393,-0.888365678855974,0.25,0.518167665836996,-0.32899869290096,bvar,absolute,rolling window
FRA,pcpi_pch,2010,0.847166358737956,1,1.73553203759393,-0.888365678855974,0.75,1.17616505163892,0.32899869290096,bvar,absolute,rolling window
FRA,pcpi_pch,2010,0.847166358737956,1,1.73553203759393,-0.888365678855974,0.9,1.69064815492075,0.843481796182797,bvar,absolute,rolling window
FRA,pcpi_pch,2011,1.60581347756446,1,2.14061596895432,-0.53480249138986,0.1,0.76612907172891,-0.83968440583555,IMF,absolute,rolling window
FRA,pcpi_pch,2011,1.60581347756446,1,2.14061596895432,-0.53480249138986,0.25,0.872321372182141,-0.733492105382319,IMF,absolute,rolling window
