model,error_method,method,country,target,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,symmetric,expanding window,CAN,ngdp_rpch,0,0.172020113621553,0.119286635588591,0.0408123744288304,0.0119211036041318,0.1,,,0.571428571428571,0.928571428571429
IMF,symmetric,expanding window,CAN,ngdp_rpch,0.5,0.375058291727685,0.272782893361606,0.0895809722128675,0.0126944261532116,0.135714285714286,,,0.642857142857143,0.928571428571429
IMF,symmetric,expanding window,CAN,ngdp_rpch,1,0.74270506723103,0.47649026064716,0.0654958795058868,0.200718927077984,0.0285714285714286,,,0.571428571428571,0.785714285714286
IMF,symmetric,expanding window,CAN,ngdp_rpch,1.5,0.876571966192913,0.506138928748541,0.0710785764688457,0.299354460975526,0.0642857142857143,,,0.571428571428571,0.857142857142857
IMF,symmetric,expanding window,CAN,pcpi_pch,0,0.146325963450072,0.0602570668958681,0.0486873934183226,0.0373815031358811,-0.114285714285714,,,0.428571428571429,0.642857142857143
IMF,symmetric,expanding window,CAN,pcpi_pch,0.5,0.324344526218624,0.125173264131868,0.177631943641391,0.0215393184453643,-0.221428571428571,,,0.285714285714286,0.571428571428571
IMF,symmetric,expanding window,CAN,pcpi_pch,1,0.352590522441484,0.171547821194336,0.0837729196357889,0.0972697816113585,-0.0428571428571429,,,0.357142857142857,0.857142857142857
IMF,symmetric,expanding window,CAN,pcpi_pch,1.5,0.400197828648319,0.206666722679484,0.114702669754644,0.0788284362141914,-0.00714285714285717,,,0.5,0.785714285714286
IMF,symmetric,expanding window,DEU,ngdp_rpch,0,0.199999427224583,0.123143411349811,0.0494101904751936,0.0274458253995788,0.0642857142857143,,,0.571428571428571,0.857142857142857
IMF,symmetric,expanding window,DEU,ngdp_rpch,0.5,0.479693946172112,0.215489370016441,0.204191815709755,0.0600127604459163,-0.0428571428571429,,,0.428571428571429,0.785714285714286
IMF,symmetric,expanding window,DEU,ngdp_rpch,1,1.01386352897634,0.3869029449406,0.175492751876873,0.451467832158865,-0.15,,,0.357142857142857,0.642857142857143
IMF,symmetric,expanding window,DEU,ngdp_rpch,1.5,1.31134083375512,0.397253558928107,0.248071331756802,0.666015943070214,-0.185714285714286,,,0.285714285714286,0.642857142857143
IMF,symmetric,expanding window,DEU,pcpi_pch,0,0.094297968985388,0.0700653439404686,0.0215601963302123,0.00267242871470715,0.0642857142857143,,,0.428571428571429,1
IMF,symmetric,expanding window,DEU,pcpi_pch,0.5,0.19418186449677,0.128681917032077,0.0654999474646932,0,0.0642857142857143,,,0.571428571428571,0.857142857142857
IMF,symmetric,expanding window,DEU,pcpi_pch,1,0.426677711405669,0.223386199894571,0.162086273668105,0.041205237842994,-0.185714285714286,,,0.285714285714286,0.642857142857143
IMF,symmetric,expanding window,DEU,pcpi_pch,1.5,0.492554387832752,0.29339743348074,0.149655577476984,0.0495013768750279,-0.114285714285714,,,0.357142857142857,0.714285714285714
IMF,symmetric,expanding window,FRA,ngdp_rpch,0,0.154410182620636,0.10467763286492,0.0101088482272668,0.0396237015284493,0.0285714285714286,,,0.5,0.857142857142857
IMF,symmetric,expanding window,FRA,ngdp_rpch,0.5,0.270997064897208,0.202184667288946,0.0046939057182975,0.0641184918899647,0.1,,,0.642857142857143,0.857142857142857
IMF,symmetric,expanding window,FRA,ngdp_rpch,1,0.649853633313994,0.314338477234982,0,0.335515156079012,-0.114285714285714,,,0.5,0.571428571428571
IMF,symmetric,expanding window,FRA,ngdp_rpch,1.5,0.82591530222533,0.307127312282077,0.00707067161570571,0.511717318327548,-0.15,,,0.428571428571429,0.571428571428571
IMF,symmetric,expanding window,FRA,pcpi_pch,0,0.0896294709699298,0.0661341572563178,0.0150383251336243,0.00845698857998775,0.1,,,0.571428571428571,0.928571428571429
IMF,symmetric,expanding window,FRA,pcpi_pch,0.5,0.192238345826479,0.0986004114669366,0.0891862162969768,0.004451718062566,-0.114285714285714,,,0.428571428571429,0.642857142857143
IMF,symmetric,expanding window,FRA,pcpi_pch,1,0.445930660034448,0.194867461524891,0.160849671507605,0.0902135270019525,-0.257142857142857,,,0.357142857142857,0.428571428571429
IMF,symmetric,expanding window,FRA,pcpi_pch,1.5,0.437848503950133,0.204968344348758,0.107129738688108,0.125750420913267,-0.15,,,0.285714285714286,0.714285714285714
IMF,symmetric,expanding window,GBR,ngdp_rpch,0,0.20762416296904,0.0994142316587015,0.0826304952815531,0.0255794360287859,-0.0785714285714286,,,0.428571428571429,0.714285714285714
IMF,symmetric,expanding window,GBR,ngdp_rpch,0.5,0.343227574592396,0.165256391279111,0.0709564049447947,0.10701477836849,-0.114285714285714,,,0.357142857142857,0.714285714285714
IMF,symmetric,expanding window,GBR,ngdp_rpch,1,0.727115857049645,0.312454859846824,0.0342889811519543,0.380372016050867,-0.0785714285714286,,,0.285714285714286,0.857142857142857
IMF,symmetric,expanding window,GBR,ngdp_rpch,1.5,0.967270802449144,0.296454629882261,0.0682660543670265,0.602550118199857,-0.15,,,0.357142857142857,0.642857142857143
IMF,symmetric,expanding window,GBR,pcpi_pch,0,0.177949015034687,0.0610593903814096,0.0211974002612943,0.0956922243919829,-0.0428571428571429,,,0.571428571428571,0.642857142857143
IMF,symmetric,expanding window,GBR,pcpi_pch,0.5,0.30971491364632,0.152425184049715,0.0779354459918593,0.0793542836047457,-0.0428571428571429,,,0.357142857142857,0.857142857142857
IMF,symmetric,expanding window,GBR,pcpi_pch,1,0.538997363166405,0.142760637527824,0.269924746198532,0.126311979440049,-0.185714285714286,,,0.357142857142857,0.571428571428571
