country,target,target_year,imf_pp,horizon,true_value,error,quantile,prediction,error_prediction,source,error_method,method
CAN,ngdp_rpch,2013,2.24187106852752,0,2.02201697652882,0.2198540919987,0.1,1.6603100100408,-0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2013,2.24187106852752,0,2.02201697652882,0.2198540919987,0.25,1.99429657478375,-0.24757449374377,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2013,2.24187106852752,0,2.02201697652882,0.2198540919987,0.75,2.48944556227129,0.24757449374377,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2013,2.24187106852752,0,2.02201697652882,0.2198540919987,0.9,2.82343212701424,0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2014,2.88101416117707,0,2.43927679182348,0.44173736935359,0.1,2.29945310269035,-0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2014,2.88101416117707,0,2.43927679182348,0.44173736935359,0.25,2.65224567624647,-0.2287684849306,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2014,2.88101416117707,0,2.43927679182348,0.44173736935359,0.75,3.10978264610767,0.2287684849306,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2014,2.88101416117707,0,2.43927679182348,0.44173736935359,0.9,3.46257521966379,0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2015,0.776961359017443,0,1.0782975138163,-0.301336154798857,0.1,0.195400300530723,-0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2015,0.776961359017443,0,1.0782975138163,-0.301336154798857,0.25,0.527663583964953,-0.24929777505249,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2015,0.776961359017443,0,1.0782975138163,-0.301336154798857,0.75,1.02625913406993,0.24929777505249,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2015,0.776961359017443,0,1.0782975138163,-0.301336154798857,0.9,1.35852241750416,0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2016,1.10673414391228,0,1.46776119706518,-0.3610270531529,0.1,0.52517308542556,-0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2016,1.10673414391228,0,1.46776119706518,-0.3610270531529,0.25,0.805397989113423,-0.301336154798857,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2016,1.10673414391228,0,1.46776119706518,-0.3610270531529,0.75,1.40807029871114,0.301336154798857,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2016,1.10673414391228,0,1.46776119706518,-0.3610270531529,0.9,1.688295202399,0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2017,2.97259410375334,0,3.04737801390693,-0.0747839101535899,0.1,2.39103304526662,-0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2017,2.97259410375334,0,3.04737801390693,-0.0747839101535899,0.25,2.61156705060044,-0.3610270531529,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2017,2.97259410375334,0,3.04737801390693,-0.0747839101535899,0.75,3.33362115690624,0.3610270531529,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2017,2.97259410375334,0,3.04737801390693,-0.0747839101535899,0.9,3.55415516224006,0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2018,2.81149928857962,0,1.87856366208394,0.93293562649568,0.1,2.2299382300929,-0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2018,2.81149928857962,0,1.87856366208394,0.93293562649568,0.25,2.45047223542672,-0.3610270531529,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2018,2.81149928857962,0,1.87856366208394,0.93293562649568,0.75,3.17252634173252,0.3610270531529,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2018,2.81149928857962,0,1.87856366208394,0.93293562649568,0.9,3.39306034706634,0.58156105848672,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2019,1.94938690826734,0,1.65604085094309,0.29334605732425,0.1,1.18590274718347,-0.76348416108387,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2019,1.94938690826734,0,1.65604085094309,0.29334605732425,0.25,1.58835985511444,-0.3610270531529,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2019,1.94938690826734,0,1.65604085094309,0.29334605732425,0.75,2.31041396142024,0.3610270531529,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2019,1.94938690826734,0,1.65604085094309,0.29334605732425,0.9,2.71287106935121,0.76348416108387,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2020,-4.94135968814157,0,-5.3129447501408,0.37158506199923,0.1,-5.53459459605773,-0.59323490791616,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2020,-4.94135968814157,0,-5.3129447501408,0.37158506199923,0.25,-5.23838908853041,-0.297029400388835,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2020,-4.94135968814157,0,-5.3129447501408,0.37158506199923,0.75,-4.64433028775274,0.297029400388835,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2020,-4.94135968814157,0,-5.3129447501408,0.37158506199923,0.9,-4.34812478022541,0.59323490791616,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2021,5.41402341735235,0,4.5408872787436,0.87313613860875,0.1,4.97500000646489,-0.43902341088746,bvar_mix,absolute,rolling window
CAN,ngdp_rpch,2021,5.41402341735235,0,4.5408872787436,0.87313613860875,0.25,5.11699401696352,-0.297029400388835,bvar_mix,absolute,rolling window
