model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,symmetric,expanding window,ngdp_rpch,0,0.237268820541829,0.129943388811357,0.0415061776570587,0.0658192540734131,0.023469387755102,,,0.540816326530612,0.806122448979592
IMF,symmetric,expanding window,ngdp_rpch,0.5,0.408464485349154,0.2490922104736,0.08074397580857,0.0786282990669839,0.00816326530612243,,,0.530612244897959,0.785714285714286
IMF,symmetric,expanding window,ngdp_rpch,1,0.84693107017682,0.386275466651161,0.0677040049239421,0.392951598601717,-0.0836734693877551,,,0.418367346938776,0.714285714285714
IMF,symmetric,expanding window,ngdp_rpch,1.5,1.05830453637344,0.400546159969431,0.115378393842355,0.542379982561653,-0.13469387755102,,,0.377551020408163,0.653061224489796
IMF,symmetric,expanding window,pcpi_pch,0,0.115706859541563,0.0561843575714404,0.0256898666833695,0.0338326352867528,-0.0479591836734694,,,0.459183673469388,0.744897959183674
IMF,symmetric,expanding window,pcpi_pch,0.5,0.257474038115417,0.12456433458849,0.112378854005205,0.0205308495217221,-0.0887755102040817,,,0.387755102040816,0.73469387755102
IMF,symmetric,expanding window,pcpi_pch,1,0.463836710107279,0.189300237238945,0.178053023482661,0.0964834493856731,-0.155102040816327,,,0.36734693877551,0.622448979591837
IMF,symmetric,expanding window,pcpi_pch,1.5,0.505156652143218,0.219597960916097,0.175030814048559,0.110527877178561,-0.109183673469388,,,0.346938775510204,0.73469387755102
IMF,symmetric,leave-one-out,ngdp_rpch,0,0.252987486744156,0.124302601283202,0.0392543289559296,0.0894305565050247,-0.0288819875776398,,,0.478260869565217,0.763975155279503
IMF,symmetric,leave-one-out,ngdp_rpch,0.5,0.449182200508143,0.241057690362858,0.0834829736535756,0.124641536491709,-0.0475155279503106,,,0.490683229813665,0.714285714285714
IMF,symmetric,leave-one-out,ngdp_rpch,1,0.877630963494246,0.415429762539292,0.0585152022590714,0.403685998695882,-0.0461038961038961,,,0.454545454545455,0.753246753246753
IMF,symmetric,leave-one-out,ngdp_rpch,1.5,1.03154504215655,0.443558232534318,0.0784923927379652,0.509494416884264,-0.0655844155844156,,,0.454545454545455,0.714285714285714
IMF,symmetric,leave-one-out,pcpi_pch,0,0.119177098184467,0.0555659293654892,0.0284608335990055,0.0351503352199728,-0.0381987577639752,,,0.490683229813665,0.732919254658385
IMF,symmetric,leave-one-out,pcpi_pch,0.5,0.254083386242304,0.131110875801245,0.0890094354383705,0.0339630750026882,-0.0381987577639752,,,0.453416149068323,0.770186335403727
IMF,symmetric,leave-one-out,pcpi_pch,1,0.426226387120518,0.229104113456117,0.104855776260658,0.0922664974037426,-0.0493506493506494,,,0.461038961038961,0.74025974025974
IMF,symmetric,leave-one-out,pcpi_pch,1.5,0.49864401755635,0.25402325681012,0.128435541073934,0.116185219672297,-0.0331168831168831,,,0.461038961038961,0.772727272727273
IMF,symmetric,rolling window,ngdp_rpch,0,0.241341657705891,0.108777256694651,0.0499070258972096,0.0826573751140295,-0.0734693877551021,,,0.459183673469388,0.693877551020408
IMF,symmetric,rolling window,ngdp_rpch,0.5,0.410035400517418,0.220473434124536,0.087749681018079,0.101812285374803,-0.063265306122449,,,0.448979591836735,0.724489795918367
IMF,symmetric,rolling window,ngdp_rpch,1,0.850007121331192,0.333216200933203,0.0744199534970634,0.442370966900926,-0.109183673469388,,,0.397959183673469,0.683673469387755
IMF,symmetric,rolling window,ngdp_rpch,1.5,1.069048872044,0.370357052713828,0.127547163271148,0.571144656059019,-0.170408163265306,,,0.357142857142857,0.602040816326531
IMF,symmetric,rolling window,pcpi_pch,0,0.11992215505499,0.052764929247063,0.0299865925042836,0.0371706333036434,-0.0836734693877551,,,0.448979591836735,0.683673469387755
IMF,symmetric,rolling window,pcpi_pch,0.5,0.264698805612154,0.10776543375078,0.130063721726629,0.0268696501347443,-0.129591836734694,,,0.377551020408163,0.663265306122449
IMF,symmetric,rolling window,pcpi_pch,1,0.479150478289122,0.167387686300078,0.195883324117991,0.115879467871053,-0.201020408163265,,,0.326530612244898,0.571428571428571
IMF,symmetric,rolling window,pcpi_pch,1.5,0.528914243909493,0.188686682603577,0.205455731141311,0.134771830164604,-0.180612244897959,,,0.306122448979592,0.63265306122449
ar,symmetric,expanding window,ngdp_rpch,0,0.311646165786968,0.148014211989936,0.02431283582061,0.139319117976423,-0.114285714285714,,,0.428571428571429,0.642857142857143
ar,symmetric,expanding window,ngdp_rpch,0.5,0.558062408360341,0.23945443527392,0.0296884663159964,0.288919506770425,-0.124489795918367,,,0.418367346938776,0.63265306122449
ar,symmetric,expanding window,ngdp_rpch,1,1.21027691998168,0.302196461088151,0.0106488245323043,0.897431634361222,-0.236734693877551,,,0.275510204081633,0.551020408163265
ar,symmetric,expanding window,ngdp_rpch,1.5,1.4737482348829,0.357861385674672,0.0127908324851986,1.10309601672303,-0.272448979591837,,,0.244897959183673,0.510204081632653
ar,symmetric,expanding window,pcpi_pch,0,0.125552502117027,0.0526215065947066,0.0418747144311295,0.0310562810911908,-0.114285714285714,,,0.397959183673469,0.673469387755102
ar,symmetric,expanding window,pcpi_pch,0.5,0.262343603532902,0.124357670446253,0.0367333149539311,0.101252618132719,-0.0683673469387755,,,0.418367346938776,0.744897959183674
ar,symmetric,expanding window,pcpi_pch,1,0.951338438636355,0.186074352007593,0.0323167051232753,0.732947381505486,-0.297959183673469,,,0.244897959183673,0.459183673469388
