model,country,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
ar,GBR,pcpi_pch,0,0.36302320988112,0.0851977442128902,0.227342349917576,0.0504831157506534,0.557525215360175,0.943558576892383,0.0434782608695652,0.173913043478261,0.391304347826087,0.478260869565217,0.478260869565217,0.478260869565217,0.565217391304348,0.565217391304348,0.695652173913044,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.173913043478261,0.217391304347826,0.260869565217391,0.347826086956522,0.478260869565217,0.521739130434783,0.521739130434783,0.521739130434783,0.608695652173913,0.608695652173913,0.739130434782609
ar,GBR,pcpi_pch,0.5,0.50767106915241,0.367418593076793,0.12688973706411,0.0133627390115067,2.12836525678922,3.99851411670115,0.347826086956522,0.608695652173913,0.826086956521739,0.956521739130435,0.956521739130435,0.956521739130435,0.956521739130435,0.956521739130435,0.956521739130435,0,0,0,0,0,0,0.0434782608695652,0.130434782608696,0.260869565217391,0.608695652173913,0.739130434782609,0.869565217391304,0.956521739130435,0.956521739130435,0.956521739130435,0.956521739130435,0.956521739130435,0.956521739130435
ar,GBR,pcpi_pch,1,1.08935249824645,0.756300490184093,0.0044738042202894,0.328578203842068,4.33852437731458,8.21694638073549,0.0454545454545455,0.0909090909090909,0.227272727272727,0.681818181818182,0.863636363636364,0.954545454545455,1,1,1,0,0,0,0.0454545454545455,0.136363636363636,0.318181818181818,0.772727272727273,0.863636363636364,0.909090909090909,0.954545454545455,0.954545454545455,1,1,1,1,1,1,1
ar,GBR,pcpi_pch,1.5,1.59613048615015,0.919630913567541,0,0.676499572582609,5.32166052439729,9.99147561706845,0.0454545454545455,0.181818181818182,0.227272727272727,0.227272727272727,0.409090909090909,0.863636363636364,1,1,1,0,0,0,0.136363636363636,0.590909090909091,0.772727272727273,0.772727272727273,0.818181818181818,0.954545454545455,1,1,1,1,1,1,1,1,1
ar,ITA,pcpi_pch,0,0.108096324230756,0.079466735090151,0.0180538740507854,0.0105757150898199,0.455363245602768,0.863378921159948,0.173913043478261,0.347826086956522,0.478260869565217,0.695652173913044,0.826086956521739,1,1,1,1,0,0,0,0,0.0869565217391304,0.130434782608696,0.217391304347826,0.260869565217391,0.304347826086957,0.478260869565217,0.608695652173913,0.695652173913044,0.826086956521739,0.91304347826087,1,1,1,1
ar,ITA,pcpi_pch,0.5,0.402785368990758,0.283308715248014,0.000682538795226428,0.118794114947517,1.63041890772218,3.07805237812466,0.0869565217391304,0.260869565217391,0.521739130434783,0.652173913043478,0.782608695652174,0.91304347826087,1,1,1,0,0,0,0.0869565217391304,0.217391304347826,0.347826086956522,0.478260869565217,0.739130434782609,0.869565217391304,0.956521739130435,1,1,1,1,1,1,1,1
ar,ITA,pcpi_pch,1,0.906194668865649,0.667206582260043,0.00111216779330843,0.237875918812298,3.8392355083489,7.25122014560124,0.181818181818182,0.363636363636364,0.545454545454545,0.772727272727273,0.954545454545455,0.954545454545455,0.954545454545455,0.954545454545455,1,0,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.227272727272727,0.454545454545455,0.636363636363636,0.772727272727273,0.954545454545455,1,1,1,1,1,1,1,1
ar,ITA,pcpi_pch,1.5,1.67037970796458,0.93125637538351,0,0.739123332581072,5.41591518168394,10.1177822870137,0,0.0909090909090909,0.181818181818182,0.272727272727273,0.590909090909091,0.818181818181818,0.909090909090909,1,1,0,0,0.0909090909090909,0.181818181818182,0.409090909090909,0.727272727272727,0.818181818181818,0.909090909090909,1,1,1,1,1,1,1,1,1,1
ar,USA,pcpi_pch,0,0.102137783839132,0.0452323809356603,0.00550517509592474,0.0514002278075472,0.270109097766946,0.494933350945608,0.260869565217391,0.304347826086957,0.434782608695652,0.608695652173913,0.826086956521739,0.91304347826087,0.91304347826087,0.91304347826087,0.91304347826087,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.130434782608696,0.304347826086957,0.391304347826087,0.434782608695652,0.478260869565217,0.739130434782609,0.739130434782609,0.826086956521739,0.91304347826087,0.956521739130435,1,1,1,1
ar,USA,pcpi_pch,0.5,0.27223970583037,0.17048837134064,0.0404867535514962,0.0612645809382333,0.991165081458401,1.85273224591619,0.130434782608696,0.347826086956522,0.478260869565217,0.608695652173913,0.782608695652174,0.826086956521739,0.91304347826087,0.956521739130435,1,0,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.130434782608696,0.260869565217391,0.304347826086957,0.391304347826087,0.608695652173913,0.739130434782609,0.739130434782609,0.782608695652174,0.869565217391304,0.91304347826087,0.91304347826087,0.956521739130435,1,1
ar,USA,pcpi_pch,1,0.718364068664079,0.388989517293087,0.0356323561324044,0.293742195238588,2.28400578028593,4.23921690115557,0.0909090909090909,0.363636363636364,0.454545454545455,0.636363636363636,0.772727272727273,0.818181818181818,0.954545454545455,0.954545454545455,0.954545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.181818181818182,0.181818181818182,0.272727272727273,0.409090909090909,0.5,0.681818181818182,0.772727272727273,0.863636363636364,0.863636363636364,0.909090909090909,0.954545454545455,1,1,1,1
ar,USA,pcpi_pch,1.5,0.888741171776612,0.527535407250971,0.00130870075171568,0.359897063773925,3.07729132437622,5.73934559834196,0.136363636363636,0.318181818181818,0.5,0.590909090909091,0.772727272727273,0.818181818181818,0.909090909090909,0.954545454545455,0.954545454545455,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.181818181818182,0.227272727272727,0.409090909090909,0.5,0.681818181818182,0.818181818181818,0.954545454545455,1,1,1,1,1,1,1,1
ar_bic,DEU,ngdp_rpch,0,0.51413114052063,0.068398693828371,0.103347786305076,0.342384660387183,0.504330371436248,0.777238758878967,0.0869565217391304,0.0869565217391304,0.173913043478261,0.260869565217391,0.347826086956522,0.347826086956522,0.347826086956522,0.478260869565217,0.521739130434783,0.260869565217391,0.304347826086957,0.391304347826087,0.391304347826087,0.391304347826087,0.434782608695652,0.434782608695652,0.478260869565217,0.478260869565217,0.565217391304348,0.565217391304348,0.608695652173913,0.695652173913044,0.739130434782609,0.739130434782609,0.739130434782609,0.782608695652174,0.782608695652174
ar_bic,DEU,ngdp_rpch,0.5,0.719620506033816,0.259861566194269,0.0418056472074614,0.417953292632085,1.59084731850975,2.84718081918318,0.173913043478261,0.347826086956522,0.347826086956522,0.521739130434783,0.565217391304348,0.695652173913044,0.782608695652174,0.782608695652174,0.91304347826087,0.0869565217391304,0.217391304347826,0.217391304347826,0.260869565217391,0.304347826086957,0.347826086956522,0.478260869565217,0.478260869565217,0.608695652173913,0.782608695652174,0.826086956521739,0.826086956521739,0.869565217391304,0.869565217391304,0.956521739130435,1,1,1
ar_bic,DEU,ngdp_rpch,1,1.10582355716702,0.433696671341108,0.0143801644766536,0.657746721349254,2.62916133340853,4.7403595033344,0.181818181818182,0.181818181818182,0.318181818181818,0.363636363636364,0.545454545454545,0.681818181818182,0.727272727272727,0.818181818181818,0.909090909090909,0.0909090909090909,0.181818181818182,0.272727272727273,0.318181818181818,0.454545454545455,0.590909090909091,0.636363636363636,0.772727272727273,0.772727272727273,0.954545454545455,0.954545454545455,0.954545454545455,0.954545454545455,1,1,1,1,1
ar_bic,DEU,ngdp_rpch,1.5,1.27898859435541,0.463401959716137,0.016901040135268,0.798685594504002,2.83178199053202,5.06997010442836,0.136363636363636,0.181818181818182,0.272727272727273,0.318181818181818,0.454545454545455,0.636363636363636,0.727272727272727,0.818181818181818,0.909090909090909,0.0909090909090909,0.181818181818182,0.272727272727273,0.363636363636364,0.545454545454545,0.636363636363636,0.681818181818182,0.727272727272727,0.772727272727273,0.909090909090909,0.909090909090909,0.954545454545455,0.954545454545455,1,1,1,1,1
ar_bic,FRA,ngdp_rpch,0,0.278164134442174,0.0766919697311658,0.0217784741768945,0.179693690534114,0.490383810707845,0.840014428418519,0.0434782608695652,0.130434782608696,0.130434782608696,0.173913043478261,0.217391304347826,0.217391304347826,0.304347826086957,0.478260869565217,0.739130434782609,0.260869565217391,0.434782608695652,0.608695652173913,0.695652173913044,0.695652173913044,0.739130434782609,0.782608695652174,0.782608695652174,0.826086956521739,0.869565217391304,0.91304347826087,0.91304347826087,0.91304347826087,0.91304347826087,0.91304347826087,0.91304347826087,0.91304347826087,1
ar_bic,FRA,ngdp_rpch,0.5,0.579096905443609,0.231907346495406,0.0063652557148536,0.34082430323335,1.40073715140095,2.52574544586144,0.0869565217391304,0.130434782608696,0.130434782608696,0.217391304347826,0.347826086956522,0.478260869565217,0.652173913043478,0.739130434782609,0.91304347826087,0.0869565217391304,0.260869565217391,0.347826086956522,0.521739130434783,0.652173913043478,0.739130434782609,0.826086956521739,0.826086956521739,0.826086956521739,0.91304347826087,0.956521739130435,0.956521739130435,0.956521739130435,1,1,1,1,1
ar_bic,FRA,ngdp_rpch,1,1.08988360001612,0.374455598665924,0,0.715428001350193,2.31422736051787,4.09489200485766,0.136363636363636,0.227272727272727,0.227272727272727,0.363636363636364,0.454545454545455,0.5,0.545454545454545,0.727272727272727,0.863636363636364,0.136363636363636,0.272727272727273,0.454545454545455,0.5,0.545454545454545,0.636363636363636,0.772727272727273,0.772727272727273,0.863636363636364,1,1,1,1,1,1,1,1,1
ar_bic,FRA,ngdp_rpch,1.5,1.29690621655596,0.403017282882077,3.70727661736915e-05,0.893851860907711,2.51887171129283,4.41627230939737,0.0909090909090909,0.136363636363636,0.181818181818182,0.227272727272727,0.409090909090909,0.5,0.545454545454545,0.636363636363636,0.863636363636364,0.136363636363636,0.363636363636364,0.454545454545455,0.5,0.590909090909091,0.772727272727273,0.818181818181818,0.863636363636364,0.909090909090909,1,1,1,1,1,1,1,1,1
ar_bic,GBR,ngdp_rpch,0,0.510773984813302,0.0638546124090156,0.061523387455189,0.385395984949097,0.480014042745353,0.727611267656314,0.0869565217391304,0.130434782608696,0.130434782608696,0.130434782608696,0.217391304347826,0.217391304347826,0.260869565217391,0.304347826086957,0.391304347826087,0.521739130434783,0.521739130434783,0.521739130434783,0.565217391304348,0.565217391304348,0.608695652173913,0.608695652173913,0.608695652173913,0.652173913043478,0.739130434782609,0.739130434782609,0.739130434782609,0.739130434782609,0.782608695652174,0.782608695652174,0.782608695652174,0.826086956521739,0.91304347826087
ar_bic,GBR,ngdp_rpch,0.5,0.5547869028863,0.238336705346987,0.0204096352361174,0.296040562303196,1.43048411443292,2.59693588511474,0.173913043478261,0.217391304347826,0.217391304347826,0.347826086956522,0.521739130434783,0.608695652173913,0.739130434782609,0.782608695652174,0.869565217391304,0.130434782608696,0.217391304347826,0.260869565217391,0.391304347826087,0.434782608695652,0.565217391304348,0.652173913043478,0.652173913043478,0.695652173913044,0.869565217391304,0.869565217391304,0.869565217391304,0.91304347826087,0.956521739130435,1,1,1,1
ar_bic,GBR,ngdp_rpch,1,0.958253623327179,0.398305417974763,0.0261756151288922,0.533772590223524,2.40744013672724,4.35561415274154,0.0909090909090909,0.409090909090909,0.454545454545455,0.681818181818182,0.681818181818182,0.727272727272727,0.818181818181818,0.863636363636364,0.909090909090909,0.0909090909090909,0.136363636363636,0.181818181818182,0.272727272727273,0.272727272727273,0.272727272727273,0.409090909090909,0.454545454545455,0.727272727272727,0.818181818181818,0.863636363636364,0.863636363636364,0.954545454545455,0.954545454545455,1,1,1,1
ar_bic,GBR,ngdp_rpch,1.5,1.11319507192277,0.426437424139701,0.0283385875239629,0.658419060259103,2.59793743498853,4.67317181315644,0.0909090909090909,0.363636363636364,0.5,0.681818181818182,0.681818181818182,0.772727272727273,0.772727272727273,0.863636363636364,0.863636363636364,0.136363636363636,0.136363636363636,0.227272727272727,0.227272727272727,0.272727272727273,0.272727272727273,0.409090909090909,0.5,0.681818181818182,0.772727272727273,0.863636363636364,0.909090909090909,0.954545454545455,0.954545454545455,1,1,1,1
