target_year,target,horizon,model,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
2013,ngdp_rpch,0,ar,0.110538597792732,0.0780458740769191,0,0.032492723715813,0.556327306794604,0.819953688868133,0.688140497831368,0.8,0.8,0.2,0.2,1,1
2014,ngdp_rpch,0,ar,0.367570673906205,0.077507428952554,0,0.290063244953651,1.72552752407151,3.03759466794533,2.38156109600842,0.2,0.4,0.6,0.8,1,1
2015,ngdp_rpch,0,ar,0.124029954761031,0.0769504338886572,0.001939993208443,0.045139527663931,0.599217640271664,0.982554994541464,0.790886317406564,0.6,0.8,0.2,0.2,0.8,1
2016,ngdp_rpch,0,ar,0.188360420423196,0.0763623234829992,0,0.111998096940197,0.963092252052131,1.35947777833359,1.16128501519286,0.4,0.6,0.4,0.6,1,1
2017,ngdp_rpch,0,ar,0.250085204971214,0.0757408322448768,0,0.174344372726337,1.18817385224113,2.03126946882146,1.60972166053129,0.4,0.6,0.4,0.6,1,1
2018,ngdp_rpch,0,ar,0.143896999491044,0.0752981647111788,0.067740207012879,0.000858627766985975,0.686627893393167,1.16137025633796,0.923999074865563,0.6,0.8,0,0.2,0.8,0.8
2019,ngdp_rpch,0,ar,0.305657745250169,0.0747632148115476,0,0.230894530438622,1.56926645463772,2.18998876840908,1.8796276115234,0,0,1,1,1,1
2020,ngdp_rpch,0,ar,0.544293705088921,0.117526218893323,0.035177045007574,0.391590441188023,2.60702906860371,4.36830143026914,3.48766524943643,0.2,0.2,0.6,0.6,0.8,0.8
2021,ngdp_rpch,0,ar,0.957921909341884,0.11634833628361,0,0.841573573058274,4.23620490401392,8.56792592680288,6.4020654154084,0.2,0.4,0.6,0.8,1,1
2022,ngdp_rpch,0,ar,0.169977437893251,0.115588254084323,0,0.0543891838089281,0.938749059756451,1.0526761084739,0.995712584115174,0.4,0.8,0.2,0.6,1,1
2023,ngdp_rpch,0,ar,0.170215602600753,0.114802622679982,0.024797069638934,0.0306159102818364,0.931723118110638,1.07500425673846,1.00336368742455,0.4,0.8,0,0.4,0.8,0.8
2013,ngdp_rpch,0.5,ar,0.330975176241771,0.305831978699046,0,0.0251431975427257,1.5912810825709,2.64130081840817,2.11629095048954,0.8,1,0,0.2,1,1
2014,ngdp_rpch,0.5,ar,0.542245292488503,0.303549683555941,0.017627761937883,0.221067846994679,2.96532149497102,3.43160211234249,3.19846180365676,0.2,0.8,0.2,0.6,0.8,1
2015,ngdp_rpch,0.5,ar,0.317561119887325,0.301517355390709,0,0.016043764496616,1.49887383311278,2.60403781496455,2.05145582403866,0.8,1,0,0.2,1,1
2016,ngdp_rpch,0.5,ar,0.324662885497714,0.299190750664871,0,0.0254721348328432,1.56372539475134,2.58394422307592,2.07383480891363,0.4,1,0,0.6,1,1
2017,ngdp_rpch,0.5,ar,0.324179174935281,0.296993369707682,0,0.027185805227599,1.56744673346046,2.56496666505447,2.06620669925747,0.8,1,0,0.2,1,1
2018,ngdp_rpch,0.5,ar,0.294869593902162,0.294869593902162,0,0,1.34030683369002,2.54662479381818,1.9434658137541,1,1,0,0,1,1
2019,ngdp_rpch,0.5,ar,0.401882944033374,0.29292505019969,0,0.108957893833684,2.16078987157338,2.63568420173403,2.3982370366537,0.6,0.8,0.2,0.4,1,1
2020,ngdp_rpch,0.5,ar,3.54493503564566,0.305491250831639,0,3.23944378481402,15.3023281824829,32.6428802567058,23.9726042195944,0.2,0.2,0.8,0.8,1,1
2021,ngdp_rpch,0.5,ar,0.711616942112576,0.397631219603272,0.313985722509304,0,3.42735227243253,5.6639581611702,4.54565521680137,0.8,0.8,0,0,0.8,0.8
2022,ngdp_rpch,0.5,ar,0.424301707564764,0.399332230380889,0,0.0249694771838751,2.01488945064504,3.44881052468269,2.73184998766386,0.6,1,0,0.4,1,1
2023,ngdp_rpch,0.5,ar,0.443882509276583,0.396924309329325,0,0.0469581999472584,2.17985421465889,3.42801464888444,2.80393443177166,0.6,1,0,0.4,1,1
2013,ngdp_rpch,1,ar,0.882334095483487,0.534475454941846,0,0.347858640541642,4.85874994535047,5.49980704629359,5.17927849582203,0.4,0.6,0.4,0.6,1,1
2014,ngdp_rpch,1,ar,0.799434404106111,0.53333639105343,0,0.26609801305268,4.21896037045419,5.44128715598672,4.83012376322046,0.6,0.8,0.2,0.4,1,1
2015,ngdp_rpch,1,ar,0.560533425773269,0.529841790056592,0,0.030691635716677,2.6538877844652,4.57594905430238,3.61491841938379,0.8,1,0,0.2,1,1
2016,ngdp_rpch,1,ar,0.555936997410121,0.526113029387775,0,0.029823968022346,2.62999765093959,4.54374582085346,3.58687173589652,0.6,1,0,0.4,1,1
2017,ngdp_rpch,1,ar,0.522426460049916,0.522426460049916,0,0,2.37464889220732,4.51190697048003,3.44327793134367,1,1,0,0,1,1
2018,ngdp_rpch,1,ar,0.532014877930779,0.518274324629036,0,0.013740553301743,2.46570010960243,4.47604728460949,3.47087369710596,0.8,1,0,0.2,1,1
2019,ngdp_rpch,1,ar,0.522948229014278,0.515206456694573,0,0.00774177231970501,2.4037651063612,4.44955181438256,3.42665846037188,0.8,1,0,0.2,1,1
2020,ngdp_rpch,1,ar,8.12331248073978,0.511605973007202,0,7.61170650773257,34.8652824688562,75.3030434426549,55.0841629557556,0,0,1,1,1,1
2021,ngdp_rpch,1,ar,1.31140640844763,0.628273805236703,0.68313260321093,0,6.44306375017423,10.1204687935171,8.28176627184566,0.6,0.8,0,0,0.6,0.8
2022,ngdp_rpch,1,ar,0.652594014462829,0.652594014462829,0,0,2.96631539940992,5.63609179073176,4.30120359507084,1,1,0,0,1,1
2023,ngdp_rpch,1,ar,0.746437654750491,0.648835656700433,0,0.0976019980500579,3.73004806054966,5.60363294363567,4.66684050209266,0.6,1,0,0.4,1,1
2013,ngdp_rpch,1.5,ar,1.19136421075018,0.582521048785701,0,0.608843161964479,6.28584221218278,8.11267868454663,7.19926044836471,0.4,0.6,0.4,0.6,1,1
2014,ngdp_rpch,1.5,ar,0.89278957951677,0.584802382978537,0,0.307987196538233,4.59957097266461,6.3568641586739,5.47821756566925,0.6,0.8,0.2,0.4,1,1
2015,ngdp_rpch,1.5,ar,0.630613013976867,0.580358345630205,0,0.050254668346662,3.04001112475223,5.01223246765678,4.0261217962045,0.8,1,0,0.2,1,1
2016,ngdp_rpch,1.5,ar,0.658777940470535,0.576360303540032,0,0.082417636930503,3.27914208366893,4.97770360023838,4.12842284195365,0.6,1,0,0.4,1,1
2017,ngdp_rpch,1.5,ar,0.572004464870031,0.572004464870031,0,0,2.60000186191081,4.94008464262358,3.7700432522672,1,1,0,0,1,1
2018,ngdp_rpch,1.5,ar,0.567859184555813,0.567859184555813,0,0,2.58115981224682,4.90428416049922,3.74272198637302,1,1,0,0,1,1
2019,ngdp_rpch,1.5,ar,0.659758540210898,0.563775031938532,0,0.095983508272366,3.33046367995979,4.86901160431848,4.09973764213913,0.4,1,0,0.6,1,1
2020,ngdp_rpch,1.5,ar,8.18404136574849,0.560171841955372,0,7.62386952379312,35.3333709502618,75.3473999393154,55.3403854447886,0,0,1,1,1,1
2021,ngdp_rpch,1.5,ar,2.81529312276799,0.58998210670496,2.22531101606303,0,13.5185818969919,22.5094077128801,18.013994804936,0.2,0.2,0,0,0.2,0.2
2022,ngdp_rpch,1.5,ar,0.693941132805183,0.683455448102133,0.01048568470305,0,3.19047912633376,5.90262484026926,4.54655198330151,0.8,1,0,0,0.8,1
2023,ngdp_rpch,1.5,ar,0.835569511033387,0.686968762044388,0,0.148600748988999,4.31136913623257,5.93296738008631,5.12216825815944,0.6,1,0,0.4,1,1
2013,pcpi_pch,0,ar,0.0808463720891356,0.0731418394502476,0.00111758315660198,0.006586949482286,0.394096810693414,0.631685415049178,0.512891112871296,0.6,1,0,0.2,0.8,1
2014,pcpi_pch,0,ar,0.129344808219148,0.0731369718640318,0,0.0562078363551164,0.642124161240506,0.981585761281699,0.811854961261103,0.6,0.6,0.4,0.4,1,1
2015,pcpi_pch,0,ar,0.200852567256424,0.0733699188183532,0,0.127482648438071,1.00061702387574,1.51550878543913,1.25806290465744,0.4,0.8,0.2,0.6,1,1
2016,pcpi_pch,0,ar,0.110291065140135,0.0733807208546759,0,0.0369103442854587,0.565750000072543,0.791446302621334,0.678598151346939,0.6,0.8,0.2,0.4,1,1
2017,pcpi_pch,0,ar,0.0766259066118463,0.0731159589239033,0.00350994768794299,0,0.360422493163748,0.631461899327556,0.495942196245652,0.8,1,0,0,0.8,1
2018,pcpi_pch,0,ar,0.0735192629166918,0.0727298385525419,0.000789424364149971,0,0.33690322641911,0.628127192286062,0.482515209352586,0.8,1,0,0,0.8,1
2019,pcpi_pch,0,ar,0.107325919875305,0.0727474306193813,0,0.034578489255924,0.506791489110069,0.879539674730935,0.693165581920502,0.8,0.8,0.2,0.2,1,1
2020,pcpi_pch,0,ar,0.10207781745143,0.0728041186264776,0.014971546144386,0.014302152680566,0.543528408261404,0.682735328375082,0.613131868318243,0.4,0.8,0,0.4,0.8,0.8
2021,pcpi_pch,0,ar,0.151111056966705,0.0724842265451107,0.078626830421594,0,0.786677696945576,1.05552689697015,0.921102296957865,0.2,0.6,0,0,0.2,0.6
2022,pcpi_pch,0,ar,1.11788680010773,0.0728962336407505,1.04499056646698,0,4.76118178875545,10.454781530266,7.6079816595107,0.2,0.2,0,0,0.2,0.2
2023,pcpi_pch,0,ar,0.241716251592596,0.073152842698093,0.168563408894503,0,1.14009189843255,1.98409528577054,1.56209359210155,0.6,0.6,0,0,0.6,0.6
2013,pcpi_pch,0.5,ar,0.289564352448095,0.285506128325406,0,0.00405822412268901,1.33021172124393,2.46575774585209,1.89798473354801,0.8,1,0,0.2,1,1
2014,pcpi_pch,0.5,ar,0.301967794789684,0.284454347184419,0,0.0175134476052652,1.43307271963026,2.45667409671803,1.94487340817414,0.8,1,0,0.2,1,1
2015,pcpi_pch,0.5,ar,0.313351920050306,0.284906931033649,0.0284449890166571,0,1.52258223565148,2.46058281187743,1.99158252376445,0.6,1,0,0,0.6,1
2016,pcpi_pch,0.5,ar,0.337407509342529,0.285733408464835,0.0516741008776939,0,1.69665526949188,2.50651201312088,2.10158364130638,0.8,0.8,0,0,0.8,0.8
2017,pcpi_pch,0.5,ar,0.319198687644333,0.284695404463084,0,0.034503283181249,1.57008711137303,2.45875597445407,2.01442154291355,0.8,1,0,0.2,1,1
2018,pcpi_pch,0.5,ar,0.321004688359349,0.283482361075207,0.037522327284142,0,1.58872566970547,2.44827959292329,2.01850263131438,0.8,1,0,0,0.8,1
2019,pcpi_pch,0.5,ar,0.365622535467351,0.283214950311849,0.0824075851555021,0,1.94659223782391,2.44597011478724,2.19628117630558,0.6,1,0,0,0.6,1
2020,pcpi_pch,0.5,ar,0.299853607366932,0.282726403339134,0,0.0171272040277981,1.422128536488,2.44175080611864,1.93193967130332,0.6,1,0,0.4,1,1
2021,pcpi_pch,0.5,ar,0.436013449841021,0.282611265501924,0.153402184339097,0,2.10608076514688,3.45506708395322,2.78057392455005,0.6,0.8,0,0,0.6,0.8
2022,pcpi_pch,0.5,ar,1.5814976492337,0.282731593313673,1.29876605592003,0,7.27249775177627,13.4487086052333,10.3606031785048,0.2,0.4,0,0,0.2,0.4
2023,pcpi_pch,0.5,ar,0.320487651998315,0.288148182524232,0.032339469474083,0,1.56847093618177,2.48857569951188,2.02852331784682,0.8,1,0,0,0.8,1
2013,pcpi_pch,1,ar,0.642748623825173,0.626934753928378,0,0.015813869896795,2.97619418302953,5.41448701892963,4.19534060097958,0.6,1,0,0.4,1,1
2014,pcpi_pch,1,ar,0.82709822316262,0.623716609372142,0,0.203381613790478,4.29989857744948,5.79221801962869,5.04605829853909,0.6,0.8,0.2,0.4,1,1
2015,pcpi_pch,1,ar,1.01037787193862,0.623122095071806,0,0.38725577686681,5.48838453682637,6.48659609670641,5.98749031676639,0.4,0.8,0.2,0.6,1,1
2016,pcpi_pch,1,ar,0.822243739107146,0.624991440234181,0,0.197252298872965,4.18937652834142,5.97143346128936,5.08040499481539,0.2,0.8,0.2,0.8,1,1
2017,pcpi_pch,1,ar,0.630668573791648,0.625495015016853,0,0.005173558774795,2.88452747266973,5.40205279415863,4.14329013341418,0.8,1,0,0.2,1,1
2018,pcpi_pch,1,ar,0.622943261763339,0.622943261763339,0,0,2.83154020627704,5.38001471957417,4.10577746292561,1,1,0,0,1,1
2019,pcpi_pch,1,ar,0.780861414200181,0.619861579652097,0,0.160999834548084,4.10553133600932,5.35339994398032,4.72946563999482,0.6,1,0,0.4,1,1
2020,pcpi_pch,1,ar,0.950098927130178,0.619272091126684,0,0.330826836003494,4.86195549903951,6.84708979500478,5.85452264702214,0,0.8,0.2,1,1,1
2021,pcpi_pch,1,ar,0.79883817386556,0.619510910318895,0.179327263546665,0,3.84975323481596,6.35238039027131,5.10106681254363,0.8,0.8,0,0,0.8,0.8
