target_year,target,horizon,method,error_method,model,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
2013,ngdp_rpch,0,rolling window,absolute,IMF,0.249616582511083,0.184262236643264,0.0653543458678188,0,1.30890322746791,1.72007358155188,1.5144884045099,0.6,0.6,0,0,0.6,0.6
2014,ngdp_rpch,0,rolling window,absolute,IMF,0.251076813528315,0.187738234545711,0.0633385789826044,0,1.26405649659524,1.86139502907821,1.56272576283672,0.4,0.8,0,0,0.4,0.8
2015,ngdp_rpch,0,rolling window,absolute,IMF,0.204094264774069,0.183940648067241,0.020153616706828,0,0.981024192136976,1.62932481513894,1.30517450363796,0.8,1,0,0,0.8,1
2016,ngdp_rpch,0,rolling window,absolute,IMF,0.21184950511192,0.17257080564732,0.0392786994646,0,1.08999232172244,1.51200929793231,1.30100080982737,0.6,1,0,0,0.6,1
2017,ngdp_rpch,0,rolling window,absolute,IMF,0.379363104383637,0.168170283345165,0.211192821038472,0,1.87811645859114,2.8919709411949,2.38504369989302,0.2,0.6,0,0,0.2,0.6
2018,ngdp_rpch,0,rolling window,absolute,IMF,0.208649466124634,0.168335018680815,0,0.040314447443819,1.11219553845054,1.39250047636632,1.25234800740843,0.6,1,0,0.4,1,1
2019,ngdp_rpch,0,rolling window,absolute,IMF,0.216328375937309,0.164154151050746,0.0521742248865628,0,1.14425661165363,1.4659259896121,1.30509130063287,0.4,0.8,0,0,0.4,0.8
2020,ngdp_rpch,0,rolling window,absolute,IMF,1.83814211794552,0.146484538847717,1.6916575790978,0,7.97032424337861,16.8370317504639,12.4036779969213,0,0,0,0,0,0
2021,ngdp_rpch,0,rolling window,absolute,IMF,1.27228012321502,0.179905445699505,1.09237467751552,0,5.70075277887309,11.1937205171177,8.44723664799538,0.4,0.4,0,0,0.4,0.4
2022,ngdp_rpch,0,rolling window,absolute,IMF,0.309769655012934,0.182062138844769,0.127707516168165,0,1.69252633332381,1.96407726694914,1.82830180013648,0.4,0.8,0,0,0.4,0.8
2023,ngdp_rpch,0,rolling window,absolute,IMF,0.207107877733986,0.183699533979311,0.023408343754675,0,0.957283069025921,1.74894988211492,1.35311647557042,0.8,0.8,0,0,0.8,0.8
2013,ngdp_rpch,0.5,rolling window,absolute,IMF,0.375573414346662,0.257112973876316,0.118460440470346,0,2.05146583367138,2.3828037027548,2.21713476821309,0.6,0.6,0,0,0.6,0.6
2014,ngdp_rpch,0.5,rolling window,absolute,IMF,0.249830214349694,0.249830214349694,0,0,1.09797964149514,2.25165518325602,1.67481741237558,1,1,0,0,1,1
2015,ngdp_rpch,0.5,rolling window,absolute,IMF,0.216668214340378,0.216668214340378,0,0,0.962885800356367,1.92614978591664,1.44451779313651,1,1,0,0,1,1
2016,ngdp_rpch,0.5,rolling window,absolute,IMF,0.258525809583381,0.18905916439603,0.018838753370447,0.050627891816904,1.25473002434052,2.03369113081632,1.64421057757842,0.6,0.8,0.2,0.2,0.8,1
2017,ngdp_rpch,0.5,rolling window,absolute,IMF,0.448157886235018,0.218338045669948,0.22981984056507,0,2.37821524041853,3.01761962365404,2.69791743203628,0.2,0.8,0,0,0.2,0.8
2018,ngdp_rpch,0.5,rolling window,absolute,IMF,0.331136672919164,0.202183179953537,0,0.128953492965627,1.78562814490251,2.158663096127,1.97214562051476,0.6,0.8,0.2,0.4,1,1
2019,ngdp_rpch,0.5,rolling window,absolute,IMF,0.260094720817555,0.228184327772989,0.031910393044566,0,1.2300729830636,2.1267119586921,1.67839247087785,0.8,1,0,0,0.8,1
2020,ngdp_rpch,0.5,rolling window,absolute,IMF,1.70631366584738,0.187633074279422,1.21964691156325,0.299033680004711,7.7702568613787,14.7006311635009,11.2354440124398,0,0.4,0.2,0.2,0.2,0.6
2021,ngdp_rpch,0.5,rolling window,absolute,IMF,1.99788569056566,0.204933584388531,1.77342310702239,0.019528999154736,8.67593135553802,18.2678854224681,13.4719083890031,0.2,0.4,0,0.2,0.4,0.4
2022,ngdp_rpch,0.5,rolling window,absolute,IMF,0.734462137552072,0.219064027185856,0.247145918395286,0.26825219197093,3.31584661884978,6.39962620391699,4.85773641138338,0.4,0.6,0.2,0.2,0.6,0.8
2023,ngdp_rpch,0.5,rolling window,absolute,IMF,0.315938984801467,0.214743368633127,0.10119561616834,0,1.47454992041713,2.6324048949865,2.05347740770182,0.8,0.8,0,0,0.8,0.8
2013,ngdp_rpch,1,rolling window,absolute,IMF,0.464376345063817,0.45580378665168,0.008572558412137,0,2.20345218661863,3.77889643472977,2.9911743106742,0.8,1,0,0,0.8,1
2014,ngdp_rpch,1,rolling window,absolute,IMF,0.515328640533727,0.444425369987265,0.070903270546461,0,2.68833395864635,3.58573791405864,3.1370359363525,0.8,1,0,0,0.8,1
2015,ngdp_rpch,1,rolling window,absolute,IMF,0.427081814168274,0.427081814168274,0,0,1.98235934772273,3.58573791405864,2.78404863089069,1,1,0,0,1,1
2016,ngdp_rpch,1,rolling window,absolute,IMF,0.418675427814627,0.366232808341493,0,0.052442619473134,1.99042785791066,3.3974389115159,2.69393338471328,0.8,1,0,0.2,1,1
2017,ngdp_rpch,1,rolling window,absolute,IMF,0.561578287598878,0.366232808341493,0.195345479257385,0,2.87915260328531,4.03368424376428,3.4564184235248,0.4,0.6,0,0,0.4,0.6
2018,ngdp_rpch,1,rolling window,absolute,IMF,0.364339015366042,0.364339015366042,0,0,1.55573655832198,3.3974389115159,2.47658773491894,1,1,0,0,1,1
2019,ngdp_rpch,1,rolling window,absolute,IMF,0.374393582974566,0.374393582974566,0,0,1.70761642643567,3.21883059340214,2.4632235099189,1,1,0,0,1,1
2020,ngdp_rpch,1,rolling window,absolute,IMF,6.40846706777988,0.344092593864334,0,6.06437447391555,27.4763284890643,59.4785201329368,43.4774243110006,0,0,1,1,1,1
2021,ngdp_rpch,1,rolling window,absolute,IMF,1.94310335539897,0.287149956899848,1.65595339849913,0,8.85761294009111,16.7180347577517,12.7878238489214,0.2,0.2,0,0,0.2,0.2
2022,ngdp_rpch,1,rolling window,absolute,IMF,1.19134873505362,0.283866590776113,0,0.907482144277509,5.66376654945034,9.6675583274466,7.66566243844847,0.4,0.4,0.6,0.6,1,1
2023,ngdp_rpch,1,rolling window,absolute,IMF,0.52883749106525,0.322396606377214,0.206440884688036,0,2.49039633191123,4.35075899152693,3.42057766171908,0.6,0.8,0,0,0.6,0.8
2013,ngdp_rpch,1.5,rolling window,absolute,IMF,0.608786272415731,0.566841555319671,0,0.04194471709606,2.71890859087139,5.37845397113615,4.04868128100377,0.8,1,0,0.2,1,1
2014,ngdp_rpch,1.5,rolling window,absolute,IMF,0.707696783848431,0.627995866112451,0.07970091773598,0,3.49979790185298,5.40444092233616,4.45211941209457,0.8,1,0,0,0.8,1
2015,ngdp_rpch,1.5,rolling window,absolute,IMF,0.537065705181752,0.537065705181752,0,0,2.25670350835155,5.09955533275617,3.67812942055386,1,1,0,0,1,1
2016,ngdp_rpch,1.5,rolling window,absolute,IMF,0.514592295620638,0.47030610141712,0,0.044286194203518,2.26372908383115,4.63252320283488,3.44812614333301,0.6,1,0,0.4,1,1
2017,ngdp_rpch,1.5,rolling window,absolute,IMF,0.527309526540343,0.461477262134798,0.065832264405545,0,2.36546693118879,4.63252320283488,3.49899506701183,0.8,1,0,0,0.8,1
2018,ngdp_rpch,1.5,rolling window,absolute,IMF,0.428842572205109,0.428842572205109,0,0,1.71773841018352,4.28250541864337,3.00012191441345,1,1,0,0,1,1
2019,ngdp_rpch,1.5,rolling window,absolute,IMF,0.450111825046656,0.443129664132554,0,0.006982160914102,1.7478853192393,4.63252320283488,3.19020426103709,0.8,1,0,0.2,1,1
2020,ngdp_rpch,1.5,rolling window,absolute,IMF,6.27957774950839,0.403591120215846,0,5.87598662929254,27.7864519358135,56.1254251506339,41.9559385432237,0,0,1,1,1,1
2021,ngdp_rpch,1.5,rolling window,absolute,IMF,2.40485546195652,0.305788713993775,2.02391502839413,0.07515171956861,11.3742997309811,19.6613599116777,15.5178298213294,0,0.4,0,0.2,0.2,0.4
2022,ngdp_rpch,1.5,rolling window,absolute,IMF,0.683005176070843,0.307744737179499,0,0.375260438891344,3.66474152344288,4.49824971280967,4.08149561812627,0.2,0.6,0.4,0.8,1,1
2023,ngdp_rpch,1.5,rolling window,absolute,IMF,0.702326407866206,0.331501287922862,0,0.370825119943345,3.2099478721867,6.02165847685738,4.61580317452204,0.4,0.8,0.2,0.6,1,1
2013,pcpi_pch,0,rolling window,absolute,IMF,0.146381192047848,0.0675420109158789,0,0.0788391811319686,0.732457539661553,1.09647999180307,0.91446876573231,0.4,0.8,0.2,0.6,1,1
2014,pcpi_pch,0,rolling window,absolute,IMF,0.106490297951869,0.0689853633174338,0.0018524867344243,0.0356524479000112,0.561915601341569,0.725016955683465,0.643466278512517,0.2,0.8,0.2,0.6,0.8,1
2015,pcpi_pch,0,rolling window,absolute,IMF,0.118324626672727,0.0709906239558641,0.0438804954502185,0.00345350726664467,0.613347793086928,0.833123050737226,0.723235421912077,0.4,0.8,0,0.2,0.6,0.8
2016,pcpi_pch,0,rolling window,absolute,IMF,0.077771121349269,0.0700604760367133,0.0061318068545997,0.001578838457956,0.373071051677763,0.622744797790972,0.497907924734368,0.6,1,0,0.2,0.8,1
2017,pcpi_pch,0,rolling window,absolute,IMF,0.0794662124526789,0.0705424173857259,0,0.008923795066953,0.365246354678732,0.676208362356748,0.52072735851774,0.8,0.8,0.2,0.2,1,1
2018,pcpi_pch,0,rolling window,absolute,IMF,0.0774903872518137,0.0629943077036867,0,0.014496079548127,0.38003567036026,0.599718569135624,0.489877119747942,0.8,0.8,0.2,0.2,1,1
2019,pcpi_pch,0,rolling window,absolute,IMF,0.0629349439419447,0.0629349439419447,0,0,0.303386182766989,0.50023342192142,0.401809802344205,1,1,0,0,1,1
2020,pcpi_pch,0,rolling window,absolute,IMF,0.159826167911478,0.0551274406825579,0.002508785403045,0.102189941825875,0.769803685892609,1.27201414349804,1.02090891469532,0.2,0.4,0.6,0.6,0.8,1
2021,pcpi_pch,0,rolling window,absolute,IMF,0.138977189954756,0.0589855480933485,0.0388320243395731,0.041159617521834,0.703603667424253,1.02053463053448,0.862069148979366,0,0.6,0.2,0.2,0.2,0.8
2022,pcpi_pch,0,rolling window,absolute,IMF,0.941750778947548,0.0583801362188331,0,0.883370642728715,3.99920572382156,8.83700126939706,6.41810349660931,0,0,1,1,1,1
2023,pcpi_pch,0,rolling window,absolute,IMF,0.463981064953465,0.0658440680644675,0,0.398136996888997,2.06752435094206,4.11081042171414,3.0891673863281,0.2,0.2,0.8,0.8,1,1
2013,pcpi_pch,0.5,rolling window,absolute,IMF,0.294840083515076,0.138741847515173,0,0.156098235999902,1.40544678754496,2.38318470143912,1.89431574449204,0.6,0.6,0.4,0.4,1,1
2014,pcpi_pch,0.5,rolling window,absolute,IMF,0.241190141044243,0.132170313293974,0,0.109019827750269,1.22417618447307,1.76336235970217,1.49376927208762,0.2,0.6,0.4,0.8,1,1
2015,pcpi_pch,0.5,rolling window,absolute,IMF,0.15489293327933,0.141303344960646,0.0135895883186841,0,0.804802124106664,1.08585335531994,0.945327739713301,0.8,0.8,0,0,0.8,0.8
