model,error_method,method,country,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
ar,absolute,rolling window,FRA,pcpi_pch,0,0.196850775135905,0.0642500869168962,0.132600688219009,0,0.349853644470417,0.514440637665355,0.636363636363636,0.727272727272727,0,0,0.636363636363636,0.727272727272727
ar,absolute,rolling window,FRA,pcpi_pch,0.5,0.363372448406802,0.119948807375755,0.238670168218294,0.00475347281275291,0.558416755785468,1.22835230494717,0.272727272727273,0.636363636363636,0,0.0909090909090909,0.363636363636364,0.636363636363636
ar,absolute,rolling window,FRA,pcpi_pch,1,0.571268467792117,0.272417657605049,0.223020583148112,0.0758302270389555,1.43128707391074,2.12344306440959,0.363636363636364,0.727272727272727,0.0909090909090909,0.363636363636364,0.727272727272727,0.818181818181818
ar,absolute,rolling window,FRA,pcpi_pch,1.5,0.816434702751109,0.501005839988185,0.130552320203695,0.184876542559229,2.52185135679049,4.00943694530841,0.545454545454545,0.636363636363636,0.272727272727273,0.363636363636364,0.909090909090909,0.909090909090909
ar,absolute,rolling window,GBR,pcpi_pch,0,0.288912696347867,0.0969104148874519,0.161516229011943,0.0304860524484724,0.49894562060377,0.844978576923982,0.363636363636364,0.727272727272727,0.0909090909090909,0.272727272727273,0.636363636363636,0.818181818181818
ar,absolute,rolling window,GBR,pcpi_pch,0.5,0.615534335662063,0.116268859386446,0.437511295704463,0.0617541805711539,0.670691145283298,1.04263223275186,0.454545454545455,0.636363636363636,0.0909090909090909,0.272727272727273,0.727272727272727,0.727272727272727
ar,absolute,rolling window,GBR,pcpi_pch,1,1.14117289150644,0.562490888768246,0.250890913229965,0.327791089508227,2.84982316970703,4.6745913551019,0.454545454545455,0.636363636363636,0.272727272727273,0.454545454545455,0.909090909090909,0.909090909090909
ar,absolute,rolling window,GBR,pcpi_pch,1.5,1.38652273335685,0.866116712382121,0.238339139841545,0.282066881133181,4.78575183755986,5.80560783193695,0.454545454545455,0.636363636363636,0.272727272727273,0.363636363636364,0.818181818181818,0.909090909090909
ar,absolute,rolling window,ITA,pcpi_pch,0,0.179500517926541,0.0530832211913125,0.12290660890424,0.00351068783098805,0.322492680418044,0.35033266072824,0.454545454545455,0.636363636363636,0.0909090909090909,0.272727272727273,0.727272727272727,0.727272727272727
ar,absolute,rolling window,ITA,pcpi_pch,0.5,0.29035361952109,0.13931288637314,0.010035371212995,0.141005361934954,0.730410744484174,1.08944205509661,0.454545454545455,0.636363636363636,0.363636363636364,0.454545454545455,0.909090909090909,1
ar,absolute,rolling window,ITA,pcpi_pch,1,1.19579906594854,0.492884916936216,0.32086345731881,0.382050691693511,2.68993674233189,3.73961205294746,0.181818181818182,0.545454545454545,0.363636363636364,0.727272727272727,0.909090909090909,0.909090909090909
ar,absolute,rolling window,ITA,pcpi_pch,1.5,1.39866648325248,0.931314824168394,0.108202457261791,0.359149201822297,5.04459617194338,6.47006454690316,0.181818181818182,0.545454545454545,0.363636363636364,0.727272727272727,0.909090909090909,0.909090909090909
ar,absolute,rolling window,USA,pcpi_pch,0,0.0821551468537847,0.0537651731859589,0.00146364445098681,0.026926329216839,0.260707378654304,0.451994780479478,0.454545454545455,0.818181818181818,0.181818181818182,0.454545454545455,0.909090909090909,1
ar,absolute,rolling window,USA,pcpi_pch,0.5,0.34564901518095,0.187461162855601,0.129135619334437,0.0290522329909118,1.03857596166135,1.28527014484292,0.363636363636364,0.636363636363636,0.0909090909090909,0.363636363636364,0.727272727272727,0.727272727272727
ar,absolute,rolling window,USA,pcpi_pch,1,0.677823695550522,0.400523252490173,0.160009775102985,0.117290667957364,2.09327661978952,3.01175608656022,0.363636363636364,0.818181818181818,0.0909090909090909,0.454545454545455,0.818181818181818,0.909090909090909
ar,absolute,rolling window,USA,pcpi_pch,1.5,1.12418278410112,0.445551849693965,0.216653942351775,0.461976992055381,2.15226825068684,4.17205104410184,0.181818181818182,0.727272727272727,0.181818181818182,0.727272727272727,0.909090909090909,0.909090909090909
bvar,absolute,rolling window,DEU,ngdp_rpch,0,0.267825703034074,0.174269064349351,0.01776473611753,0.0757919025671932,0.867342507753955,1.40835250222967,0.454545454545455,0.727272727272727,0.181818181818182,0.454545454545455,0.909090909090909,0.909090909090909
bvar,absolute,rolling window,DEU,ngdp_rpch,0.5,0.582701444589327,0.273299258916841,0.0199884547442294,0.289413730928257,1.37373903871266,2.31090360712909,0.363636363636364,0.818181818181818,0.181818181818182,0.454545454545455,0.818181818181818,1
bvar,absolute,rolling window,DEU,ngdp_rpch,1,0.952170123007199,0.342025361735191,0,0.610144761272008,1.76603811933196,2.91732340524845,0.454545454545455,0.818181818181818,0.181818181818182,0.545454545454545,1,1
bvar,absolute,rolling window,DEU,ngdp_rpch,1.5,1.03952814805026,0.454611209467405,0,0.584916938582853,2.42600416406037,3.48729056401101,0.636363636363636,0.818181818181818,0.181818181818182,0.363636363636364,1,1
bvar,absolute,rolling window,FRA,ngdp_rpch,0,0.456447160197537,0.151051107321137,0,0.3053960528764,0.828476411959873,1.18851936265699,0.636363636363636,0.636363636363636,0.363636363636364,0.363636363636364,1,1
bvar,absolute,rolling window,FRA,ngdp_rpch,0.5,0.340906856188809,0.241296349930772,0.0317882537655991,0.0678222524924382,1.14998616792631,2.05914728023321,0.636363636363636,0.727272727272727,0.181818181818182,0.272727272727273,0.909090909090909,0.909090909090909
bvar,absolute,rolling window,FRA,ngdp_rpch,1,1.76321571159511,0.400452888449052,0,1.36276282314606,2.1507622847759,3.69886976425841,0.363636363636364,0.727272727272727,0.272727272727273,0.636363636363636,1,1
bvar,absolute,rolling window,FRA,ngdp_rpch,1.5,1.7576578742167,0.428585994426598,0.486302062826126,0.842769816963972,2.19142437894577,4.15943295060743,0.545454545454545,0.818181818181818,0.0909090909090909,0.363636363636364,0.909090909090909,0.909090909090909
bvar,absolute,rolling window,GBR,ngdp_rpch,0,0.535341733935721,0.192739941741249,0,0.342601792194472,0.863194457891409,1.98172697105758,0.545454545454545,0.727272727272727,0.272727272727273,0.454545454545455,1,1
bvar,absolute,rolling window,GBR,ngdp_rpch,0.5,1.19917057668963,0.262001035964443,0.252375530087937,0.684794010637249,1.44446367071093,2.36497843271086,0.545454545454545,0.727272727272727,0.181818181818182,0.363636363636364,0.909090909090909,0.909090909090909
bvar,absolute,rolling window,GBR,ngdp_rpch,1,1.63719112166392,0.370749247359531,0,1.26644187430439,1.82990536406881,3.85017298537869,0.454545454545455,0.818181818181818,0.181818181818182,0.545454545454545,1,1
bvar,absolute,rolling window,GBR,ngdp_rpch,1.5,1.90605985804061,0.40492598106412,0.427305707198406,1.07382816977808,2.11072284542343,4.02185724509328,0.454545454545455,0.727272727272727,0.181818181818182,0.363636363636364,0.818181818181818,0.909090909090909
bvar,absolute,rolling window,ITA,ngdp_rpch,0,0.508324416014063,0.160237609497471,0,0.348086806516592,0.848942790332921,1.35970136204251,0.545454545454545,0.818181818181818,0.181818181818182,0.454545454545455,1,1
bvar,absolute,rolling window,ITA,ngdp_rpch,0.5,0.243676617333593,0.181398446604014,0.0127147573710104,0.0495634133585686,0.828366884526052,1.62464729898764,0.545454545454545,0.909090909090909,0.0909090909090909,0.272727272727273,0.818181818181818,1
bvar,absolute,rolling window,ITA,ngdp_rpch,1,1.90970713974862,0.561735475579795,0,1.34797166416882,2.91866157093637,5.00882204773453,0.545454545454545,0.727272727272727,0.272727272727273,0.454545454545455,1,1
bvar,absolute,rolling window,ITA,ngdp_rpch,1.5,2.10706895434795,0.612573063579822,0.674091455421749,0.82040443534638,3.00068870409955,5.97624660842176,0.636363636363636,0.727272727272727,0.181818181818182,0.181818181818182,0.818181818181818,0.909090909090909
bvar,absolute,rolling window,USA,ngdp_rpch,0,0.276662046221615,0.103953366456966,0,0.172708679764649,0.58754930507251,0.744735623016314,0.636363636363636,0.727272727272727,0.272727272727273,0.363636363636364,1,1
bvar,absolute,rolling window,USA,ngdp_rpch,0.5,0.562353949218841,0.209684532531371,0.0130354991031423,0.339633917584328,1.07472324683038,1.79243634725277,0.454545454545455,0.818181818181818,0.181818181818182,0.363636363636364,0.818181818181818,1
bvar,absolute,rolling window,USA,ngdp_rpch,1,0.987556799900064,0.392019229900905,0,0.595537569999159,1.80992285996987,3.82467424186266,0.454545454545455,0.909090909090909,0.0909090909090909,0.545454545454545,1,1
bvar,absolute,rolling window,USA,ngdp_rpch,1.5,1.12302037789148,0.444407259905236,0.141349823164257,0.53726329482199,2.18898019150328,3.98308595755188,0.454545454545455,0.727272727272727,0.181818181818182,0.454545454545455,0.909090909090909,0.909090909090909
bvar,absolute,rolling window,DEU,pcpi_pch,0,0.322374732060517,0.0649403991919414,0.188659850157379,0.0687744827111967,0.36233327691619,0.59893824787313,0.454545454545455,0.727272727272727,0.181818181818182,0.363636363636364,0.818181818181818,0.909090909090909
bvar,absolute,rolling window,DEU,pcpi_pch,0.5,0.621167912817812,0.0997717467652096,0.490141519282563,0.031254646770039,0.584892919938652,0.940949465984721,0.272727272727273,0.454545454545455,0.0909090909090909,0.0909090909090909,0.363636363636364,0.545454545454545
bvar,absolute,rolling window,DEU,pcpi_pch,1,1.19234125618984,0.341680885617884,0.473481459229943,0.377178911342012,1.82791212461563,2.99785957611814,0.0909090909090909,0.454545454545455,0.363636363636364,0.636363636363636,0.727272727272727,0.818181818181818
bvar,absolute,rolling window,DEU,pcpi_pch,1.5,1.18336557306332,0.384420267700928,0.627094312981327,0.171850992381061,2.1079124593344,3.07444883112561,0.272727272727273,0.545454545454545,0.272727272727273,0.454545454545455,0.727272727272727,0.818181818181818
bvar,absolute,rolling window,FRA,pcpi_pch,0,0.198505774692415,0.0695872625351891,0.128435504337847,0.000483007819378636,0.383407519851508,0.533516843528399,0.545454545454545,0.727272727272727,0,0.0909090909090909,0.636363636363636,0.727272727272727
bvar,absolute,rolling window,FRA,pcpi_pch,0.5,0.398621910787826,0.144350191089591,0.254271719698235,0,0.634512130604208,1.55319279403668,0.363636363636364,0.636363636363636,0,0,0.363636363636364,0.636363636363636
bvar,absolute,rolling window,FRA,pcpi_pch,1,0.547671571703196,0.26774865791202,0.262431306879545,0.0174916069116308,1.22078541794775,2.54837879903238,0.454545454545455,0.818181818181818,0,0.272727272727273,0.727272727272727,0.818181818181818
bvar,absolute,rolling window,FRA,pcpi_pch,1.5,0.772977724481642,0.456931114617066,0.247555605201658,0.0684910046629178,2.35433831368622,3.5378983073302,0.545454545454545,0.727272727272727,0.0909090909090909,0.272727272727273,0.818181818181818,0.818181818181818
bvar,absolute,rolling window,GBR,pcpi_pch,0,0.297733569607118,0.0977250250368517,0.175631272207981,0.0243772723622853,0.507283064702899,0.851847168331833,0.363636363636364,0.727272727272727,0.0909090909090909,0.272727272727273,0.636363636363636,0.818181818181818
bvar,absolute,rolling window,GBR,pcpi_pch,0.5,0.721963370831778,0.166216625650312,0.535608463629805,0.0201382815516611,0.878594919799204,1.56288639990584,0.454545454545455,0.636363636363636,0.0909090909090909,0.0909090909090909,0.545454545454545,0.727272727272727
bvar,absolute,rolling window,GBR,pcpi_pch,1,1.12729775168227,0.393597398418242,0.551620939335726,0.182079413928307,2.07808635321445,3.29485334865759,0.454545454545455,0.636363636363636,0.181818181818182,0.363636363636364,0.818181818181818,0.818181818181818
bvar,absolute,rolling window,GBR,pcpi_pch,1.5,1.43765905891895,0.351920960395499,0.779688615061258,0.306049483462189,1.930833621855,3.10306775331368,0.363636363636364,0.454545454545455,0.363636363636364,0.454545454545455,0.818181818181818,0.818181818181818
bvar,absolute,rolling window,ITA,pcpi_pch,0,0.191601167031643,0.0500188339162811,0.125653472144522,0.01592886097084,0.280838968563635,0.408068599865983,0.363636363636364,0.727272727272727,0.0909090909090909,0.363636363636364,0.727272727272727,0.818181818181818
