model,error_method,method,target,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
IMF,directional,rolling window,ngdp_rpch,0.780713859381706,0.281299236098731,0.173313768460594,0.326100854822381,3.78659137550103,6.14779874888155,4.96719506219129,0.4,0.645833333333333,0.254166666666667,0.375,0.775,0.9
IMF,directional,rolling window,pcpi_pch,0.35310171705238,0.136004488105699,0.15870341286466,0.0583938160820204,1.75944300505934,2.66342682839925,2.2114349167293,0.366666666666667,0.595833333333333,0.116666666666667,0.195833333333333,0.5625,0.7125
ar,directional,rolling window,ngdp_rpch,0.663900338947496,0.187768732330317,0.0735512878666871,0.402580318750492,3.03434118933137,5.69215380562151,4.36324749747644,0.433333333333333,0.695833333333333,0.225,0.420833333333333,0.854166666666667,0.920833333333333
ar,directional,rolling window,pcpi_pch,0.368098884814137,0.110083271533973,0.162037686768677,0.0959779265114876,1.74444395050396,3.00086782002285,2.3726558852634,0.333333333333333,0.575,0.1625,0.220833333333333,0.554166666666667,0.7375
ar_bic,directional,rolling window,ngdp_rpch,0.667008815595925,0.188741740129213,0.0861748028768546,0.392092272589858,3.0504970473104,5.7139336936425,4.38221537047645,0.425,0.6875,0.220833333333333,0.391666666666667,0.816666666666667,0.908333333333333
ar_bic,directional,rolling window,pcpi_pch,0.392337626346438,0.118022766265727,0.157742742644593,0.116572117436118,1.86625486063072,3.18111537535196,2.52368511799134,0.35,0.558333333333333,0.154166666666667,0.216666666666667,0.566666666666667,0.7125
bvar,directional,rolling window,ngdp_rpch,0.652903108839446,0.193078693206434,0.0829565744658556,0.376867841167157,2.99827540545427,5.56237366315326,4.28032453430376,0.4625,0.691666666666667,0.216666666666667,0.391666666666667,0.854166666666667,0.908333333333333
bvar,directional,rolling window,pcpi_pch,0.398101181087711,0.111667875540344,0.202000879213581,0.0844324263337858,1.91724676572774,3.16890670743488,2.54307673658131,0.295833333333333,0.545833333333333,0.145833333333333,0.2,0.495833333333333,0.691666666666667
bvar_const,directional,rolling window,ngdp_rpch,0.653767808094804,0.189306760761996,0.0883418940945084,0.376119153238299,3.00114798562161,5.57248619784207,4.28681709173184,0.4375,0.679166666666667,0.220833333333333,0.3875,0.825,0.9
bvar_const,directional,rolling window,pcpi_pch,0.402425023285356,0.112618189323979,0.198852774192716,0.0909540597686603,1.90964933326538,3.27437713254368,2.59201323290453,0.325,0.554166666666667,0.15,0.2125,0.5375,0.704166666666667
mean_ensemble,directional,rolling window,ngdp_rpch,0.669908459053924,0.220715553878494,0.0960964338719375,0.353096471303493,3.1157102375288,5.60889358725649,4.36230191239264,0.495833333333333,0.729166666666667,0.2,0.3375,0.833333333333333,0.929166666666667
mean_ensemble,directional,rolling window,pcpi_pch,0.333872686684541,0.119251878393339,0.146243711497862,0.0683770967933404,1.62209409498733,2.62221849622248,2.12215629560491,0.3875,0.6625,0.104166666666667,0.170833333333333,0.558333333333333,0.766666666666667
