model,error_method,method,country,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
IMF,directional,rolling window,GBR,ngdp_rpch,1,0.862502972353404,0.236039623977727,0.0533423572063488,0.573120991169328,1.30066784335001,2.27532380476897,0,0.0833333333333333,0.25,0.416666666666667,0.416666666666667,0.5,0.583333333333333,0.75,0.833333333333333,0.166666666666667,0.25,0.416666666666667,0.416666666666667,0.5,0.5,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667,0.75,0.916666666666667,0.916666666666667,0.916666666666667,1,1,1
IMF,directional,rolling window,GBR,ngdp_rpch,1.5,1.19782986699968,0.211884628295014,0.182776102588929,0.803169136115739,1.32883101816907,2.2476206285436,0,0,0.0833333333333333,0.166666666666667,0.333333333333333,0.416666666666667,0.5,0.583333333333333,0.75,0.166666666666667,0.25,0.333333333333333,0.416666666666667,0.416666666666667,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667,0.666666666666667,0.75,0.833333333333333,0.833333333333333,0.833333333333333,0.916666666666667
IMF,directional,rolling window,ITA,ngdp_rpch,0,0.199972984198248,0.076001751240623,0.0547395066776006,0.0692317262800239,0.419869912526923,0.770324300337182,0.0833333333333333,0.25,0.416666666666667,0.5,0.583333333333333,0.666666666666667,0.666666666666667,0.75,0.75,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.25,0.333333333333333,0.333333333333333,0.416666666666667,0.5,0.583333333333333,0.75,0.75,0.75,0.75,0.75,0.833333333333333,0.833333333333333
IMF,directional,rolling window,ITA,ngdp_rpch,0.5,0.394516470682516,0.197288768377806,0.0891292114422322,0.108098490862478,1.06401387964571,1.55074967557712,0.25,0.333333333333333,0.416666666666667,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.75,0.0833333333333333,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.416666666666667,0.416666666666667,0.666666666666667,0.75,0.75,0.75,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333
IMF,directional,rolling window,ITA,ngdp_rpch,1,0.955673697179023,0.254813865112144,0.219668439210626,0.481191392856252,1.5617827233658,2.55678137263164,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0.25,0.416666666666667,0.416666666666667,0.666666666666667,0.75,0.166666666666667,0.25,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667,0.75,0.75,0.75,0.916666666666667,0.916666666666667
IMF,directional,rolling window,ITA,ngdp_rpch,1.5,1.15181289754942,0.238484484356521,0.305527992546983,0.607800420645919,1.60151666243299,2.79395493915388,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0.25,0.416666666666667,0.416666666666667,0.583333333333333,0.75,0.166666666666667,0.333333333333333,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.5,0.5,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667,0.833333333333333,0.833333333333333,0.916666666666667,0.916666666666667
IMF,directional,rolling window,USA,ngdp_rpch,0,0.360327053131752,0.153120960640549,0.0596312989406688,0.147574793550534,0.93498953026314,1.51229087052706,0.0833333333333333,0.25,0.25,0.25,0.5,0.5,0.666666666666667,0.75,0.75,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.916666666666667,0.916666666666667
IMF,directional,rolling window,USA,ngdp_rpch,0.5,0.427977889185137,0.219831621373445,0.0580305078986497,0.150115759913042,1.15475813773099,1.75451404670523,0.166666666666667,0.333333333333333,0.416666666666667,0.5,0.5,0.583333333333333,0.75,0.75,0.833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.666666666666667,0.75,0.833333333333333,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667
IMF,directional,rolling window,USA,ngdp_rpch,1,1.07295344560808,0.317722912084567,0.090862947697298,0.664367585826216,1.83441160025691,2.82380814115678,0.0833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.666666666666667,0.833333333333333,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5,0.5,0.666666666666667,0.75,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.916666666666667,1,1
IMF,directional,rolling window,USA,ngdp_rpch,1.5,1.26781873014811,0.380126069338737,0.180147721251016,0.707544939558357,2.31652350062274,3.42979974909058,0.0833333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.666666666666667,0.25,0.5,0.5,0.5,0.5,0.583333333333333,0.666666666666667,0.666666666666667,0.75,0.833333333333333,0.833333333333333,0.833333333333333,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667
IMF,directional,rolling window,DEU,pcpi_pch,0,0.107384747175198,0.054557838230732,0.0358296140706016,0.0169972948738647,0.310499416737277,0.553652305898711,0.166666666666667,0.166666666666667,0.333333333333333,0.416666666666667,0.5,0.583333333333333,0.583333333333333,0.833333333333333,1,0,0.0833333333333333,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.5,0.5,0.583333333333333,0.666666666666667,0.75,0.833333333333333,0.833333333333333,0.916666666666667,1
IMF,directional,rolling window,DEU,pcpi_pch,0.5,0.17636244653797,0.0885126729622819,0.0787446472677059,0.00910512630798238,0.502197164506764,0.935636201078342,0.166666666666667,0.333333333333333,0.5,0.583333333333333,0.75,0.75,0.916666666666667,0.916666666666667,0.916666666666667,0,0,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.25,0.333333333333333,0.5,0.583333333333333,0.666666666666667,0.75,0.833333333333333,0.833333333333333,0.916666666666667,0.916666666666667,0.916666666666667
IMF,directional,rolling window,DEU,pcpi_pch,1,0.432394303928406,0.184064892407652,0.171769020185417,0.0765603913353377,1.02782771204124,1.82228148131352,0.0833333333333333,0.25,0.25,0.25,0.333333333333333,0.416666666666667,0.666666666666667,0.75,1,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.333333333333333,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.583333333333333,0.75,0.833333333333333,1
IMF,directional,rolling window,DEU,pcpi_pch,1.5,0.540818000272695,0.251981270935338,0.191798372083566,0.0970383572537914,1.39117742193316,2.20308484789182,0,0.0833333333333333,0.25,0.333333333333333,0.416666666666667,0.5,0.5,0.583333333333333,0.666666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.333333333333333,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.583333333333333,0.583333333333333,0.666666666666667,0.75
IMF,directional,rolling window,FRA,pcpi_pch,0,0.122249100460159,0.045293649977208,0.0445826507169416,0.0323727997660097,0.260919737986933,0.509812114033192,0.25,0.25,0.333333333333333,0.416666666666667,0.5,0.5,0.583333333333333,0.666666666666667,0.916666666666667,0,0.0833333333333333,0.166666666666667,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667,0.75,0.75,0.75,0.75,0.916666666666667
IMF,directional,rolling window,FRA,pcpi_pch,0.5,0.223392643478126,0.0876759644602692,0.0899885262140384,0.0457281528038189,0.507729626948262,0.811829181662928,0,0.0833333333333333,0.25,0.333333333333333,0.333333333333333,0.583333333333333,0.583333333333333,0.666666666666667,0.833333333333333,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667,0.666666666666667,0.75,0.833333333333333
IMF,directional,rolling window,FRA,pcpi_pch,1,0.584124414822444,0.182912706787317,0.303948120286698,0.0972635877484299,1.05022017809131,1.36855299793009,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.5,0.5,0.5,0.583333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667
IMF,directional,rolling window,FRA,pcpi_pch,1.5,0.55221274412988,0.176177821563984,0.278775218891222,0.0972597036746733,1.03493219390602,1.74273095934556,0.0833333333333333,0.166666666666667,0.25,0.416666666666667,0.5,0.5,0.5,0.5,0.583333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.25,0.25,0.333333333333333,0.416666666666667,0.416666666666667,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667
IMF,directional,rolling window,GBR,pcpi_pch,0,0.231055590282088,0.0502718649575712,0.0504858182877381,0.130297907036779,0.293258620901686,0.473386531055908,0,0.166666666666667,0.166666666666667,0.333333333333333,0.416666666666667,0.5,0.583333333333333,0.583333333333333,0.833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.25,0.333333333333333,0.333333333333333,0.416666666666667,0.416666666666667,0.5,0.5,0.583333333333333,0.583333333333333,0.666666666666667,0.75,0.75,0.75,0.75,0.916666666666667
IMF,directional,rolling window,GBR,pcpi_pch,0.5,0.402955390552248,0.100769453319682,0.193542370179349,0.108643567053218,0.567264835677104,0.982466704570328,0,0.25,0.25,0.25,0.416666666666667,0.5,0.5,0.583333333333333,0.666666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667,0.75
IMF,directional,rolling window,GBR,pcpi_pch,1,0.709655442305699,0.0994632643544605,0.482032263877233,0.128159914074006,0.658949851610081,1.25553804094714,0,0,0.166666666666667,0.166666666666667,0.25,0.25,0.333333333333333,0.333333333333333,0.583333333333333,0.0833333333333333,0.25,0.25,0.25,0.25,0.25,0.25,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.5,0.583333333333333,0.583333333333333,0.666666666666667
IMF,directional,rolling window,GBR,pcpi_pch,1.5,0.882319834831187,0.120057293920435,0.62434077774766,0.137921763163092,0.727539318687264,1.50011327020895,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.333333333333333,0.333333333333333,0.416666666666667,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.5,0.5
IMF,directional,rolling window,ITA,pcpi_pch,0,0.081290759191308,0.0331452875894331,0.0374078566547858,0.0107376149470891,0.179196676165832,0.256532671673897,0,0.166666666666667,0.25,0.416666666666667,0.416666666666667,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.25,0.25,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.583333333333333,0.583333333333333,0.666666666666667,0.75,0.75,0.75
IMF,directional,rolling window,ITA,pcpi_pch,0.5,0.276789281670451,0.0931907783147154,0.149379049690156,0.0342194536655802,0.526534660001402,0.894693867160127,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.25,0.333333333333333,0.416666666666667,0.666666666666667,0.666666666666667,0,0,0,0.0833333333333333,0.166666666666667,0.25,0.25,0.333333333333333,0.333333333333333,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.666666666666667,0.666666666666667
IMF,directional,rolling window,ITA,pcpi_pch,1,0.581911745036227,0.198505401768457,0.292841802495072,0.0905645407726979,1.14293286068499,1.46836428252287,0.166666666666667,0.25,0.333333333333333,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.583333333333333,0.75,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.416666666666667,0.5,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333
IMF,directional,rolling window,ITA,pcpi_pch,1.5,0.552666191926402,0.235028421682433,0.226748608904143,0.0908891613398263,1.28571451115014,2.06181969825273,0.166666666666667,0.25,0.25,0.416666666666667,0.416666666666667,0.5,0.75,0.833333333333333,0.916666666666667,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.416666666666667,0.416666666666667,0.5,0.5,0.583333333333333,0.833333333333333,0.916666666666667,0.916666666666667
IMF,directional,rolling window,USA,pcpi_pch,0,0.162407387557848,0.0488116394531745,0.0434444390489107,0.0701513090557624,0.313085129164574,0.453075710646617,0,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.333333333333333,0.416666666666667,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.5,0.5,0.5,0.583333333333333,0.666666666666667,0.75,0.833333333333333
IMF,directional,rolling window,USA,pcpi_pch,0.5,0.315822531889078,0.094579711867627,0.157078233242011,0.0641645867794402,0.544296433218476,0.942373731141953,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.25,0.25,0.416666666666667,0.416666666666667,0.5,0.666666666666667,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.416666666666667,0.583333333333333,0.583333333333333,0.666666666666667,0.75
IMF,directional,rolling window,USA,pcpi_pch,1,0.724635997594698,0.127487173487728,0.434636365293582,0.162512458813389,0.767971064082038,1.49835138082429,0,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0.333333333333333,0.5,0.5,0.583333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.583333333333333,0.583333333333333,0.666666666666667
IMF,directional,rolling window,USA,pcpi_pch,1.5,0.747943696430512,0.149269083666112,0.43999335017301,0.15868126259139,0.942030598130644,1.46404530359025,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.25,0.25,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.5
ar,directional,rolling window,DEU,ngdp_rpch,0,0.457350933966013,0.125136162294784,0.111768548299766,0.220446223371462,0.754202960765458,1.31538765819178,0.0833333333333333,0.166666666666667,0.25,0.25,0.333333333333333,0.416666666666667,0.5,0.583333333333333,0.833333333333333,0,0.25,0.25,0.333333333333333,0.416666666666667,0.5,0.5,0.5,0.5,0.583333333333333,0.666666666666667,0.75,0.75,0.75,0.75,0.75,0.833333333333333,0.833333333333333
ar,directional,rolling window,DEU,ngdp_rpch,0.5,0.608308332228774,0.167084730026673,0.194923913960731,0.246299688241369,0.945309917408178,1.84059821685197,0.0833333333333333,0.0833333333333333,0.166666666666667,0.416666666666667,0.416666666666667,0.416666666666667,0.583333333333333,0.583333333333333,0.833333333333333,0,0.25,0.25,0.25,0.25,0.25,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.5,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333
ar,directional,rolling window,DEU,ngdp_rpch,1,1.07661521949509,0.208113806112792,0.288126200294657,0.580375213087639,1.32758971860393,2.47219353993608,0,0.0833333333333333,0.25,0.333333333333333,0.333333333333333,0.416666666666667,0.5,0.666666666666667,0.75,0.0833333333333333,0.0833333333333333,0.166666666666667,0.25,0.333333333333333,0.333333333333333,0.416666666666667,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.833333333333333
ar,directional,rolling window,DEU,ngdp_rpch,1.5,1.30091985833821,0.263305229909027,0.394890284584499,0.642724343844686,1.74150005570157,2.62748935811524,0.0833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.583333333333333,0.0833333333333333,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.5,0.583333333333333,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
ar,directional,rolling window,FRA,ngdp_rpch,0,0.163418104050824,0.0595636386258495,0.0484056360609143,0.0554488293640597,0.336933362956999,0.576563177278131,0.0833333333333333,0.25,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0.0833333333333333,0.25,0.25,0.416666666666667,0.5,0.5,0.5,0.583333333333333,0.666666666666667,0.75,0.833333333333333,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667
ar,directional,rolling window,FRA,ngdp_rpch,0.5,0.288498835797711,0.103518148743746,0.00373278742701352,0.181247899626952,0.587831929840351,1.14519626330144,0,0.166666666666667,0.25,0.416666666666667,0.5,0.5,0.666666666666667,0.666666666666667,0.916666666666667,0.0833333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.75,0.75,0.833333333333333,0.916666666666667,0.916666666666667,1,1,1,1,1
ar,directional,rolling window,FRA,ngdp_rpch,1,0.739790810978706,0.261752022851849,0.00594879632803787,0.47208999179882,1.46617767059251,2.0833251393448,0.166666666666667,0.333333333333333,0.416666666666667,0.5,0.583333333333333,0.666666666666667,0.666666666666667,0.75,0.833333333333333,0.166666666666667,0.25,0.333333333333333,0.333333333333333,0.416666666666667,0.5,0.5,0.583333333333333,0.583333333333333,0.75,0.916666666666667,0.916666666666667,1,1,1,1,1,1
ar,directional,rolling window,FRA,ngdp_rpch,1.5,0.783276633007831,0.24539761432739,0.00786425895277009,0.530014759727671,1.49269566292936,2.32821726147387,0.166666666666667,0.333333333333333,0.416666666666667,0.416666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.583333333333333,0.666666666666667,0.833333333333333,0.916666666666667,0.916666666666667,0.916666666666667,1,1,1,1,1
ar,directional,rolling window,GBR,ngdp_rpch,0,0.496968783220631,0.194051983340805,0.208181435081211,0.0947353647986151,1.11848943936461,1.43048944603032,0.166666666666667,0.25,0.25,0.333333333333333,0.5,0.5,0.5,0.583333333333333,0.833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.333333333333333,0.333333333333333,0.416666666666667,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.916666666666667
ar,directional,rolling window,GBR,ngdp_rpch,0.5,0.485397810233499,0.170353833804157,0.134889248669776,0.180154727759566,1.0217873894746,1.4920125548299,0.0833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.416666666666667,0.416666666666667,0.5,0.583333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.25,0.333333333333333,0.333333333333333,0.5,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.833333333333333
ar,directional,rolling window,GBR,ngdp_rpch,1,0.993314750391182,0.132155141002472,0.10052587392602,0.76063373546269,0.834396695526965,2.03678076774715,0,0.0833333333333333,0.166666666666667,0.166666666666667,0.25,0.416666666666667,0.416666666666667,0.583333333333333,0.75,0.166666666666667,0.333333333333333,0.416666666666667,0.416666666666667,0.583333333333333,0.583333333333333,0.583333333333333,0.666666666666667,0.75,0.75,0.75,0.75,0.75,0.833333333333333,0.833333333333333,0.833333333333333,0.916666666666667,0.916666666666667
ar,directional,rolling window,GBR,ngdp_rpch,1.5,1.15569033491533,0.186208725992882,0.0614201508661258,0.908061458056325,1.14261048975477,2.33615583350613,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.416666666666667,0.5,0.583333333333333,0.75,0.25,0.416666666666667,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.75,0.75,0.833333333333333,0.833333333333333,0.916666666666667,1,1,1
