model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
IMF,absolute,rolling window,ngdp_rpch,0,0.352096380596833,0.220709952030797,0.0749658036775045,0.0564206248885315,1.77409100351602,2.60670010314661,2.19039555333131,0.6,0.766666666666667,0.1,0.216666666666667,0.816666666666667,0.866666666666667
IMF,absolute,rolling window,ngdp_rpch,0.5,0.442901138256246,0.279908538895811,0.0866307111149084,0.0763618882455268,2.22226194495063,3.30236790274836,2.76231492384949,0.566666666666667,0.816666666666667,0.116666666666667,0.25,0.816666666666667,0.933333333333333
IMF,absolute,rolling window,ngdp_rpch,1,0.912049359933073,0.443698397617871,0.0741578474086039,0.394193114906598,4.52199425629004,6.93600155793634,5.72899790711319,0.5,0.733333333333333,0.233333333333333,0.366666666666667,0.866666666666667,0.966666666666667
IMF,absolute,rolling window,ngdp_rpch,1.5,1.17115198330372,0.484912318843302,0.132307528721284,0.553932135739129,5.72669874316107,9.10629280817162,7.41649577566635,0.45,0.7,0.25,0.416666666666667,0.866666666666667,0.95
IMF,absolute,rolling window,pcpi_pch,0,0.155736981257121,0.0895730558082702,0.00200848807368684,0.0641554373751639,0.760789340027822,1.21276627507286,0.986777807550343,0.533333333333333,0.766666666666667,0.216666666666667,0.383333333333333,0.916666666666667,0.983333333333333
IMF,absolute,rolling window,pcpi_pch,0.5,0.219486320261661,0.137744326721181,0.0629238909498941,0.0188181025905858,1.13823092729262,1.54414908700169,1.34119000714715,0.583333333333333,0.8,0.0333333333333333,0.116666666666667,0.7,0.833333333333333
IMF,absolute,rolling window,pcpi_pch,1,0.433112609513618,0.227792418816571,0.134268090535401,0.0710521001616457,2.2712258462537,2.9841875746381,2.6277067104459,0.4,0.666666666666667,0.1,0.166666666666667,0.566666666666667,0.766666666666667
IMF,absolute,rolling window,pcpi_pch,1.5,0.4710671884827,0.268590213698183,0.127719609267724,0.0747573655167932,2.42873260010458,3.34951226939256,2.88912243474857,0.466666666666667,0.683333333333333,0.116666666666667,0.133333333333333,0.6,0.8
ar,absolute,rolling window,ngdp_rpch,0,0.109133698215507,0.0481170356004093,0.0020569267201615,0.0589597358949367,0.526263505520286,0.867015200509436,0.696639353014861,0.433333333333333,0.75,0.233333333333333,0.483333333333333,0.916666666666667,0.983333333333333
ar,absolute,rolling window,ngdp_rpch,0.5,0.460157294331152,0.208826897348393,0.0196270454688872,0.231703351513872,2.28280533678964,3.49613254464894,2.88946894071929,0.416666666666667,0.716666666666667,0.25,0.516666666666667,0.933333333333333,0.966666666666667
