model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_80
IMF,absolute,rolling window,ngdp_rpch,0,0.209017928107389,0.115797337458482,0.0308728455422036,0.0623477451067025,-0.025,,,0.5,0.75
IMF,absolute,rolling window,ngdp_rpch,0.5,0.377119739091433,0.221203184497981,0.0579805972174507,0.0979359573760011,-0.00833333333333336,,,0.533333333333333,0.75
IMF,absolute,rolling window,ngdp_rpch,1,0.877000507827212,0.384251320471066,0.0512078639593996,0.441541323396747,-0.0916666666666667,,,0.4,0.716666666666667
IMF,absolute,rolling window,ngdp_rpch,1.5,1.12300301743541,0.417832768868731,0.102136747254471,0.603033501312205,-0.133333333333333,,,0.416666666666667,0.616666666666667
IMF,absolute,rolling window,pcpi_pch,0,0.118522419720191,0.0589621178137342,0.0208217945645338,0.0387385073419233,-0.025,,,0.483333333333333,0.766666666666667
IMF,absolute,rolling window,pcpi_pch,0.5,0.259807345935682,0.133249748084367,0.105675116032732,0.0208824818185821,-0.0666666666666667,,,0.433333333333333,0.733333333333333
IMF,absolute,rolling window,pcpi_pch,1,0.500307348664203,0.226144800944089,0.198810684899697,0.0753518628204167,-0.141666666666667,,,0.383333333333333,0.633333333333333
IMF,absolute,rolling window,pcpi_pch,1.5,0.549468758126633,0.270066434508579,0.20449689362415,0.0749054299939052,-0.158333333333333,,,0.366666666666667,0.616666666666667
ar,absolute,rolling window,ngdp_rpch,0,0.289919079782474,0.166520544240597,0.0220320306763823,0.101366504865495,-0.0333333333333334,,,0.45,0.783333333333333
ar,absolute,rolling window,ngdp_rpch,0.5,0.51809973284784,0.264371726535495,0.0155639654669865,0.238164040845358,-0.0666666666666667,,,0.483333333333333,0.683333333333333
ar,absolute,rolling window,ngdp_rpch,1,1.11343993292789,0.403623480691493,0.0044505827292795,0.705365869507114,-0.125,,,0.333333333333333,0.716666666666667
ar,absolute,rolling window,ngdp_rpch,1.5,1.32451845658126,0.492477513142558,0.00247482719364642,0.82956611624506,-0.158333333333333,,,0.383333333333333,0.6
ar,absolute,rolling window,pcpi_pch,0,0.13538949837452,0.0736136614988702,0.0392568888332012,0.0225189480424491,-0.0833333333333334,,,0.433333333333333,0.7
ar,absolute,rolling window,pcpi_pch,0.5,0.251821818172246,0.170396337505393,0.0384248973733604,0.0430005832934929,0.025,,,0.55,0.8
ar,absolute,rolling window,pcpi_pch,1,0.66676427739248,0.354623551194626,0.0474170573799328,0.26472366881792,-2.22216270269008e-17,,,0.566666666666667,0.733333333333333
ar,absolute,rolling window,pcpi_pch,1.5,0.943620283961714,0.740704776996868,0,0.202915506964846,0.15,,,0.75,0.85
bvar,absolute,rolling window,ngdp_rpch,0,0.283702438540573,0.168283465071482,0.0229252425198864,0.0924937309492045,-0.0416666666666667,,,0.45,0.766666666666667
bvar,absolute,rolling window,ngdp_rpch,0.5,0.488883491737078,0.233510619981185,0.0371118977668163,0.218260973989077,-0.0666666666666667,,,0.45,0.716666666666667
bvar,absolute,rolling window,ngdp_rpch,1,0.996497945787649,0.322325195962539,0.0122526075940158,0.661920142231094,-0.108333333333333,,,0.383333333333333,0.7
bvar,absolute,rolling window,ngdp_rpch,1.5,1.20072915574639,0.372732390445938,0.0168963539696628,0.811100411330788,-0.166666666666667,,,0.316666666666667,0.65
bvar,absolute,rolling window,pcpi_pch,0,0.139389449752135,0.0729305073270068,0.0449437319740905,0.0215152104510381,-0.108333333333333,,,0.416666666666667,0.666666666666667
bvar,absolute,rolling window,pcpi_pch,0.5,0.267826382781368,0.15748584570664,0.0853030890786209,0.0250374479961073,-0.025,,,0.483333333333333,0.766666666666667
bvar,absolute,rolling window,pcpi_pch,1,0.548336572016813,0.262496138438301,0.0927929225948723,0.193047510983639,-0.0333333333333334,,,0.533333333333333,0.7
bvar,absolute,rolling window,pcpi_pch,1.5,0.718977965958248,0.546619877807987,0.0155077962546797,0.156850291895581,0.15,,,0.75,0.85
