model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
IMF,absolute,rolling window,ngdp_rpch,0,0.274686610757179,0.0933711409552513,0.161747072482851,0.0195683973190762,0.526055309070017,1.02153151070816,0.615593036589564,0.218181818181818,0.254545454545455,0.363636363636364,0.436363636363636,0.545454545454545,0.618181818181818,0.672727272727273,0.8,0.836363636363636,0.0363636363636364,0.0363636363636364,0.0727272727272727,0.109090909090909,0.127272727272727,0.145454545454545,0.181818181818182,0.218181818181818,0.236363636363636,0.454545454545455,0.472727272727273,0.545454545454545,0.581818181818182,0.672727272727273,0.727272727272727,0.745454545454546,0.836363636363636,0.872727272727273
IMF,absolute,rolling window,ngdp_rpch,0.5,0.538581210583609,0.197772170477374,0.205266285073906,0.135542755032329,1.1107652008708,2.02682772654229,1.30071564125084,0.145454545454545,0.236363636363636,0.290909090909091,0.436363636363636,0.581818181818182,0.672727272727273,0.690909090909091,0.745454545454546,0.8,0.0727272727272727,0.0909090909090909,0.145454545454545,0.163636363636364,0.181818181818182,0.290909090909091,0.381818181818182,0.418181818181818,0.454545454545455,0.6,0.654545454545455,0.672727272727273,0.727272727272727,0.763636363636364,0.836363636363636,0.836363636363636,0.836363636363636,0.872727272727273
IMF,absolute,rolling window,ngdp_rpch,1,1.25427040289281,0.297034218259357,0.119149004373277,0.838087180260173,1.62697640041289,3.06046257501009,2.01738966342417,0.254545454545455,0.327272727272727,0.4,0.436363636363636,0.6,0.654545454545455,0.690909090909091,0.709090909090909,0.836363636363636,0.127272727272727,0.181818181818182,0.2,0.218181818181818,0.218181818181818,0.327272727272727,0.345454545454545,0.4,0.454545454545455,0.709090909090909,0.727272727272727,0.745454545454546,0.763636363636364,0.818181818181818,0.872727272727273,0.890909090909091,0.890909090909091,0.963636363636364
IMF,absolute,rolling window,ngdp_rpch,1.5,1.33489776586154,0.350077884700892,0.118942675696857,0.865877205463789,2.01518678767095,3.7363683112451,2.41822980694002,0.2,0.309090909090909,0.454545454545455,0.581818181818182,0.618181818181818,0.654545454545455,0.709090909090909,0.745454545454546,0.854545454545455,0.109090909090909,0.2,0.218181818181818,0.254545454545455,0.272727272727273,0.309090909090909,0.436363636363636,0.527272727272727,0.6,0.8,0.836363636363636,0.890909090909091,0.890909090909091,0.890909090909091,0.909090909090909,0.927272727272727,0.945454545454546,0.963636363636364
IMF,absolute,rolling window,pcpi_pch,0,0.101780916822612,0.0468917731144512,0.0277946636045186,0.0270944801036427,0.255337698452005,0.513126844630731,0.29996594112685,0.2,0.290909090909091,0.381818181818182,0.490909090909091,0.6,0.672727272727273,0.781818181818182,0.836363636363636,0.872727272727273,0.0727272727272727,0.0727272727272727,0.0909090909090909,0.163636363636364,0.2,0.272727272727273,0.345454545454545,0.418181818181818,0.454545454545455,0.654545454545455,0.709090909090909,0.727272727272727,0.763636363636364,0.8,0.836363636363636,0.872727272727273,0.909090909090909,0.945454545454546
IMF,absolute,rolling window,pcpi_pch,0.5,0.46494746638445,0.117148902082402,0.304792043515073,0.0430065207869742,0.731839499175892,1.20823026345824,0.788383708539409,0.145454545454545,0.236363636363636,0.363636363636364,0.418181818181818,0.527272727272727,0.545454545454545,0.654545454545455,0.672727272727273,0.727272727272727,0.0545454545454545,0.0545454545454545,0.0727272727272727,0.181818181818182,0.2,0.272727272727273,0.272727272727273,0.381818181818182,0.418181818181818,0.563636363636364,0.618181818181818,0.636363636363636,0.690909090909091,0.727272727272727,0.727272727272727,0.727272727272727,0.727272727272727,0.781818181818182
IMF,absolute,rolling window,pcpi_pch,1,1.00486508512129,0.277999155192239,0.573601111626699,0.15326481830235,1.59467170811208,2.60565044567286,1.75381902345401,0.0727272727272727,0.127272727272727,0.254545454545455,0.345454545454545,0.418181818181818,0.527272727272727,0.618181818181818,0.745454545454546,0.8,0.0363636363636364,0.0909090909090909,0.181818181818182,0.272727272727273,0.327272727272727,0.363636363636364,0.454545454545455,0.509090909090909,0.527272727272727,0.6,0.636363636363636,0.709090909090909,0.709090909090909,0.745454545454546,0.8,0.8,0.836363636363636,0.836363636363636
IMF,absolute,rolling window,pcpi_pch,1.5,1.24169870072193,0.329488438283799,0.785538974308488,0.126671288129646,1.9385281564627,2.71942927216402,2.00672270628214,0.145454545454545,0.2,0.254545454545455,0.327272727272727,0.436363636363636,0.472727272727273,0.527272727272727,0.654545454545455,0.745454545454546,0.0181818181818182,0.109090909090909,0.2,0.236363636363636,0.254545454545455,0.345454545454545,0.381818181818182,0.436363636363636,0.454545454545455,0.6,0.636363636363636,0.636363636363636,0.672727272727273,0.690909090909091,0.709090909090909,0.727272727272727,0.763636363636364,0.763636363636364
ar,absolute,rolling window,ngdp_rpch,0,0.343127863410241,0.145618864921812,0.0118623070963005,0.185646691392129,0.812748834617452,1.38944379933853,0.879232038686596,0.2,0.290909090909091,0.345454545454545,0.436363636363636,0.563636363636364,0.709090909090909,0.745454545454546,0.8,0.854545454545455,0.145454545454545,0.181818181818182,0.218181818181818,0.254545454545455,0.4,0.527272727272727,0.6,0.654545454545455,0.709090909090909,0.909090909090909,0.945454545454546,0.945454545454546,0.963636363636364,0.963636363636364,0.963636363636364,0.963636363636364,0.981818181818182,1
ar,absolute,rolling window,ngdp_rpch,0.5,0.77091794233799,0.267674631869859,0.0559858463197592,0.447257464148371,1.40842006994667,2.46120849275688,1.64279679221051,0.236363636363636,0.290909090909091,0.4,0.454545454545455,0.563636363636364,0.636363636363636,0.781818181818182,0.8,0.854545454545455,0.127272727272727,0.181818181818182,0.2,0.309090909090909,0.381818181818182,0.454545454545455,0.509090909090909,0.581818181818182,0.618181818181818,0.854545454545455,0.872727272727273,0.909090909090909,0.909090909090909,0.945454545454546,0.945454545454546,0.981818181818182,0.981818181818182,0.981818181818182
ar,absolute,rolling window,ngdp_rpch,1,1.5068307398239,0.507843195908561,0.0952092807385599,0.903778263176783,2.56872866379919,4.32554098623611,2.95450090430327,0.145454545454545,0.254545454545455,0.345454545454545,0.4,0.490909090909091,0.6,0.709090909090909,0.854545454545455,0.872727272727273,0.109090909090909,0.127272727272727,0.254545454545455,0.345454545454545,0.454545454545455,0.545454545454545,0.6,0.672727272727273,0.763636363636364,0.909090909090909,0.927272727272727,0.945454545454546,0.945454545454546,0.945454545454546,0.945454545454546,0.963636363636364,0.981818181818182,0.981818181818182
ar,absolute,rolling window,ngdp_rpch,1.5,1.78000467293405,0.585869750241407,0.254194531493546,0.939940391199097,3.00826190427596,4.84995476817745,3.42688556457365,0.181818181818182,0.236363636363636,0.345454545454545,0.454545454545455,0.545454545454545,0.636363636363636,0.690909090909091,0.745454545454546,0.781818181818182,0.145454545454545,0.163636363636364,0.218181818181818,0.272727272727273,0.363636363636364,0.454545454545455,0.545454545454545,0.636363636363636,0.690909090909091,0.872727272727273,0.872727272727273,0.890909090909091,0.909090909090909,0.909090909090909,0.909090909090909,0.909090909090909,0.909090909090909,0.927272727272727
ar,absolute,rolling window,pcpi_pch,0,0.237673424029501,0.063993633337836,0.13556932915541,0.0381104615362557,0.378325808230521,0.587405013603435,0.409187609482047,0.145454545454545,0.236363636363636,0.272727272727273,0.363636363636364,0.454545454545455,0.545454545454545,0.654545454545455,0.727272727272727,0.8,0.0363636363636364,0.109090909090909,0.181818181818182,0.218181818181818,0.272727272727273,0.327272727272727,0.345454545454545,0.363636363636364,0.418181818181818,0.563636363636364,0.6,0.618181818181818,0.690909090909091,0.727272727272727,0.763636363636364,0.836363636363636,0.836363636363636,0.836363636363636
ar,absolute,rolling window,pcpi_pch,0.5,0.495126875577131,0.140020465667237,0.279841148739234,0.0752652611706604,0.741598865278926,1.19733424183372,0.850258051043198,0.145454545454545,0.181818181818182,0.254545454545455,0.345454545454545,0.4,0.472727272727273,0.527272727272727,0.618181818181818,0.672727272727273,0.109090909090909,0.127272727272727,0.163636363636364,0.2,0.254545454545455,0.272727272727273,0.327272727272727,0.381818181818182,0.381818181818182,0.527272727272727,0.563636363636364,0.581818181818182,0.618181818181818,0.654545454545455,0.672727272727273,0.690909090909091,0.745454545454546,0.781818181818182
ar,absolute,rolling window,pcpi_pch,1,1.15012417479263,0.406171997052135,0.329598357477802,0.414353820262692,2.21506234626831,3.34572697581434,2.3824028950267,0.0727272727272727,0.109090909090909,0.2,0.272727272727273,0.309090909090909,0.436363636363636,0.490909090909091,0.618181818181818,0.690909090909091,0.218181818181818,0.254545454545455,0.363636363636364,0.4,0.509090909090909,0.545454545454545,0.581818181818182,0.654545454545455,0.690909090909091,0.763636363636364,0.763636363636364,0.781818181818182,0.818181818181818,0.818181818181818,0.836363636363636,0.854545454545455,0.872727272727273,0.909090909090909
ar,absolute,rolling window,pcpi_pch,1.5,1.44521240567627,0.625339948493936,0.307233321523028,0.512639135659309,3.38739998044807,4.76131034503128,3.46770663513873,0.0909090909090909,0.127272727272727,0.254545454545455,0.272727272727273,0.345454545454545,0.490909090909091,0.545454545454545,0.618181818181818,0.763636363636364,0.127272727272727,0.272727272727273,0.345454545454545,0.381818181818182,0.527272727272727,0.581818181818182,0.581818181818182,0.690909090909091,0.727272727272727,0.818181818181818,0.818181818181818,0.836363636363636,0.854545454545455,0.872727272727273,0.872727272727273,0.890909090909091,0.890909090909091,0.890909090909091
ar_bic,absolute,rolling window,ngdp_rpch,0,0.340083816889634,0.144595082554022,0.0120979638287322,0.183390770506879,0.798228233823524,1.36627819943695,0.870987145106503,0.218181818181818,0.272727272727273,0.327272727272727,0.490909090909091,0.545454545454545,0.690909090909091,0.745454545454546,0.8,0.854545454545455,0.145454545454545,0.181818181818182,0.218181818181818,0.272727272727273,0.418181818181818,0.472727272727273,0.6,0.654545454545455,0.690909090909091,0.909090909090909,0.927272727272727,0.927272727272727,0.963636363636364,0.963636363636364,0.963636363636364,0.963636363636364,0.981818181818182,1
ar_bic,absolute,rolling window,ngdp_rpch,0.5,0.72197814859018,0.241086256760183,0.0589631455433818,0.421928746286616,1.26702838534349,2.31938642927912,1.52905289898731,0.2,0.272727272727273,0.363636363636364,0.418181818181818,0.545454545454545,0.654545454545455,0.763636363636364,0.8,0.854545454545455,0.127272727272727,0.181818181818182,0.218181818181818,0.290909090909091,0.381818181818182,0.472727272727273,0.527272727272727,0.581818181818182,0.618181818181818,0.818181818181818,0.854545454545455,0.890909090909091,0.890909090909091,0.927272727272727,0.945454545454546,0.981818181818182,0.981818181818182,0.981818181818182
ar_bic,absolute,rolling window,ngdp_rpch,1,1.45585903482651,0.460397990728521,0.10227649243141,0.893184551666576,2.41324330209671,4.13799230318398,2.76892767640309,0.145454545454545,0.2,0.327272727272727,0.454545454545455,0.527272727272727,0.636363636363636,0.745454545454546,0.836363636363636,0.872727272727273,0.109090909090909,0.127272727272727,0.2,0.309090909090909,0.418181818181818,0.490909090909091,0.618181818181818,0.727272727272727,0.763636363636364,0.909090909090909,0.927272727272727,0.945454545454546,0.945454545454546,0.945454545454546,0.945454545454546,0.945454545454546,0.963636363636364,0.981818181818182
ar_bic,absolute,rolling window,ngdp_rpch,1.5,1.82479626167046,0.532621868202632,0.367051917666644,0.925122475801185,2.79183733606764,4.7098495743271,3.26304926172051,0.163636363636364,0.218181818181818,0.345454545454545,0.381818181818182,0.527272727272727,0.581818181818182,0.690909090909091,0.727272727272727,0.8,0.127272727272727,0.181818181818182,0.218181818181818,0.309090909090909,0.363636363636364,0.490909090909091,0.527272727272727,0.654545454545455,0.709090909090909,0.872727272727273,0.872727272727273,0.872727272727273,0.872727272727273,0.890909090909091,0.890909090909091,0.909090909090909,0.909090909090909,0.927272727272727
ar_bic,absolute,rolling window,pcpi_pch,0,0.223827868406251,0.0607005951227688,0.138377632075901,0.0247496412075806,0.334156181316033,0.567796465965481,0.38651238864493,0.163636363636364,0.236363636363636,0.309090909090909,0.363636363636364,0.418181818181818,0.545454545454545,0.618181818181818,0.672727272727273,0.8,0.0545454545454545,0.109090909090909,0.109090909090909,0.163636363636364,0.236363636363636,0.254545454545455,0.309090909090909,0.327272727272727,0.381818181818182,0.545454545454545,0.563636363636364,0.618181818181818,0.618181818181818,0.654545454545455,0.709090909090909,0.727272727272727,0.781818181818182,0.854545454545455
ar_bic,absolute,rolling window,pcpi_pch,0.5,0.512421132386322,0.118447554829904,0.311313079111152,0.0826604984452662,0.698023144725573,1.21558776962605,0.79198997974296,0.163636363636364,0.2,0.236363636363636,0.345454545454545,0.345454545454545,0.4,0.490909090909091,0.545454545454545,0.672727272727273,0.0909090909090909,0.145454545454545,0.181818181818182,0.2,0.218181818181818,0.218181818181818,0.254545454545455,0.290909090909091,0.309090909090909,0.472727272727273,0.490909090909091,0.490909090909091,0.563636363636364,0.563636363636364,0.6,0.672727272727273,0.690909090909091,0.763636363636364
