model,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
bvar_const,ngdp_rpch,0,0.327107863137953,0.0516819070688515,0.0269744637932617,0.24845149227584,0.365017580090472,0.582166613541341,0.408068626627412,0.0363636363636364,0.0727272727272727,0.0909090909090909,0.127272727272727,0.236363636363636,0.309090909090909,0.454545454545455,0.490909090909091,0.6,0.345454545454545,0.436363636363636,0.454545454545455,0.563636363636364,0.636363636363636,0.709090909090909,0.727272727272727,0.745454545454546,0.763636363636364,0.8,0.818181818181818,0.818181818181818,0.836363636363636,0.872727272727273,0.872727272727273,0.909090909090909,0.927272727272727,0.945454545454546
bvar_const,ngdp_rpch,0.5,0.650137836649577,0.207846156382032,0.0802247610295447,0.362066919238001,1.28796587010774,2.29091320192106,1.45702778985982,0.145454545454545,0.236363636363636,0.345454545454545,0.4,0.545454545454545,0.636363636363636,0.763636363636364,0.890909090909091,0.927272727272727,0.0545454545454545,0.0727272727272727,0.2,0.272727272727273,0.327272727272727,0.436363636363636,0.490909090909091,0.563636363636364,0.618181818181818,0.763636363636364,0.8,0.836363636363636,0.836363636363636,0.872727272727273,0.909090909090909,0.963636363636364,0.963636363636364,0.981818181818182
bvar_const,ngdp_rpch,1,1.39314058426134,0.369243072918962,0.141847893158771,0.882049618183603,2.35015850711315,4.08414628792965,2.64132413442907,0.0363636363636364,0.181818181818182,0.272727272727273,0.527272727272727,0.636363636363636,0.690909090909091,0.763636363636364,0.854545454545455,0.872727272727273,0.0909090909090909,0.109090909090909,0.2,0.236363636363636,0.290909090909091,0.381818181818182,0.618181818181818,0.690909090909091,0.818181818181818,0.854545454545455,0.872727272727273,0.890909090909091,0.909090909090909,0.927272727272727,0.927272727272727,0.963636363636364,0.963636363636364,0.963636363636364
bvar_const,ngdp_rpch,1.5,1.70975020435736,0.423127794791235,0.38250620981525,0.904116199750877,2.72715550267941,4.70467997254166,3.06552116766514,0.109090909090909,0.163636363636364,0.345454545454545,0.545454545454545,0.618181818181818,0.672727272727273,0.672727272727273,0.727272727272727,0.854545454545455,0.0909090909090909,0.181818181818182,0.218181818181818,0.218181818181818,0.272727272727273,0.345454545454545,0.509090909090909,0.654545454545455,0.690909090909091,0.8,0.818181818181818,0.854545454545455,0.890909090909091,0.890909090909091,0.890909090909091,0.890909090909091,0.909090909090909,0.945454545454546
bvar_const,pcpi_pch,0,0.239714597696067,0.0411503213328236,0.146492544458255,0.052071731904989,0.284324456839225,0.461247635441904,0.317985789661064,0,0.0909090909090909,0.181818181818182,0.254545454545455,0.345454545454545,0.454545454545455,0.527272727272727,0.636363636363636,0.763636363636364,0.109090909090909,0.181818181818182,0.218181818181818,0.272727272727273,0.345454545454545,0.363636363636364,0.363636363636364,0.454545454545455,0.527272727272727,0.527272727272727,0.545454545454545,0.545454545454545,0.618181818181818,0.690909090909091,0.727272727272727,0.745454545454546,0.818181818181818,0.872727272727273
bvar_const,pcpi_pch,0.5,0.495934710122597,0.231406554393602,0.232092365485282,0.0324357902437123,1.37831758073603,2.52729815580088,1.5577804657609,0.127272727272727,0.327272727272727,0.418181818181818,0.490909090909091,0.636363636363636,0.727272727272727,0.836363636363636,0.872727272727273,0.945454545454546,0,0,0,0.0363636363636364,0.0727272727272727,0.127272727272727,0.163636363636364,0.218181818181818,0.309090909090909,0.436363636363636,0.545454545454545,0.581818181818182,0.618181818181818,0.709090909090909,0.763636363636364,0.836363636363636,0.872727272727273,0.945454545454546
bvar_const,pcpi_pch,1,1.10632004970506,0.51431368920053,0.27311726202324,0.318889098481287,3.05254102430832,5.6119281638629,3.47427340618305,0.0727272727272727,0.109090909090909,0.218181818181818,0.363636363636364,0.6,0.672727272727273,0.781818181818182,0.836363636363636,0.945454545454546,0.0181818181818182,0.0727272727272727,0.109090909090909,0.2,0.272727272727273,0.472727272727273,0.6,0.690909090909091,0.727272727272727,0.8,0.8,0.818181818181818,0.836363636363636,0.872727272727273,0.872727272727273,0.890909090909091,0.909090909090909,0.963636363636364
bvar_const,pcpi_pch,1.5,1.42946776220047,0.683516244650334,0.346610558220747,0.399340959329393,4.03702588049408,7.45923501796134,4.61315522444331,0.0363636363636364,0.109090909090909,0.218181818181818,0.309090909090909,0.472727272727273,0.690909090909091,0.818181818181818,0.872727272727273,0.945454545454546,0,0.0363636363636364,0.0727272727272727,0.163636363636364,0.345454545454545,0.490909090909091,0.581818181818182,0.690909090909091,0.727272727272727,0.763636363636364,0.8,0.8,0.8,0.818181818181818,0.854545454545455,0.890909090909091,0.909090909090909,0.945454545454546
bvar_qu,ngdp_rpch,0,0.38441266447439,0.0923391874711724,0.0175249744832829,0.274548502519935,0.584919302261592,1.0961859236221,0.705256473710674,0.0363636363636364,0.0363636363636364,0.0727272727272727,0.0909090909090909,0.2,0.309090909090909,0.345454545454545,0.527272727272727,0.654545454545455,0.309090909090909,0.418181818181818,0.563636363636364,0.6,0.672727272727273,0.763636363636364,0.781818181818182,0.8,0.8,0.836363636363636,0.836363636363636,0.854545454545455,0.854545454545455,0.872727272727273,0.909090909090909,0.909090909090909,0.945454545454546,0.963636363636364
bvar_qu,ngdp_rpch,0.5,0.702269696001412,0.332198960586693,0.0333862729893829,0.336684462425336,1.92032814310621,3.94782569523723,2.33880921000065,0.145454545454545,0.272727272727273,0.381818181818182,0.509090909090909,0.636363636363636,0.709090909090909,0.781818181818182,0.872727272727273,0.927272727272727,0.0727272727272727,0.127272727272727,0.218181818181818,0.272727272727273,0.309090909090909,0.4,0.472727272727273,0.545454545454545,0.6,0.745454545454546,0.818181818181818,0.854545454545455,0.909090909090909,0.945454545454546,0.981818181818182,1,1,1
bvar_qu,ngdp_rpch,1,1.74069824726887,0.785808279299384,0.00700667014536178,0.947883297824125,4.54483456813208,9.36926705211547,5.54290023892304,0.127272727272727,0.272727272727273,0.381818181818182,0.509090909090909,0.618181818181818,0.690909090909091,0.854545454545455,0.890909090909091,0.890909090909091,0.109090909090909,0.109090909090909,0.145454545454545,0.309090909090909,0.381818181818182,0.472727272727273,0.563636363636364,0.672727272727273,0.818181818181818,0.945454545454546,0.945454545454546,0.945454545454546,0.981818181818182,1,1,1,1,1
bvar_qu,ngdp_rpch,1.5,1.87285228097203,0.697646294600577,0.269360287846984,0.905845698524471,4.10797218490549,8.49863167271606,5.07517384562175,0.127272727272727,0.290909090909091,0.4,0.472727272727273,0.618181818181818,0.672727272727273,0.727272727272727,0.8,0.872727272727273,0.109090909090909,0.127272727272727,0.2,0.254545454545455,0.309090909090909,0.418181818181818,0.490909090909091,0.563636363636364,0.690909090909091,0.818181818181818,0.854545454545455,0.890909090909091,0.890909090909091,0.927272727272727,0.927272727272727,0.927272727272727,0.927272727272727,0.981818181818182
bvar_qu,pcpi_pch,0,0.243504182431375,0.041697133721997,0.152808916826711,0.0489981318826668,0.283226164800163,0.496236350561232,0.331654369191239,0.0545454545454545,0.0909090909090909,0.2,0.272727272727273,0.345454545454545,0.418181818181818,0.436363636363636,0.581818181818182,0.690909090909091,0.145454545454545,0.2,0.290909090909091,0.309090909090909,0.327272727272727,0.345454545454545,0.381818181818182,0.454545454545455,0.472727272727273,0.527272727272727,0.545454545454545,0.581818181818182,0.618181818181818,0.672727272727273,0.727272727272727,0.727272727272727,0.781818181818182,0.836363636363636
bvar_qu,pcpi_pch,0.5,0.498595791830201,0.216232048895071,0.25276753942224,0.0295962035128908,1.26221676060493,2.52094008780491,1.5204661958051,0.0909090909090909,0.218181818181818,0.327272727272727,0.418181818181818,0.6,0.745454545454546,0.8,0.854545454545455,0.963636363636364,0,0.0181818181818182,0.0363636363636364,0.0363636363636364,0.0727272727272727,0.127272727272727,0.2,0.236363636363636,0.327272727272727,0.418181818181818,0.454545454545455,0.527272727272727,0.545454545454545,0.672727272727273,0.781818181818182,0.836363636363636,0.872727272727273,0.963636363636364
bvar_qu,pcpi_pch,1,1.04885922969377,0.474046253046484,0.293978534481109,0.280834442166174,2.77240200262029,5.51670786931056,3.32049166721315,0.127272727272727,0.254545454545455,0.345454545454545,0.4,0.527272727272727,0.618181818181818,0.727272727272727,0.781818181818182,0.872727272727273,0.0727272727272727,0.163636363636364,0.2,0.254545454545455,0.345454545454545,0.436363636363636,0.472727272727273,0.563636363636364,0.654545454545455,0.781818181818182,0.818181818181818,0.818181818181818,0.836363636363636,0.872727272727273,0.872727272727273,0.927272727272727,0.945454545454546,0.945454545454546
bvar_qu,pcpi_pch,1.5,1.22325546409006,0.594627105587505,0.322426699266848,0.306201659235704,3.41550490571778,6.95536291506033,4.16734343365315,0.0727272727272727,0.2,0.309090909090909,0.363636363636364,0.490909090909091,0.654545454545455,0.8,0.890909090909091,0.945454545454546,0.0363636363636364,0.0363636363636364,0.127272727272727,0.272727272727273,0.363636363636364,0.436363636363636,0.490909090909091,0.563636363636364,0.654545454545455,0.727272727272727,0.763636363636364,0.8,0.8,0.854545454545455,0.927272727272727,0.927272727272727,0.927272727272727,0.981818181818182
