model,error_method,method,target,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
IMF,absolute,rolling window,ngdp_rpch,0.764211776841345,0.274572081935367,0.108817738438144,0.380821956467835,3.51379836015438,6.49973963644094,5.00676899829766,0.557432432432433,0.760135135135135,0.125,0.233108108108108,0.790540540540541,0.885135135135135
IMF,absolute,rolling window,pcpi_pch,0.579342898198647,0.196938332794867,0.328870529857936,0.0535340355458451,2.71392119531112,4.80205497569514,3.75798808550313,0.496621621621622,0.70945945945946,0.114864864864865,0.263513513513514,0.760135135135135,0.824324324324324
ar,absolute,rolling window,ngdp_rpch,1.00024000541467,0.403886896380331,0.0680013665179043,0.52835174251643,4.7189201089709,8.20749983586607,6.46320997241848,0.513513513513514,0.783783783783784,0.182432432432432,0.429054054054054,0.942567567567568,0.966216216216216
ar,absolute,rolling window,pcpi_pch,0.656991373886224,0.332028988352431,0.17931604501141,0.145646340522383,3.32780282955302,4.82032040384193,4.07406161669747,0.422297297297297,0.682432432432433,0.182432432432432,0.381756756756757,0.804054054054054,0.864864864864865
ar_bic,absolute,rolling window,ngdp_rpch,0.976904316298866,0.376944512892406,0.0911694635430328,0.508790339863427,4.58030995610002,8.08731143572729,6.33381069591365,0.527027027027027,0.777027027027027,0.185810810810811,0.412162162162162,0.939189189189189,0.962837837837838
ar_bic,absolute,rolling window,pcpi_pch,0.607712451181019,0.215480760354235,0.276823225874008,0.115408464952777,2.92507705063978,4.84155639702092,3.88331672383035,0.361486486486487,0.64527027027027,0.155405405405405,0.334459459459459,0.695945945945946,0.800675675675676
bvar,absolute,rolling window,ngdp_rpch,0.991374411556389,0.330211390760377,0.083189694500177,0.577973326295835,4.58641199706361,8.36145823846876,6.47393511776619,0.516891891891892,0.763513513513514,0.209459459459459,0.422297297297297,0.939189189189189,0.972972972972973
bvar,absolute,rolling window,pcpi_pch,0.6065666236505,0.241305780020692,0.253517386111842,0.111743457517966,2.95169141384145,4.75210393840637,3.85189767612391,0.385135135135135,0.668918918918919,0.175675675675676,0.35472972972973,0.739864864864865,0.844594594594595
bvar_const,absolute,rolling window,ngdp_rpch,0.951324263135562,0.350391984383775,0.108842307252378,0.492089971499409,4.42781697037701,7.95694283676871,6.19237990357286,0.533783783783784,0.804054054054054,0.158783783783784,0.385135135135135,0.918918918918919,0.962837837837838
bvar_const,absolute,rolling window,pcpi_pch,0.642969874310032,0.309331124444562,0.198621963942125,0.135016785923346,3.23210908313897,4.77912477835322,4.0056169307461,0.385135135135135,0.695945945945946,0.168918918918919,0.398648648648649,0.783783783783784,0.864864864864865
bvar_mix,absolute,rolling window,ngdp_rpch,0.931527915380865,0.331793606879746,0.108743394015439,0.49099091448568,4.32196234262763,7.82565245104824,6.07380739683793,0.537162162162162,0.800675675675676,0.162162162162162,0.381756756756757,0.918918918918919,0.962837837837838
bvar_mix,absolute,rolling window,pcpi_pch,0.578193686036766,0.256603784734139,0.202652068460491,0.118937832842136,2.85955231663035,4.41499292915943,3.63727262289489,0.39527027027027,0.685810810810811,0.179054054054054,0.361486486486487,0.756756756756757,0.864864864864865
mean_ensemble,absolute,rolling window,ngdp_rpch,0.833782895281926,0.342950320899825,0.0664955221099932,0.424337052272108,3.86355730043462,7.01676465455198,5.4401609774933,0.614864864864865,0.817567567567568,0.14527027027027,0.324324324324324,0.939189189189189,0.962837837837838
mean_ensemble,absolute,rolling window,pcpi_pch,0.573195833715115,0.279432815197287,0.207443168512504,0.0863198500053236,2.85931198993405,4.31563669946716,3.58747434470061,0.466216216216216,0.736486486486487,0.128378378378378,0.331081081081081,0.797297297297297,0.864864864864865
