model,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
ar,ngdp_rpch,0,0.303393022765295,0.0892144836820414,0.0115941186790834,0.20258442040417,1.46216781611906,2.41244091500824,1.93730436556365,0.364864864864865,0.527027027027027,0.405405405405405,0.554054054054054,0.918918918918919,0.932432432432432
ar,ngdp_rpch,0.5,0.738717518141717,0.332780982027102,0.0224063165167018,0.383530219597913,3.45796142514165,6.12944679998022,4.79370411256093,0.594594594594595,0.837837837837838,0.148648648648649,0.378378378378378,0.972972972972973,0.986486486486486
ar,ngdp_rpch,1,1.38065564626271,0.580802845336672,0.0461576083250628,0.753695192600976,6.38764493277789,11.6440005933095,9.01582276304368,0.648648648648649,0.824324324324324,0.162162162162162,0.324324324324324,0.972972972972973,0.986486486486486
ar,ngdp_rpch,1.5,1.6006987226041,0.630431372465616,0.156794072868284,0.813473277270197,7.58141601771102,13.0604344078044,10.3209252127577,0.486486486486487,0.797297297297297,0.148648648648649,0.432432432432432,0.918918918918919,0.945945945945946
ar,pcpi_pch,0,0.182006139212139,0.0733580155249186,0.0886871153470376,0.0199610083401826,0.843120746066217,1.53232091907723,1.18772083257173,0.608108108108108,0.810810810810811,0.0675675675675676,0.202702702702703,0.810810810810811,0.878378378378378
ar,pcpi_pch,0.5,0.41882295224136,0.292158672263199,0.117458695752567,0.00920558422559477,2.01535243815241,3.33807794944618,2.6767151937993,0.675675675675676,0.932432432432432,0,0.121621621621622,0.797297297297297,0.932432432432432
ar,pcpi_pch,1,0.909834276580205,0.632439452041874,0.180632376634955,0.0967624479033758,4.51959367916121,6.89770133370107,5.70864750643114,0.540540540540541,0.837837837837838,0.0540540540540541,0.351351351351351,0.891891891891892,0.891891891891892
ar,pcpi_pch,1.5,1.13135017879499,0.814562493818536,0.162769923271928,0.154017761704522,5.78828612544457,8.15628826228829,6.97228719386643,0.445945945945946,0.905405405405405,0.0405405405405405,0.432432432432432,0.878378378378378,0.945945945945946
ar_annual,ngdp_rpch,0,1.56026579686624,0.520337831236553,0.432905526194382,0.607022439435302,7.04272585695613,13.5985012949344,10.3206135759453,0.689189189189189,0.797297297297297,0.0945945945945946,0.148648648648649,0.837837837837838,0.891891891891892
ar_annual,ngdp_rpch,0.5,1.56340285021246,0.520645683453612,0.435988696048705,0.606768470710147,7.05724130992533,13.6249537294359,10.3410975196806,0.689189189189189,0.797297297297297,0.0945945945945946,0.148648648648649,0.837837837837838,0.891891891891892
ar_annual,ngdp_rpch,1,1.42386603228716,0.524074215788323,0.282667817146584,0.617123999352251,6.48979670559705,12.2528288817505,9.37131279367379,0.662162162162162,0.797297297297297,0.108108108108108,0.162162162162162,0.824324324324324,0.905405405405405
ar_annual,ngdp_rpch,1.5,1.42422540259941,0.524453805088412,0.283054758223721,0.616716839287273,6.49262424166962,12.2529474478141,9.37278584474185,0.675675675675676,0.797297297297297,0.108108108108108,0.148648648648649,0.824324324324324,0.905405405405405
ar_annual,pcpi_pch,0,0.899268818128713,0.263934603292714,0.513651472667215,0.121682742168784,4.25224319494171,7.35476837522,5.80350578508085,0.324324324324324,0.635135135135135,0.162162162162162,0.405405405405405,0.72972972972973,0.797297297297297
ar_annual,pcpi_pch,0.5,0.898857826966812,0.263917929518103,0.513871529758472,0.121068367690236,4.2499046763387,7.35239484848949,5.80114976241409,0.324324324324324,0.648648648648649,0.148648648648649,0.405405405405405,0.72972972972973,0.797297297297297
ar_annual,pcpi_pch,1,1.19443431356368,0.283373914074042,0.709786128014192,0.201274271475444,5.5816107917575,9.93465929187981,7.75813504181866,0.283783783783784,0.567567567567568,0.202702702702703,0.391891891891892,0.675675675675676,0.77027027027027
ar_annual,pcpi_pch,1.5,1.19434576353777,0.283371535901946,0.709868794059763,0.201105433576057,5.58175563789489,9.93252617601807,7.75714090695648,0.283783783783784,0.567567567567568,0.202702702702703,0.391891891891892,0.675675675675676,0.77027027027027
ar_bic,ngdp_rpch,0,0.297724733408031,0.0888995982548444,0.0135080405310504,0.195317094622137,1.43657535600082,2.36305627815858,1.8998158170797,0.324324324324324,0.540540540540541,0.391891891891892,0.540540540540541,0.864864864864865,0.932432432432432
ar_bic,ngdp_rpch,0.5,0.676577868858789,0.325395634849092,0.0224063165167018,0.328775917492995,3.17403471670839,5.5964705854048,4.38525265105659,0.648648648648649,0.837837837837838,0.148648648648649,0.324324324324324,0.972972972972973,0.986486486486486
ar_bic,ngdp_rpch,1,1.33961282730294,0.582780204706507,0.0461576083250628,0.71067501427137,6.16012902468063,11.3919339843572,8.77603150451893,0.689189189189189,0.864864864864865,0.121621621621622,0.283783783783784,0.972972972972973,0.986486486486486
ar_bic,ngdp_rpch,1.5,1.57863482516807,0.657863481633348,0.216970870384391,0.70380047315033,7.36527670858603,13.1595047318963,10.2623907202412,0.581081081081081,0.851351351351351,0.0945945945945946,0.337837837837838,0.918918918918919,0.945945945945946
ar_bic,pcpi_pch,0,0.169286916494004,0.0613964719817342,0.094877917533208,0.0130125269790621,0.784892217185766,1.42350778691567,1.10420000205072,0.554054054054054,0.756756756756757,0.0810810810810811,0.175675675675676,0.72972972972973,0.837837837837838
ar_bic,pcpi_pch,0.5,0.430003037322858,0.218131122404084,0.178186957704331,0.0336849572144431,2.08230384048563,3.39430114524307,2.73830249286435,0.594594594594595,0.756756756756757,0.0540540540540541,0.121621621621622,0.716216216216216,0.810810810810811
ar_bic,pcpi_pch,1,0.844355460410754,0.456792168786776,0.288156002425307,0.0994072891986714,4.13647756812587,6.54591528790041,5.34119642801314,0.540540540540541,0.783783783783784,0.0945945945945946,0.283783783783784,0.824324324324324,0.878378378378378
ar_bic,pcpi_pch,1.5,1.00164732033511,0.611738881596442,0.343958977823185,0.0459494609154843,4.80380321342098,8.02343837314976,6.41362079328537,0.594594594594595,0.851351351351351,0.027027027027027,0.216216216216216,0.810810810810811,0.878378378378378
arx_annual,ngdp_rpch,0,0.297301321042612,0.128928957679091,0.149881647383691,0.0184907159798305,1.43483174755456,2.35894705196585,1.8968893997602,0.581081081081081,0.783783783783784,0.0405405405405405,0.0810810810810811,0.662162162162162,0.824324324324324
arx_annual,ngdp_rpch,0.5,0.468369787164616,0.218061562349716,0.150677817499471,0.0996304073154292,2.28021540131342,3.66685724000878,2.9735363206611,0.540540540540541,0.756756756756757,0.0810810810810811,0.189189189189189,0.72972972972973,0.837837837837838
arx_annual,ngdp_rpch,1,1.38098521560224,0.403033339829383,0.187570395613792,0.790381480159067,6.41673167050628,11.5778751357791,8.9973034031427,0.418918918918919,0.662162162162162,0.189189189189189,0.256756756756757,0.675675675675676,0.851351351351351
arx_annual,ngdp_rpch,1.5,1.32955770239468,0.44790497957595,0.196381129702769,0.685271593115962,6.11364832599615,11.3070332329032,8.7103407794497,0.581081081081081,0.716216216216216,0.148648648648649,0.189189189189189,0.77027027027027,0.864864864864865
arx_annual,pcpi_pch,0,0.120901001945851,0.0643581286964311,0.0280543979335997,0.0284884753158205,0.615707585759948,0.878751074517157,0.747229330138552,0.472972972972973,0.716216216216216,0.135135135135135,0.297297297297297,0.77027027027027,0.851351351351351
arx_annual,pcpi_pch,0.5,0.423686592714815,0.13027565550891,0.229930250679034,0.0634806865268706,2.0243717301778,3.41280252885179,2.7185871295148,0.418918918918919,0.608108108108108,0.202702702702703,0.324324324324324,0.743243243243243,0.810810810810811
arx_annual,pcpi_pch,1,0.976157123599878,0.216022750549887,0.539549534200314,0.220584838849677,4.58778571624151,8.0536781813938,6.32073194881765,0.256756756756757,0.486486486486487,0.297297297297297,0.445945945945946,0.702702702702703,0.783783783783784
arx_annual,pcpi_pch,1.5,1.15494490082252,0.229885258560909,0.692025111138395,0.233034531123221,5.36179310707973,9.69441524875116,7.52810417791545,0.243243243243243,0.445945945945946,0.297297297297297,0.418918918918919,0.662162162162162,0.743243243243243
bvar_const,ngdp_rpch,0,0.30269757292171,0.0662792601852916,0.021586185001987,0.214832127734432,1.42514211842815,2.49109616236382,1.95811914039599,0.22972972972973,0.445945945945946,0.45945945945946,0.608108108108108,0.837837837837838,0.905405405405405
bvar_const,ngdp_rpch,0.5,0.636516984909902,0.273016450143934,0.0386069041872662,0.324893630578702,3.02636468954821,5.1644279743275,4.09539633193786,0.567567567567568,0.837837837837838,0.135135135135135,0.337837837837838,0.905405405405405,0.972972972972973
bvar_const,ngdp_rpch,1,1.28971480746895,0.491325255059013,0.0863969037372811,0.711992648672657,5.90359303590731,11.0353135596108,8.46945329775903,0.648648648648649,0.851351351351351,0.121621621621622,0.297297297297297,0.945945945945946,0.972972972972973
bvar_const,ngdp_rpch,1.5,1.53342246151476,0.564723527053728,0.255392597989727,0.713306336471307,7.14015018175313,12.8180737759124,9.97911197883278,0.581081081081081,0.77027027027027,0.148648648648649,0.324324324324324,0.905405405405405,0.918918918918919
bvar_const,pcpi_pch,0,0.184198171221527,0.0528876345638642,0.0982521654008595,0.0330583712568033,0.858975201192627,1.53652542144897,1.1977503113208,0.364864864864865,0.702702702702703,0.162162162162162,0.378378378378378,0.743243243243243,0.864864864864865
bvar_const,pcpi_pch,0.5,0.425602881544024,0.294670030259497,0.123501990255785,0.0074308610287409,2.06411073903448,3.35178078329427,2.70794576116438,0.662162162162162,0.905405405405405,0,0.0945945945945946,0.756756756756757,0.905405405405405
bvar_const,pcpi_pch,1,0.886670122247477,0.6504624039034,0.155702488181366,0.0805052301627105,4.38936199145,6.75999746632453,5.57467972888727,0.675675675675676,0.878378378378378,0.0540540540540541,0.216216216216216,0.891891891891892,0.932432432432432
bvar_const,pcpi_pch,1.5,1.13261793535394,0.855795507918938,0.174621666913279,0.102200760521724,5.69705678548733,8.4097167433605,7.05338676442391,0.513513513513514,0.905405405405405,0.027027027027027,0.337837837837838,0.851351351351351,0.932432432432432
bvar_mix,ngdp_rpch,0,0.311427421270445,0.0542911906545212,0.026382620789186,0.230753609826738,1.44608048300173,2.61334721790457,2.02971385045315,0.175675675675676,0.351351351351351,0.527027027027027,0.635135135135135,0.810810810810811,0.878378378378378
bvar_mix,ngdp_rpch,0.5,0.611193075428052,0.226887997622167,0.0391583288039325,0.345146749001953,2.90497066894123,4.96143483620795,3.93320275257459,0.5,0.797297297297297,0.175675675675676,0.391891891891892,0.891891891891892,0.972972972972973
bvar_mix,ngdp_rpch,1,1.26979539001836,0.396174443769332,0.0863969037372811,0.787224042511742,5.73525330472679,11.0577745385501,8.39651392163846,0.527027027027027,0.824324324324324,0.148648648648649,0.418918918918919,0.945945945945946,0.972972972972973
bvar_mix,ngdp_rpch,1.5,1.50067864874513,0.470375388122851,0.255392597989727,0.774910662632551,6.94193399749229,12.6587379811719,9.80033598933207,0.5,0.77027027027027,0.148648648648649,0.405405405405405,0.905405405405405,0.918918918918919
bvar_mix,pcpi_pch,0,0.184895843930861,0.0424771475457479,0.103773558270174,0.038645138114939,0.863735215994827,1.53857883863016,1.20115702731249,0.283783783783784,0.608108108108108,0.189189189189189,0.391891891891892,0.675675675675676,0.797297297297297
bvar_mix,pcpi_pch,0.5,0.383846910974875,0.233895215881525,0.141913839953812,0.00803785513953753,1.86130925920611,3.02366507148222,2.44248716534417,0.608108108108108,0.878378378378378,0.0135135135135135,0.108108108108108,0.716216216216216,0.891891891891892
bvar_mix,pcpi_pch,1,0.770824996668978,0.488965588149884,0.159152145050315,0.122707263468779,3.86005433058202,5.76636410692451,4.81320921875327,0.581081081081081,0.810810810810811,0.121621621621622,0.297297297297297,0.878378378378378,0.932432432432432
bvar_mix,pcpi_pch,1.5,0.941526085603602,0.645222032959874,0.178403339071978,0.11790071357175,4.80429801853808,6.81977666572685,5.81203734213246,0.486486486486487,0.905405405405405,0.027027027027027,0.351351351351351,0.837837837837838,0.932432432432432
bvar_qu,ngdp_rpch,0,0.332362038543436,0.112431072397737,0.0213949236745824,0.198536042471116,1.66215732471742,2.49184745907516,2.07700239189629,0.189189189189189,0.472972972972973,0.418918918918919,0.621621621621622,0.810810810810811,0.891891891891892
bvar_qu,ngdp_rpch,0.5,0.715865446715962,0.401121701473865,0.00211410786822169,0.312629637373875,3.2567659171067,6.1753941415525,4.7160800293296,0.621621621621622,0.837837837837838,0.162162162162162,0.337837837837838,0.959459459459459,1
bvar_qu,ngdp_rpch,1,1.71369659895488,0.946748644775825,0,0.766947954179052,7.49405282766851,15.5387999099263,11.5164263687974,0.635135135135135,0.864864864864865,0.135135135135135,0.364864864864865,1,1
bvar_qu,ngdp_rpch,1.5,1.76640226502564,0.856144132992098,0.160067855710694,0.75019027632285,7.98934338125235,15.354686847382,11.6720151143172,0.594594594594595,0.810810810810811,0.135135135135135,0.337837837837838,0.932432432432432,0.945945945945946
bvar_qu,pcpi_pch,0,0.18933719537784,0.0529596555307866,0.104296710067064,0.0320808297799898,0.871730214916924,1.6074183702645,1.23957429259071,0.337837837837838,0.648648648648649,0.162162162162162,0.351351351351351,0.689189189189189,0.810810810810811
bvar_qu,pcpi_pch,0.5,0.418897428409127,0.26784204516106,0.143236385100689,0.00781899814737717,1.97767882769253,3.43375149895121,2.70571516332187,0.648648648648649,0.878378378378378,0.0135135135135135,0.0945945945945946,0.743243243243243,0.891891891891892
bvar_qu,pcpi_pch,1,0.869110607133599,0.592046763267241,0.159442143975887,0.117621699890471,4.26294219341949,6.72485665912326,5.49389942627137,0.594594594594595,0.837837837837838,0.121621621621622,0.283783783783784,0.878378378378378,0.959459459459459
bvar_qu,pcpi_pch,1.5,0.982543255547613,0.735902711052649,0.134892186488483,0.111748358006481,4.81952987911685,7.60204041316012,6.21078514613849,0.540540540540541,0.918918918918919,0.027027027027027,0.337837837837838,0.878378378378378,0.945945945945946
