model,target,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
ar,ngdp_rpch,1.91437191265483,0.432928214308626,0.168882235940867,1.31256146240534,8.63743777280369,16.6938438210875,12.6656407969456,0.41,0.61,0.31,0.48,0.89,0.92
ar,pcpi_pch,0.881022967857942,0.442717069022922,0.39446645772233,0.0438394411126898,4.37607549445041,6.68027062103282,5.52817305774161,0.42,0.74,0.01,0.22,0.64,0.75
ar_annual,ngdp_rpch,3.40075883805379,0.574056233147681,1.05151508473033,1.77518752017579,15.2964473737986,29.7740583265794,22.535252850189,0.32,0.42,0.28,0.32,0.64,0.7
ar_annual,pcpi_pch,2.08315104873334,0.28539943146231,1.70345536007032,0.0942962572007086,9.4146414892964,18.1264172514258,13.7705293703611,0.1,0.28,0.16,0.28,0.38,0.44
ar_bic,ngdp_rpch,1.89187705433392,0.436932023139889,0.214434204245692,1.24051082694834,8.56612864216486,16.4222194812664,12.4941740617156,0.41,0.62,0.3,0.47,0.88,0.92
ar_bic,pcpi_pch,1.03850015014752,0.323054324316893,0.645629206269359,0.0698166195612701,4.97151293327976,8.34122066975106,6.65636680151541,0.32,0.53,0.08,0.22,0.54,0.61
arx_annual,ngdp_rpch,1.76528714630377,0.316078773776405,0.305809955424066,1.1433984171033,8.01220362750197,15.2752338573205,11.6437187424112,0.29,0.47,0.3,0.33,0.62,0.77
arx_annual,pcpi_pch,1.3072116668154,0.167248388148632,1.0610129394365,0.0789503392302626,5.90436534004417,11.3833199861975,8.64384266312084,0.16,0.29,0.18,0.23,0.39,0.47
bvar_ciss,ngdp_rpch,2.60850358388103,1.28579020743365,0.129965804469877,1.1927475719775,11.2390071074782,24.0725539089249,17.6557805082016,0.5375,0.7125,0.2375,0.3625,0.9,0.95
bvar_ciss,pcpi_pch,1.3481480373883,0.372733939963623,0.916212823496959,0.0592012739277166,6.4591831262159,10.8150029322262,8.63709302922106,0.275,0.4625,0.1125,0.1875,0.4625,0.575
bvar_const,ngdp_rpch,1.87598404802839,0.323670463161016,0.28679767826167,1.26551590660571,8.49566478560048,16.2805189965666,12.3880918910836,0.27,0.51,0.37,0.54,0.81,0.88
bvar_const,pcpi_pch,0.891933968030089,0.459548724642518,0.391282899634831,0.0411023437527404,4.46939424081737,6.66519375855838,5.56729399968787,0.38,0.74,0.04,0.2,0.58,0.78
bvar_mix,ngdp_rpch,1.90815666240804,0.299114392560699,0.28679767826167,1.32224459158567,8.52023437946547,16.862547299497,12.6913908394813,0.27,0.51,0.37,0.54,0.81,0.88
bvar_mix,pcpi_pch,0.86325321160609,0.422388611916332,0.391282899634831,0.0495817000549269,4.36242766234125,6.35899507626869,5.36071136930497,0.34,0.73,0.05,0.24,0.58,0.78
bvar_qu,ngdp_rpch,2.52622820460371,1.16396462584898,0.121220040852365,1.24104353790236,11.0170543169368,22.981928299732,16.9994913083344,0.52,0.69,0.26,0.4,0.92,0.95
bvar_qu,pcpi_pch,0.995561252080588,0.598650092867614,0.360665061666355,0.0362460975466188,4.76386603755157,8.00155994773284,6.38271299264221,0.46,0.79,0.03,0.18,0.64,0.82
