model,error_method,method,target,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
IMF,absolute,rolling window,ngdp_rpch,1.56977530442162,0.227960118559349,0.272067934630289,1.06974725123198,7.10491970826844,13.6332068177614,10.3690632630149,0.19,0.44,0.29,0.42,0.61,0.73
IMF,absolute,rolling window,pcpi_pch,1.22076736287103,0.194417451683829,0.964553419786252,0.061796491400951,5.52276141299685,10.6084437249285,8.06560256896268,0.21,0.41,0.11,0.23,0.44,0.52
ar,absolute,rolling window,ngdp_rpch,1.90333611774634,0.370457862015295,0.198823434140727,1.33405482159032,8.62788408122136,16.4970121518735,12.5624481165474,0.35,0.62,0.3,0.51,0.86,0.92
ar,absolute,rolling window,pcpi_pch,0.911519682672195,0.33871087620575,0.490192198637872,0.0826166078285735,4.44274584743302,7.12352903486135,5.78313744114719,0.32,0.55,0.13,0.24,0.56,0.68
ar_bic,absolute,rolling window,ngdp_rpch,1.90870545356088,0.339197730798881,0.267401001335108,1.30210672142689,8.64668210111214,16.5574038184372,12.6020429597747,0.32,0.61,0.3,0.53,0.85,0.91
ar_bic,absolute,rolling window,pcpi_pch,1.10387284047083,0.226621710873905,0.75424661873704,0.123004510859887,5.14272041346082,9.22065577576463,7.18168809461272,0.17,0.36,0.17,0.32,0.49,0.53
bvar,absolute,rolling window,ngdp_rpch,2.06387051893673,0.304393804981003,0.241496203742781,1.51798051021295,9.26981623582838,18.1028697891637,13.686343012496,0.25,0.51,0.42,0.61,0.86,0.93
bvar,absolute,rolling window,pcpi_pch,1.00974907082838,0.257866347421644,0.689534122958737,0.0623486004479999,4.75418852751382,8.30951009778307,6.53184931264844,0.23,0.51,0.12,0.26,0.49,0.63
bvar_const,absolute,rolling window,ngdp_rpch,1.90058448338346,0.314116788112996,0.317857458404113,1.26861023686635,8.56149031595376,16.6079638777849,12.5847270968693,0.31,0.61,0.28,0.49,0.8,0.89
bvar_const,absolute,rolling window,pcpi_pch,0.94899796521785,0.320761900706337,0.538991952295115,0.0892441122163979,4.61956327665711,7.43105111271423,6.02530719468567,0.26,0.57,0.12,0.28,0.54,0.69
bvar_mix,absolute,rolling window,ngdp_rpch,1.88681952830219,0.309077164694335,0.317857458404113,1.25988490520374,8.49062642526313,16.509824502886,12.5002254640746,0.31,0.61,0.28,0.49,0.8,0.89
bvar_mix,absolute,rolling window,pcpi_pch,0.925784345076105,0.303148441373446,0.538991952295115,0.083643951407544,4.48150791866065,7.31191710487049,5.89671251176557,0.26,0.56,0.13,0.28,0.54,0.69
mean_ensemble,absolute,rolling window,ngdp_rpch,1.64786961409951,0.304178256229213,0.200330625391841,1.14336073247845,7.4628462917949,14.3002765525029,10.8815614221489,0.36,0.57,0.31,0.45,0.81,0.88
mean_ensemble,absolute,rolling window,pcpi_pch,0.934287128173842,0.284630076198639,0.594688150256514,0.0549689017186894,4.47490820226351,7.49847205781807,5.98669013004079,0.31,0.58,0.08,0.2,0.51,0.66
