model,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
bvar_ciss,ngdp_rpch,0,0.532197427296157,0.266443660894924,0.01355941064344,0.252194355757794,2.70624479840298,3.87833654991571,3.29229067415934,0.3,0.65,0.3,0.6,0.9,0.95
bvar_ciss,ngdp_rpch,0.5,1.34972425180987,0.804058231374185,0.006984657264286,0.538681363171395,5.80545760068095,12.4808410344949,9.14314931758794,0.65,0.85,0.15,0.3,0.95,1
bvar_ciss,ngdp_rpch,1,4.36744964290033,2.35304386727657,0,2.01440577562376,18.0749052017087,42.1617298537349,30.1183175277218,0.75,0.75,0.25,0.25,1,1
bvar_ciss,ngdp_rpch,1.5,4.18464301351775,1.71961507018891,0.499319149971782,1.96570879335706,18.3694208291203,37.7693081975542,28.0693645133373,0.45,0.6,0.25,0.3,0.75,0.85
bvar_ciss,pcpi_pch,0,0.480813942420522,0.0737276428573152,0.397564654928929,0.00952164463427783,2.11402815977561,4.33120844897144,3.22261830437352,0.2,0.4,0.1,0.15,0.35,0.5
bvar_ciss,pcpi_pch,0.5,1.00571495248852,0.280309867631991,0.703954426939609,0.0214506579169232,4.7743454422462,8.17843544415496,6.47639044320058,0.35,0.6,0,0.1,0.45,0.6
bvar_ciss,pcpi_pch,1,1.94481059982312,0.594630275741792,1.23121186859165,0.118968455489682,9.19241003074682,15.9151869195954,12.5537984751711,0.3,0.4,0.2,0.25,0.55,0.6
bvar_ciss,pcpi_pch,1.5,1.96125265482103,0.542267973623393,1.33212034352765,0.0868643376699835,9.75594887209498,14.8351809161831,12.295564894139,0.25,0.45,0.15,0.25,0.5,0.6
bvar_const,ngdp_rpch,0,0.432279895294274,0.0751263068404517,0.0258428939650301,0.331310694488792,2.0022278483492,3.64002828501246,2.82112806668083,0.2,0.32,0.6,0.68,0.88,0.92
bvar_const,ngdp_rpch,0.5,1.16182978186774,0.264006332052807,0.109650893969704,0.788172555845232,5.36809117787993,9.81636769265503,7.59222943526748,0.28,0.68,0.24,0.52,0.8,0.92
bvar_const,ngdp_rpch,1,2.67212900832113,0.439889336126616,0.255734835062352,1.97650483713216,11.8755581848782,23.7536847042272,17.8146214445527,0.36,0.6,0.32,0.48,0.84,0.92
bvar_const,ngdp_rpch,1.5,3.23769750663042,0.515659877624189,0.755962090049592,1.96607553895664,14.7367819312946,27.9119953043718,21.3243886178332,0.24,0.44,0.32,0.48,0.72,0.76
bvar_const,pcpi_pch,0,0.363832345077927,0.0534626124725597,0.284071625311993,0.0262981072933749,1.628029458011,3.20657325653105,2.41730135727103,0.16,0.56,0.12,0.32,0.48,0.68
bvar_const,pcpi_pch,0.5,0.598770474747296,0.292562565586298,0.30330047414718,0.00290743501381788,2.85538380769257,4.83694997571449,3.84616689170353,0.52,0.84,0,0.08,0.6,0.84
bvar_const,pcpi_pch,1,1.1832981559496,0.645218447273337,0.460879365016844,0.0772003436594184,6.00295716007933,8.65857021879367,7.3307636894365,0.48,0.76,0.04,0.2,0.68,0.8
bvar_const,pcpi_pch,1.5,1.42183489634553,0.846951273237878,0.516880134063306,0.0580034890443506,7.39120653748656,9.95868158319428,8.67494406034042,0.36,0.8,0,0.2,0.56,0.8
bvar_mix,ngdp_rpch,0,0.432279895294274,0.0751263068404517,0.0258428939650301,0.331310694488792,2.0022278483492,3.64002828501246,2.82112806668083,0.2,0.32,0.6,0.68,0.88,0.92
bvar_mix,ngdp_rpch,0.5,1.16182978186774,0.264006332052807,0.109650893969704,0.788172555845232,5.36809117787993,9.81636769265503,7.59222943526748,0.28,0.68,0.24,0.52,0.8,0.92
bvar_mix,ngdp_rpch,1,2.74096298565279,0.390402244232795,0.255734835062352,2.09482590635764,11.9437279771765,24.9599397701144,18.4518338736455,0.36,0.6,0.32,0.48,0.84,0.92
bvar_mix,ngdp_rpch,1.5,3.29755398681734,0.466922687116743,0.755962090049592,2.074669209651,14.7668905144562,29.0338534502063,21.9003719823312,0.24,0.44,0.32,0.48,0.72,0.76
bvar_mix,pcpi_pch,0,0.363832345077927,0.0534626124725597,0.284071625311993,0.0262981072933749,1.628029458011,3.20657325653105,2.41730135727103,0.16,0.56,0.12,0.32,0.48,0.68
bvar_mix,pcpi_pch,0.5,0.598770474747296,0.292562565586298,0.30330047414718,0.00290743501381788,2.85538380769257,4.83694997571449,3.84616689170353,0.52,0.84,0,0.08,0.6,0.84
bvar_mix,pcpi_pch,1,1.13936055755697,0.583902533282014,0.460879365016844,0.0945786592581144,5.84865494745941,8.16557378249094,7.00711436497517,0.4,0.72,0.08,0.28,0.68,0.8
bvar_mix,pcpi_pch,1.5,1.35104946904216,0.759626736324458,0.516880134063306,0.0745425986544004,7.11764243620201,9.22688329033826,8.17226286327014,0.28,0.8,0,0.28,0.56,0.8
bvar_qu,ngdp_rpch,0,0.494246362422325,0.24722035680037,0.0110793105058034,0.235946695116152,2.64181529982764,3.2803889988774,2.96110214935252,0.24,0.68,0.28,0.64,0.88,0.96
bvar_qu,ngdp_rpch,0.5,1.47166000087996,0.779738095453834,0,0.691921905426122,6.40940511244969,13.4096872364749,9.90954617446229,0.64,0.8,0.2,0.36,1,1
bvar_qu,ngdp_rpch,1,4.05491056410489,2.02010187921201,0,2.03480868489288,17.149774565084,38.2237748693878,27.6867747172359,0.68,0.72,0.28,0.32,1,1
bvar_qu,ngdp_rpch,1.5,4.08409589100766,1.60879817192971,0.473800852903655,2.00149686617429,17.867222290386,37.0138620941882,27.4405421922871,0.52,0.56,0.28,0.28,0.8,0.84
bvar_qu,pcpi_pch,0,0.376978745360985,0.0844908361082744,0.285620154630786,0.00686775462192496,1.6516946548204,3.41033827016869,2.53101646249455,0.32,0.68,0.04,0.2,0.52,0.72
bvar_qu,pcpi_pch,0.5,0.70252000635268,0.393045180253721,0.307215207781937,0.00225961831702319,3.19983773041236,6.0508058010227,4.62532176571753,0.64,0.84,0,0.04,0.68,0.84
bvar_qu,pcpi_pch,1,1.43028596453225,0.889022811629391,0.461737761836537,0.0795253910663238,7.04120302145832,11.0027117369992,9.02195737922877,0.44,0.8,0.08,0.24,0.68,0.88
bvar_qu,pcpi_pch,1.5,1.47246029207644,1.02804154347907,0.388087122416162,0.0563316261812032,7.16272874351519,11.5423839827407,9.35255636312797,0.44,0.84,0,0.24,0.68,0.84
