target,horizon,method,error_method,source,score
ngdp_rpch,0,rolling window,absolute,IMF,0.538932314435565
ngdp_rpch,0.5,rolling window,absolute,IMF,0.679806007143709
ngdp_rpch,1,rolling window,absolute,IMF,1.25969566777721
ngdp_rpch,1.5,rolling window,absolute,IMF,1.35003336128694
pcpi_pch,0,rolling window,absolute,IMF,0.211390504268913
pcpi_pch,0.5,rolling window,absolute,IMF,0.352807016524479
pcpi_pch,1,rolling window,absolute,IMF,0.85148000780982
pcpi_pch,1.5,rolling window,absolute,IMF,1.00476914566676
ngdp_rpch,0,rolling window,absolute,ar,0.143214485115421
ngdp_rpch,0.5,rolling window,absolute,ar,0.766424352873235
ngdp_rpch,1,rolling window,absolute,ar,1.54303607070728
ngdp_rpch,1.5,rolling window,absolute,ar,1.83893059629205
pcpi_pch,0,rolling window,absolute,ar,0.0969191092810153
pcpi_pch,0.5,rolling window,absolute,ar,0.384406952130352
pcpi_pch,1,rolling window,absolute,ar,0.988047964746063
pcpi_pch,1.5,rolling window,absolute,ar,1.33595674038208
ngdp_rpch,0,rolling window,absolute,ar-direct,0.16418055054517
ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.802415116970012
ngdp_rpch,1,rolling window,absolute,ar-direct,1.56671518985258
ngdp_rpch,1.5,rolling window,absolute,ar-direct,1.83155592118197
pcpi_pch,0,rolling window,absolute,ar-direct,0.119446081504667
pcpi_pch,0.5,rolling window,absolute,ar-direct,0.471162660990848
pcpi_pch,1,rolling window,absolute,ar-direct,1.07667644978487
pcpi_pch,1.5,rolling window,absolute,ar-direct,1.3849539937302
ngdp_rpch,0,rolling window,absolute,ar_annual-direct,1.89720978663478
ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,1.90077080421999
ngdp_rpch,1,rolling window,absolute,ar_annual-direct,1.73712182017174
ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,1.73773976895655
pcpi_pch,0,rolling window,absolute,ar_annual-direct,0.931746609572709
pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,0.931999846255813
pcpi_pch,1,rolling window,absolute,ar_annual-direct,1.24387611281414
pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,1.24362821500644
ngdp_rpch,0,rolling window,absolute,ar_bic,0.150703634259985
ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.694229509438334
ngdp_rpch,1,rolling window,absolute,ar_bic,1.47819732588867
ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.84322250645726
pcpi_pch,0,rolling window,absolute,ar_bic,0.0865813832854919
pcpi_pch,0.5,rolling window,absolute,ar_bic,0.406508883707187
pcpi_pch,1,rolling window,absolute,ar_bic,0.890150327505455
pcpi_pch,1.5,rolling window,absolute,ar_bic,1.02842534760792
ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.17273564156623
ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.736284163307922
ngdp_rpch,1,rolling window,absolute,ar_bic-direct,1.52212744486152
ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.83747964050078
pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.103267050431535
pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.444961162526136
pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.942934117832747
pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,1.15506337248035
ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.601286359098876
ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.68402544428206
ngdp_rpch,1,rolling window,absolute,arx_annual-direct,1.52120951705842
ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,1.53476871431002
pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.223504809247104
pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.39327511173162
pcpi_pch,1,rolling window,absolute,arx_annual-direct,1.00033155913977
pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,1.18264000968193
ngdp_rpch,0,rolling window,absolute,bvar,0.147882533649991
ngdp_rpch,0.5,rolling window,absolute,bvar,0.666733882832488
ngdp_rpch,1,rolling window,absolute,bvar,1.40596358692223
ngdp_rpch,1.5,rolling window,absolute,bvar,1.70767243049074
pcpi_pch,0,rolling window,absolute,bvar,0.100807064678458
pcpi_pch,0.5,rolling window,absolute,bvar,0.385334567833753
pcpi_pch,1,rolling window,absolute,bvar,0.829146721912887
pcpi_pch,1.5,rolling window,absolute,bvar,1.08667523118321
