target_year,target,horizon,method,error_method,source,score
2013,ngdp_rpch,1,rolling window,absolute,ar_bic,0.705211726531621
2014,ngdp_rpch,1,rolling window,absolute,ar_bic,1.03008773006429
2015,ngdp_rpch,1,rolling window,absolute,ar_bic,0.741284779174625
2016,ngdp_rpch,1,rolling window,absolute,ar_bic,0.611704277452014
2017,ngdp_rpch,1,rolling window,absolute,ar_bic,0.522079582831875
2018,ngdp_rpch,1,rolling window,absolute,ar_bic,0.704702924203259
2019,ngdp_rpch,1,rolling window,absolute,ar_bic,0.572328801539299
2020,ngdp_rpch,1,rolling window,absolute,ar_bic,7.74859993668445
2021,ngdp_rpch,1,rolling window,absolute,ar_bic,1.35053593615464
2022,ngdp_rpch,1,rolling window,absolute,ar_bic,0.512894962018376
2023,ngdp_rpch,1,rolling window,absolute,ar_bic,0.993862879494991
2013,ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.09153693709213
2014,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.922033483480865
2015,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.853960668446007
2016,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.906714335674405
2017,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.633603289846527
2018,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.750172645183875
2019,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.882370008982299
2020,ngdp_rpch,1.5,rolling window,absolute,ar_bic,7.77463747311353
2021,ngdp_rpch,1.5,rolling window,absolute,ar_bic,3.79236020485314
2022,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.686227040039343
2023,ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.07054386101818
2013,pcpi_pch,0,rolling window,absolute,ar_bic,0.0857324220013464
2014,pcpi_pch,0,rolling window,absolute,ar_bic,0.130251148620231
2015,pcpi_pch,0,rolling window,absolute,ar_bic,0.128233631856382
2016,pcpi_pch,0,rolling window,absolute,ar_bic,0.0766030317036399
2017,pcpi_pch,0,rolling window,absolute,ar_bic,0.0626704169903371
2018,pcpi_pch,0,rolling window,absolute,ar_bic,0.0841402720080414
2019,pcpi_pch,0,rolling window,absolute,ar_bic,0.0817045152262606
2020,pcpi_pch,0,rolling window,absolute,ar_bic,0.111842996399665
2021,pcpi_pch,0,rolling window,absolute,ar_bic,0.214025539327102
2022,pcpi_pch,0,rolling window,absolute,ar_bic,0.955594449687428
2023,pcpi_pch,0,rolling window,absolute,ar_bic,0.197140614413176
2013,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.218118601161998
2014,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.30146682833839
2015,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.267300991770712
2016,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.255257726867421
2017,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.20255503116037
2018,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.252851053899488
2019,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.207088403290971
2020,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.459507995482014
2021,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.969305518166336
2022,pcpi_pch,0.5,rolling window,absolute,ar_bic,1.73823705373743
2023,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.485128779698744
2013,pcpi_pch,1,rolling window,absolute,ar_bic,0.521918705665425
2014,pcpi_pch,1,rolling window,absolute,ar_bic,0.620942499668386
2015,pcpi_pch,1,rolling window,absolute,ar_bic,1.08241346918858
2016,pcpi_pch,1,rolling window,absolute,ar_bic,0.458272388014347
2017,pcpi_pch,1,rolling window,absolute,ar_bic,0.339929271031231
2018,pcpi_pch,1,rolling window,absolute,ar_bic,0.400318850513879
2019,pcpi_pch,1,rolling window,absolute,ar_bic,0.663622792762811
2020,pcpi_pch,1,rolling window,absolute,ar_bic,0.767266600193609
2021,pcpi_pch,1,rolling window,absolute,ar_bic,1.50765864086718
2022,pcpi_pch,1,rolling window,absolute,ar_bic,3.57350532940375
2023,pcpi_pch,1,rolling window,absolute,ar_bic,1.03373626964228
2013,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.931107435278834
2014,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.858088963461246
2015,pcpi_pch,1.5,rolling window,absolute,ar_bic,1.07977262414786
2016,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.394093502918439
2017,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.590490406948548
2018,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.46640886722292
2019,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.577650543011671
2020,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.669986449984195
2021,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.944258312974987
2022,pcpi_pch,1.5,rolling window,absolute,ar_bic,5.09211317497259
2023,pcpi_pch,1.5,rolling window,absolute,ar_bic,1.18983249523769
2013,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.191682232719164
2014,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.337997533636814
2015,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.280374399906327
2016,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.208915648258048
2017,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.217114052114107
2018,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.238831535584259
2019,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.295594534955172
2020,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.504920699409367
2021,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.95416308587472
2022,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.243313402386716
2023,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.174247650418017
2013,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.291075973667991
2014,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.715703451166395
2015,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.481306183915419
2016,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.354671041382404
2017,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.306074067618532
2018,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.377757627575234
2019,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.410850732941666
2020,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,3.19028724613761
2021,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.755502119441779
2022,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.464351156510575
2023,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.517061873445053
2013,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.781252737713886
2014,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,1.03685291090326
2015,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.695971119784017
2016,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.603888429907976
2017,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.485367399834907
2018,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.71128972531285
2019,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.589267382681315
2020,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,7.64017031741743
2021,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,1.27189064477009
2022,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.61301799704908
2023,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.953058363935357
2013,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.13627169241945
2014,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.965865004025174
2015,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.837585805585857
2016,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.862566481615507
2017,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.571481425718893
2018,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.760449754559652
2019,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.850574992950324
2020,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,7.6574136969858
2021,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,3.54138100310576
2022,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.703705754944418
2023,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.04396596268506
2013,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0772492308056876
2014,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.114598577694865
2015,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.132325755381027
2016,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0768300260341316
2017,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0715419113113075
2018,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0908308488016037
2019,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0715622648395141
2020,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.113033232392195
2021,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.211780798097328
2022,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.952639880945357
2023,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.201344266073315
2013,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.22812066261078
2014,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.303119845052855
2015,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.287705790577986
2016,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.285367166057172
2017,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.222636970793899
2018,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.283927349194638
2019,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.240842677855619
2020,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.433751480527202
2021,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.896658803637524
2022,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,1.65520532699432
2023,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.474847915627083
2013,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.532499127573092
2014,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.60834170453654
2015,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.996423012460165
2016,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.498861590089434
2017,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.416423381860598
2018,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.437102771541517
2019,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.653476153545928
2020,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.740115623177683
2021,pcpi_pch,1,rolling window,absolute,ar_bic-direct,1.46508773433938
2022,pcpi_pch,1,rolling window,absolute,ar_bic-direct,3.31755439719134
2023,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.988070863568527
2013,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.902220781201746
2014,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.822976915499092
2015,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.996437519292112
2016,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.570865754928517
2017,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.680337419308308
2018,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.571896655301693
2019,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.659426244979973
2020,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.70688508859522
2021,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.932355895677834
2022,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,4.60476075707233
2023,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,1.06993177487373
2014,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.221484423186865
2015,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.127687230749611
2016,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.183829978952297
2017,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.23234443772562
2018,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.123910109799016
2019,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.15876913959423
2020,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,1.08282359899398
2021,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.578055838100022
2022,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.434946338354802
2023,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.190398608432001
2014,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.466472206728289
2015,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.327111512873416
2016,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.270353641676804
2017,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.534690821578888
2018,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.220563430548597
2019,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.26127294745935
2020,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,1.18807558183138
2021,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.790559626931607
2022,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.77820608823185
2023,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.525953283010578
2014,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.617239028132773
2015,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.462086264871733
2016,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.499023356552944
2017,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,1.17296551494207
2018,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.599606568360854
2019,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.452710199685788
2020,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,6.41860737586401
2021,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,2.5661288743621
2022,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,1.3930288845908
2023,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,1.63172470314794
2014,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.590468351338055
2015,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.48512639239655
2016,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.606327326117169
2017,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,1.02230912454907
2018,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.74063596525868
2019,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.536270656858913
2020,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,6.60358617227917
2021,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,2.18559254516843
2022,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.928055757095878
2023,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,1.24682375952595
2014,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.124840831324005
2015,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.108902075079671
2016,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.0783613530984515
2017,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.0846458551798132
2018,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.108410659534544
2019,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.120250556357509
2020,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.109057541923018
2021,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.219866469685834
2022,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.180868552026981
2023,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.224651320925666
2014,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.334054539421119
2015,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.196661294768557
2016,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.172086761593844
2017,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.356616653526044
2018,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.15141187098028
2019,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.158572708289837
2020,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.209278108494057
2021,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,1.02514319400369
2022,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,1.6879441135244
2023,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.736685314557022
2014,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.65115397580993
2015,pcpi_pch,1,rolling window,absolute,arx_annual-direct,1.182168603124
2016,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.725403054032697
2017,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.403217124788228
2018,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.320617550491873
2019,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.341960213978333
2020,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.764159473795067
2021,pcpi_pch,1,rolling window,absolute,arx_annual-direct,1.15773676586191
2022,pcpi_pch,1,rolling window,absolute,arx_annual-direct,5.0837243720307
2023,pcpi_pch,1,rolling window,absolute,arx_annual-direct,1.24343014137436
2014,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.794298053436974
2015,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,1.22735994995438
2016,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.860528269214236
2017,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.320605074334662
2018,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.387446860463546
2019,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.321121555635488
2020,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.82911540390885
2021,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.989515940570208
2022,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,5.64462129553074
2023,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,2.60856456169149
2013,ngdp_rpch,0,rolling window,absolute,bvar,0.227313665176231
2014,ngdp_rpch,0,rolling window,absolute,bvar,0.330088127962528
2015,ngdp_rpch,0,rolling window,absolute,bvar,0.287538067737891
2016,ngdp_rpch,0,rolling window,absolute,bvar,0.238047850920081
2017,ngdp_rpch,0,rolling window,absolute,bvar,0.260965588812927
2018,ngdp_rpch,0,rolling window,absolute,bvar,0.264322908985743
2019,ngdp_rpch,0,rolling window,absolute,bvar,0.248162558115352
2020,ngdp_rpch,0,rolling window,absolute,bvar,1.43968235101295
2021,ngdp_rpch,0,rolling window,absolute,bvar,1.01842070340017
2022,ngdp_rpch,0,rolling window,absolute,bvar,0.230784172992071
2023,ngdp_rpch,0,rolling window,absolute,bvar,0.179884726576909
2013,ngdp_rpch,0.5,rolling window,absolute,bvar,0.29800869714122
2014,ngdp_rpch,0.5,rolling window,absolute,bvar,0.608487334551487
2015,ngdp_rpch,0.5,rolling window,absolute,bvar,0.479855051339564
2016,ngdp_rpch,0.5,rolling window,absolute,bvar,0.327290147783154
2017,ngdp_rpch,0.5,rolling window,absolute,bvar,0.313597588869767
2018,ngdp_rpch,0.5,rolling window,absolute,bvar,0.377926193569703
2019,ngdp_rpch,0.5,rolling window,absolute,bvar,0.339888254478763
2020,ngdp_rpch,0.5,rolling window,absolute,bvar,3.04177068161514
2021,ngdp_rpch,0.5,rolling window,absolute,bvar,0.947778883923297
2022,ngdp_rpch,0.5,rolling window,absolute,bvar,0.394356186625671
2023,ngdp_rpch,0.5,rolling window,absolute,bvar,0.455393144542321
2013,ngdp_rpch,1,rolling window,absolute,bvar,0.681668598153492
2014,ngdp_rpch,1,rolling window,absolute,bvar,0.827067130144951
2015,ngdp_rpch,1,rolling window,absolute,bvar,0.654321227355732
2016,ngdp_rpch,1,rolling window,absolute,bvar,0.480981242139726
2017,ngdp_rpch,1,rolling window,absolute,bvar,0.460006728119678
2018,ngdp_rpch,1,rolling window,absolute,bvar,0.522859743384084
2019,ngdp_rpch,1,rolling window,absolute,bvar,0.459108691618412
2020,ngdp_rpch,1,rolling window,absolute,bvar,7.50774392516834
2021,ngdp_rpch,1,rolling window,absolute,bvar,3.36515655989607
2022,ngdp_rpch,1,rolling window,absolute,bvar,0.636834801019835
2023,ngdp_rpch,1,rolling window,absolute,bvar,0.85547724482835
2013,ngdp_rpch,1.5,rolling window,absolute,bvar,0.918809545571331
2014,ngdp_rpch,1.5,rolling window,absolute,bvar,0.788632457014756
2015,ngdp_rpch,1.5,rolling window,absolute,bvar,0.668708689221247
2016,ngdp_rpch,1.5,rolling window,absolute,bvar,0.691337912072086
2017,ngdp_rpch,1.5,rolling window,absolute,bvar,0.475140033902748
2018,ngdp_rpch,1.5,rolling window,absolute,bvar,0.552336485932071
2019,ngdp_rpch,1.5,rolling window,absolute,bvar,0.631088780811331
2020,ngdp_rpch,1.5,rolling window,absolute,bvar,7.58028326289556
2021,ngdp_rpch,1.5,rolling window,absolute,bvar,3.94507515570037
2022,ngdp_rpch,1.5,rolling window,absolute,bvar,0.689223516580635
2023,ngdp_rpch,1.5,rolling window,absolute,bvar,0.958868156867897
2013,pcpi_pch,0,rolling window,absolute,bvar,0.0928158628955453
2014,pcpi_pch,0,rolling window,absolute,bvar,0.11731106535732
2015,pcpi_pch,0,rolling window,absolute,bvar,0.179127077713588
2016,pcpi_pch,0,rolling window,absolute,bvar,0.105038972745924
2017,pcpi_pch,0,rolling window,absolute,bvar,0.0672419927233363
2018,pcpi_pch,0,rolling window,absolute,bvar,0.0965707629184655
2019,pcpi_pch,0,rolling window,absolute,bvar,0.105282475819006
2020,pcpi_pch,0,rolling window,absolute,bvar,0.177135311496612
2021,pcpi_pch,0,rolling window,absolute,bvar,0.155658664531836
2022,pcpi_pch,0,rolling window,absolute,bvar,0.943289349048075
2023,pcpi_pch,0,rolling window,absolute,bvar,0.244277325337787
2013,pcpi_pch,0.5,rolling window,absolute,bvar,0.183088841962498
2014,pcpi_pch,0.5,rolling window,absolute,bvar,0.407180106955283
2015,pcpi_pch,0.5,rolling window,absolute,bvar,0.27291400554378
2016,pcpi_pch,0.5,rolling window,absolute,bvar,0.357725014560793
2017,pcpi_pch,0.5,rolling window,absolute,bvar,0.344122496062973
2018,pcpi_pch,0.5,rolling window,absolute,bvar,0.356817773704853
2019,pcpi_pch,0.5,rolling window,absolute,bvar,0.346420765704471
2020,pcpi_pch,0.5,rolling window,absolute,bvar,0.350817171588289
2021,pcpi_pch,0.5,rolling window,absolute,bvar,0.55821500633326
2022,pcpi_pch,0.5,rolling window,absolute,bvar,1.74247951422865
2023,pcpi_pch,0.5,rolling window,absolute,bvar,0.404985563361266
2013,pcpi_pch,1,rolling window,absolute,bvar,0.413088585803781
2014,pcpi_pch,1,rolling window,absolute,bvar,0.733611066434976
2015,pcpi_pch,1,rolling window,absolute,bvar,0.927332887851209
2016,pcpi_pch,1,rolling window,absolute,bvar,0.755903653184958
2017,pcpi_pch,1,rolling window,absolute,bvar,0.383392205534469
2018,pcpi_pch,1,rolling window,absolute,bvar,0.427012325233225
2019,pcpi_pch,1,rolling window,absolute,bvar,0.634281866157657
2020,pcpi_pch,1,rolling window,absolute,bvar,0.933543808885033
2021,pcpi_pch,1,rolling window,absolute,bvar,0.575697150688154
2022,pcpi_pch,1,rolling window,absolute,bvar,3.82384403516241
2023,pcpi_pch,1,rolling window,absolute,bvar,0.907146141225247
2013,pcpi_pch,1.5,rolling window,absolute,bvar,0.959273274379867
2014,pcpi_pch,1.5,rolling window,absolute,bvar,0.904885428225283
2015,pcpi_pch,1.5,rolling window,absolute,bvar,1.46496438245611
2016,pcpi_pch,1.5,rolling window,absolute,bvar,0.738792301455294
2017,pcpi_pch,1.5,rolling window,absolute,bvar,0.433248425420079
2018,pcpi_pch,1.5,rolling window,absolute,bvar,0.570073211405388
2019,pcpi_pch,1.5,rolling window,absolute,bvar,0.718548501162245
2020,pcpi_pch,1.5,rolling window,absolute,bvar,0.893161460553071
2021,pcpi_pch,1.5,rolling window,absolute,bvar,1.13707810699666
2022,pcpi_pch,1.5,rolling window,absolute,bvar,4.01191605819186
2023,pcpi_pch,1.5,rolling window,absolute,bvar,1.46930039729575
2013,ngdp_rpch,0,rolling window,absolute,bvar_const,0.226491163858266
2014,ngdp_rpch,0,rolling window,absolute,bvar_const,0.333203670005392
2015,ngdp_rpch,0,rolling window,absolute,bvar_const,0.310162866816237
2016,ngdp_rpch,0,rolling window,absolute,bvar_const,0.264203052527471
2017,ngdp_rpch,0,rolling window,absolute,bvar_const,0.250870867565935
2018,ngdp_rpch,0,rolling window,absolute,bvar_const,0.258056658308236
2019,ngdp_rpch,0,rolling window,absolute,bvar_const,0.249246287669154
2020,ngdp_rpch,0,rolling window,absolute,bvar_const,0.426198159483882
2021,ngdp_rpch,0,rolling window,absolute,bvar_const,0.911878513158615
2022,ngdp_rpch,0,rolling window,absolute,bvar_const,0.232605361552725
2023,ngdp_rpch,0,rolling window,absolute,bvar_const,0.173998601374144
2013,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.30233696784093
2014,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.686437129225177
2015,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.501842296386935
2016,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.338299738725256
2017,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.327988887092646
2018,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.411461487747559
2019,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.374348824293656
2020,ngdp_rpch,0.5,rolling window,absolute,bvar_const,3.13100717967614
2021,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.859587713300482
2022,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.400759789740576
2023,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.481198929137682
2013,ngdp_rpch,1,rolling window,absolute,bvar_const,0.671393182992229
2014,ngdp_rpch,1,rolling window,absolute,bvar_const,0.870140172775688
2015,ngdp_rpch,1,rolling window,absolute,bvar_const,0.71474186946175
2016,ngdp_rpch,1,rolling window,absolute,bvar_const,0.523612242789607
2017,ngdp_rpch,1,rolling window,absolute,bvar_const,0.454653738318754
2018,ngdp_rpch,1,rolling window,absolute,bvar_const,0.585918980660171
2019,ngdp_rpch,1,rolling window,absolute,bvar_const,0.525924323615194
2020,ngdp_rpch,1,rolling window,absolute,bvar_const,7.61304351405559
2021,ngdp_rpch,1,rolling window,absolute,bvar_const,1.60170687919263
2022,ngdp_rpch,1,rolling window,absolute,bvar_const,0.390974146688269
2023,ngdp_rpch,1,rolling window,absolute,bvar_const,0.930087296601778
2013,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.943746013598791
2014,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.842742137307496
2015,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.709322388929507
2016,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.785402448421238
2017,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.567918957107846
2018,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.590731810856933
2019,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.692672502841021
2020,ngdp_rpch,1.5,rolling window,absolute,bvar_const,7.71962810403692
