target,horizon,method,error_method,source,score
ngdp_rpch,0,rolling window,directional,IMF,0.498985627337251
ngdp_rpch,0.5,rolling window,directional,IMF,0.589105983472412
ngdp_rpch,1,rolling window,directional,IMF,1.12857568219655
ngdp_rpch,1.5,rolling window,directional,IMF,1.37812411088994
pcpi_pch,0,rolling window,directional,IMF,0.16200552615689
pcpi_pch,0.5,rolling window,directional,IMF,0.288178688307176
pcpi_pch,1,rolling window,directional,IMF,0.538423491223161
pcpi_pch,1.5,rolling window,directional,IMF,0.603909805129268
ngdp_rpch,0,rolling window,directional,ar,0.11879696343966
ngdp_rpch,0.5,rolling window,directional,ar,0.516169602524404
ngdp_rpch,1,rolling window,directional,ar,1.09548039137626
ngdp_rpch,1.5,rolling window,directional,ar,1.29163352913155
pcpi_pch,0,rolling window,directional,ar,0.0821362567118142
pcpi_pch,0.5,rolling window,directional,ar,0.291904589370732
pcpi_pch,1,rolling window,directional,ar,0.609520148061869
pcpi_pch,1.5,rolling window,directional,ar,0.658093475993353
ngdp_rpch,0,rolling window,directional,ar_bic,0.122061490360743
ngdp_rpch,0.5,rolling window,directional,ar_bic,0.527586301877021
ngdp_rpch,1,rolling window,directional,ar_bic,1.11304266334654
ngdp_rpch,1.5,rolling window,directional,ar_bic,1.4235122526115
pcpi_pch,0,rolling window,directional,ar_bic,0.0868238844271834
pcpi_pch,0.5,rolling window,directional,ar_bic,0.270105594671224
pcpi_pch,1,rolling window,directional,ar_bic,0.677102111546295
pcpi_pch,1.5,rolling window,directional,ar_bic,0.741574725755878
ngdp_rpch,0,rolling window,directional,bvar,0.114792811189305
ngdp_rpch,0.5,rolling window,directional,bvar,0.510505279105165
ngdp_rpch,1,rolling window,directional,bvar,1.08254553629166
ngdp_rpch,1.5,rolling window,directional,bvar,1.29592821375544
pcpi_pch,0,rolling window,directional,bvar,0.0782877738470427
pcpi_pch,0.5,rolling window,directional,bvar,0.342133122184496
pcpi_pch,1,rolling window,directional,bvar,0.617401783504515
pcpi_pch,1.5,rolling window,directional,bvar,0.802309548535882
ngdp_rpch,0,rolling window,directional,bvar_const,0.115874961051788
ngdp_rpch,0.5,rolling window,directional,bvar_const,0.518379828859274
ngdp_rpch,1,rolling window,directional,bvar_const,1.07634399899907
ngdp_rpch,1.5,rolling window,directional,bvar_const,1.29237260888914
pcpi_pch,0,rolling window,directional,bvar_const,0.0788753772695443
pcpi_pch,0.5,rolling window,directional,bvar_const,0.362298987583582
pcpi_pch,1,rolling window,directional,bvar_const,0.612138592603267
pcpi_pch,1.5,rolling window,directional,bvar_const,0.788095274958995
ngdp_rpch,0,rolling window,directional,mean_ensemble,0.210497317136107
ngdp_rpch,0.5,rolling window,directional,mean_ensemble,0.486224206934779
ngdp_rpch,1,rolling window,directional,mean_ensemble,1.07624267039339
ngdp_rpch,1.5,rolling window,directional,mean_ensemble,1.2964205673819
pcpi_pch,0,rolling window,directional,mean_ensemble,0.0901440300490969
pcpi_pch,0.5,rolling window,directional,mean_ensemble,0.251659316244416
pcpi_pch,1,rolling window,directional,mean_ensemble,0.541809046484844
pcpi_pch,1.5,rolling window,directional,mean_ensemble,0.641504397521552
