model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
IMF,absolute,rolling window,ngdp_rpch,0,0.367526475275978,0.230402826956794,0.0638064006934613,0.0733172476257231,1.86335646346356,2.69213834686066,2.27774740516211,0.607142857142857,0.785714285714286,0.107142857142857,0.238095238095238,0.845238095238095,0.892857142857143
IMF,absolute,rolling window,ngdp_rpch,0.5,0.448822537641085,0.29508340704019,0.0730253548174265,0.0807137757834684,2.25875170011026,3.32957150254603,2.79416160132815,0.607142857142857,0.833333333333333,0.107142857142857,0.238095238095238,0.845238095238095,0.940476190476191
IMF,absolute,rolling window,ngdp_rpch,1,0.920011190974792,0.4433808867134,0.0675470380070165,0.409083266254375,4.46585830187263,7.23557806481425,5.85071818334344,0.523809523809524,0.75,0.214285714285714,0.357142857142857,0.880952380952381,0.964285714285714
IMF,absolute,rolling window,ngdp_rpch,1.5,1.1660725801938,0.511403020713273,0.12103175209617,0.533637807384359,5.68226835743992,9.11578071027623,7.39902453385807,0.5,0.726190476190476,0.226190476190476,0.380952380952381,0.880952380952381,0.952380952380952
IMF,absolute,rolling window,pcpi_pch,0,0.141342938816396,0.0803720630668667,0.00696083499451917,0.0540100407550099,0.69268082952161,1.09515670252389,0.893918766022751,0.535714285714286,0.75,0.202380952380952,0.345238095238095,0.880952380952381,0.952380952380952
IMF,absolute,rolling window,pcpi_pch,0.5,0.226715820181228,0.137548088285939,0.0712977009959365,0.0178700308993525,1.16876408667211,1.61240618694428,1.3905851368082,0.547619047619048,0.785714285714286,0.0357142857142857,0.130952380952381,0.678571428571429,0.821428571428571
IMF,absolute,rolling window,pcpi_pch,1,0.420029309617316,0.216162586098979,0.107517134717802,0.0963495888005345,2.16021108717126,3.00005847441816,2.58013478079471,0.428571428571429,0.702380952380952,0.107142857142857,0.19047619047619,0.619047619047619,0.80952380952381
IMF,absolute,rolling window,pcpi_pch,1.5,0.462012331145561,0.256189611837982,0.107384995288406,0.098437724019173,2.34286225799757,3.3830909779173,2.86297661795743,0.5,0.714285714285714,0.119047619047619,0.154761904761905,0.654761904761905,0.833333333333333
ar,absolute,rolling window,ngdp_rpch,0,0.112127665679114,0.0492799546529677,0.00190004541445054,0.0609476656116954,0.539039412207114,0.894954783064487,0.716997097635801,0.440476190476191,0.75,0.238095238095238,0.464285714285714,0.904761904761905,0.988095238095238
ar,absolute,rolling window,ngdp_rpch,0.5,0.519189146057693,0.248075419939811,0.0348522131019493,0.236261513015932,2.59033889249573,3.90793568991453,3.24913729120513,0.428571428571429,0.714285714285714,0.25,0.511904761904762,0.940476190476191,0.964285714285714
ar,absolute,rolling window,ngdp_rpch,1,1.208347660098,0.493798468607107,0.00334372682520012,0.711205464665692,5.85666367518461,9.52529401399847,7.69097884459154,0.464285714285714,0.690476190476191,0.30952380952381,0.511904761904762,0.976190476190476,1
ar,absolute,rolling window,ngdp_rpch,1.5,1.43091477332779,0.628182948664409,0.00251865917661137,0.800213165486769,6.96504718187114,11.2056775118779,9.08536234687453,0.464285714285714,0.726190476190476,0.273809523809524,0.511904761904762,0.976190476190476,1
ar,absolute,rolling window,pcpi_pch,0,0.0868981347216699,0.0339696860100121,0.00298615039451988,0.049942298317138,0.41701052211886,0.695436389136248,0.556223455627554,0.440476190476191,0.630952380952381,0.321428571428571,0.464285714285714,0.904761904761905,0.952380952380952
ar,absolute,rolling window,pcpi_pch,0.5,0.268803083875769,0.18207368120288,0.0181711999804241,0.0685582026924643,1.36134171367209,1.97270739333516,1.66702455350362,0.595238095238095,0.821428571428571,0.130952380952381,0.321428571428571,0.916666666666667,0.952380952380952
ar,absolute,rolling window,pcpi_pch,1,0.76455475984175,0.479064357709588,0.0236313958636016,0.261859006268561,3.93779195407518,5.44661531164705,4.69220363286112,0.55952380952381,0.761904761904762,0.202380952380952,0.357142857142857,0.916666666666667,0.964285714285714
ar,absolute,rolling window,pcpi_pch,1.5,1.03892937465717,0.862532725461549,0,0.176396649195625,5.55453921382564,6.89223945857939,6.22338933620251,0.75,0.857142857142857,0.142857142857143,0.25,1,1
ar_bic,absolute,rolling window,ngdp_rpch,0,0.110273031858788,0.0470276629985666,0.00712352624897149,0.0561218426112495,0.527961155602294,0.885557748170017,0.706759451886155,0.404761904761905,0.773809523809524,0.19047619047619,0.464285714285714,0.869047619047619,0.964285714285714
ar_bic,absolute,rolling window,ngdp_rpch,0.5,0.500935616937993,0.217002930378966,0.0634344436899344,0.220498242869093,2.45281782884844,3.88666776663876,3.1697427977436,0.440476190476191,0.714285714285714,0.238095238095238,0.488095238095238,0.928571428571429,0.952380952380952
ar_bic,absolute,rolling window,ngdp_rpch,1,1.14305253272653,0.431449354911752,0.0172012469226396,0.694401930892141,5.50856091786012,9.08964835988035,7.29910463887024,0.476190476190476,0.702380952380952,0.285714285714286,0.476190476190476,0.952380952380952,0.988095238095238
ar_bic,absolute,rolling window,ngdp_rpch,1.5,1.46139833367761,0.553539369019262,0.101412683729136,0.806446280929215,7.02222793850572,11.672396827288,9.34731238289684,0.440476190476191,0.714285714285714,0.273809523809524,0.511904761904762,0.952380952380952,0.988095238095238
ar_bic,absolute,rolling window,pcpi_pch,0,0.0819360149236436,0.0280535847744981,0.00419530216612735,0.0496871279830182,0.387778811175934,0.669273270533038,0.528526040854486,0.488095238095238,0.630952380952381,0.321428571428571,0.380952380952381,0.869047619047619,0.952380952380952
