target_year,target,horizon,model,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
2022,ngdp_rpch,1.5,ar_annual,1.72459390971161,0.516337308183239,1.20825660152837,0,7.90666686871095,9.87148374931901,7.81271351190035,0,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.833333333333333
2023,ngdp_rpch,1.5,ar_annual,0.692101171864042,0.530797688849325,0.0118903469061542,0.149413136108563,3.21497037794478,5.76693550367998,3.72611382988857,0.166666666666667,0.166666666666667,0.666666666666667,0.833333333333333,0.833333333333333,1,1,1,1,0,0,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1
2013,pcpi_pch,0,ar_annual,0.543811725045167,0.195072538876849,0.00924505925811318,0.339494126910205,2.40837718470369,3.15520634138255,2.51861417809013,0,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1
2014,pcpi_pch,0,ar_annual,0.821596360983563,0.195835222185119,0.277109079931292,0.348652058867152,3.63114584111898,5.24015683418708,3.93022219438884,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2015,pcpi_pch,0,ar_annual,0.889720480843422,0.201419187637688,0,0.688301293205733,3.8568621815065,5.71384703633187,4.29822748281098,0,0,0,0,0,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.428571428571429,0.428571428571429,0.571428571428571,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,pcpi_pch,0,ar_annual,0.32206133451611,0.207083293647873,0,0.114978040868236,1.35960292724252,2.24988922040298,1.59246241189348,0,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.857142857142857,1,1,1,1,1,1,1,1,1,1
2017,pcpi_pch,0,ar_annual,0.436930043030677,0.204253247931905,0.232037996336351,0.000638798762420521,2.0256280799481,2.8440831176156,2.10634284900392,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0,0,0,0,0,0,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857
2018,pcpi_pch,0,ar_annual,0.28727123249019,0.203102275652768,0.0795621664678455,0.00460679036957638,1.30042941320261,2.20663682029074,1.49261921227177,0.142857142857143,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,0,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1
2019,pcpi_pch,0,ar_annual,0.323006494685719,0.200337836267859,0,0.12266865841786,1.31480312709702,2.17660213104565,1.56949749203071,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1
2020,pcpi_pch,0,ar_annual,0.623003880989273,0.198108558252413,0,0.42489532273686,2.8272886526033,2.58737561118534,2.61897028832008,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,1,0,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1
2021,pcpi_pch,0,ar_annual,1.38472158489088,0.198934743697965,1.18578684119291,0,6.15595316980772,9.58829631336878,6.92527724341494,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333
2022,pcpi_pch,0,ar_annual,5.02739584665212,0.210275637155662,4.81712020949646,0,20.8334078445812,45.9511955211694,29.7050225719681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,pcpi_pch,0,ar_annual,0.823758828309008,0.305633515723913,0.312678013031983,0.205447299553111,3.61014474789897,4.63322149532635,3.76306152310075,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.833333333333333,0.833333333333333,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333
2013,pcpi_pch,0.5,ar_annual,0.536643839399897,0.194952972270573,0.00924718260598205,0.332443684523342,2.3730955619152,3.10549768936139,2.48691424407902,0,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1
2014,pcpi_pch,0.5,ar_annual,0.821649160867191,0.195834840860165,0.277162261139873,0.348652058867152,3.63135572803196,5.24069267215016,3.93055757182767,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2015,pcpi_pch,0.5,ar_annual,0.889869773061329,0.20136457442545,0,0.688505198635879,3.85669078938718,5.72092802298823,4.30107132536329,0,0,0,0,0,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.428571428571429,0.428571428571429,0.571428571428571,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,pcpi_pch,0.5,ar_annual,0.321877416353729,0.207089885630297,0,0.114787530723433,1.35843322734937,2.24996084003937,1.59189941874649,0,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.857142857142857,1,1,1,1,1,1,1,1,1,1
2017,pcpi_pch,0.5,ar_annual,0.43916635357973,0.204262567540499,0.23426498727681,0.000638798762420521,2.03629749405138,2.86081039208191,2.11926103291507,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0,0,0,0,0,0,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857
2018,pcpi_pch,0.5,ar_annual,0.287168987149177,0.203121581700734,0.0794406150788669,0.00460679036957638,1.30145575959739,2.20684657390458,1.49282187190401,0.142857142857143,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,0,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1
2019,pcpi_pch,0.5,ar_annual,0.322993738650073,0.200336999079598,0,0.122656739570476,1.31479833993121,2.17659303528127,1.56947275955263,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1
2020,pcpi_pch,0.5,ar_annual,0.622995022154794,0.198108623340112,0,0.424886398814682,2.82728902478435,2.58737631834095,2.61895058788061,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,1,0,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1
2021,pcpi_pch,0.5,ar_annual,1.38472158489088,0.198934743697965,1.18578684119291,0,6.15595316980772,9.58829631336878,6.92527724341494,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333
2022,pcpi_pch,0.5,ar_annual,5.02739584665212,0.210275637155662,4.81712020949646,0,20.8334078445812,45.9511955211694,29.7050225719681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,pcpi_pch,0.5,ar_annual,0.823758828309008,0.305633515723913,0.312678013031983,0.205447299553111,3.61014474789897,4.63322149532635,3.76306152310075,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.833333333333333,0.833333333333333,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333
2013,pcpi_pch,1,ar_annual,0.557847579832501,0.219610692679324,0.0112443243855437,0.326992562767634,2.42616904159242,2.51574458046839,2.40697202992784,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.428571428571429,0.857142857142857,1,0,0.142857142857143,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1
2014,pcpi_pch,1,ar_annual,1.09744765200427,0.215905802813634,0.288387484652988,0.593154364537652,4.91551982315314,7.36840835198518,5.41875931533444,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2015,pcpi_pch,1,ar_annual,1.20268877337778,0.216923773812066,0.023634177260208,0.962130822305504,5.21806493157587,8.35181210548615,5.9490825832924,0,0,0,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1
2016,pcpi_pch,1,ar_annual,0.754392292327961,0.225032726768974,0,0.529359565558987,3.36739368510003,3.87076395288806,3.34845234559517,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.714285714285714,0.714285714285714,0.285714285714286,0.285714285714286,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1
2017,pcpi_pch,1,ar_annual,0.347053590543444,0.233440203935005,0.107196386120249,0.00641700048819041,1.64645844097668,2.60073263260317,1.80794676921187,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0,0,0,0,0,0,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1
2018,pcpi_pch,1,ar_annual,0.419436254316274,0.231910321627571,0.187525932688702,0,1.77350835623146,2.51962639544109,1.94689627856125,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.714285714285714,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.714285714285714,1,1,1
2019,pcpi_pch,1,ar_annual,0.328452460127437,0.228817725596475,0.00267594870671937,0.096958785824243,1.46648024991336,2.48602639637377,1.68769550062224,0,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,1,1,1,1,1,1,1,1
2020,pcpi_pch,1,ar_annual,0.819517347809102,0.225521596170706,0,0.593995751638396,3.74254524838559,3.8878271469453,3.51108640713798,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.857142857142857,0.142857142857143,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1
2021,pcpi_pch,1,ar_annual,0.864607318877479,0.222372424278755,0.642234894598724,0,3.70739222440955,5.50640978617104,4.06789380182381,0,0,0,0,0.166666666666667,0.5,0.5,0.5,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.5,0.5,0.5,0.833333333333333
2022,pcpi_pch,1,ar_annual,5.91525353049638,0.22582713673494,5.68942639376144,0,24.4383709620539,54.5100708143674,35.1460919822176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,pcpi_pch,1,ar_annual,2.82033337956373,0.233283149091117,2.58705023047262,0,12.0452735054624,23.3098855100896,15.6232388918004,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667
2013,pcpi_pch,1.5,ar_annual,0.559298831168019,0.219755979910959,0.0111660283031963,0.328376822953863,2.43391319410741,2.51732307659215,2.41284020052939,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.428571428571429,0.857142857142857,1,0,0.142857142857143,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1
2014,pcpi_pch,1.5,ar_annual,1.09450354702005,0.21576135603526,0.288391421983761,0.590350769001027,4.90255230876385,7.34020210566119,5.40046570880743,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2015,pcpi_pch,1.5,ar_annual,1.2027058604826,0.216923430608973,0.023651607568127,0.962130822305504,5.21820030596989,8.35180837670182,5.94913670428876,0,0,0,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1
2016,pcpi_pch,1.5,ar_annual,0.754359629920979,0.224968147594552,0,0.529391482326427,3.36693838086534,3.87436624774611,3.34949415382082,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.714285714285714,0.714285714285714,0.285714285714286,0.285714285714286,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1
2017,pcpi_pch,1.5,ar_annual,0.347036921811485,0.233447941423294,0.107199164870986,0.00638981551720594,1.64650268507459,2.60081669776936,1.80793903566642,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0,0,0,0,0,0,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1
2018,pcpi_pch,1.5,ar_annual,0.420555270483257,0.231933304181461,0.188621966301796,0,1.78046214127915,2.51987609303544,1.95044842412769,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.714285714285714,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.714285714285714,1,1,1
2019,pcpi_pch,1.5,ar_annual,0.328831631593831,0.228832045723968,0.00267559271899599,0.0973239931508674,1.46656213451198,2.48618197966547,1.68879854066292,0,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,1,1,1,1,1,1,1,1
2020,pcpi_pch,1.5,ar_annual,0.819499099260226,0.22552065330693,0,0.593978445953296,3.74253985695162,3.88781690305257,3.51104345561977,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.857142857142857,0.142857142857143,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1
2021,pcpi_pch,1.5,ar_annual,0.864607318877479,0.222372424278755,0.642234894598724,0,3.70739222440955,5.50640978617104,4.06789380182381,0,0,0,0,0.166666666666667,0.5,0.5,0.5,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.5,0.5,0.5,0.833333333333333
2022,pcpi_pch,1.5,ar_annual,5.91525353049638,0.22582713673494,5.68942639376144,0,24.4383709620539,54.5100708143674,35.1460919822176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,pcpi_pch,1.5,ar_annual,2.82033337956373,0.233283149091117,2.58705023047262,0,12.0452735054624,23.3098855100896,15.6232388918004,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667
2013,ngdp_rpch,0,ar_bic,0.193125095721278,0.0623742394364609,0.0048274552572113,0.125923401027605,0.858328818710283,1.28942172440272,0.953165518053038,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1
2014,ngdp_rpch,0,ar_bic,0.339433834137371,0.0620905458059774,0,0.277343288331394,1.4579402311374,2.46586211200047,1.72747023200836,0,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,ngdp_rpch,0,ar_bic,0.281801497420374,0.061692705343413,0.034146624172106,0.185962167904854,1.21488735690334,2.14438801079778,1.48817488116172,0,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1
2016,ngdp_rpch,0,ar_bic,0.210333391048164,0.061288305348817,0.0459266109140045,0.103118474785343,0.922501177560233,1.24534464270106,0.962172341163136,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,1
2017,ngdp_rpch,0,ar_bic,0.218520472143239,0.0607988281055302,0.000555095519391758,0.157166548518317,0.948529568577477,1.6456509632055,1.14047868712013,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1
2018,ngdp_rpch,0,ar_bic,0.240230050757123,0.0604571051582501,0.0584712082871828,0.12130173731169,1.05241200873065,1.99005930775867,1.31690956754999,0,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2019,ngdp_rpch,0,ar_bic,0.296983279539016,0.0600347275256893,0.0104648969545922,0.226483655058734,1.33054522808819,1.79684832519274,1.38333536808164,0,0,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.571428571428571,0.428571428571429,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1
2020,ngdp_rpch,0,ar_bic,0.506996043783274,0.0897160899555787,0.0724355907055679,0.344844363122128,2.25305499207112,3.45195564780573,2.56829091555951,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.714285714285714,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,1
2021,ngdp_rpch,0,ar_bic,0.956233227979412,0.089491198482729,0,0.866742029496683,4.05864939063776,8.09895671597309,5.37721340244484,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1,1,1
2022,ngdp_rpch,0,ar_bic,0.245369846779921,0.0888990533277318,0.0021243662392664,0.154346427212923,1.10131788751882,1.3152046764685,1.09881931298845,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1
2023,ngdp_rpch,0,ar_bic,0.176290519790243,0.0883122120215072,0.0335223120188389,0.0544559957498969,0.846562833778371,1.02908018200545,0.831251483872625,0,0.5,0.5,0.5,0.5,0.5,0.5,0.833333333333333,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1
2013,ngdp_rpch,0.5,ar_bic,0.296771449962901,0.246212565990631,0.0139755711197861,0.0365833128524837,1.40787972387004,2.67501539304286,1.65809100928193,0,0.142857142857143,0.714285714285714,0.857142857142857,1,1,1,1,1,0,0,0,0,0,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,1,1,1,1,1,1,1
2014,ngdp_rpch,0.5,ar_bic,0.721356019013407,0.244357655441896,0.0386684867304816,0.43832987684103,3.27769529573561,4.26682018030294,3.35183886650804,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.714285714285714,0.714285714285714,0.857142857142857,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1
2015,ngdp_rpch,0.5,ar_bic,0.486936134661636,0.243379929588287,0.00501415637717379,0.238542048696175,2.30853976322284,3.63216423886188,2.47039752865826,0.285714285714286,0.285714285714286,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1
2016,ngdp_rpch,0.5,ar_bic,0.360262331087808,0.24170863230437,0,0.118553698783438,1.44235752435908,2.62608169263843,1.80124119222898,0,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,1,1,1,1,0,0,0,0,0.285714285714286,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1,1
2017,ngdp_rpch,0.5,ar_bic,0.311626133157162,0.240012991369298,0.00276386535167268,0.0688492764361914,1.5329094718626,2.60765913331802,1.69607660484308,0.142857142857143,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1
2018,ngdp_rpch,0.5,ar_bic,0.383270596681941,0.238322872347416,0.000130404306568918,0.144817320027956,1.72511188616395,2.69685151191719,1.91929861081062,0.142857142857143,0.142857142857143,0.285714285714286,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2019,ngdp_rpch,0.5,ar_bic,0.416328081652934,0.236783020628555,0.00407794843741744,0.175467112586962,1.90744097280695,2.6481761414712,2.02039919226903,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1
