model,target,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
ar,ngdp_rpch,0.982928124684488,0.309244806516647,0.044980547088962,0.628702771078879,1.92725811291556,3.3918006384265,2.65952937567103,0.398809523809524,0.654761904761905,0.279761904761905,0.502976190476191,0.901785714285714,0.934523809523809
ar,pcpi_pch,0.669031903610943,0.370602716142977,0.0243535295647722,0.274075657903194,2.16959778074747,4.03081725531839,3.10020751803293,0.68452380952381,0.913690476190476,0.0595238095238095,0.24702380952381,0.931547619047619,0.973214285714286
ar_bic,ngdp_rpch,0.955800209761946,0.30750597603274,0.0856389725663079,0.562655261162898,1.91289757003888,3.37238066946842,2.64263911975365,0.425595238095238,0.654761904761905,0.273809523809524,0.458333333333333,0.883928571428571,0.928571428571429
ar_bic,pcpi_pch,0.498456271455567,0.285505911614971,0.0626808682928631,0.150269491547733,1.67280826348732,3.10829153266574,2.39054989807653,0.68452380952381,0.889880952380952,0.0535714285714286,0.145833333333333,0.830357142857143,0.943452380952381
bvar_const,ngdp_rpch,0.895800916784486,0.280745733238454,0.0615658177309224,0.55348936581511,1.74978647794744,3.09351107645799,2.42164877720272,0.43452380952381,0.639880952380952,0.282738095238095,0.443452380952381,0.877976190476191,0.922619047619048
bvar_const,pcpi_pch,0.645520497279276,0.384691569557836,0.0383043592159858,0.222524568505455,2.23700763802064,4.19987730538133,3.21844247170099,0.6875,0.895833333333333,0.0476190476190476,0.202380952380952,0.889880952380952,0.943452380952381
bvar_qu,ngdp_rpch,0.864376173998882,0.236860084215067,0.0697358548132699,0.557780234970545,1.4978421291309,2.66653006587762,2.08218609750426,0.386904761904762,0.565476190476191,0.330357142857143,0.467261904761905,0.854166666666667,0.895833333333333
bvar_qu,pcpi_pch,0.516398996234387,0.281589942844637,0.0565107701807548,0.178298283208995,1.63921002321874,3.14312984698285,2.39116993510079,0.601190476190476,0.851190476190476,0.0744047619047619,0.241071428571429,0.842261904761905,0.925595238095238
