target_year,target,horizon,method,error_method,model,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
2023,ngdp_rpch,0,rolling window,absolute,IMF,0.193874299461454,0.0818831842084982,0.106952288902876,0.00503882635008047,0.842411408868396,1.29969271605686,0.968987864984448,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333
2013,ngdp_rpch,0.5,rolling window,absolute,IMF,0.392696645862375,0.260544868653072,0.130514857438953,0.00163691977035016,1.87310716785925,2.84648981004797,1.97445121245175,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0,0,0,0,0,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2014,ngdp_rpch,0.5,rolling window,absolute,IMF,0.422206839321694,0.245523289810565,5.44009601753954e-05,0.176629148550953,1.79063474993234,2.75726688375269,1.99734249229548,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1
2015,ngdp_rpch,0.5,rolling window,absolute,IMF,0.36852589100071,0.224398684082493,0.00105230373798048,0.143074903180236,1.760991600111,2.48365672438979,1.81861713719114,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,1,1,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1
2016,ngdp_rpch,0.5,rolling window,absolute,IMF,0.333427009706724,0.220319865121907,0.0338396853456673,0.0792674592391494,1.5671089456012,3.02801967155259,1.82426337593838,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1
2017,ngdp_rpch,0.5,rolling window,absolute,IMF,0.482995147452592,0.199300079254908,0.269547904819766,0.0141471633779178,1.90532487788037,3.71607824824038,2.40065069363555,0,0.142857142857143,0.142857142857143,0.142857142857143,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0,0,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714
2018,ngdp_rpch,0.5,rolling window,absolute,IMF,0.314005291780987,0.20884184108832,0,0.105163450692667,1.31720758594311,2.45507160087106,1.61963446420442,0.142857142857143,0.142857142857143,0.142857142857143,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,1,1,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2019,ngdp_rpch,0.5,rolling window,absolute,IMF,0.235483073163859,0.207077403631468,0.0170516096746271,0.0113540598577633,1.12026269057329,2.44612895844443,1.39808522280453,0.142857142857143,0.142857142857143,0.285714285714286,0.857142857142857,1,1,1,1,1,0,0,0,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,1,1,1,1,1,1
2020,ngdp_rpch,0.5,rolling window,absolute,IMF,1.26842925738378,0.18103203445351,0.640775626200059,0.446621596730206,5.43811907390591,10.2726999533694,6.52255042495119,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.714285714285714,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857
2021,ngdp_rpch,0.5,rolling window,absolute,IMF,0.990296500358208,0.184021687756986,0.668313231107547,0.137961581493675,4.25098616597938,6.64951769407603,5.03539594124759,0,0,0,0,0,0,0.333333333333333,0.5,0.5,0,0,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2022,ngdp_rpch,0.5,rolling window,absolute,IMF,0.596185826122232,0.204709193017511,0.164480971020804,0.226995662083918,2.46572146861828,4.57997456547336,3.00440823188557,0,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333
2023,ngdp_rpch,0.5,rolling window,absolute,IMF,0.352647372239496,0.183251398668619,0.167230991887833,0.00216498168304368,1.5121209942899,2.57882279785959,1.70452692676412,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.666666666666667,0.833333333333333,0.833333333333333,1,0,0,0,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.833333333333333,1
2013,ngdp_rpch,1,rolling window,absolute,IMF,0.439290715404491,0.391244709582341,0.0163202031113768,0.031725802710773,2.05283518596683,3.67039959888396,2.36060192311633,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,0,0,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1
2014,ngdp_rpch,1,rolling window,absolute,IMF,0.554692466197746,0.344564434151617,0.0601431484170052,0.149984883629124,2.31742636044944,3.4719676945168,2.5999868157403,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.714285714285714,0.714285714285714,1,1,1,0,0,0,0.142857142857143,0.142857142857143,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1
2015,ngdp_rpch,1,rolling window,absolute,IMF,0.44304766908117,0.305600979706874,0.0123675053274502,0.125079184046846,2.00120844519229,3.30499202928504,2.25472751443045,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1
2016,ngdp_rpch,1,rolling window,absolute,IMF,0.391027870537368,0.285027860662701,0.0016089983288327,0.104391011545835,1.86127708345691,3.03506918200743,2.04117647808821,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.857142857142857,1,1,1,1,1,1,1,1
2017,ngdp_rpch,1,rolling window,absolute,IMF,0.572535729790844,0.279683297106169,0.292852432684675,0,2.57493740767804,3.27326411306081,2.61058177754593,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1,0,0,0,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1
2018,ngdp_rpch,1,rolling window,absolute,IMF,0.283638435439462,0.263188598404143,0.0137183081841176,0.00673152885120126,1.20678837779063,3.0830030901162,1.67545678844772,0.285714285714286,0.571428571428571,0.571428571428571,0.857142857142857,1,1,1,1,1,0,0,0,0,0,0,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1
2019,ngdp_rpch,1,rolling window,absolute,IMF,0.395328437532224,0.267845331645632,0,0.127483105886592,1.72011307187335,3.08983629513605,2.03139064411191,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1
2020,ngdp_rpch,1,rolling window,absolute,IMF,7.04660059835808,0.277084261800604,0,6.76951633655747,29.2403311386352,63.9109858816474,41.2287129614275,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,ngdp_rpch,1,rolling window,absolute,IMF,1.02938689852825,0.224428262515165,0.622804319350069,0.182154316663017,4.72418378620923,5.88818227237735,4.7787711406212,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.666666666666667,0,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667
2022,ngdp_rpch,1,rolling window,absolute,IMF,1.3316646819583,0.225030146920416,0,1.10663453503788,6.01532071056756,9.47707146320301,6.46622379066115,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1
2023,ngdp_rpch,1,rolling window,absolute,IMF,0.490577007496649,0.231786508982435,0.258545906531039,0.000244591983175,2.08758369101707,3.34672357481167,2.34824112112725,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.833333333333333,0.833333333333333,0.833333333333333,1,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.833333333333333,0.833333333333333,0.833333333333333,1
2013,ngdp_rpch,1.5,rolling window,absolute,IMF,0.579662519617112,0.499003112675904,0,0.0806594069412082,2.42083002195754,4.80763827224785,3.06227706979114,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,1,1,0,0,0,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,1,1,1,1,1,1,1,1,1
2014,ngdp_rpch,1.5,rolling window,absolute,IMF,0.605064338412293,0.43147465192901,0.0643971862796454,0.109192500203637,2.54471621141324,4.27134697549745,2.95878396986248,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,1,1,1,1,0,0,0,0,0.142857142857143,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1
2015,ngdp_rpch,1.5,rolling window,absolute,IMF,0.502126011854071,0.391496418733241,0,0.110629593120829,2.32451162067598,4.21968341220211,2.69928087760647,0.285714285714286,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.714285714285714,1,1,1,1,1,1,1,1,1
2016,ngdp_rpch,1.5,rolling window,absolute,IMF,0.502082466799757,0.362313310424166,0,0.139769156375591,2.50262467092876,3.74132284625478,2.62265311471108,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,1,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.714285714285714,1,1,1,1,1,1,1,1,1
2017,ngdp_rpch,1.5,rolling window,absolute,IMF,0.622726154398521,0.344002879485422,0.263806825852016,0.014916449061084,2.88629433407421,3.76743015961289,2.96768049165855,0,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,1,1,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,1,1
2018,ngdp_rpch,1.5,rolling window,absolute,IMF,0.321558336427505,0.313916665877988,0.00764167054951685,0,1.5969333765757,3.83398289624176,2.04381574021201,0.571428571428571,0.714285714285714,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.571428571428571,0.714285714285714,1,1,1,1,1,1,1
2019,ngdp_rpch,1.5,rolling window,absolute,IMF,0.503386192932124,0.332909964900084,0,0.170476228032039,2.30658242715754,4.2436503231289,2.63539480713888,0.142857142857143,0.142857142857143,0.428571428571429,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2020,ngdp_rpch,1.5,rolling window,absolute,IMF,7.01128145338224,0.319353851431482,0,6.69192760195076,29.1266986170358,61.8464083632785,40.2725786191583,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,ngdp_rpch,1.5,rolling window,absolute,IMF,1.47681240755809,0.258955343856747,0.932347424944751,0.285509638756595,6.52058440890941,10.7839580223518,7.28153571504355,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.666666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667
2022,ngdp_rpch,1.5,rolling window,absolute,IMF,0.860460350067381,0.253089499278085,0,0.607370850789295,3.88186364900245,4.68184003893141,3.8258452420788,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.5,1,0,0.5,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1,1,1
2023,ngdp_rpch,1.5,rolling window,absolute,IMF,0.910235616164601,0.249303138994108,0.0300489417649272,0.630883535405567,3.86842285358622,6.53394327561091,4.58780912644017,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1
2013,pcpi_pch,0,rolling window,absolute,IMF,0.134486913017765,0.0627743369423816,0.0258968405833203,0.0458157354920634,0.60701301580101,0.999647046226775,0.674130300576154,0.142857142857143,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2014,pcpi_pch,0,rolling window,absolute,IMF,0.0963111738933333,0.0592258324402225,0.00676895636949571,0.0303163850836151,0.378162160156335,0.653616563274301,0.462587751371594,0,0,0,0.285714285714286,0.714285714285714,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.285714285714286,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,1
2015,pcpi_pch,0,rolling window,absolute,IMF,0.0714522440625576,0.0614063551825826,0.005821662983023,0.00422422589695199,0.329060915630329,0.656683879118487,0.393158442235832,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,0,0,0,0,0,0.142857142857143,0.142857142857143,0.428571428571429,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1
2016,pcpi_pch,0,rolling window,absolute,IMF,0.0656934248824159,0.0460718291401778,0.000808347638900172,0.0188132481033379,0.305837787764424,0.513960267551432,0.329560524382509,0.142857142857143,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1
2017,pcpi_pch,0,rolling window,absolute,IMF,0.0565274267683984,0.0424190416619621,0.0114168271089084,0.00269155799752794,0.256146284468538,0.483643040079457,0.288693243456001,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1
2018,pcpi_pch,0,rolling window,absolute,IMF,0.118236263872558,0.0465072281136504,0.0276703129349673,0.0440587228239408,0.500533524551881,0.748858859259468,0.567305971534926,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1
2019,pcpi_pch,0,rolling window,absolute,IMF,0.101169117927867,0.0467741012245943,0.0077055695974492,0.0466894471058235,0.443680428892527,0.54272536935572,0.455317421591682,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.857142857142857,1,1,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1
2020,pcpi_pch,0,rolling window,absolute,IMF,0.106371251092939,0.0433801663466308,0.00914256485867251,0.053848519887636,0.460239848931311,0.669106575504967,0.503242221173547,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,1,1,1,1,1
2021,pcpi_pch,0,rolling window,absolute,IMF,0.225591692772488,0.035189229070571,0.190402463701917,0,0.985215369699413,1.45464299566863,1.11379640353194,0,0,0,0,0,0,0,0.333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.5
2022,pcpi_pch,0,rolling window,absolute,IMF,0.0710563363187612,0.0406309173688736,0.0239282607261445,0.00649715822374319,0.274494996721569,0.518985882915922,0.340271285814657,0.166666666666667,0.166666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,1,0,0,0,0,0,0,0.333333333333333,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,1
2023,pcpi_pch,0,rolling window,absolute,IMF,0.137258809465808,0.0393424905700477,0.0195471010749895,0.0783692178207708,0.588461799199662,1.02062411394064,0.696211929749094,0,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1
2013,pcpi_pch,0.5,rolling window,absolute,IMF,0.276519894797437,0.14895199714717,0.0041639095446057,0.123403988105661,1.22753448616635,1.46252194934103,1.26538884138163,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1
2014,pcpi_pch,0.5,rolling window,absolute,IMF,0.260113424446666,0.14282689484388,0.0181788077432475,0.0991077218595379,1.04100181217499,1.66817377704631,1.21154460371898,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1
2015,pcpi_pch,0.5,rolling window,absolute,IMF,0.1530164368464,0.145010603615803,0.00438230819421704,0.00362352503638052,0.768124523103146,1.31538326810898,0.817274197236428,0.428571428571429,0.714285714285714,0.857142857142857,1,1,1,1,1,1,0,0,0,0,0,0,0,0.142857142857143,0.285714285714286,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1
