target_year,target,horizon,method,error_method,model,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
2023,pcpi_pch,0.5,rolling window,absolute,ar,0.368554705157575,0.186878807868159,0.181675897289417,0,1.57890586603707,2.30906168430944,1.7291304586722,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333
2013,pcpi_pch,1,rolling window,absolute,ar,0.691645376712588,0.437097918115956,0,0.254547458596632,2.98570205185242,4.03542478363358,3.16418059014837,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2014,pcpi_pch,1,rolling window,absolute,ar,1.0288011294967,0.408943984599216,0,0.619857144897488,4.38191245753978,6.19073235637199,4.90828561499169,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2015,pcpi_pch,1,rolling window,absolute,ar,1.23662258626731,0.40481037058724,0,0.831812215680069,5.29080901980497,7.29979214387204,5.76011706224643,0,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.428571428571429,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,pcpi_pch,1,rolling window,absolute,ar,1.03605231511165,0.409750547241029,0,0.626301767870618,4.47475217761811,5.60904068451757,4.51984994060155,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.714285714285714,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1
2017,pcpi_pch,1,rolling window,absolute,ar,0.558312260035235,0.436525380238508,0,0.121786879796727,2.27362155154504,3.5338170393323,2.64007201902667,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.857142857142857,1,1,1,1,0,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,1,1,1,1,1,1,1,1,1
2018,pcpi_pch,1,rolling window,absolute,ar,0.566673465217453,0.466639817820106,0.0414875005124568,0.0585461468848907,2.65339286288048,3.64930921771403,2.7170450712504,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,0,0,0,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1
2019,pcpi_pch,1,rolling window,absolute,ar,0.935536645680123,0.43180067082013,0,0.503735974859994,4.02207973428722,4.66588022119345,3.92972469971806,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1
2020,pcpi_pch,1,rolling window,absolute,ar,1.24927178936623,0.419210404090464,0,0.830061385275766,5.48307592179588,5.866866261577,5.39347629469223,0,0,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,pcpi_pch,1,rolling window,absolute,ar,0.690125978204394,0.441694498242821,0.248431479961573,0,2.93793236796782,4.04868848883651,3.08222364779132,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.833333333333333,0.833333333333333,0.833333333333333,1,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.833333333333333,0.833333333333333,0.833333333333333,1
2022,pcpi_pch,1,rolling window,absolute,ar,3.30416416837925,0.435995207427653,2.8681689609516,0,13.9095038824816,26.8204908743656,18.0663419475698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,pcpi_pch,1,rolling window,absolute,ar,0.692223983383926,0.446927918236297,0.162777354617676,0.0825187105299528,2.83106768971527,3.52170960754845,2.96568738266626,0,0.333333333333333,0.333333333333333,0.5,0.5,0.666666666666667,0.833333333333333,0.833333333333333,1,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,1
2013,pcpi_pch,1.5,rolling window,absolute,ar,1.53892283421734,0.743354548609894,0,0.79556828560745,6.54306723303778,8.87320780414916,6.83781237043408,0,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.714285714285714,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1,1
2014,pcpi_pch,1.5,rolling window,absolute,ar,1.38811297604377,0.730759178611628,0,0.657353797432139,5.93216121268713,6.48010166275245,5.9050395949651,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.857142857142857,0.142857142857143,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2015,pcpi_pch,1.5,rolling window,absolute,ar,1.98988297272295,0.73861999131351,0,1.25126298140944,8.67270542244128,11.2677343228172,8.99937908852332,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.571428571428571,0.428571428571429,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2016,pcpi_pch,1.5,rolling window,absolute,ar,1.10396231934119,0.727958133521277,0,0.376004185819918,4.48620544223099,6.03226291923059,4.79514561128141,0,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1
2017,pcpi_pch,1.5,rolling window,absolute,ar,0.764762972006468,0.713756107904364,0,0.0510068641021038,3.37118868521018,4.94893105933269,3.64414049148785,0.285714285714286,0.285714285714286,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,0,0,0,0,0.142857142857143,0.285714285714286,0.285714285714286,0.714285714285714,0.714285714285714,1,1,1,1,1,1,1,1,1
2018,pcpi_pch,1.5,rolling window,absolute,ar,0.938786115084182,0.710869342086747,0,0.227916772997435,4.0591256995975,5.03768407336881,4.15286115937317,0.285714285714286,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,1,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,1,1,1,1,1,1,1,1,1
2019,pcpi_pch,1.5,rolling window,absolute,ar,1.18784476208051,0.685041919158637,0,0.502802842921876,4.99864095144717,5.26498408452251,4.94760268933252,0,0,0,0.142857142857143,0.428571428571429,0.571428571428571,0.857142857142857,1,1,0,0,0.142857142857143,0.428571428571429,0.571428571428571,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1
2020,pcpi_pch,1.5,rolling window,absolute,ar,1.3127523148678,0.66757440761678,0,0.645177907251022,5.63769814846589,5.50217176652439,5.38242418375426,0,0,0,0,0.285714285714286,0.571428571428571,0.714285714285714,0.857142857142857,1,0,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,pcpi_pch,1.5,rolling window,absolute,ar,0.798523773815534,0.702543786329661,0.0830973793056656,0.0128826081802074,3.68960806913548,5.11329943495123,3.79832905278791,0.5,0.5,0.666666666666667,0.833333333333333,1,1,1,1,1,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,1,1,1,1,1
2022,pcpi_pch,1.5,rolling window,absolute,ar,3.20537514791949,0.685316405326121,2.52005874259337,0,13.3284176226794,23.1335149300911,16.5645087587899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,pcpi_pch,1.5,rolling window,absolute,ar,1.28200122965953,0.689862538248461,0.420159786484641,0.171978904926427,5.41058006762208,7.15701018604435,5.8391766255525,0,0.166666666666667,0.5,0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333
2013,ngdp_rpch,0,rolling window,absolute,ar_bic,0.247788483102167,0.215652979326476,0.000538841301710951,0.0315966624739807,1.08095672496489,2.13754809511003,1.32643501491697,0.142857142857143,0.428571428571429,0.571428571428571,0.714285714285714,1,1,1,1,1,0,0,0,0,0,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1
2014,ngdp_rpch,0,rolling window,absolute,ar_bic,0.363961051246262,0.2140989097543,0,0.149862141491962,1.60345933024215,2.52197351129793,1.78963171782678,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,1,1,1,1,1,1,1,1,1
2015,ngdp_rpch,0,rolling window,absolute,ar_bic,0.296963294943742,0.214202737624259,0.0104096916182713,0.072350865701211,1.27494710093813,2.10789192970002,1.44303935233071,0.285714285714286,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.714285714285714,0.714285714285714,1,1,1,1,1,1
2016,ngdp_rpch,0,rolling window,absolute,ar_bic,0.237147037606511,0.165176786198678,0.0101906059315784,0.0617796454762545,1.00362071706472,1.41944277074997,1.0879022256441,0.142857142857143,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1,1,0,0,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1
2017,ngdp_rpch,0,rolling window,absolute,ar_bic,0.2630463503924,0.155562327137927,0,0.107484023254474,1.17405041908721,1.98110232553741,1.25083108808208,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,1,1,1,1,1,1,1,1,1
2018,ngdp_rpch,0,rolling window,absolute,ar_bic,0.247393610347574,0.159324387050087,0.0365848559875332,0.0514843673099537,1.17181923108888,1.62443281036969,1.17641341618854,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1
2019,ngdp_rpch,0,rolling window,absolute,ar_bic,0.271512036666817,0.134756699203599,0.00513564136039538,0.131619696102822,1.09764121744201,1.62290224415442,1.21727977558101,0,0,0,0,0.285714285714286,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1
2020,ngdp_rpch,0,rolling window,absolute,ar_bic,0.502671248889883,0.140603677346659,0.065477369457163,0.296590202086061,2.10056558396818,3.45950809888294,2.54794606509629,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1
2021,ngdp_rpch,0,rolling window,absolute,ar_bic,0.932746408863174,0.136775727210817,0,0.795970681652357,3.93718515809332,7.18036510446648,4.98355629012766,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1,1,1
2022,ngdp_rpch,0,rolling window,absolute,ar_bic,0.246017233523264,0.144477547915221,0,0.101539685608043,1.09382158269311,1.37233576595576,1.12239141525908,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0.833333333333333,0.833333333333333,1,1,0,0,0.166666666666667,0.166666666666667,0.5,0.5,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1,1,1
2023,ngdp_rpch,0,rolling window,absolute,ar_bic,0.183564756721407,0.133359209123466,0.0246164341889078,0.0255891134090337,0.797224309954296,1.238277245457,0.902539384072275,0.333333333333333,0.5,0.5,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,1,1,0,0,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1
2013,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.296584940184757,0.262945874287229,0.0135801373704097,0.0200589285271181,1.29352545219969,2.45746147393664,1.56855205873458,0,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,0,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1
2014,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.740538198695164,0.259335402472939,0.0377513513244448,0.44345144489778,3.25250841131892,3.82822088096629,3.37001040836786,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1
2015,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.481383829189023,0.25841208970665,0.00579421167274381,0.21717752780963,2.19280124893257,2.97919388370729,2.24128698775839,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1
2016,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.373578537981926,0.251686499740093,0,0.121892038241833,1.54815989431843,2.49305573253905,1.81800802236504,0,0,0.285714285714286,0.428571428571429,0.571428571428571,1,1,1,1,0,0,0,0,0.428571428571429,0.571428571428571,0.714285714285714,1,1,1,1,1,1,1,1,1,1,1
2017,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.336956253867527,0.251478278057979,0,0.0854779758095483,1.4330675351111,2.54580869468435,1.72902698275453,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,1,1,1,1,1,1,1,1,1
2018,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.420879951662531,0.246817206840327,0,0.174062744822204,1.65022846340934,3.3392912170197,2.17506499929067,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2019,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.433593224115385,0.245426127377666,0.0017552134180863,0.186411883319632,1.84761268572778,2.98666092111288,2.11328638402934,0.142857142857143,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1
2020,ngdp_rpch,0.5,rolling window,absolute,ar_bic,3.29263720898295,0.215553503489378,0.000761411918675396,3.0763222935749,13.7076444857652,28.4020850769796,18.9070319396747,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1
2021,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.816467194889246,0.220384158596355,0.472960536480347,0.123122499812544,3.49974387640946,6.23294790391947,4.01509289780892,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333
2022,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.445647232441254,0.237719335092605,0,0.207927897348649,1.88860228008779,2.60571334177646,2.04946501967816,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.666666666666667,0.833333333333333,1,1,0,0,0.166666666666667,0.333333333333333,0.5,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1,1,1
2023,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.559678625114293,0.214150714574094,0.0146162870736526,0.330911623466547,2.48793389083151,3.23080987237124,2.58149946314654,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1
2013,ngdp_rpch,1,rolling window,absolute,ar_bic,0.727671057401489,0.470327247711631,0.0390066718195548,0.218337137870303,2.9256658274757,4.77354641095242,3.39814903621581,0,0.142857142857143,0.142857142857143,0.285714285714286,0.714285714285714,0.714285714285714,1,1,1,0,0,0,0.285714285714286,0.285714285714286,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1
2014,ngdp_rpch,1,rolling window,absolute,ar_bic,1.04745115989274,0.425257853217913,0.00227534289051508,0.619917963784316,4.22689889339531,6.8154491735173,4.95031115427389,0,0,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1
2015,ngdp_rpch,1,rolling window,absolute,ar_bic,0.759188784724142,0.438901612391137,0.00420208742412994,0.316085084908875,3.54271454760793,5.33868893087289,3.77991335016912,0.142857142857143,0.142857142857143,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1
2016,ngdp_rpch,1,rolling window,absolute,ar_bic,0.629451575521444,0.445163300344602,0,0.184288275176842,2.85452486826197,4.07660354679236,3.01196267729827,0.142857142857143,0.142857142857143,0.428571428571429,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,1,1,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.571428571428571,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2017,ngdp_rpch,1,rolling window,absolute,ar_bic,0.543022061863013,0.511301154302871,0.00214651265171445,0.0295743949084274,2.51702261599542,4.81250923223997,2.8828137569897,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.857142857142857,1,1,1,1,1,1,1,1
2018,ngdp_rpch,1,rolling window,absolute,ar_bic,0.725696084894207,0.497544483316328,0,0.228151601577879,3.06269658531513,4.81250923223997,3.41774196509729,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.714285714285714,1,1,1,0,0,0,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1
2019,ngdp_rpch,1,rolling window,absolute,ar_bic,0.592885449670277,0.459109096768732,0,0.133776352901545,2.51652689302908,4.56487653151342,2.95659461691153,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1
2020,ngdp_rpch,1,rolling window,absolute,ar_bic,7.77010969209422,0.500974635835337,0,7.26913505625888,32.3297213805174,67.3325623240944,44.7381271480437,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,ngdp_rpch,1,rolling window,absolute,ar_bic,1.36580735228553,0.410736370214939,0.93237568248866,0.0226952995819289,5.83865107729653,9.53022620398061,7.03501979591261,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333
2022,ngdp_rpch,1,rolling window,absolute,ar_bic,0.528166378149263,0.410736370214939,0,0.117430007934324,2.07095820777153,3.62978051890273,2.54353911208309,0.333333333333333,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.833333333333333,1,1,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.666666666666667,1,1,1,1,1,1,1,1,1
2023,ngdp_rpch,1,rolling window,absolute,ar_bic,1.01274778673548,0.430652482693967,0,0.582095304041512,4.46094166862799,4.79656722253257,4.59030237598659,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.666666666666667,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1,1,1
2013,ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.11907275400405,0.616130921277882,0,0.502941832726164,4.69540093423294,5.91693178996218,4.92657832641686,0,0,0,0,0.428571428571429,0.428571428571429,0.714285714285714,0.857142857142857,1,0,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.948686878675525,0.581798666109551,0.0200988453714038,0.346789367194571,4.16655234229248,5.1815307529824,4.31665856170363,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.714285714285714,1,1,1,0,0,0,0.142857142857143,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1
2015,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.879915739378922,0.581894946931502,0,0.29802079244742,4.14169110829226,5.3959446647028,4.20382383548128,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1
2016,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.932139222753818,0.584748037025776,0,0.347391185728042,3.90349031885437,5.74683633638303,4.38273495931547,0,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,0,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,1,1,1,1,1,1,1,1,1,1
2017,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.659330908297639,0.599024829529538,0,0.0603060787681014,3.02709378922074,5.1454273801074,3.48162224425038,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,1,1,1,1,1,1,1,1,1
