target_year,target,horizon,method,error_method,source,score
2015,ngdp_rpch,1,rolling window,absolute,ar_bic,0.907826310966797
2016,ngdp_rpch,1,rolling window,absolute,ar_bic,0.809896172607706
2017,ngdp_rpch,1,rolling window,absolute,ar_bic,0.769900388271242
2018,ngdp_rpch,1,rolling window,absolute,ar_bic,0.822302145574629
2019,ngdp_rpch,1,rolling window,absolute,ar_bic,0.743798844699316
2020,ngdp_rpch,1,rolling window,absolute,ar_bic,7.61195704921641
2021,ngdp_rpch,1,rolling window,absolute,ar_bic,1.35754999273403
2022,ngdp_rpch,1,rolling window,absolute,ar_bic,0.591566099789509
2023,ngdp_rpch,1,rolling window,absolute,ar_bic,0.957124289337416
2013,ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.15598313909229
2014,ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.03773363226872
2015,ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.05026366027298
2016,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.999693907939185
2017,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.886606979795862
2018,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.878906001745724
2019,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.948269296108912
2020,ngdp_rpch,1.5,rolling window,absolute,ar_bic,7.68347631535283
2021,ngdp_rpch,1.5,rolling window,absolute,ar_bic,3.74249518520021
2022,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.77406927490645
2023,ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.11744023593294
2013,pcpi_pch,0,rolling window,absolute,ar_bic,0.0913249653967405
2014,pcpi_pch,0,rolling window,absolute,ar_bic,0.127989938562304
2015,pcpi_pch,0,rolling window,absolute,ar_bic,0.140444867908571
2016,pcpi_pch,0,rolling window,absolute,ar_bic,0.0937663182512896
2017,pcpi_pch,0,rolling window,absolute,ar_bic,0.0819809621800322
2018,pcpi_pch,0,rolling window,absolute,ar_bic,0.0949840111189843
2019,pcpi_pch,0,rolling window,absolute,ar_bic,0.0765131810824305
2020,pcpi_pch,0,rolling window,absolute,ar_bic,0.115349111624516
2021,pcpi_pch,0,rolling window,absolute,ar_bic,0.203836051934092
2022,pcpi_pch,0,rolling window,absolute,ar_bic,0.951342852066257
2023,pcpi_pch,0,rolling window,absolute,ar_bic,0.199597380007605
2013,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.259871963637536
2014,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.31251930549476
2015,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.282288860377819
2016,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.268140164076065
2017,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.219970525231725
2018,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.267182835106486
2019,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.212639303812839
2020,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.495059013258771
2021,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.99846722847673
2022,pcpi_pch,0.5,rolling window,absolute,ar_bic,1.74694103607465
2023,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.530847347444323
2013,pcpi_pch,1,rolling window,absolute,ar_bic,0.595655046010316
2014,pcpi_pch,1,rolling window,absolute,ar_bic,0.674276654409106
2015,pcpi_pch,1,rolling window,absolute,ar_bic,1.05204084866366
2016,pcpi_pch,1,rolling window,absolute,ar_bic,0.520629517868333
2017,pcpi_pch,1,rolling window,absolute,ar_bic,0.471126069642729
2018,pcpi_pch,1,rolling window,absolute,ar_bic,0.518756337875917
2019,pcpi_pch,1,rolling window,absolute,ar_bic,0.64683163946801
2020,pcpi_pch,1,rolling window,absolute,ar_bic,0.712661272853565
2021,pcpi_pch,1,rolling window,absolute,ar_bic,1.45836145181032
2022,pcpi_pch,1,rolling window,absolute,ar_bic,3.48798538051993
2023,pcpi_pch,1,rolling window,absolute,ar_bic,1.02108365121124
2013,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.907330217630692
2014,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.84605710892842
2015,pcpi_pch,1.5,rolling window,absolute,ar_bic,1.04448535550835
2016,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.494290889772839
2017,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.653654604156403
2018,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.580944215466907
2019,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.665308676045876
2020,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.67486154028868
2021,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.875845792480656
2022,pcpi_pch,1.5,rolling window,absolute,ar_bic,4.99080289484954
2023,pcpi_pch,1.5,rolling window,absolute,ar_bic,1.09774264721098
2013,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.20252469164015
2014,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.336158222020777
2015,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.289506695774578
2016,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.207806807933466
2017,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.230834266361939
2018,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.260871453435994
2019,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.285769243273943
2020,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.498476953338255
2021,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.956415391794159
2022,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.247269310417698
2023,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.200829278283723
2013,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.431165910290811
2014,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.743568268285219
2015,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.590208822653746
2016,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.430807644306139
2017,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.440369232494982
2018,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.468020599295352
2019,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.487618523383372
2020,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,3.20185875729905
2021,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.842018286530368
2022,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.566155693052147
2023,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.583756825259844
2013,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.922079780629198
2014,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,1.1232886622771
2015,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.881456558256683
2016,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.795109490347949
2017,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.787013462776159
2018,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.833045370305165
2019,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.777785751584576
2020,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,7.60440119859938
2021,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,1.43406173098624
2022,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.895020767452357
2023,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.999132885991233
2013,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.16911456257997
2014,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.0818251927816
2015,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.994464755102352
2016,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.987630867798551
2017,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.913654714332832
2018,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.909566032818276
2019,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.953484062518026
2020,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,7.61392307967433
2021,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,3.54344791628192
2022,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.949232743937454
2023,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.09711964869104
2013,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0934293733090762
2014,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.124637508206101
2015,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.15075925058493
2016,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0935860728507408
2017,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0941779064005128
2018,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.101612359589619
2019,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0927418431324034
2020,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.126358147744889
2021,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.205139513859336
2022,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.955067285760886
2023,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.201010764907938
2013,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.324916385984043
2014,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.367041347420986
2015,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.359481189390572
2016,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.354435105320216
2017,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.310711692569617
2018,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.355578737209185
2019,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.322239234111407
2020,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.435834086257791
2021,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.886619417960726
2022,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,1.63156402937759
2023,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.537954114532044
2013,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.68935874594276
2014,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.731260246244735
2015,pcpi_pch,1,rolling window,absolute,ar_bic-direct,1.01763634410917
2016,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.661732073293999
2017,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.647238543674647
2018,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.664490098477003
2019,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.713121286793773
2020,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.769263495150122
2021,pcpi_pch,1,rolling window,absolute,ar_bic-direct,1.44259016495064
2022,pcpi_pch,1,rolling window,absolute,ar_bic-direct,3.28049518874827
2023,pcpi_pch,1,rolling window,absolute,ar_bic-direct,1.0228692978031
2013,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,1.00919866286114
2014,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.947174912752049
2015,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,1.05469261247574
2016,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.881861231433367
2017,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.912811933958834
2018,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.86485043662165
2019,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.851425011265308
2020,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.886429252376207
2021,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,1.05548331529306
2022,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,4.56859586571523
2023,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,1.04427529996547
2013,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.257820690067728
2014,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.237766894355783
2015,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.191522157943675
2016,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.214150298583089
2017,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.267215740527607
2018,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.17810822339235
2019,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.199247804818346
2020,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,1.07161919001322
2021,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.579398738009253
2022,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.43418481981834
2023,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.222839113146253
2013,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.412130986158881
2014,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.495601937532965
2015,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.358799507048066
2016,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.337754564926371
2017,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.549204488258233
2018,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.325945152982391
2019,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.324746892389137
2020,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,1.18442883785438
2021,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.836017543080467
2022,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.809399559778025
2023,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.532137015551153
2013,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.726971693673437
2014,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.737940251613422
2015,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.548425204545164
2016,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.598802699264382
2017,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,1.13996210015513
2018,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.671934030907134
2019,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.569065763798849
2020,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,6.39444817897461
2021,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,2.549075481125
2022,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,1.46427606333146
2023,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,1.68207732872039
2013,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.625939127410373
2014,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.73682878689529
2015,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.626726589596571
2016,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.704080055556775
2017,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,1.08891924138966
2018,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.884813743285905
2019,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.714273999502667
2020,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,6.57668792360603
2021,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,2.2141740675883
2022,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,1.09837303982408
2023,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,1.29973365347142
2013,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.153536112056458
2014,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.139712661051994
2015,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.122092457228495
2016,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.0993990176573758
2017,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.106602106050498
2018,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.118969448104352
2019,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.139624793050904
2020,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.135022040648824
2021,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.223742597154421
2022,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.165270428245063
2023,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.229166303200935
2013,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.331019981080737
2014,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.34310914097451
2015,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.223179727117832
2016,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.204490656851852
2017,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.338708059217155
2018,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.202311291079463
2019,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.19140709295014
2020,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.218069246583869
2021,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,1.01374651550517
2022,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,1.67538140659389
2023,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.77190644400127
2013,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.379510191185372
2014,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.650556957434078
2015,pcpi_pch,1,rolling window,absolute,arx_annual-direct,1.17633947156051
2016,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.712590082566158
2017,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.449684116137321
2018,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.367149843289126
2019,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.375222323966117
2020,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.719612265489939
2021,pcpi_pch,1,rolling window,absolute,arx_annual-direct,1.13112425413597
2022,pcpi_pch,1,rolling window,absolute,arx_annual-direct,5.06898149535908
2023,pcpi_pch,1,rolling window,absolute,arx_annual-direct,1.24790572662874
2013,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.434949072283058
2014,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.792136039969653
2015,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,1.22550621821341
2016,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.849611724686166
2017,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.416994510707029
2018,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.415385104321126
2019,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.36962009839421
2020,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.783250772832819
2021,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.96686390171093
2022,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,5.62897056445664
2023,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,2.59133479558939
2013,ngdp_rpch,0,rolling window,absolute,bvar,0.250412994417195
2014,ngdp_rpch,0,rolling window,absolute,bvar,0.347055200536562
2015,ngdp_rpch,0,rolling window,absolute,bvar,0.337227809807865
2016,ngdp_rpch,0,rolling window,absolute,bvar,0.262395285177169
2017,ngdp_rpch,0,rolling window,absolute,bvar,0.302548922678675
2018,ngdp_rpch,0,rolling window,absolute,bvar,0.304829406041271
2019,ngdp_rpch,0,rolling window,absolute,bvar,0.264321406929045
2020,ngdp_rpch,0,rolling window,absolute,bvar,1.40664871818497
2021,ngdp_rpch,0,rolling window,absolute,bvar,1.00396876935469
2022,ngdp_rpch,0,rolling window,absolute,bvar,0.283253670347596
2023,ngdp_rpch,0,rolling window,absolute,bvar,0.244241863037772
2013,ngdp_rpch,0.5,rolling window,absolute,bvar,0.3361852987575
2014,ngdp_rpch,0.5,rolling window,absolute,bvar,0.64059926437787
2015,ngdp_rpch,0.5,rolling window,absolute,bvar,0.524092042511574
2016,ngdp_rpch,0.5,rolling window,absolute,bvar,0.397058783065562
2017,ngdp_rpch,0.5,rolling window,absolute,bvar,0.391672610294694
2018,ngdp_rpch,0.5,rolling window,absolute,bvar,0.430798649774442
2019,ngdp_rpch,0.5,rolling window,absolute,bvar,0.370743083650375
2020,ngdp_rpch,0.5,rolling window,absolute,bvar,3.0019675679083
2021,ngdp_rpch,0.5,rolling window,absolute,bvar,0.967168484374287
2022,ngdp_rpch,0.5,rolling window,absolute,bvar,0.437620851060392
2023,ngdp_rpch,0.5,rolling window,absolute,bvar,0.474730117558263
2013,ngdp_rpch,1,rolling window,absolute,bvar,0.766807295781295
2014,ngdp_rpch,1,rolling window,absolute,bvar,0.878993936314337
2015,ngdp_rpch,1,rolling window,absolute,bvar,0.766903640713325
2016,ngdp_rpch,1,rolling window,absolute,bvar,0.710522399965459
2017,ngdp_rpch,1,rolling window,absolute,bvar,0.678160449410204
2018,ngdp_rpch,1,rolling window,absolute,bvar,0.667655407023459
2019,ngdp_rpch,1,rolling window,absolute,bvar,0.66526892353531
2020,ngdp_rpch,1,rolling window,absolute,bvar,7.40011663009221
2021,ngdp_rpch,1,rolling window,absolute,bvar,3.28849621009728
2022,ngdp_rpch,1,rolling window,absolute,bvar,0.680795550841225
2023,ngdp_rpch,1,rolling window,absolute,bvar,0.881625629979522
2013,ngdp_rpch,1.5,rolling window,absolute,bvar,1.04735057593301
2014,ngdp_rpch,1.5,rolling window,absolute,bvar,0.875695779684708
2015,ngdp_rpch,1.5,rolling window,absolute,bvar,0.867044983029082
2016,ngdp_rpch,1.5,rolling window,absolute,bvar,0.815951550500104
2017,ngdp_rpch,1.5,rolling window,absolute,bvar,0.719990325859942
2018,ngdp_rpch,1.5,rolling window,absolute,bvar,0.720162797379933
2019,ngdp_rpch,1.5,rolling window,absolute,bvar,0.737379112563537
2020,ngdp_rpch,1.5,rolling window,absolute,bvar,7.48234999770938
2021,ngdp_rpch,1.5,rolling window,absolute,bvar,3.8500905119407
2022,ngdp_rpch,1.5,rolling window,absolute,bvar,0.737107033711115
2023,ngdp_rpch,1.5,rolling window,absolute,bvar,0.991794064836112
2013,pcpi_pch,0,rolling window,absolute,bvar,0.104025579329382
2014,pcpi_pch,0,rolling window,absolute,bvar,0.128130255621084
2015,pcpi_pch,0,rolling window,absolute,bvar,0.179673724876707
2016,pcpi_pch,0,rolling window,absolute,bvar,0.109281010002443
2017,pcpi_pch,0,rolling window,absolute,bvar,0.087459287095193
2018,pcpi_pch,0,rolling window,absolute,bvar,0.0998296818488018
2019,pcpi_pch,0,rolling window,absolute,bvar,0.0999893259618219
2020,pcpi_pch,0,rolling window,absolute,bvar,0.166443108608615
2021,pcpi_pch,0,rolling window,absolute,bvar,0.16661373130137
2022,pcpi_pch,0,rolling window,absolute,bvar,1.00190969843388
2023,pcpi_pch,0,rolling window,absolute,bvar,0.246954977335472
2013,pcpi_pch,0.5,rolling window,absolute,bvar,0.218731748755469
2014,pcpi_pch,0.5,rolling window,absolute,bvar,0.423537940973956
2015,pcpi_pch,0.5,rolling window,absolute,bvar,0.274660297850726
2016,pcpi_pch,0.5,rolling window,absolute,bvar,0.376318775211578
2017,pcpi_pch,0.5,rolling window,absolute,bvar,0.350153205827468
2018,pcpi_pch,0.5,rolling window,absolute,bvar,0.359111821805572
2019,pcpi_pch,0.5,rolling window,absolute,bvar,0.378670715259797
2020,pcpi_pch,0.5,rolling window,absolute,bvar,0.338714801973944
2021,pcpi_pch,0.5,rolling window,absolute,bvar,0.548666309189301
2022,pcpi_pch,0.5,rolling window,absolute,bvar,1.75552044200211
2023,pcpi_pch,0.5,rolling window,absolute,bvar,0.452332134704305
2013,pcpi_pch,1,rolling window,absolute,bvar,0.467078108652955
2014,pcpi_pch,1,rolling window,absolute,bvar,0.74995715941166
2015,pcpi_pch,1,rolling window,absolute,bvar,0.911384997598432
2016,pcpi_pch,1,rolling window,absolute,bvar,0.760559074642904
2017,pcpi_pch,1,rolling window,absolute,bvar,0.47327906786472
2018,pcpi_pch,1,rolling window,absolute,bvar,0.522580449237551
2019,pcpi_pch,1,rolling window,absolute,bvar,0.676488224205377
2020,pcpi_pch,1,rolling window,absolute,bvar,0.864182970271426
2021,pcpi_pch,1,rolling window,absolute,bvar,0.617995953139284
2022,pcpi_pch,1,rolling window,absolute,bvar,3.70266024689658
2023,pcpi_pch,1,rolling window,absolute,bvar,0.850706170202854
2013,pcpi_pch,1.5,rolling window,absolute,bvar,1.01097225608581
2014,pcpi_pch,1.5,rolling window,absolute,bvar,0.867049198348192
2015,pcpi_pch,1.5,rolling window,absolute,bvar,1.42813060181772
2016,pcpi_pch,1.5,rolling window,absolute,bvar,0.760511992409177
2017,pcpi_pch,1.5,rolling window,absolute,bvar,0.570501054809332
2018,pcpi_pch,1.5,rolling window,absolute,bvar,0.668823800399386
2019,pcpi_pch,1.5,rolling window,absolute,bvar,0.739308538942996
2020,pcpi_pch,1.5,rolling window,absolute,bvar,0.869420293423128
2021,pcpi_pch,1.5,rolling window,absolute,bvar,1.13717849207825
2022,pcpi_pch,1.5,rolling window,absolute,bvar,3.92843408560039
2023,pcpi_pch,1.5,rolling window,absolute,bvar,1.52750471893498
2013,ngdp_rpch,0,rolling window,absolute,bvar_const,0.251489930691935
2014,ngdp_rpch,0,rolling window,absolute,bvar_const,0.348940655306365
2015,ngdp_rpch,0,rolling window,absolute,bvar_const,0.338758559906005
2016,ngdp_rpch,0,rolling window,absolute,bvar_const,0.260177384002467
2017,ngdp_rpch,0,rolling window,absolute,bvar_const,0.303140408578238
2018,ngdp_rpch,0,rolling window,absolute,bvar_const,0.303323810999503
2019,ngdp_rpch,0,rolling window,absolute,bvar_const,0.265405079899385
2020,ngdp_rpch,0,rolling window,absolute,bvar_const,0.425484385827029
2021,ngdp_rpch,0,rolling window,absolute,bvar_const,0.905248398385414
2022,ngdp_rpch,0,rolling window,absolute,bvar_const,0.251400257472075
2023,ngdp_rpch,0,rolling window,absolute,bvar_const,0.220302470798175
2013,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.368789402804046
2014,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.68298489905046
2015,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.5505982840469
2016,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.413229073887542
2017,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.398373903621142
2018,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.454558954591725
2019,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.406788638763281
2020,ngdp_rpch,0.5,rolling window,absolute,bvar_const,3.10116378423833
2021,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.863070912349414
2022,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.428767629724382
2023,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.477645459498726
2013,ngdp_rpch,1,rolling window,absolute,bvar_const,0.825619292663616
2014,ngdp_rpch,1,rolling window,absolute,bvar_const,0.91234401604625
2015,ngdp_rpch,1,rolling window,absolute,bvar_const,0.83454490941561
2016,ngdp_rpch,1,rolling window,absolute,bvar_const,0.740933265750737
2017,ngdp_rpch,1,rolling window,absolute,bvar_const,0.70756100324177
2018,ngdp_rpch,1,rolling window,absolute,bvar_const,0.733039815100654
2019,ngdp_rpch,1,rolling window,absolute,bvar_const,0.678725876524643
2020,ngdp_rpch,1,rolling window,absolute,bvar_const,7.52033831535973
2021,ngdp_rpch,1,rolling window,absolute,bvar_const,1.58398264920657
2022,ngdp_rpch,1,rolling window,absolute,bvar_const,0.494925441354718
2023,ngdp_rpch,1,rolling window,absolute,bvar_const,0.921874380573814
2013,ngdp_rpch,1.5,rolling window,absolute,bvar_const,1.07683172257581
2014,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.964398416617013
