model,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
ar_bic,pcpi_pch,0.5,0.297381507344287,0.181993907255121,0.0708805294046693,0.0445070706844971,1.3575509479939,2.14593286009468,1.50710913950184,0.154761904761905,0.285714285714286,0.452380952380952,0.571428571428571,0.714285714285714,0.797619047619048,0.833333333333333,0.916666666666667,0.988095238095238,0.0119047619047619,0.0238095238095238,0.0476190476190476,0.0714285714285714,0.0952380952380952,0.154761904761905,0.166666666666667,0.25,0.30952380952381,0.464285714285714,0.535714285714286,0.619047619047619,0.726190476190476,0.80952380952381,0.869047619047619,0.880952380952381,0.940476190476191,1
ar_bic,pcpi_pch,1,0.748838307548206,0.385472503021381,0.0685058474803335,0.294859957046492,3.37730326065472,5.61782678177734,3.87230374528536,0.202380952380952,0.321428571428571,0.488095238095238,0.607142857142857,0.702380952380952,0.785714285714286,0.857142857142857,0.892857142857143,0.928571428571429,0.0714285714285714,0.0833333333333333,0.0952380952380952,0.142857142857143,0.178571428571429,0.25,0.321428571428571,0.440476190476191,0.523809523809524,0.726190476190476,0.761904761904762,0.80952380952381,0.857142857142857,0.880952380952381,0.928571428571429,0.952380952380952,0.976190476190476,1
ar_bic,pcpi_pch,1.5,0.815345718828288,0.523313446713605,0.0595594114788192,0.232472860635864,3.78805650333726,6.25344898969415,4.24492542442568,0.154761904761905,0.345238095238095,0.571428571428571,0.726190476190476,0.797619047619048,0.833333333333333,0.869047619047619,0.940476190476191,0.964285714285714,0.0357142857142857,0.0476190476190476,0.0952380952380952,0.119047619047619,0.154761904761905,0.202380952380952,0.30952380952381,0.416666666666667,0.55952380952381,0.714285714285714,0.761904761904762,0.880952380952381,0.928571428571429,0.952380952380952,0.952380952380952,0.964285714285714,0.988095238095238,1
bvar_const,ngdp_rpch,0,0.385872526767545,0.0503101277676008,0.114671133181743,0.220891265818202,1.67049268421439,3.01448713979411,2.06819548671096,0.0119047619047619,0.0833333333333333,0.107142857142857,0.154761904761905,0.19047619047619,0.214285714285714,0.226190476190476,0.30952380952381,0.392857142857143,0.380952380952381,0.404761904761905,0.440476190476191,0.440476190476191,0.452380952380952,0.464285714285714,0.488095238095238,0.5,0.523809523809524,0.535714285714286,0.583333333333333,0.595238095238095,0.619047619047619,0.642857142857143,0.654761904761905,0.666666666666667,0.714285714285714,0.773809523809524
bvar_const,ngdp_rpch,0.5,0.5965740269174,0.220369202921328,0.071570566233328,0.304634257762744,2.6633874207575,3.82269517385349,2.88588290924564,0.0476190476190476,0.166666666666667,0.333333333333333,0.380952380952381,0.476190476190476,0.583333333333333,0.654761904761905,0.75,0.869047619047619,0.119047619047619,0.226190476190476,0.30952380952381,0.357142857142857,0.428571428571429,0.5,0.523809523809524,0.595238095238095,0.678571428571429,0.726190476190476,0.761904761904762,0.857142857142857,0.880952380952381,0.904761904761905,0.940476190476191,0.964285714285714,0.976190476190476,0.988095238095238
bvar_const,ngdp_rpch,1,1.18868388780055,0.399959054893067,0.0197927935202521,0.768932039387232,5.22140960445857,8.13834687027845,5.90519455541848,0.0952380952380952,0.178571428571429,0.297619047619048,0.369047619047619,0.547619047619048,0.583333333333333,0.666666666666667,0.761904761904762,0.845238095238095,0.154761904761905,0.238095238095238,0.333333333333333,0.404761904761905,0.440476190476191,0.595238095238095,0.666666666666667,0.726190476190476,0.797619047619048,0.892857142857143,0.904761904761905,0.964285714285714,0.964285714285714,0.988095238095238,0.988095238095238,1,1,1
bvar_const,ngdp_rpch,1.5,1.41207322565245,0.452344547371818,0.0402287779883668,0.919499900292261,6.22727127969424,9.704356028496,7.04181016164499,0.0595238095238095,0.178571428571429,0.297619047619048,0.380952380952381,0.523809523809524,0.595238095238095,0.619047619047619,0.738095238095238,0.833333333333333,0.166666666666667,0.261904761904762,0.357142857142857,0.380952380952381,0.452380952380952,0.571428571428571,0.630952380952381,0.75,0.833333333333333,0.892857142857143,0.928571428571429,0.928571428571429,0.952380952380952,0.976190476190476,0.976190476190476,0.976190476190476,1,1
bvar_const,pcpi_pch,0,0.132247412033579,0.0429448999436362,0.054372387029513,0.0349301250604296,0.587372198742756,0.913985379460965,0.663304793744878,0.0833333333333333,0.202380952380952,0.285714285714286,0.357142857142857,0.464285714285714,0.547619047619048,0.619047619047619,0.75,0.845238095238095,0.0357142857142857,0.0595238095238095,0.142857142857143,0.166666666666667,0.226190476190476,0.297619047619048,0.345238095238095,0.380952380952381,0.464285714285714,0.547619047619048,0.583333333333333,0.630952380952381,0.654761904761905,0.690476190476191,0.714285714285714,0.761904761904762,0.80952380952381,0.880952380952381
bvar_const,pcpi_pch,0.5,0.36809524579354,0.243399937957481,0.0612325339228558,0.0634627739132031,1.73192028915051,2.76977239349631,1.90852349868667,0.19047619047619,0.416666666666667,0.571428571428571,0.702380952380952,0.797619047619048,0.821428571428571,0.892857142857143,0.916666666666667,0.988095238095238,0.0119047619047619,0.0476190476190476,0.0476190476190476,0.0833333333333333,0.0833333333333333,0.166666666666667,0.214285714285714,0.273809523809524,0.416666666666667,0.607142857142857,0.690476190476191,0.785714285714286,0.869047619047619,0.880952380952381,0.904761904761905,0.940476190476191,0.964285714285714,1
bvar_const,pcpi_pch,1,0.874422956711813,0.538891586386736,0.0245673672654343,0.310964003059643,3.85759931467578,6.51986269440891,4.46821976716675,0.166666666666667,0.357142857142857,0.440476190476191,0.583333333333333,0.761904761904762,0.845238095238095,0.940476190476191,0.952380952380952,0.964285714285714,0.0357142857142857,0.0476190476190476,0.0595238095238095,0.154761904761905,0.226190476190476,0.357142857142857,0.476190476190476,0.55952380952381,0.666666666666667,0.833333333333333,0.916666666666667,0.916666666666667,0.940476190476191,0.988095238095238,1,1,1,1
bvar_const,pcpi_pch,1.5,1.20731637457817,0.71352985394349,0.01304514864614,0.480741371988543,5.11020850642426,8.04409420646125,5.86810683552742,0.0833333333333333,0.19047619047619,0.297619047619048,0.440476190476191,0.726190476190476,0.80952380952381,0.880952380952381,0.964285714285714,0.976190476190476,0.0238095238095238,0.0357142857142857,0.119047619047619,0.19047619047619,0.273809523809524,0.547619047619048,0.666666666666667,0.761904761904762,0.857142857142857,0.940476190476191,0.952380952380952,0.964285714285714,0.988095238095238,1,1,1,1,1
bvar_qu,ngdp_rpch,0,0.401876709886748,0.0408752877301793,0.131397075524337,0.229604346632231,1.72031768744518,3.30386562780359,2.21702039033272,0.0119047619047619,0.0595238095238095,0.0714285714285714,0.0952380952380952,0.142857142857143,0.19047619047619,0.19047619047619,0.214285714285714,0.369047619047619,0.392857142857143,0.428571428571429,0.440476190476191,0.440476190476191,0.464285714285714,0.488095238095238,0.488095238095238,0.5,0.523809523809524,0.535714285714286,0.55952380952381,0.55952380952381,0.583333333333333,0.607142857142857,0.630952380952381,0.630952380952381,0.642857142857143,0.761904761904762
bvar_qu,ngdp_rpch,0.5,0.590541026783801,0.185025006864605,0.0832939431588602,0.322222076760336,2.6426458588671,4.02066293387111,2.93745232048966,0.0833333333333333,0.178571428571429,0.285714285714286,0.357142857142857,0.440476190476191,0.488095238095238,0.535714285714286,0.654761904761905,0.797619047619048,0.19047619047619,0.297619047619048,0.357142857142857,0.404761904761905,0.416666666666667,0.476190476190476,0.523809523809524,0.583333333333333,0.642857142857143,0.726190476190476,0.761904761904762,0.80952380952381,0.833333333333333,0.857142857142857,0.892857142857143,0.892857142857143,0.952380952380952,0.988095238095238
bvar_qu,ngdp_rpch,1,1.11567815408372,0.33467760957082,0.023681223512123,0.757319321000776,4.92720263870454,7.91142600215407,5.63609020875936,0.130952380952381,0.19047619047619,0.285714285714286,0.369047619047619,0.464285714285714,0.547619047619048,0.607142857142857,0.690476190476191,0.80952380952381,0.19047619047619,0.297619047619048,0.380952380952381,0.428571428571429,0.511904761904762,0.595238095238095,0.654761904761905,0.702380952380952,0.738095238095238,0.869047619047619,0.892857142857143,0.940476190476191,0.964285714285714,0.976190476190476,0.976190476190476,0.988095238095238,0.988095238095238,1
bvar_qu,ngdp_rpch,1.5,1.34940880524126,0.386862432694665,0.0405711770577593,0.921975195488836,5.94690654564109,9.83618616425047,6.93212569961776,0.0714285714285714,0.178571428571429,0.321428571428571,0.380952380952381,0.5,0.55952380952381,0.595238095238095,0.702380952380952,0.785714285714286,0.214285714285714,0.297619047619048,0.392857142857143,0.416666666666667,0.476190476190476,0.55952380952381,0.595238095238095,0.726190476190476,0.797619047619048,0.869047619047619,0.904761904761905,0.916666666666667,0.940476190476191,0.976190476190476,0.976190476190476,0.988095238095238,1,1
bvar_qu,pcpi_pch,0,0.135954646346161,0.0337802069803102,0.0676470142637093,0.0345274251021411,0.59484290443427,1.01904068785087,0.708807731565682,0.0714285714285714,0.119047619047619,0.19047619047619,0.357142857142857,0.428571428571429,0.5,0.571428571428571,0.642857142857143,0.738095238095238,0.0476190476190476,0.0952380952380952,0.166666666666667,0.202380952380952,0.238095238095238,0.261904761904762,0.357142857142857,0.416666666666667,0.452380952380952,0.523809523809524,0.535714285714286,0.547619047619048,0.619047619047619,0.666666666666667,0.702380952380952,0.738095238095238,0.738095238095238,0.785714285714286
bvar_qu,pcpi_pch,0.5,0.325012183299212,0.184839251544771,0.0835313263957096,0.0566416053587316,1.47119398525944,2.24606004020726,1.61254870689082,0.154761904761905,0.333333333333333,0.428571428571429,0.55952380952381,0.678571428571429,0.726190476190476,0.833333333333333,0.904761904761905,0.976190476190476,0.0119047619047619,0.0595238095238095,0.0595238095238095,0.107142857142857,0.107142857142857,0.142857142857143,0.226190476190476,0.261904761904762,0.357142857142857,0.511904761904762,0.595238095238095,0.654761904761905,0.702380952380952,0.785714285714286,0.833333333333333,0.892857142857143,0.964285714285714,0.988095238095238
bvar_qu,pcpi_pch,1,0.70314649940636,0.391981811357371,0.0516527839560701,0.259511904092919,3.116372195826,5.08235730807708,3.52940053134063,0.119047619047619,0.285714285714286,0.416666666666667,0.5,0.619047619047619,0.773809523809524,0.904761904761905,0.928571428571429,0.940476190476191,0.0595238095238095,0.0714285714285714,0.0952380952380952,0.19047619047619,0.30952380952381,0.357142857142857,0.428571428571429,0.511904761904762,0.583333333333333,0.702380952380952,0.797619047619048,0.845238095238095,0.857142857142857,0.928571428571429,0.964285714285714,1,1,1
bvar_qu,pcpi_pch,1.5,0.901482655885815,0.515758501496096,0.0232119561075302,0.362512198282189,4.00060770378567,6.1923088452217,4.47540632873823,0.142857142857143,0.238095238095238,0.297619047619048,0.5,0.678571428571429,0.785714285714286,0.821428571428571,0.928571428571429,0.964285714285714,0.0357142857142857,0.0714285714285714,0.178571428571429,0.214285714285714,0.30952380952381,0.476190476190476,0.619047619047619,0.666666666666667,0.75,0.892857142857143,0.904761904761905,0.916666666666667,0.976190476190476,0.988095238095238,1,1,1,1
