model,error_method,method,target,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
IMF,absolute,rolling window,ngdp_rpch,0.764211776841345,0.274572081935367,0.108817738438144,0.380821956467835,1.32574342712618,2.58133870049703,1.9535410638116,0.557432432432433,0.760135135135135,0.125,0.233108108108108,0.790540540540541,0.885135135135135
IMF,absolute,rolling window,pcpi_pch,0.579342898198647,0.196938332794867,0.328870529857936,0.0535340355458451,1.04447345782154,1.63778660767278,1.34113003274716,0.496621621621622,0.70945945945946,0.114864864864865,0.263513513513514,0.760135135135135,0.824324324324324
ar,absolute,rolling window,ngdp_rpch,1.00024000541467,0.403886896380331,0.0680013665179043,0.52835174251643,2.0320294811364,3.49309953446933,2.76256450780286,0.513513513513514,0.783783783783784,0.182432432432432,0.429054054054054,0.942567567567568,0.966216216216216
ar,absolute,rolling window,pcpi_pch,0.656991373886224,0.332028988352431,0.17931604501141,0.145646340522383,1.74746450349902,2.55815835105541,2.15281142727721,0.422297297297297,0.682432432432433,0.182432432432432,0.381756756756757,0.804054054054054,0.864864864864865
ar_bic,absolute,rolling window,ngdp_rpch,0.976904316298866,0.376944512892406,0.0911694635430328,0.508790339863427,1.87699156876402,3.34486787084641,2.61092971980521,0.527027027027027,0.777027027027027,0.185810810810811,0.412162162162162,0.939189189189189,0.962837837837838
ar_bic,absolute,rolling window,pcpi_pch,0.607712451181019,0.215480760354235,0.276823225874008,0.115408464952777,1.08921508719898,1.92204450213432,1.50562979466665,0.361486486486487,0.64527027027027,0.155405405405405,0.334459459459459,0.695945945945946,0.800675675675676
bvar,absolute,rolling window,ngdp_rpch,0.991374411556389,0.330211390760377,0.083189694500177,0.577973326295835,1.65096642894814,3.02000672653257,2.33548657774035,0.516891891891892,0.763513513513514,0.209459459459459,0.422297297297297,0.939189189189189,0.972972972972973
bvar,absolute,rolling window,pcpi_pch,0.6065666236505,0.241305780020692,0.253517386111842,0.111743457517966,1.24546099814861,2.02438753196528,1.63492426505694,0.385135135135135,0.668918918918919,0.175675675675676,0.35472972972973,0.739864864864865,0.844594594594595
bvar_const,absolute,rolling window,ngdp_rpch,0.951324263135562,0.350391984383775,0.108842307252378,0.492089971499409,1.74701449802805,3.1358022444846,2.44140837125632,0.533783783783784,0.804054054054054,0.158783783783784,0.385135135135135,0.918918918918919,0.962837837837838
bvar_const,absolute,rolling window,pcpi_pch,0.642969874310032,0.309331124444562,0.198621963942125,0.135016785923346,1.60751207671415,2.46201362797843,2.03476285234629,0.385135135135135,0.695945945945946,0.168918918918919,0.398648648648649,0.783783783783784,0.864864864864865
bvar_mix,absolute,rolling window,ngdp_rpch,0.931527915380865,0.331793606879746,0.108743394015439,0.49099091448568,1.64955694893594,3.00606338207214,2.32781016550404,0.537162162162162,0.800675675675676,0.162162162162162,0.381756756756757,0.918918918918919,0.962837837837838
bvar_mix,absolute,rolling window,pcpi_pch,0.578193686036766,0.256603784734139,0.202652068460491,0.118937832842136,1.31786049335044,2.11757929682638,1.71771989508841,0.39527027027027,0.685810810810811,0.179054054054054,0.361486486486487,0.756756756756757,0.864864864864865
mean_ensemble,absolute,rolling window,ngdp_rpch,0.833782895281926,0.342950320899825,0.0664955221099932,0.424337052272108,1.67930697838441,3.06470053199892,2.37200375519166,0.614864864864865,0.817567567567568,0.14527027027027,0.324324324324324,0.939189189189189,0.962837837837838
mean_ensemble,absolute,rolling window,pcpi_pch,0.573195833715115,0.279432815197287,0.207443168512504,0.0863198500053236,1.45198548896572,2.21447089537057,1.83322819216814,0.466216216216216,0.736486486486487,0.128378378378378,0.331081081081081,0.797297297297297,0.864864864864865
