model,error_method,method,target,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
IMF,absolute,rolling window,ngdp_rpch,0.725608196021414,0.370067535355914,0.0813526364035185,0.274188024261981,3.56755870572159,5.59326715612429,4.58041293092294,0.55952380952381,0.773809523809524,0.163690476190476,0.303571428571429,0.863095238095238,0.9375
IMF,absolute,rolling window,pcpi_pch,0.312525099940125,0.172568087322442,0.0732901664991658,0.0666668461185175,1.59112956534064,2.27267808545091,1.93190382539577,0.502976190476191,0.738095238095238,0.116071428571429,0.205357142857143,0.708333333333333,0.854166666666667
ar,absolute,rolling window,ngdp_rpch,0.817644811290649,0.354834197966074,0.0106536611295528,0.452156952195022,3.98777229043965,6.38346549971385,5.18561889507675,0.449404761904762,0.720238095238095,0.267857142857143,0.5,0.949404761904762,0.988095238095238
ar,absolute,rolling window,pcpi_pch,0.539796338274091,0.389410112596007,0.0111971865596364,0.139189039118447,2.81767085092294,3.75174963817446,3.2847102445487,0.586309523809524,0.767857142857143,0.199404761904762,0.348214285714286,0.934523809523809,0.967261904761905
ar_bic,absolute,rolling window,ngdp_rpch,0.803914878800232,0.312254829327137,0.0472929751476704,0.444367074325425,3.87789196020414,6.38356767549427,5.13072981784921,0.440476190476191,0.726190476190476,0.24702380952381,0.485119047619048,0.925595238095238,0.973214285714286
ar_bic,absolute,rolling window,pcpi_pch,0.406693659399896,0.229262830572704,0.0333921753302776,0.144038653496914,2.00388046868582,3.12417201628335,2.56402624248459,0.577380952380952,0.741071428571429,0.18452380952381,0.276785714285714,0.854166666666667,0.925595238095238
bvar,absolute,rolling window,ngdp_rpch,0.729086213194598,0.282290637033115,0.0312457386987543,0.415549837462729,3.52721613944042,5.76368391529092,4.64545002736567,0.467261904761905,0.705357142857143,0.258928571428571,0.449404761904762,0.916666666666667,0.964285714285714
bvar,absolute,rolling window,pcpi_pch,0.435972263115628,0.29678430719916,0.029771907571465,0.109416048345003,2.22622096436649,3.15389285139635,2.69005690788142,0.598214285714286,0.755952380952381,0.166666666666667,0.270833333333333,0.869047619047619,0.922619047619048
bvar_const,absolute,rolling window,ngdp_rpch,0.767439585324585,0.298528626279173,0.0265660250904572,0.442344933954956,3.71970372013421,6.04953240615618,4.8846180631452,0.443452380952381,0.705357142857143,0.264880952380952,0.488095238095238,0.931547619047619,0.970238095238095
bvar_const,absolute,rolling window,pcpi_pch,0.522149494009464,0.365602751829127,0.023079180960223,0.133467561220114,2.69887767054482,3.69579570382725,3.19733668718603,0.577380952380952,0.767857142857143,0.19047619047619,0.333333333333333,0.910714285714286,0.958333333333333
mean_ensemble,absolute,rolling window,ngdp_rpch,0.729678144378068,0.341143453200387,0.0244039256929411,0.364130765484741,3.54691378802219,5.72627841750589,4.63659610276404,0.5625,0.791666666666667,0.181547619047619,0.37202380952381,0.934523809523809,0.973214285714286
mean_ensemble,absolute,rolling window,pcpi_pch,0.413753527804947,0.309193650582525,0.011521342962861,0.093038534259561,2.13860369530695,2.92856131783157,2.53358250656926,0.693452380952381,0.863095238095238,0.116071428571429,0.244047619047619,0.9375,0.979166666666667
