target_year,target,horizon,method,error_method,source,score
2021,ngdp_rpch,1,rolling window,absolute,ar_bic,2.18167778310123
2022,ngdp_rpch,1,rolling window,absolute,ar_bic,0.595266816359203
2023,ngdp_rpch,1,rolling window,absolute,ar_bic,0.976619245326588
2013,ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.12691031325593
2014,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.94371858737542
2015,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.965862189756796
2016,ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.02658883904559
2017,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.805738212157839
2018,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.931399688698171
2019,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.905357510155751
2020,ngdp_rpch,1.5,rolling window,absolute,ar_bic,6.7587319513181
2021,ngdp_rpch,1.5,rolling window,absolute,ar_bic,4.94766967577944
2022,ngdp_rpch,1.5,rolling window,absolute,ar_bic,0.906537204916256
2023,ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.17051219188627
2013,pcpi_pch,0,rolling window,absolute,ar_bic,0.074114751591351
2014,pcpi_pch,0,rolling window,absolute,ar_bic,0.104246749425779
2015,pcpi_pch,0,rolling window,absolute,ar_bic,0.054616941744095
2016,pcpi_pch,0,rolling window,absolute,ar_bic,0.0558582152908209
2017,pcpi_pch,0,rolling window,absolute,ar_bic,0.0542277008398339
2018,pcpi_pch,0,rolling window,absolute,ar_bic,0.0847303737642816
2019,pcpi_pch,0,rolling window,absolute,ar_bic,0.05776654433042
2020,pcpi_pch,0,rolling window,absolute,ar_bic,0.0788097632619267
2021,pcpi_pch,0,rolling window,absolute,ar_bic,0.0884631556249252
2022,pcpi_pch,0,rolling window,absolute,ar_bic,0.155848268188422
2023,pcpi_pch,0,rolling window,absolute,ar_bic,0.165092756417795
2013,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.250658778864282
2014,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.290196371659617
2015,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.298058826398735
2016,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.257591355373243
2017,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.227270728324126
2018,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.204020470940245
2019,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.192145530139463
2020,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.496482885098546
2021,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.85584123149378
2022,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.848957440995564
2023,pcpi_pch,0.5,rolling window,absolute,ar_bic,0.722981788634669
2013,pcpi_pch,1,rolling window,absolute,ar_bic,0.592322134571569
2014,pcpi_pch,1,rolling window,absolute,ar_bic,0.646008180620482
2015,pcpi_pch,1,rolling window,absolute,ar_bic,0.972719060028146
2016,pcpi_pch,1,rolling window,absolute,ar_bic,0.484661914656974
2017,pcpi_pch,1,rolling window,absolute,ar_bic,0.440886274143818
2018,pcpi_pch,1,rolling window,absolute,ar_bic,0.473756287938473
2019,pcpi_pch,1,rolling window,absolute,ar_bic,0.642662073319662
2020,pcpi_pch,1,rolling window,absolute,ar_bic,0.750144295239673
2021,pcpi_pch,1,rolling window,absolute,ar_bic,1.344673432813
2022,pcpi_pch,1,rolling window,absolute,ar_bic,2.57266901308218
2023,pcpi_pch,1,rolling window,absolute,ar_bic,1.2241580027335
2013,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.964644370348118
2014,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.85849475510953
2015,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.964876549145123
2016,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.484465334550271
2017,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.62678003824458
2018,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.58279655692294
2019,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.670715045031117
2020,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.692401927104779
2021,pcpi_pch,1.5,rolling window,absolute,ar_bic,0.82470152249481
2022,pcpi_pch,1.5,rolling window,absolute,ar_bic,4.03210679580081
2023,pcpi_pch,1.5,rolling window,absolute,ar_bic,1.00773396300286
2013,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.114562178224279
2014,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.108732576646418
2015,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.108035880909132
2016,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.107327698160253
2017,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.106470528663972
2018,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.105872105569527
2019,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.192626819509531
2020,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.574659549158884
2021,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.161134796207879
2022,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.159951095110219
2023,ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.154651795016414
2013,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.431165910290811
2014,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.589566488114485
2015,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.458203599179262
2016,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.445507471055991
2017,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.420309253871721
2018,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.417349527979433
2019,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.42534205916839
2020,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,2.34716252624251
2021,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,1.50048659385153
2022,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.548938394266488
2023,ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.574371717459987
2013,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.892452194197758
2014,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.982591532687588
2015,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.941264246909011
2016,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.808461666705128
2017,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.787013462776159
2018,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.859255614984807
2019,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.776143918539395
2020,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,6.6848060291142
2021,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,1.98863958651902
2022,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,0.899335626433705
2023,ngdp_rpch,1,rolling window,absolute,ar_bic-direct,1.03094316343964
2013,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.1177763659107
2014,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.00186809048759
2015,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.01117193751139
2016,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.03476974641568
2017,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.913654714332832
2018,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.925780525862378
2019,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.948761166347805
2020,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,6.69432791018915
2021,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,4.62106189451833
2022,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,0.98326269056338
2023,ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.13512878119411
2013,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0974070349428027
2014,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.113974088975367
2015,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0885133185264639
2016,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0860604946645076
2017,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0870312357340621
2018,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0990714206475148
2019,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0851705268613749
2020,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0992678645787317
2021,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.0881316563444392
2022,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.161357954923098
2023,pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.14155869496876
2013,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.323208270564878
2014,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.356195402194591
2015,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.372544020126744
2016,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.347069964165569
2017,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.318321796203207
2018,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.317593466786893
2019,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.314004575690388
2020,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.464536000194831
2021,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.74043298660605
2022,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.770711918377515
2023,pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.694323687590495
2013,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.701941652303389
2014,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.720307379260016
2015,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.965984619302806
2016,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.654117286545431
2017,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.639249085573756
2018,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.645606937054869
2019,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.723918141489649
2020,pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.797269072689924
2021,pcpi_pch,1,rolling window,absolute,ar_bic-direct,1.34579216853151
2022,pcpi_pch,1,rolling window,absolute,ar_bic-direct,2.32199938472293
2023,pcpi_pch,1,rolling window,absolute,ar_bic-direct,1.13860269675963
2013,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,1.03363911040632
2014,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.935013841894335
2015,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,1.005560212883
2016,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.881861231433367
2017,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.88847356028278
2018,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.86485043662165
2019,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.851425011265308
2020,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.902477636994873
2021,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,0.998406366492654
2022,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,3.61010006168989
2023,pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,1.04675728366325
2014,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.297263120263348
2015,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.258377907845934
2016,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.261321083665883
2017,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.44388633073388
2018,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.248826113724643
2019,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.391220835441509
2020,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,1.964260395529
2021,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,1.42468200646935
2022,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.555731366238639
2023,ngdp_rpch,0,rolling window,absolute,arx_annual-direct,0.224602552157901
2014,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.350828939416516
2015,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.398031026986645
2016,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.368930160002355
2017,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.675796148453988
2018,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.398264674002667
2019,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.424040727105203
2020,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,1.54567560097346
2021,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,1.40530940741162
2022,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.924508960357829
2023,ngdp_rpch,0.5,rolling window,absolute,arx_annual-direct,0.453303936949251
2014,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.723310767566616
2015,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.623939599508909
2016,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.643352649015777
2017,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,1.38089926082929
2018,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.660889438213678
2019,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,0.619930849528958
2020,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,5.47485300948944
2021,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,2.1672334744456
2022,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,1.37717485654083
2023,ngdp_rpch,1,rolling window,absolute,arx_annual-direct,1.62739310632117
2014,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.76944148075675
2015,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.645065906680269
2016,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.782801340728888
2017,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,1.1729632976869
2018,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.879572497109353
2019,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,0.76288362603032
2020,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,5.65709275412085
2021,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,2.33140164854358
2022,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,1.05027528374519
2023,ngdp_rpch,1.5,rolling window,absolute,arx_annual-direct,1.30844932387428
2014,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.150147435418816
2015,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.151131815868887
2016,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.12230837705579
2017,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.121994330725881
2018,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.120083535654332
2019,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.137646176657821
2020,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.145942238384233
2021,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.196439131556432
2022,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.807523881381845
2023,pcpi_pch,0,rolling window,absolute,arx_annual-direct,0.384377795594327
2014,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.340395926057143
2015,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.206210812169882
2016,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.219516813286767
2017,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.387022705348665
2018,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.186135542803629
2019,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.194190389080071
2020,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.200172395228889
2021,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.851223636785822
2022,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.746075178559339
2023,pcpi_pch,0.5,rolling window,absolute,arx_annual-direct,0.771687917687047
2014,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.645769474709181
2015,pcpi_pch,1,rolling window,absolute,arx_annual-direct,1.09330173607916
2016,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.690956140323938
2017,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.434370957064747
2018,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.356807801159448
2019,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.396067268685648
2020,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.734474902957552
2021,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.984015362032102
2022,pcpi_pch,1,rolling window,absolute,arx_annual-direct,4.11048569133374
2023,pcpi_pch,1,rolling window,absolute,arx_annual-direct,0.998828362551935
2014,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.78516322633653
2015,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,1.14246848273206
2016,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.815552983835216
2017,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.39313257145488
2018,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.388682378633421
2019,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.377216810196504
2020,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.797081046111874
2021,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,0.852033572054138
2022,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,4.6704747604313
2023,pcpi_pch,1.5,rolling window,absolute,arx_annual-direct,2.20112469311222
2013,ngdp_rpch,0,rolling window,absolute,bvar,0.0698246841114218
2014,ngdp_rpch,0,rolling window,absolute,bvar,0.0745563392937214
2015,ngdp_rpch,0,rolling window,absolute,bvar,0.0706313986673236
2016,ngdp_rpch,0,rolling window,absolute,bvar,0.0638227948716534
2017,ngdp_rpch,0,rolling window,absolute,bvar,0.0645628425969739
2018,ngdp_rpch,0,rolling window,absolute,bvar,0.0684399327719451
2019,ngdp_rpch,0,rolling window,absolute,bvar,0.169636532494627
2020,ngdp_rpch,0,rolling window,absolute,bvar,0.737615743071006
2021,ngdp_rpch,0,rolling window,absolute,bvar,0.0995437735099149
2022,ngdp_rpch,0,rolling window,absolute,bvar,0.104269623223584
2023,ngdp_rpch,0,rolling window,absolute,bvar,0.0811325390912735
2013,ngdp_rpch,0.5,rolling window,absolute,bvar,0.303254359732778
2014,ngdp_rpch,0.5,rolling window,absolute,bvar,0.440653169176335
2015,ngdp_rpch,0.5,rolling window,absolute,bvar,0.353095100343124
2016,ngdp_rpch,0.5,rolling window,absolute,bvar,0.39365676082859
2017,ngdp_rpch,0.5,rolling window,absolute,bvar,0.333452939236107
2018,ngdp_rpch,0.5,rolling window,absolute,bvar,0.301389805287552
2019,ngdp_rpch,0.5,rolling window,absolute,bvar,0.292031054931044
2020,ngdp_rpch,0.5,rolling window,absolute,bvar,2.37766706217745
2021,ngdp_rpch,0.5,rolling window,absolute,bvar,1.84233437065381
2022,ngdp_rpch,0.5,rolling window,absolute,bvar,0.363920519641716
2023,ngdp_rpch,0.5,rolling window,absolute,bvar,0.422396037640015
2013,ngdp_rpch,1,rolling window,absolute,bvar,0.768052839008677
2014,ngdp_rpch,1,rolling window,absolute,bvar,0.719336936376367
2015,ngdp_rpch,1,rolling window,absolute,bvar,0.847339945438637
2016,ngdp_rpch,1,rolling window,absolute,bvar,0.681947061100361
2017,ngdp_rpch,1,rolling window,absolute,bvar,0.660104352562658
2018,ngdp_rpch,1,rolling window,absolute,bvar,0.688432268156421
2019,ngdp_rpch,1,rolling window,absolute,bvar,0.646472025745608
2020,ngdp_rpch,1,rolling window,absolute,bvar,6.5283760375958
2021,ngdp_rpch,1,rolling window,absolute,bvar,2.30081414208465
2022,ngdp_rpch,1,rolling window,absolute,bvar,0.68590378855367
2023,ngdp_rpch,1,rolling window,absolute,bvar,0.890094597753934
2013,ngdp_rpch,1.5,rolling window,absolute,bvar,0.991020233971161
2014,ngdp_rpch,1.5,rolling window,absolute,bvar,0.774270200808802
2015,ngdp_rpch,1.5,rolling window,absolute,bvar,0.788415983156185
2016,ngdp_rpch,1.5,rolling window,absolute,bvar,0.813977745175014
2017,ngdp_rpch,1.5,rolling window,absolute,bvar,0.668071717137797
2018,ngdp_rpch,1.5,rolling window,absolute,bvar,0.744591611542973
2019,ngdp_rpch,1.5,rolling window,absolute,bvar,0.76096772296597
2020,ngdp_rpch,1.5,rolling window,absolute,bvar,6.54885940550939
2021,ngdp_rpch,1.5,rolling window,absolute,bvar,5.08403401920744
2022,ngdp_rpch,1.5,rolling window,absolute,bvar,0.864200724734239
2023,ngdp_rpch,1.5,rolling window,absolute,bvar,1.00785484179892
2013,pcpi_pch,0,rolling window,absolute,bvar,0.0840292466594163
2014,pcpi_pch,0,rolling window,absolute,bvar,0.093323632671593
2015,pcpi_pch,0,rolling window,absolute,bvar,0.0895800383020494
2016,pcpi_pch,0,rolling window,absolute,bvar,0.0742043217009869
2017,pcpi_pch,0,rolling window,absolute,bvar,0.0689459086767448
2018,pcpi_pch,0,rolling window,absolute,bvar,0.0930201331798673
2019,pcpi_pch,0,rolling window,absolute,bvar,0.0748802460304068
2020,pcpi_pch,0,rolling window,absolute,bvar,0.162275951547955
2021,pcpi_pch,0,rolling window,absolute,bvar,0.095786882466643
2022,pcpi_pch,0,rolling window,absolute,bvar,0.187223437817055
2023,pcpi_pch,0,rolling window,absolute,bvar,0.0966407521867596
2013,pcpi_pch,0.5,rolling window,absolute,bvar,0.220286869528034
2014,pcpi_pch,0.5,rolling window,absolute,bvar,0.387690221469847
2015,pcpi_pch,0.5,rolling window,absolute,bvar,0.296770989519756
2016,pcpi_pch,0.5,rolling window,absolute,bvar,0.349836395615907
2017,pcpi_pch,0.5,rolling window,absolute,bvar,0.34472403362851
2018,pcpi_pch,0.5,rolling window,absolute,bvar,0.283945824098617
2019,pcpi_pch,0.5,rolling window,absolute,bvar,0.349713366077108
2020,pcpi_pch,0.5,rolling window,absolute,bvar,0.332083777430934
2021,pcpi_pch,0.5,rolling window,absolute,bvar,0.512486512537068
2022,pcpi_pch,0.5,rolling window,absolute,bvar,0.912784760374776
2023,pcpi_pch,0.5,rolling window,absolute,bvar,0.334628340107605
2013,pcpi_pch,1,rolling window,absolute,bvar,0.486909351782221
2014,pcpi_pch,1,rolling window,absolute,bvar,0.722111397647734
2015,pcpi_pch,1,rolling window,absolute,bvar,0.824933473410004
2016,pcpi_pch,1,rolling window,absolute,bvar,0.688568065153304
2017,pcpi_pch,1,rolling window,absolute,bvar,0.481911371288263
2018,pcpi_pch,1,rolling window,absolute,bvar,0.480862750640298
2019,pcpi_pch,1,rolling window,absolute,bvar,0.655128529358534
2020,pcpi_pch,1,rolling window,absolute,bvar,0.903393390236407
2021,pcpi_pch,1,rolling window,absolute,bvar,0.605549328604324
2022,pcpi_pch,1,rolling window,absolute,bvar,2.78538763947012
2023,pcpi_pch,1,rolling window,absolute,bvar,0.717417884414941
2013,pcpi_pch,1.5,rolling window,absolute,bvar,1.05157344408461
2014,pcpi_pch,1.5,rolling window,absolute,bvar,0.867020615397532
2015,pcpi_pch,1.5,rolling window,absolute,bvar,1.33983356666508
2016,pcpi_pch,1.5,rolling window,absolute,bvar,0.711650474812962
2017,pcpi_pch,1.5,rolling window,absolute,bvar,0.566797664791012
2018,pcpi_pch,1.5,rolling window,absolute,bvar,0.682750264856541
2019,pcpi_pch,1.5,rolling window,absolute,bvar,0.749182378261471
2020,pcpi_pch,1.5,rolling window,absolute,bvar,0.894279164459257
2021,pcpi_pch,1.5,rolling window,absolute,bvar,1.01056042099471
2022,pcpi_pch,1.5,rolling window,absolute,bvar,2.98096608970684
2023,pcpi_pch,1.5,rolling window,absolute,bvar,1.40386583834146
2013,ngdp_rpch,0,rolling window,absolute,bvar_const,0.0730116279648226
2014,ngdp_rpch,0,rolling window,absolute,bvar_const,0.0772418646427895
2015,ngdp_rpch,0,rolling window,absolute,bvar_const,0.0741676223015639
2016,ngdp_rpch,0,rolling window,absolute,bvar_const,0.065902842954594
2017,ngdp_rpch,0,rolling window,absolute,bvar_const,0.0660738631307551
2018,ngdp_rpch,0,rolling window,absolute,bvar_const,0.0754402194864946
2019,ngdp_rpch,0,rolling window,absolute,bvar_const,0.174300295592127
2020,ngdp_rpch,0,rolling window,absolute,bvar_const,0.601342783727928
2021,ngdp_rpch,0,rolling window,absolute,bvar_const,0.145479979858765
2022,ngdp_rpch,0,rolling window,absolute,bvar_const,0.108647789275515
2023,ngdp_rpch,0,rolling window,absolute,bvar_const,0.0952608629953476
2013,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.312323985483567
2014,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.471478167355573
2015,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.374306137013228
2016,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.404108188117572
2017,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.342960893427158
2018,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.334980086696087
2019,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.317559163842335
2020,ngdp_rpch,0.5,rolling window,absolute,bvar_const,2.58977273403076
2021,ngdp_rpch,0.5,rolling window,absolute,bvar_const,1.76148382830232
2022,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.389437678702673
2023,ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.47590135936948
2013,ngdp_rpch,1,rolling window,absolute,bvar_const,0.801413364938545
2014,ngdp_rpch,1,rolling window,absolute,bvar_const,0.774989339309027
2015,ngdp_rpch,1,rolling window,absolute,bvar_const,0.882922005858488
2016,ngdp_rpch,1,rolling window,absolute,bvar_const,0.727502509873948
2017,ngdp_rpch,1,rolling window,absolute,bvar_const,0.679998092419241
2018,ngdp_rpch,1,rolling window,absolute,bvar_const,0.735452924430916
2019,ngdp_rpch,1,rolling window,absolute,bvar_const,0.683969424718646
2020,ngdp_rpch,1,rolling window,absolute,bvar_const,6.63138778793544
2021,ngdp_rpch,1,rolling window,absolute,bvar_const,2.69557077109296
2022,ngdp_rpch,1,rolling window,absolute,bvar_const,0.509174331743193
2023,ngdp_rpch,1,rolling window,absolute,bvar_const,0.932457821702736
2013,ngdp_rpch,1.5,rolling window,absolute,bvar_const,1.04604353683169
2014,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.871023971193603
2015,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.833111069194363
2016,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.848989281449095
2017,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.725669588312237
2018,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.786525539170588
2019,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.822813080142636
2020,ngdp_rpch,1.5,rolling window,absolute,bvar_const,6.70319520017453
2021,ngdp_rpch,1.5,rolling window,absolute,bvar_const,5.25717456275059
2022,ngdp_rpch,1.5,rolling window,absolute,bvar_const,0.920358550107868
2023,ngdp_rpch,1.5,rolling window,absolute,bvar_const,1.06032753663091
2013,pcpi_pch,0,rolling window,absolute,bvar_const,0.0875790848896645
2014,pcpi_pch,0,rolling window,absolute,bvar_const,0.104292672106948
2015,pcpi_pch,0,rolling window,absolute,bvar_const,0.0916421812517748
2016,pcpi_pch,0,rolling window,absolute,bvar_const,0.0769903489640026
