target_year,target,horizon,model,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
2022,pcpi_pch,0.5,ar,0.661003238327824,0.278855721713327,0.382147516614497,0,3.2166239342297,5.17850493098223,4.19756443260597,0.666666666666667,0.666666666666667,0,0,0.666666666666667,0.666666666666667
2023,pcpi_pch,0.5,ar,0.283729930580938,0.283729930580938,0,0,1.28967235938951,2.45041771314499,1.87004503626725,1,1,0,0,1,1
2013,pcpi_pch,1,ar,0.669066405279703,0.64518787756422,0,0.0238785277154829,3.12367960116793,5.57212910267425,4.34790435192109,0.714285714285714,1,0,0.285714285714286,1,1
2014,pcpi_pch,1,ar,0.769365614625405,0.641528839667463,0,0.127836774957943,3.88895273292737,5.66493046018969,4.77694159655853,0.571428571428571,0.857142857142857,0.142857142857143,0.428571428571429,1,1
2015,pcpi_pch,1,ar,0.866832213965619,0.64030648882034,0,0.226525725145279,4.61841134965809,5.79061590516714,5.20451362741262,0.428571428571429,0.857142857142857,0.142857142857143,0.571428571428571,1,1
2016,pcpi_pch,1,ar,0.764872010149253,0.641132873245657,0,0.123739136903596,3.80112827219688,5.79461952249286,4.79787389734487,0.142857142857143,0.857142857142857,0.142857142857143,0.857142857142857,1,1
2017,pcpi_pch,1,ar,0.659476645665221,0.64126401692873,0,0.0182126287364907,3.06051680562183,5.53824089924985,4.29937885243584,0.857142857142857,1,0,0.142857142857143,1,1
2018,pcpi_pch,1,ar,0.645981241457261,0.638450149555488,0,0.00753109190177357,2.96227429537949,5.5139390906965,4.238106693038,0.857142857142857,1,0,0.142857142857143,1,1
2019,pcpi_pch,1,ar,0.748031323388179,0.634798288675272,0,0.113233034712907,3.79129058791313,5.48239999798076,4.63684529294694,0.571428571428571,1,0,0.428571428571429,1,1
2020,pcpi_pch,1,ar,0.939823668941513,0.633758658518141,0,0.306065010423372,4.7731955620507,6.86348447370353,5.81834001787711,0,0.857142857142857,0.142857142857143,1,1,1
2021,pcpi_pch,1,ar,0.726946920140645,0.610325473334535,0.116621446806111,0,3.50442736736052,5.77786998441162,4.64114867588607,0.833333333333333,0.833333333333333,0,0,0.833333333333333,0.833333333333333
2022,pcpi_pch,1,ar,1.71368881239931,0.607614714230825,1.10607409816849,0,9.36998042312046,10.8488251901851,10.1094028066528,0,0.5,0,0,0,0.5
2023,pcpi_pch,1,ar,0.70636920553849,0.612981329146557,0.0596671967480217,0.0337206796439116,3.53336202654322,5.29397904441174,4.41367053547748,0.666666666666667,1,0,0.166666666666667,0.833333333333333,1
2013,pcpi_pch,1.5,ar,1.12080848350598,0.826157385517596,0,0.294651097988383,6.11244300408956,7.13506215989566,6.62375258199261,0.142857142857143,1,0,0.857142857142857,1,1
2014,pcpi_pch,1.5,ar,1.00465870703283,0.824648752630721,0,0.180009954402109,5.18845648180229,7.12203293615088,6.15524470897658,0.428571428571429,1,0,0.571428571428571,1,1
2015,pcpi_pch,1.5,ar,1.34920523985877,0.822129682142104,0,0.527075557716664,7.53024306205646,8.15849714203422,7.84437010204534,0.142857142857143,0.714285714285714,0.285714285714286,0.857142857142857,1,1
2016,pcpi_pch,1.5,ar,0.932508846634058,0.82591499804726,0,0.106593848586799,4.60688325545907,7.13296879403349,5.86992602474628,0.571428571428571,1,0,0.428571428571429,1,1
2017,pcpi_pch,1.5,ar,0.826103684133898,0.826103684133898,0,0,3.75499012471441,7.13459837089193,5.44479424780317,1,1,0,0,1,1
2018,pcpi_pch,1.5,ar,0.871902092443494,0.819990484403958,0,0.0519116080395364,4.14249591453,7.08180206254488,5.61214898853744,0.857142857142857,1,0,0.142857142857143,1,1
2019,pcpi_pch,1.5,ar,0.921336596508728,0.816065600551682,0,0.105270995957047,4.55153076320351,7.0479050221658,5.79971789268465,0.285714285714286,1,0,0.714285714285714,1,1
2020,pcpi_pch,1.5,ar,1.05832925538787,0.815307922333304,0,0.243021333054565,5.57189854445673,7.23683874661555,6.40436864553614,0.142857142857143,0.857142857142857,0.142857142857143,0.857142857142857,1,1
2021,pcpi_pch,1.5,ar,0.79419184462671,0.792770949715993,0.00142089491071751,0,3.61484592898158,6.84672207008026,5.23078399953092,0.833333333333333,1,0,0,0.833333333333333,1
2022,pcpi_pch,1.5,ar,1.77904940348297,0.790452186619882,0.988597216863086,0,9.446529280604,11.9646648681494,10.7055970743767,0,0.666666666666667,0,0,0,0.666666666666667
2023,pcpi_pch,1.5,ar,1.13694494965588,0.790676026038791,0.24288863887605,0.103380284741038,5.69288806432703,8.50667883230002,7.09978344831352,0.666666666666667,0.833333333333333,0,0.166666666666667,0.833333333333333,0.833333333333333
2013,ngdp_rpch,0,ar_annual,0.560662653409229,0.509638586913085,0,0.0510240664961436,2.72471514019161,4.40146521770555,3.56309017894858,0.857142857142857,1,0,0.142857142857143,1,1
2014,ngdp_rpch,0,ar_annual,0.523590302264154,0.501202460061692,0.0223878422024622,0,2.45727958655526,4.32860707889493,3.3929433327251,0.857142857142857,1,0,0,0.857142857142857,1
2015,ngdp_rpch,0,ar_annual,0.534743800297641,0.492685325282525,0,0.0420584750151164,2.57593067452657,4.2550493196364,3.41548999708148,0.857142857142857,1,0,0.142857142857143,1,1
2016,ngdp_rpch,0,ar_annual,0.483801991252823,0.483801991252823,0,0,2.19908436962868,4.17832890098478,3.18870663530673,1,1,0,0,1,1
2017,ngdp_rpch,0,ar_annual,0.543894123255291,0.475190107337053,0.0687040159182379,0,2.70957184760432,4.10395284609503,3.40676234684967,0.428571428571429,1,0,0,0.428571428571429,1
2018,ngdp_rpch,0,ar_annual,0.468872488824936,0.468872488824936,0,0,2.13122347606252,4.04939108634241,3.09030728120247,1,1,0,0,1,1
2019,ngdp_rpch,0,ar_annual,0.463607032230232,0.46085725242786,0,0.00274977980237207,2.11678908006004,3.98016794445454,3.04847851225729,0.857142857142857,1,0,0.142857142857143,1,1
2020,ngdp_rpch,0,ar_annual,5.87012616279278,0.453423754105947,0,5.41670240868683,25.5827785857388,53.4455767915087,39.5141776886237,0,0,1,1,1,1
2021,ngdp_rpch,0,ar_annual,6.41476935892133,0.617465127052616,5.79730423186871,0,28.3436592601197,57.4362390281274,42.8899491441235,0,0.166666666666667,0,0,0,0.166666666666667
2022,ngdp_rpch,0,ar_annual,1.45552120101152,0.656129618720011,0.799391582291508,0,7.78970283473877,9.63616693338344,8.71293488406111,0.333333333333333,0.5,0,0,0.333333333333333,0.5
2023,ngdp_rpch,0,ar_annual,0.662299437726947,0.657287878904616,0,0.00501155882233038,3.02774346619057,5.67663008906252,4.35218677762654,0.833333333333333,1,0,0.166666666666667,1,1
2013,ngdp_rpch,0.5,ar_annual,0.560440747525291,0.509416681029147,0,0.0510240664961436,2.72370648423376,4.39954873992142,3.56162761207759,0.857142857142857,1,0,0.142857142857143,1,1
2014,ngdp_rpch,0.5,ar_annual,0.523469175465194,0.501413590119375,0.0220555853458193,0,2.45558120697879,4.33043049185691,3.39300584941785,0.857142857142857,1,0,0,0.857142857142857,1
2015,ngdp_rpch,0.5,ar_annual,0.536373068181014,0.49200637845804,0,0.0443666897229736,2.59131029213914,4.24918563327241,3.42024796270578,0.857142857142857,1,0,0.142857142857143,1,1
2016,ngdp_rpch,0.5,ar_annual,0.483646764843478,0.483646764843478,0,0,2.19837880004294,4.1769882967622,3.18768354840257,1,1,0,0,1,1
2017,ngdp_rpch,0.5,ar_annual,0.543454393708075,0.475033907706552,0.0684204860015236,0,2.7065936149837,4.10260383670225,3.40459872584298,0.428571428571429,1,0,0,0.428571428571429,1
2018,ngdp_rpch,0.5,ar_annual,0.468367679998497,0.468367679998497,0,0,2.12892890675536,4.04503133308153,3.08698011991845,1,1,0,0,1,1
2019,ngdp_rpch,0.5,ar_annual,0.463550084843269,0.460828519979091,0,0.00272156486417807,2.11643275944054,3.97991979826404,3.04817627885229,0.857142857142857,1,0,0.142857142857143,1,1
2020,ngdp_rpch,0.5,ar_annual,5.86530819731627,0.453395807579947,0,5.41191238973633,25.5633771513244,53.3977210680145,39.4805491096695,0,0,1,1,1,1
2021,ngdp_rpch,0.5,ar_annual,6.43526925777602,0.622626628969524,5.8126426288065,0,28.4371748082241,57.6124481349602,43.0248114715922,0,0.166666666666667,0,0,0,0.166666666666667
2022,ngdp_rpch,0.5,ar_annual,1.47831319357414,0.656695853488837,0.821617340085299,0,7.88313328541566,9.85843065794355,8.87078197167961,0.333333333333333,0.5,0,0,0.333333333333333,0.5
2023,ngdp_rpch,0.5,ar_annual,0.662393173923276,0.657180062136367,0,0.00521311178690811,3.02886581716229,5.67569893555979,4.35228237636104,0.833333333333333,1,0,0.166666666666667,1,1
2013,ngdp_rpch,1,ar_annual,0.679062005054091,0.527477948575256,0,0.151584056478834,3.28820426582426,5.36072943652117,4.32446685117271,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,1,1
2014,ngdp_rpch,1,ar_annual,0.559122637838524,0.5246088191317,0.0345138187068236,0,2.66067918554308,4.53075479291279,3.59571698922793,0.857142857142857,1,0,0,0.857142857142857,1
2015,ngdp_rpch,1,ar_annual,0.54736220771749,0.517411807185885,0,0.0299504005316057,2.59145838140362,4.46859820084076,3.53002829112219,0.857142857142857,1,0,0.142857142857143,1,1
2016,ngdp_rpch,1,ar_annual,0.517782150730282,0.509181189411845,0,0.00860096131843643,2.38325123395858,4.39751492970917,3.39038308183388,0.857142857142857,1,0,0.142857142857143,1,1
2017,ngdp_rpch,1,ar_annual,0.556351143421447,0.499737662552352,0.056613480869095,0,2.7244265725947,4.31595643694218,3.52019150476844,0.571428571428571,1,0,0,0.571428571428571,1
2018,ngdp_rpch,1,ar_annual,0.490886465155843,0.490886465155843,0,0,2.23128629543479,4.23951356452989,3.23539992998234,1,1,0,0,1,1
2019,ngdp_rpch,1,ar_annual,0.486715730710297,0.484082573983961,0,0.00263315672633593,2.22142499044816,4.18075213808554,3.20108856426685,0.857142857142857,1,0,0.142857142857143,1,1
2020,ngdp_rpch,1,ar_annual,5.87011661208409,0.475638441994861,0,5.39447817008923,25.6857375437067,53.187988382415,39.4368629630609,0,0,1,1,1,1
2021,ngdp_rpch,1,ar_annual,4.25884852691626,0.452201658710261,3.80664686820599,0,19.1320018651243,37.3469658755143,28.2394838703193,0,0,0,0,0,0
2022,ngdp_rpch,1,ar_annual,1.63786000582232,0.644257750968053,0.993602254854269,0,8.58840885063532,11.2861779898581,9.93729342024674,0.333333333333333,0.5,0,0,0.333333333333333,0.5
2023,ngdp_rpch,1,ar_annual,0.675341189275278,0.666593525720682,0,0.00874766355459557,3.09993039879092,5.75699778852825,4.42846409365959,0.833333333333333,1,0,0.166666666666667,1,1
2013,ngdp_rpch,1.5,ar_annual,0.679144878029271,0.527561851999096,0,0.151583026030176,3.2885816676236,5.36144339152642,4.32501252957501,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,1,1
2014,ngdp_rpch,1.5,ar_annual,0.559045409002827,0.524475266556846,0.0345701424459814,0,2.66052272260167,4.52960137355238,3.59506204807702,0.857142857142857,1,0,0,0.857142857142857,1
2015,ngdp_rpch,1.5,ar_annual,0.547399567383832,0.51759621205786,0,0.0298033553259729,2.59112021777959,4.47019080322766,3.53065551050363,0.857142857142857,1,0,0.142857142857143,1,1
2016,ngdp_rpch,1.5,ar_annual,0.517946073939052,0.508370329884101,0,0.00957574405495143,2.3873637968547,4.3905119866443,3.3889378917495,0.857142857142857,1,0,0.142857142857143,1,1
2017,ngdp_rpch,1.5,ar_annual,0.557586712465629,0.499637235629867,0.0579494768357622,0,2.73465805755302,4.31508910543003,3.52487358149153,0.571428571428571,1,0,0,0.571428571428571,1
2018,ngdp_rpch,1.5,ar_annual,0.49074413461334,0.49074413461334,0,0,2.23063934301004,4.2382843347417,3.23446183887587,1,1,0,0,1,1
2019,ngdp_rpch,1.5,ar_annual,0.486157566093356,0.483585385768238,0,0.00257218032511814,2.21867724882529,4.17645819980388,3.19756772431459,0.857142857142857,1,0,0.142857142857143,1,1
2020,ngdp_rpch,1.5,ar_annual,5.86488173718994,0.475562229228321,0,5.38931950796162,25.6644446878908,53.1365230240719,39.4004838559813,0,0,1,1,1,1
2021,ngdp_rpch,1.5,ar_annual,4.26085423070048,0.452178291898841,3.80867593880164,0,19.1399163413439,37.3672937606497,28.2536050509968,0,0,0,0,0,0
2022,ngdp_rpch,1.5,ar_annual,1.64444823680405,0.649553019703764,0.994895217100291,0,8.62151364293319,11.3351806287481,9.97834713584065,0.333333333333333,0.5,0,0,0.333333333333333,0.5
2023,ngdp_rpch,1.5,ar_annual,0.677189034433038,0.66774419779386,0,0.00944483663917828,3.11073807399231,5.76693550367998,4.43883678883615,0.833333333333333,1,0,0.166666666666667,1,1
2013,pcpi_pch,0,ar_annual,0.489958889695235,0.245401513081774,0,0.244557376613461,2.54282271307738,3.44212101121127,2.99247186214432,0.428571428571429,0.714285714285714,0.285714285714286,0.571428571428571,1,1
2014,pcpi_pch,0,ar_annual,0.717191148173129,0.246360969696884,0.244760144184122,0.226070034292122,3.60369883898927,5.33457586598939,4.46913735248933,0.142857142857143,0.428571428571429,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857
2015,pcpi_pch,0,ar_annual,0.705751523101014,0.253385605655111,0,0.452365917445904,3.51721634747278,5.32198959333834,4.41960297040556,0,0.571428571428571,0.428571428571429,1,1,1
2016,pcpi_pch,0,ar_annual,0.295287576416783,0.260511058541293,0,0.0347765178754895,1.46234492317307,2.24988922040298,1.85611707178802,0.571428571428571,1,0,0.428571428571429,1,1
2017,pcpi_pch,0,ar_annual,0.349418393376916,0.256950857270587,0.0924675361063293,0,1.75316165697769,2.60546372509411,2.1793126910359,0.571428571428571,0.857142857142857,0,0,0.571428571428571,0.857142857142857
2018,pcpi_pch,0,ar_annual,0.257253795244689,0.255502932614243,0.00175086263044564,0,1.17537563384121,2.20663682029074,1.69100622706598,0.857142857142857,1,0,0,0.857142857142857,1
2019,pcpi_pch,0,ar_annual,0.294871791016088,0.252025264195175,0,0.0428465268209131,1.48833347571044,2.17660213104565,1.83246780337805,0.571428571428571,1,0,0.428571428571429,1,1
2020,pcpi_pch,0,ar_annual,0.495736231832576,0.249220829489909,0,0.246515402342667,2.88308120488257,2.7070216244451,2.79505141466384,0.142857142857143,0.428571428571429,0.571428571428571,0.857142857142857,1,1
2021,pcpi_pch,0,ar_annual,1.11169504819555,0.25026017187809,0.861434876317462,0,5.46945226457234,8.56027030248018,7.01486128352626,0,0.166666666666667,0,0,0,0.166666666666667
2022,pcpi_pch,0,ar_annual,3.94323995260578,0.26452703091546,3.67871292169032,0,16.9994246284799,36.366237480916,26.6828310546979,0,0,0,0,0,0
2023,pcpi_pch,0,ar_annual,0.550869107165523,0.384487368847445,0.0428793230814108,0.123502415236667,3.07871137476331,3.32060370640217,3.19965754058274,0.333333333333333,1,0,0.5,0.833333333333333,1
2013,pcpi_pch,0.5,ar_annual,0.481312813918003,0.245251098132222,0,0.236061715785781,2.50754109028889,3.35740355263783,2.93247232146336,0.428571428571429,0.714285714285714,0.285714285714286,0.571428571428571,1,1
2014,pcpi_pch,0.5,ar_annual,0.717244175935406,0.246360489989585,0.244813651653698,0.226070034292122,3.60390872590226,5.33511170395247,4.46951021492736,0.142857142857143,0.428571428571429,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857
2015,pcpi_pch,0.5,ar_annual,0.706084148418918,0.253316902161555,0,0.452767246257363,3.51704495535346,5.3290705799947,4.42305776767408,0,0.571428571428571,0.428571428571429,1,1,1
