source,target,country,horizon,ae,sque
ar,pcpi_pch,DEU,0,0.162657345931119,0.038874983205927
ar,pcpi_pch,DEU,0.5,0.351538376068304,0.247865908859266
ar,pcpi_pch,FRA,1,0.606274019554883,0.662696081126712
ar,pcpi_pch,FRA,1.5,1.33603110517981,2.52076265470022
ar,pcpi_pch,FRA,0,0.178449844515973,0.0400080172788286
ar,pcpi_pch,FRA,0.5,0.409941080160955,0.244267522790011
ar,pcpi_pch,GBR,1,1.61944609494808,3.27025345929908
ar,pcpi_pch,GBR,1.5,2.44425695299203,6.957510296704
ar,pcpi_pch,GBR,0,0.31591391240421,0.178326450991937
ar,pcpi_pch,GBR,0.5,0.349733086238165,0.164512565817942
ar,pcpi_pch,ITA,1,1.06509443600936,2.10471685991026
ar,pcpi_pch,ITA,1.5,2.19072518865036,5.92403071519042
ar,pcpi_pch,ITA,0,0.130439553154433,0.0212930659003605
ar,pcpi_pch,ITA,0.5,0.332356013164302,0.157799020904906
ar,pcpi_pch,JPN,1,2.50761298453395,7.25399409620167
ar,pcpi_pch,JPN,1.5,3.25065236830253,11.2590392431334
ar,pcpi_pch,JPN,0,0.160143174956269,0.0397416404384973
ar,pcpi_pch,JPN,0.5,0.531212241431604,0.400174800353879
ar,pcpi_pch,USA,1,1.17912389288951,2.97250498535101
ar,pcpi_pch,USA,1.5,1.30338949726274,3.27148552036634
ar,pcpi_pch,USA,0,0.185031473150576,0.0948933482726488
ar,pcpi_pch,USA,0.5,0.467802509667475,0.314220457139444
bvar,ngdp_rpch,CAN,1,1.41903358383226,3.8656123630105
bvar,ngdp_rpch,CAN,1.5,1.25580646508164,3.54871687804071
bvar,ngdp_rpch,CAN,0,0.377588497804891,0.22458957580386
bvar,ngdp_rpch,CAN,0.5,0.543472879227096,0.419060611316993
bvar,ngdp_rpch,DEU,1,1.5249978827291,4.5513233116495
bvar,ngdp_rpch,DEU,1.5,1.85801439598289,6.2095519474626
bvar,ngdp_rpch,DEU,0,0.565198997121376,0.515487269951808
bvar,ngdp_rpch,DEU,0.5,0.770103145176204,1.06470599486813
bvar,ngdp_rpch,FRA,1,1.20122020681824,2.53716311284147
bvar,ngdp_rpch,FRA,1.5,1.31714808775138,3.45425172135218
bvar,ngdp_rpch,FRA,0,0.404828441392624,0.183323137898622
bvar,ngdp_rpch,FRA,0.5,0.719685027784752,0.649659027839222
bvar,ngdp_rpch,GBR,1,1.18287064996878,3.20453080961353
bvar,ngdp_rpch,GBR,1.5,1.47260802349167,5.6215405159241
bvar,ngdp_rpch,GBR,0,0.658040171904057,0.57068530665521
bvar,ngdp_rpch,GBR,0.5,0.723128315007137,0.769773906559926
bvar,ngdp_rpch,ITA,1,1.5030402752942,3.99665194387711
bvar,ngdp_rpch,ITA,1.5,2.02265877652535,7.66692781853549
bvar,ngdp_rpch,ITA,0,0.366634249838276,0.240356076605537
bvar,ngdp_rpch,ITA,0.5,0.774084799719251,1.31854705743878
bvar,ngdp_rpch,JPN,1,1.80485594915026,6.22823429590116
bvar,ngdp_rpch,JPN,1.5,2.25474050527035,10.2494127116537
bvar,ngdp_rpch,JPN,0,0.639098156746601,0.52269650745651
bvar,ngdp_rpch,JPN,0.5,1.22433959711268,2.74449433624352
bvar,ngdp_rpch,USA,1,1.32874699782339,3.8756847927702
bvar,ngdp_rpch,USA,1.5,1.6130099723857,4.9066479435745
bvar,ngdp_rpch,USA,0,0.326873063709549,0.152099143827583
bvar,ngdp_rpch,USA,0.5,0.610636857110528,0.53741175362563
bvar,pcpi_pch,CAN,1,1.08849520175861,2.53218896844081
bvar,pcpi_pch,CAN,1.5,1.48651817415137,2.82406577318175
bvar,pcpi_pch,CAN,0,0.121744965028195,0.0403113537641541
bvar,pcpi_pch,CAN,0.5,0.529878327693248,0.488255157914495
bvar,pcpi_pch,DEU,1,0.67912006484317,0.83465711029567
bvar,pcpi_pch,DEU,1.5,1.02669832558725,1.58594699052173
bvar,pcpi_pch,DEU,0,0.164670771424692,0.0392797841880747
bvar,pcpi_pch,DEU,0.5,0.280193066964046,0.183631283152897
bvar,pcpi_pch,FRA,1,0.757821661331643,0.80960743647678
bvar,pcpi_pch,FRA,1.5,1.15709839710006,1.84455717209508
bvar,pcpi_pch,FRA,0,0.192271422898031,0.0450105618117934
bvar,pcpi_pch,FRA,0.5,0.452512430917929,0.327126281591007
bvar,pcpi_pch,GBR,1,1.03054929535791,1.3432373604446
bvar,pcpi_pch,GBR,1.5,1.19988573750942,1.78551810125024
bvar,pcpi_pch,GBR,0,0.318321355880907,0.193128259841087
bvar,pcpi_pch,GBR,0.5,0.487126358242594,0.34778332211678
bvar,pcpi_pch,ITA,1,0.669623783637512,0.807509798715365
bvar,pcpi_pch,ITA,1.5,1.09422886088088,1.92050703925978
bvar,pcpi_pch,ITA,0,0.137067699509628,0.0256368680788997
bvar,pcpi_pch,ITA,0.5,0.288175016339873,0.153033507148417
bvar,pcpi_pch,JPN,1,1.31195543761816,2.07080135131495
bvar,pcpi_pch,JPN,1.5,1.52791406156748,3.17077773881989
bvar,pcpi_pch,JPN,0,0.110858136502333,0.0212846994993554
bvar,pcpi_pch,JPN,0.5,0.512973654689819,0.429875345188058
bvar,pcpi_pch,USA,1,1.00316679250626,2.35310245052374
bvar,pcpi_pch,USA,1.5,0.912637928982114,2.04139793810615
bvar,pcpi_pch,USA,0,0.176205196691932,0.0889892576199498
bvar,pcpi_pch,USA,0.5,0.451729676993895,0.31033534123948
