target_year,target,horizon,method,error_method,model,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
2013,ngdp_rpch,0,rolling window,absolute,IMF,0.184691259115798,0.121565968213996,0.0631252909018021,0,0.932606566182423,1.3623087668599,1.14745766652116,0.571428571428571,0.714285714285714,0,0,0.571428571428571,0.714285714285714
2014,ngdp_rpch,0,rolling window,absolute,IMF,0.16667637634961,0.124924403890798,0,0.041751972458812,0.893345325979691,1.10016421204297,0.99675476901133,0.571428571428571,1,0,0.428571428571429,1,1
2015,ngdp_rpch,0,rolling window,absolute,IMF,0.119830293864933,0.118018724795995,0,0.00181156906893785,0.533804817514329,1.06209383351283,0.797949325513582,0.857142857142857,1,0,0.142857142857143,1,1
2016,ngdp_rpch,0,rolling window,absolute,IMF,0.13897510668195,0.120050936614045,0.0189241700679043,0,0.638080107343425,1.18430186528043,0.911190986311928,0.714285714285714,1,0,0,0.714285714285714,1
2017,ngdp_rpch,0,rolling window,absolute,IMF,0.210677762838009,0.121584787647504,0.089092975190505,0,0.957933251248177,1.81872212863975,1.38832768994396,0.714285714285714,0.857142857142857,0,0,0.714285714285714,0.857142857142857
2018,ngdp_rpch,0,rolling window,absolute,IMF,0.134521293983083,0.100749815425663,0,0.0337714785574204,0.68035803456764,0.989530793242561,0.834944413905101,0.428571428571429,0.857142857142857,0.142857142857143,0.571428571428571,1,1
2019,ngdp_rpch,0,rolling window,absolute,IMF,0.125375810587896,0.101434390711494,0.0239414198764021,0,0.60042937737764,1.00644276831381,0.803436072845727,0.714285714285714,0.857142857142857,0,0,0.714285714285714,0.857142857142857
2020,ngdp_rpch,0,rolling window,absolute,IMF,1.04825830953626,0.0848564794329192,0.963401830103345,0,4.52949575277925,9.64142680877717,7.08546128077821,0.142857142857143,0.142857142857143,0,0,0.142857142857143,0.142857142857143
2021,ngdp_rpch,0,rolling window,absolute,IMF,0.475423906382232,0.0889262690793027,0.212664196173215,0.173833441129715,2.18483558722753,4.04638915957584,3.11561237340168,0,0.166666666666667,0.333333333333333,0.5,0.5,0.5
2022,ngdp_rpch,0,rolling window,absolute,IMF,0.193880853757031,0.0967327724671355,0.0971480812898958,0,0.97537975415848,1.43916768974443,1.20727372195145,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.666666666666667
2023,ngdp_rpch,0,rolling window,absolute,IMF,0.170286061911393,0.102636021642778,0.0676500402686147,0,0.842411408868396,1.29969271605686,1.07105206246263,0.5,0.833333333333333,0,0,0.5,0.833333333333333
2013,ngdp_rpch,0.5,rolling window,absolute,IMF,0.32195821660704,0.232645313927044,0.0893129026799958,0,1.64775023981289,2.31978873260857,1.98376948621073,0.571428571428571,0.857142857142857,0,0,0.571428571428571,0.857142857142857
2014,ngdp_rpch,0.5,rolling window,absolute,IMF,0.362599510509545,0.233428634208713,0,0.129170876300832,1.93226480583794,2.42132819559606,2.176796500717,0.571428571428571,0.714285714285714,0.285714285714286,0.428571428571429,1,1
2015,ngdp_rpch,0.5,rolling window,absolute,IMF,0.300331059687061,0.233026662722678,0,0.0673043969643836,1.54520962562747,2.14359712967254,1.84440337765001,0.714285714285714,1,0,0.285714285714286,1,1
2016,ngdp_rpch,0.5,rolling window,absolute,IMF,0.298292061916296,0.224837129164077,0.00841787821878715,0.0650370545334314,1.35944242971501,2.56723516403839,1.9633387968767,0.714285714285714,0.857142857142857,0.142857142857143,0.142857142857143,0.857142857142857,1
2017,ngdp_rpch,0.5,rolling window,absolute,IMF,0.421416374915817,0.188548032379973,0.232868342535844,0,2.02673869971345,3.36148074903271,2.69410972437308,0.428571428571429,0.571428571428571,0,0,0.428571428571429,0.571428571428571
2018,ngdp_rpch,0.5,rolling window,absolute,IMF,0.2779677416195,0.202239862932069,0,0.0757278786874314,1.31368394828049,2.27514496168878,1.79441445498463,0.714285714285714,0.714285714285714,0.285714285714286,0.285714285714286,1,1
