model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95,interval_score_30,interval_score_90
ar_bic,absolute,rolling window,pcpi_pch,1,0.968149483606916,0.286741580900015,0.380099753688331,0.301308149018571,4.1466501871666,6.71282294200841,4.90283476991345,0.148648648648649,0.175675675675676,0.243243243243243,0.283783783783784,0.337837837837838,0.472972972972973,0.581081081081081,0.675675675675676,0.72972972972973,0.148648648648649,0.175675675675676,0.256756756756757,0.364864864864865,0.45945945945946,0.5,0.513513513513514,0.554054054054054,0.567567567567568,0.716216216216216,0.72972972972973,0.756756756756757,0.783783783783784,0.797297297297297,0.837837837837838,0.837837837837838,0.851351351351351,0.878378378378378,3.35403705574435,10.3594095817069
ar_bic,absolute,rolling window,pcpi_pch,1.5,1.12646015884775,0.336211342465314,0.515853770830461,0.274395045551978,4.76748024716739,8.0252915473213,5.683152516389,0.0945945945945946,0.148648648648649,0.175675675675676,0.256756756756757,0.310810810810811,0.445945945945946,0.581081081081081,0.621621621621622,0.756756756756757,0.0945945945945946,0.202702702702703,0.22972972972973,0.337837837837838,0.418918918918919,0.45945945945946,0.5,0.527027027027027,0.567567567567568,0.662162162162162,0.675675675675676,0.675675675675676,0.716216216216216,0.72972972972973,0.783783783783784,0.810810810810811,0.824324324324324,0.851351351351351,3.89727858645874,11.6191649839409
bvar,absolute,rolling window,ngdp_rpch,0,0.435801535807591,0.168240840449357,0.00778096979014862,0.259779725568085,1.86024406788183,3.27542904783999,2.25873338612586,0.175675675675676,0.297297297297297,0.405405405405405,0.5,0.567567567567568,0.662162162162162,0.743243243243243,0.783783783783784,0.837837837837838,0.162162162162162,0.216216216216216,0.243243243243243,0.324324324324324,0.378378378378378,0.445945945945946,0.513513513513514,0.594594594594595,0.662162162162162,0.837837837837838,0.891891891891892,0.918918918918919,0.945945945945946,0.945945945945946,0.986486486486486,0.986486486486486,1,1,1.47065024135571,4.8282311674324
bvar,absolute,rolling window,ngdp_rpch,0.5,0.70563585842717,0.234289968849664,0.063461592515138,0.407884297062368,3.02840370253359,5.26229959481772,3.68841343509912,0.189189189189189,0.27027027027027,0.310810810810811,0.391891891891892,0.513513513513514,0.608108108108108,0.756756756756757,0.824324324324324,0.864864864864865,0.121621621621622,0.162162162162162,0.216216216216216,0.297297297297297,0.364864864864865,0.472972972972973,0.5,0.527027027027027,0.594594594594595,0.783783783783784,0.797297297297297,0.810810810810811,0.864864864864865,0.878378378378378,0.905405405405405,0.972972972972973,0.986486486486486,0.986486486486486,2.34123359630196,8.11399908193375
bvar,absolute,rolling window,ngdp_rpch,1,1.51013670696227,0.366419335999515,0.00622724793519846,1.13749012302755,6.38612471095068,12.0444088109311,8.15987315797767,0.121621621621622,0.202702702702703,0.243243243243243,0.364864864864865,0.472972972972973,0.581081081081081,0.716216216216216,0.77027027027027,0.824324324324324,0.175675675675676,0.22972972972973,0.283783783783784,0.418918918918919,0.513513513513514,0.608108108108108,0.716216216216216,0.756756756756757,0.810810810810811,0.932432432432432,0.959459459459459,0.959459459459459,0.972972972972973,0.986486486486486,1,1,1,1,4.93144459754755,19.5562732131366
bvar,absolute,rolling window,ngdp_rpch,1.5,1.63878440046276,0.432422315416415,0.316388680845614,0.88997340420073,7.00529990352315,12.7891528608948,8.76594646239149,0.135135135135135,0.202702702702703,0.256756756756757,0.364864864864865,0.5,0.581081081081081,0.648648648648649,0.743243243243243,0.824324324324324,0.108108108108108,0.189189189189189,0.256756756756757,0.324324324324324,0.391891891891892,0.513513513513514,0.594594594594595,0.635135135135135,0.689189189189189,0.824324324324324,0.837837837837838,0.851351351351351,0.878378378378378,0.891891891891892,0.905405405405405,0.905405405405405,0.932432432432432,0.932432432432432,5.3413997741791,20.4292770490573
bvar,absolute,rolling window,pcpi_pch,0,0.200913313070084,0.0630620102388276,0.0952093851363352,0.0426419176949214,0.863630244600384,1.43625974114846,1.02724210788901,0.121621621621622,0.175675675675676,0.22972972972973,0.337837837837838,0.432432432432432,0.554054054054054,0.662162162162162,0.72972972972973,0.837837837837838,0.0810810810810811,0.175675675675676,0.216216216216216,0.27027027027027,0.324324324324324,0.391891891891892,0.405405405405405,0.432432432432432,0.45945945945946,0.581081081081081,0.608108108108108,0.635135135135135,0.72972972972973,0.756756756756757,0.824324324324324,0.878378378378378,0.905405405405405,0.918918918918919,0.687924107738876,2.17091978296859
bvar,absolute,rolling window,pcpi_pch,0.5,0.474223218308659,0.140635616318515,0.284797683262287,0.0487899187278576,2.01214038741802,3.4233313572473,2.40878384378024,0.135135135135135,0.216216216216216,0.243243243243243,0.310810810810811,0.391891891891892,0.445945945945946,0.594594594594595,0.662162162162162,0.756756756756757,0.027027027027027,0.0945945945945946,0.108108108108108,0.148648648648649,0.175675675675676,0.22972972972973,0.27027027027027,0.283783783783784,0.324324324324324,0.45945945945946,0.5,0.513513513513514,0.540540540540541,0.567567567567568,0.594594594594595,0.702702702702703,0.756756756756757,0.783783783783784,1.62278330406119,4.98021302080167
bvar,absolute,rolling window,pcpi_pch,1,0.934887931277038,0.307526971132991,0.353237963348238,0.274122996795809,3.95464455909651,6.50760034600741,4.71031946139711,0.189189189189189,0.256756756756757,0.297297297297297,0.324324324324324,0.378378378378378,0.540540540540541,0.635135135135135,0.675675675675676,0.756756756756757,0.121621621621622,0.202702702702703,0.243243243243243,0.310810810810811,0.445945945945946,0.486486486486487,0.513513513513514,0.540540540540541,0.608108108108108,0.797297297297297,0.797297297297297,0.810810810810811,0.810810810810811,0.824324324324324,0.851351351351351,0.878378378378378,0.878378378378378,0.878378378378378,3.24435026195043,9.73387447731892
bvar,absolute,rolling window,pcpi_pch,1.5,1.1830624491717,0.423654761352247,0.433583358947665,0.325824328871786,5.02420107186641,7.86809617134511,5.80168646589815,0.135135135135135,0.216216216216216,0.256756756756757,0.337837837837838,0.364864864864865,0.472972972972973,0.540540540540541,0.581081081081081,0.72972972972973,0.135135135135135,0.27027027027027,0.310810810810811,0.351351351351351,0.45945945945946,0.472972972972973,0.540540540540541,0.567567567567568,0.635135135135135,0.77027027027027,0.783783783783784,0.797297297297297,0.810810810810811,0.824324324324324,0.824324324324324,0.851351351351351,0.851351351351351,0.864864864864865,4.16704827079496,11.1229093200569
bvar_const,absolute,rolling window,ngdp_rpch,0,0.333950774022848,0.167616621941653,0.0148433349508654,0.15149081713033,1.44943823854347,2.35647378122749,1.6643012225101,0.216216216216216,0.283783783783784,0.364864864864865,0.540540540540541,0.581081081081081,0.716216216216216,0.77027027027027,0.837837837837838,0.891891891891892,0.108108108108108,0.135135135135135,0.189189189189189,0.243243243243243,0.364864864864865,0.405405405405405,0.527027027027027,0.581081081081081,0.648648648648649,0.864864864864865,0.864864864864865,0.891891891891892,0.945945945945946,0.945945945945946,0.959459459459459,0.959459459459459,0.972972972972973,1,1.16983235393196,3.17992150603486
bvar_const,absolute,rolling window,ngdp_rpch,0.5,0.728201959236354,0.249646524110714,0.0614581153320005,0.417097319793639,3.13111578218693,5.36910660632007,3.76293215498558,0.22972972972973,0.283783783783784,0.364864864864865,0.445945945945946,0.513513513513514,0.621621621621622,0.72972972972973,0.837837837837838,0.878378378378378,0.108108108108108,0.135135135135135,0.216216216216216,0.297297297297297,0.364864864864865,0.432432432432432,0.513513513513514,0.554054054054054,0.594594594594595,0.824324324324324,0.837837837837838,0.878378378378378,0.878378378378378,0.878378378378378,0.918918918918919,0.945945945945946,0.972972972972973,0.986486486486486,2.43957016322318,7.94308687356543
bvar_const,absolute,rolling window,ngdp_rpch,1,1.38748009542111,0.401493907647855,0.106046247237394,0.879939940535865,5.84124541572694,11.0092438474667,7.43743478120603,0.135135135135135,0.22972972972973,0.324324324324324,0.364864864864865,0.5,0.689189189189189,0.756756756756757,0.810810810810811,0.824324324324324,0.148648648648649,0.162162162162162,0.202702702702703,0.27027027027027,0.432432432432432,0.540540540540541,0.567567567567568,0.662162162162162,0.702702702702703,0.837837837837838,0.891891891891892,0.891891891891892,0.905405405405405,0.932432432432432,0.959459459459459,0.959459459459459,0.972972972972973,0.972972972972973,4.53543502293971,17.4284640377346
bvar_const,absolute,rolling window,ngdp_rpch,1.5,1.70805644160954,0.484426119264791,0.329210752258165,0.89441957008658,7.24464491504843,13.2806812780543,9.12375232850302,0.121621621621622,0.189189189189189,0.256756756756757,0.378378378378378,0.527027027027027,0.621621621621622,0.675675675675676,0.756756756756757,0.797297297297297,0.135135135135135,0.162162162162162,0.22972972972973,0.283783783783784,0.378378378378378,0.5,0.608108108108108,0.635135135135135,0.702702702702703,0.824324324324324,0.824324324324324,0.864864864864865,0.878378378378378,0.905405405405405,0.905405405405405,0.905405405405405,0.918918918918919,0.932432432432432,5.58283649186621,21.3085915486688
bvar_const,absolute,rolling window,pcpi_pch,0,0.203146871357683,0.0625116291107223,0.0936627911677016,0.0469724510792586,0.870033135580036,1.49403228624317,1.05302631878663,0.135135135135135,0.202702702702703,0.283783783783784,0.378378378378378,0.445945945945946,0.567567567567568,0.675675675675676,0.756756756756757,0.837837837837838,0.0810810810810811,0.162162162162162,0.22972972972973,0.283783783783784,0.351351351351351,0.405405405405405,0.405405405405405,0.432432432432432,0.45945945945946,0.594594594594595,0.635135135135135,0.689189189189189,0.783783783783784,0.797297297297297,0.851351351351351,0.905405405405405,0.918918918918919,0.918918918918919,0.685053749342013,2.2946597855477
bvar_const,absolute,rolling window,pcpi_pch,0.5,0.461290802125996,0.143483058025629,0.256632387146001,0.0611753569543653,1.96547808440568,3.3253560550449,2.33447017441015,0.135135135135135,0.175675675675676,0.283783783783784,0.378378378378378,0.432432432432432,0.5,0.581081081081081,0.662162162162162,0.756756756756757,0.0405405405405405,0.0945945945945946,0.148648648648649,0.175675675675676,0.216216216216216,0.243243243243243,0.283783783783784,0.351351351351351,0.364864864864865,0.5,0.527027027027027,0.567567567567568,0.621621621621622,0.648648648648649,0.675675675675676,0.72972972972973,0.756756756756757,0.797297297297297,1.57356596043166,4.70104537130353
bvar_const,absolute,rolling window,pcpi_pch,1,1.02007073553566,0.396159544956994,0.261126197944731,0.36278499263394,4.37347985195298,6.40333640503539,4.88319699621674,0.121621621621622,0.162162162162162,0.256756756756757,0.297297297297297,0.351351351351351,0.486486486486487,0.594594594594595,0.675675675675676,0.756756756756757,0.135135135135135,0.216216216216216,0.297297297297297,0.378378378378378,0.5,0.554054054054054,0.594594594594595,0.675675675675676,0.702702702702703,0.824324324324324,0.837837837837838,0.851351351351351,0.851351351351351,0.851351351351351,0.864864864864865,0.891891891891892,0.891891891891892,0.891891891891892,3.68577285473768,8.85865505995467
bvar_const,absolute,rolling window,pcpi_pch,1.5,1.36316295239219,0.649913385422739,0.313760715504819,0.399488851464633,5.76352142147024,7.99554789948226,6.30425199521156,0.0675675675675676,0.162162162162162,0.27027027027027,0.297297297297297,0.351351351351351,0.5,0.594594594594595,0.648648648648649,0.783783783783784,0.0945945945945946,0.22972972972973,0.283783783783784,0.378378378378378,0.5,0.540540540540541,0.567567567567568,0.662162162162162,0.743243243243243,0.810810810810811,0.824324324324324,0.837837837837838,0.837837837837838,0.851351351351351,0.878378378378378,0.878378378378378,0.878378378378378,0.878378378378378,5.01846479230269,10.321721942349
bvar_mix,absolute,rolling window,ngdp_rpch,0,0.330337427933324,0.165090055628594,0.0137762127239243,0.151471159580806,1.41657856347096,2.31067526648728,1.64193583506343,0.189189189189189,0.310810810810811,0.405405405405405,0.513513513513514,0.581081081081081,0.716216216216216,0.783783783783784,0.851351351351351,0.891891891891892,0.108108108108108,0.135135135135135,0.189189189189189,0.256756756756757,0.351351351351351,0.418918918918919,0.486486486486487,0.567567567567568,0.648648648648649,0.837837837837838,0.878378378378378,0.891891891891892,0.932432432432432,0.932432432432432,0.972972972972973,0.972972972972973,0.986486486486486,1,1.15242201941378,3.12872338350819
bvar_mix,absolute,rolling window,ngdp_rpch,0.5,0.709386132836898,0.237933701228149,0.0641970505174536,0.407255381091295,3.0601341238974,5.17520980515942,3.65967841547147,0.202702702702703,0.297297297297297,0.324324324324324,0.391891891891892,0.513513513513514,0.635135135135135,0.72972972972973,0.824324324324324,0.878378378378378,0.108108108108108,0.148648648648649,0.216216216216216,0.283783783783784,0.364864864864865,0.472972972972973,0.513513513513514,0.527027027027027,0.608108108108108,0.810810810810811,0.824324324324324,0.837837837837838,0.864864864864865,0.878378378378378,0.918918918918919,0.945945945945946,0.972972972972973,0.986486486486486,2.37361583851012,7.72026981370272
