model,error_method,method,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95,interval_score_30,interval_score_90
bvar_mix,absolute,rolling window,ngdp_rpch,1,1.35249187281514,0.371592011778875,0.109650240467912,0.87124962056835,5.69912814363018,10.7370574776261,7.26857910836545,0.135135135135135,0.243243243243243,0.283783783783784,0.405405405405405,0.527027027027027,0.648648648648649,0.72972972972973,0.810810810810811,0.851351351351351,0.121621621621622,0.162162162162162,0.22972972972973,0.310810810810811,0.391891891891892,0.5,0.594594594594595,0.635135135135135,0.702702702702703,0.837837837837838,0.878378378378378,0.878378378378378,0.905405405405405,0.918918918918919,0.959459459459459,0.959459459459459,0.972972972972973,0.972972972972973,4.43049765065236,17.1325355730325
bvar_mix,absolute,rolling window,ngdp_rpch,1.5,1.65612590736298,0.437041811940002,0.330099541597668,0.888984553825315,7.05131266145438,12.9801247159053,8.87374391918948,0.0945945945945946,0.175675675675676,0.243243243243243,0.364864864864865,0.513513513513514,0.581081081081081,0.662162162162162,0.743243243243243,0.824324324324324,0.108108108108108,0.175675675675676,0.243243243243243,0.324324324324324,0.391891891891892,0.513513513513514,0.594594594594595,0.635135135135135,0.702702702702703,0.797297297297297,0.810810810810811,0.837837837837838,0.878378378378378,0.905405405405405,0.905405405405405,0.905405405405405,0.918918918918919,0.932432432432432,5.39170463825535,20.8084086646404
bvar_mix,absolute,rolling window,pcpi_pch,0,0.201366980794353,0.0607493931594665,0.0952443590651563,0.0453732285697302,0.860058607930833,1.47014565142342,1.04243279487192,0.121621621621622,0.189189189189189,0.22972972972973,0.337837837837838,0.432432432432432,0.554054054054054,0.662162162162162,0.756756756756757,0.837837837837838,0.0810810810810811,0.162162162162162,0.22972972972973,0.283783783783784,0.324324324324324,0.391891891891892,0.405405405405405,0.432432432432432,0.45945945945946,0.581081081081081,0.621621621621622,0.635135135135135,0.72972972972973,0.756756756756757,0.837837837837838,0.891891891891892,0.918918918918919,0.918918918918919,0.683601262846562,2.28017943610096
bvar_mix,absolute,rolling window,pcpi_pch,0.5,0.464732435807608,0.141591782695355,0.272051788633045,0.0510888644792075,1.97703238949257,3.34199080729721,2.36494731062065,0.135135135135135,0.216216216216216,0.243243243243243,0.324324324324324,0.418918918918919,0.472972972972973,0.608108108108108,0.662162162162162,0.77027027027027,0.027027027027027,0.0945945945945946,0.121621621621622,0.162162162162162,0.175675675675676,0.22972972972973,0.27027027027027,0.283783783783784,0.324324324324324,0.45945945945946,0.5,0.513513513513514,0.554054054054054,0.594594594594595,0.635135135135135,0.72972972972973,0.756756756756757,0.797297297297297,1.58686936190673,4.92062442880791
bvar_mix,absolute,rolling window,pcpi_pch,1,0.888303669198524,0.336614961235339,0.262441459903352,0.289247248059833,3.77628227415516,5.85045864060944,4.33211286670316,0.202702702702703,0.27027027027027,0.310810810810811,0.337837837837838,0.391891891891892,0.540540540540541,0.648648648648649,0.689189189189189,0.77027027027027,0.135135135135135,0.216216216216216,0.256756756756757,0.324324324324324,0.445945945945946,0.486486486486487,0.513513513513514,0.554054054054054,0.608108108108108,0.810810810810811,0.824324324324324,0.824324324324324,0.824324324324324,0.837837837837838,0.864864864864865,0.905405405405405,0.905405405405405,0.905405405405405,3.15338646279288,8.174718492735
bvar_mix,absolute,rolling window,pcpi_pch,1.5,1.14078106760976,0.476981413139727,0.321636980868784,0.342162673601251,4.86045466187211,7.13743472386372,5.40790876994402,0.108108108108108,0.202702702702703,0.27027027027027,0.337837837837838,0.364864864864865,0.5,0.554054054054054,0.594594594594595,0.72972972972973,0.148648648648649,0.283783783783784,0.324324324324324,0.364864864864865,0.472972972972973,0.486486486486487,0.540540540540541,0.594594594594595,0.662162162162162,0.77027027027027,0.797297297297297,0.810810810810811,0.824324324324324,0.837837837837838,0.864864864864865,0.878378378378378,0.878378378378378,0.878378378378378,4.12143780642595,9.329795621384
mean_ensemble,absolute,rolling window,ngdp_rpch,0,0.236857780991106,0.144701991507249,0.0157045260485856,0.0764512634352718,1.04512562859604,1.75636584542009,1.19392619530596,0.202702702702703,0.418918918918919,0.527027027027027,0.621621621621622,0.716216216216216,0.824324324324324,0.878378378378378,0.891891891891892,0.918918918918919,0.0675675675675676,0.0810810810810811,0.0945945945945946,0.121621621621622,0.216216216216216,0.27027027027027,0.351351351351351,0.432432432432432,0.581081081081081,0.783783783783784,0.851351351351351,0.878378378378378,0.891891891891892,0.932432432432432,0.945945945945946,0.972972972972973,0.972972972972973,0.986486486486486,0.804244807542326,2.23185071925236
mean_ensemble,absolute,rolling window,ngdp_rpch,0.5,0.571407708915766,0.245966043013401,0.0510375709774642,0.274404094924901,2.47369273817376,4.15438191024354,2.89330643319363,0.243243243243243,0.310810810810811,0.364864864864865,0.540540540540541,0.608108108108108,0.648648648648649,0.783783783783784,0.851351351351351,0.918918918918919,0.0540540540540541,0.121621621621622,0.175675675675676,0.297297297297297,0.337837837837838,0.391891891891892,0.486486486486487,0.540540540540541,0.581081081081081,0.824324324324324,0.851351351351351,0.851351351351351,0.932432432432432,0.945945945945946,0.945945945945946,0.959459459459459,0.972972972972973,0.972972972972973,1.93611734047246,5.69765097278795
mean_ensemble,absolute,rolling window,ngdp_rpch,1,1.30430923288243,0.402627977412307,0.0751664942126497,0.826514761257472,5.50927271295045,10.3940618510935,7.0109712657076,0.162162162162162,0.27027027027027,0.391891891891892,0.45945945945946,0.581081081081081,0.702702702702703,0.743243243243243,0.797297297297297,0.824324324324324,0.135135135135135,0.162162162162162,0.216216216216216,0.256756756756757,0.351351351351351,0.45945945945946,0.513513513513514,0.621621621621622,0.716216216216216,0.878378378378378,0.891891891891892,0.905405405405405,0.918918918918919,0.932432432432432,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,4.23229825792922,16.4196567252664
mean_ensemble,absolute,rolling window,ngdp_rpch,1.5,1.52994111470455,0.493670597311127,0.19170243648575,0.844568080907678,6.43576977160307,11.9223289206662,8.12165262450517,0.135135135135135,0.216216216216216,0.297297297297297,0.45945945945946,0.621621621621622,0.662162162162162,0.72972972972973,0.756756756756757,0.837837837837838,0.108108108108108,0.175675675675676,0.202702702702703,0.27027027027027,0.297297297297297,0.432432432432432,0.594594594594595,0.648648648648649,0.716216216216216,0.851351351351351,0.864864864864865,0.891891891891892,0.891891891891892,0.918918918918919,0.932432432432432,0.932432432432432,0.932432432432432,0.945945945945946,5.03018202273664,18.5159801889693
mean_ensemble,absolute,rolling window,pcpi_pch,0,0.147306926295516,0.0560132850338116,0.0643148416853108,0.0269787995763938,0.63621421443987,1.06292691941334,0.751666744391381,0.135135135135135,0.175675675675676,0.391891891891892,0.513513513513514,0.594594594594595,0.648648648648649,0.72972972972973,0.797297297297297,0.891891891891892,0.0405405405405405,0.0945945945945946,0.135135135135135,0.202702702702703,0.256756756756757,0.283783783783784,0.324324324324324,0.472972972972973,0.5,0.635135135135135,0.648648648648649,0.716216216216216,0.797297297297297,0.851351351351351,0.851351351351351,0.864864864864865,0.891891891891892,0.932432432432432,0.499570712019352,1.55816944846118
mean_ensemble,absolute,rolling window,pcpi_pch,0.5,0.394704896577312,0.136123717050294,0.214907311746629,0.043673867780389,1.69032434815375,2.82316386864726,1.99848536195914,0.121621621621622,0.27027027027027,0.364864864864865,0.432432432432432,0.486486486486487,0.608108108108108,0.662162162162162,0.72972972972973,0.824324324324324,0.027027027027027,0.0540540540540541,0.0945945945945946,0.121621621621622,0.189189189189189,0.202702702702703,0.256756756756757,0.324324324324324,0.418918918918919,0.540540540540541,0.594594594594595,0.621621621621622,0.635135135135135,0.675675675675676,0.72972972972973,0.756756756756757,0.783783783783784,0.851351351351351,1.35820454358411,4.06997560587957
mean_ensemble,absolute,rolling window,pcpi_pch,1,0.943406817205621,0.360901999726156,0.322219247992255,0.26028556948721,4.05523140859843,6.27044909727074,4.6438799230885,0.148648648648649,0.22972972972973,0.310810810810811,0.378378378378378,0.405405405405405,0.486486486486487,0.594594594594595,0.716216216216216,0.783783783783784,0.108108108108108,0.175675675675676,0.256756756756757,0.364864864864865,0.445945945945946,0.472972972972973,0.513513513513514,0.581081081081081,0.662162162162162,0.810810810810811,0.810810810810811,0.824324324324324,0.851351351351351,0.851351351351351,0.851351351351351,0.851351351351351,0.891891891891892,0.891891891891892,3.34709394951557,9.04055600776708
mean_ensemble,absolute,rolling window,pcpi_pch,1.5,1.19619883182749,0.550587993446599,0.356963421298538,0.288647417082349,5.07178223685603,7.16766106609945,5.61679580099385,0.135135135135135,0.189189189189189,0.297297297297297,0.364864864864865,0.418918918918919,0.486486486486487,0.594594594594595,0.716216216216216,0.864864864864865,0.0405405405405405,0.175675675675676,0.256756756756757,0.351351351351351,0.405405405405405,0.45945945945946,0.513513513513514,0.621621621621622,0.675675675675676,0.810810810810811,0.810810810810811,0.810810810810811,0.824324324324324,0.824324324324324,0.837837837837838,0.851351351351351,0.891891891891892,0.905405405405405,4.3947590530254,9.71762691052078
