target_year,target,horizon,method,error_method,model,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
2015,ngdp_rpch,1,rolling window,absolute,IMF,1.10342327821243,0.510748461688575,0.0464577226344495,0.546217093889403,5.4076479642575,8.5493456536048,6.97849680893115,0.5,0.8,0.2,0.4,0.9,1
2016,ngdp_rpch,1,rolling window,absolute,IMF,0.515094633090461,0.460637492550004,0,0.0544571405404565,2.47996772317085,4.10197335388209,3.29097053852647,0.9,1,0,0.1,1,1
2017,ngdp_rpch,1,rolling window,absolute,IMF,0.512578267608147,0.477695530622063,0.034882736986084,0,2.33215533815942,4.4211770067644,3.37666617246191,0.9,0.9,0,0,0.9,0.9
2018,ngdp_rpch,1,rolling window,absolute,IMF,0.519120509687265,0.476336537027705,0.04278397265956,0,2.48129303472239,4.17917760693933,3.33023532083086,0.9,0.9,0,0,0.9,0.9
2019,ngdp_rpch,1,rolling window,absolute,IMF,0.768694877702339,0.446744246427376,0,0.321950631274964,3.85811251943697,5.72861625545436,4.79336438744567,0.5,0.8,0.2,0.5,1,1
2020,ngdp_rpch,1,rolling window,absolute,IMF,5.78939648819538,0.416520722549185,0,5.3728757656462,25.3729403955639,52.3555787749979,38.8642595852809,0,0,1,1,1,1
2021,ngdp_rpch,1,rolling window,absolute,IMF,0.754981605807868,0.419843251844085,0.243613576530485,0.0915247774332985,3.83040610769421,5.52361684692182,4.67701147730802,0.4,0.8,0.1,0.1,0.5,0.9
2022,ngdp_rpch,1,rolling window,absolute,IMF,0.973097243036326,0.441670757880826,0.0123018748171365,0.519124610338364,4.55412390783687,8.07663509113437,6.31537949948562,0.6,0.8,0.2,0.3,0.9,1
2023,ngdp_rpch,1,rolling window,absolute,IMF,0.990860961183981,0.388661714933378,0.602199246250603,0,5.04735848409838,7.19882301343368,6.12309074876603,0.4,0.8,0,0,0.4,0.8
2013,ngdp_rpch,1.5,rolling window,absolute,IMF,0.800764249761162,0.665942139501738,0,0.134822110259425,4.06761412629548,5.84624967948454,4.95693190289001,0.4,0.9,0.1,0.6,1,1
2014,ngdp_rpch,1.5,rolling window,absolute,IMF,0.853518258107806,0.644056762274014,0,0.209461495833792,4.40361752950973,6.06132133838178,5.23246943394576,0.8,0.9,0.1,0.2,1,1
2015,ngdp_rpch,1.5,rolling window,absolute,IMF,1.46077296982164,0.648993396887913,0.0782643584331875,0.733515214500541,7.23407239704751,11.1302784038141,9.18217540043079,0.6,0.8,0.2,0.3,0.9,1
2016,ngdp_rpch,1.5,rolling window,absolute,IMF,0.804785833965751,0.594714166745856,0.0268810724537,0.183190594766195,4.08443027805383,5.88464098418046,4.98453563111714,0.8,0.9,0.1,0.1,0.9,1
2017,ngdp_rpch,1.5,rolling window,absolute,IMF,0.609517829082138,0.598305745870514,0.0112120832116245,0,2.792842529245,5.20825025853026,4.00054639388763,0.9,1,0,0,0.9,1
2018,ngdp_rpch,1.5,rolling window,absolute,IMF,0.656342974380142,0.636368716631377,0.0199742577487645,0,3.11300895333118,5.34433710427489,4.22867302880303,0.9,1,0,0,0.9,1
2019,ngdp_rpch,1.5,rolling window,absolute,IMF,0.937940975942509,0.579309814623415,0,0.358631161319094,4.71991480379284,6.95903250936807,5.83947365658046,0.6,0.8,0.2,0.4,1,1
2020,ngdp_rpch,1.5,rolling window,absolute,IMF,5.88382739936067,0.521611300358245,0,5.36221609900242,26.1405893670202,52.3250745696628,39.2328319683415,0,0,1,1,1,1
2021,ngdp_rpch,1.5,rolling window,absolute,IMF,0.699453537992299,0.546339974907566,0.106554985001468,0.0465585780832651,3.53816737830192,5.14365231409117,4.34090984619654,0.4,0.9,0.1,0.2,0.6,1
2022,ngdp_rpch,1.5,rolling window,absolute,IMF,1.10993279696749,0.570322501781327,0.0544247057406505,0.485185589445511,5.41433564962513,8.66281681528697,7.03857623245605,0.5,0.8,0.2,0.2,0.7,1
2023,ngdp_rpch,1.5,rolling window,absolute,IMF,0.962600975137588,0.470084237135584,0.378856923191144,0.113659814810859,4.67645753633621,7.56087566191122,6.11866659912372,0.6,0.7,0.2,0.3,0.9,0.9
2013,pcpi_pch,0,rolling window,absolute,IMF,0.177309643744404,0.0945770826997354,0.008866153954019,0.0738664070906495,0.991472213006983,1.06751234237062,1.0294922776888,0.4,0.8,0.1,0.4,0.8,0.9
2014,pcpi_pch,0,rolling window,absolute,IMF,0.214432682470887,0.101183340858445,0.0043632247921725,0.10888611682027,1.14703605458668,1.42106351295105,1.28404978376886,0.5,0.8,0.2,0.4,0.9,1
2015,pcpi_pch,0,rolling window,absolute,IMF,0.176000884280031,0.110866672120044,0.00769757144394259,0.0574366407160443,0.856740037522827,1.37816759179355,1.11745381465819,0.7,0.7,0.2,0.2,0.9,0.9
2016,pcpi_pch,0,rolling window,absolute,IMF,0.140838313268561,0.101494377768447,0,0.0393439355001136,0.711935144806965,1.03692840335381,0.874431774080385,0.8,0.9,0.1,0.2,1,1
2017,pcpi_pch,0,rolling window,absolute,IMF,0.145492402921254,0.109087761868954,0.00453768256491904,0.0318669584873815,0.728759318499553,1.08794976217621,0.90835454033788,0.6,0.7,0.2,0.3,0.9,0.9
2018,pcpi_pch,0,rolling window,absolute,IMF,0.129191417109117,0.108961903952836,0.000388427530209023,0.0198410856260722,0.672949378229287,0.901454896609128,0.787202137419207,0.6,1,0,0.3,0.9,1
2019,pcpi_pch,0,rolling window,absolute,IMF,0.15359429219822,0.106654494616104,0.038492119656909,0.00844767792520679,0.775996057782487,1.13189569950819,0.953945878645337,0.6,0.8,0.1,0.2,0.8,0.9
2020,pcpi_pch,0,rolling window,absolute,IMF,0.166520449963216,0.104219399523218,0.036926772514739,0.025374277925259,0.821106756026996,1.27764210919683,1.04937443261191,0.8,0.8,0.1,0.1,0.9,0.9
2021,pcpi_pch,0,rolling window,absolute,IMF,0.373567594212871,0.0980008596437859,0.274865517592421,0.000701216976664154,1.75804511693633,3.07623909191658,2.41714210442646,0.1,0.3,0,0.1,0.2,0.3
2022,pcpi_pch,0,rolling window,absolute,IMF,0.186384896787339,0.106307951205156,0,0.0800769455821834,0.971526741921524,1.29888108094298,1.13520391143225,0.5,0.7,0.3,0.5,1,1
2023,pcpi_pch,0,rolling window,absolute,IMF,0.150861782189588,0.10041445413462,0.0358495865351125,0.0145977415198549,0.764496076519938,1.10599545249191,0.935245764505924,0.7,0.8,0.1,0.1,0.8,0.9
2013,pcpi_pch,0.5,rolling window,absolute,IMF,0.26829124408783,0.213069559447217,0,0.0552216846406135,1.37813729555402,1.92048164287156,1.64930946921279,0.6,0.9,0.1,0.4,1,1
2014,pcpi_pch,0.5,rolling window,absolute,IMF,0.426133961350071,0.198580761949383,0.125400151737664,0.102153047663023,2.188924236738,3.05036863515643,2.61964643594721,0.3,0.7,0.2,0.5,0.8,0.9
2015,pcpi_pch,0.5,rolling window,absolute,IMF,0.456109368459063,0.206660597764397,0.0763643435128071,0.173084427181859,2.25715620956743,3.4792968452627,2.86822652741506,0.4,0.8,0.1,0.4,0.8,0.9
2016,pcpi_pch,0.5,rolling window,absolute,IMF,0.266822112080654,0.214479557321526,0.00512892020611885,0.0472136345530095,1.33007157458001,2.01126330516305,1.67066743987153,0.6,0.8,0.1,0.3,0.9,0.9
2017,pcpi_pch,0.5,rolling window,absolute,IMF,0.39042429380493,0.208627629200799,0.10226949582735,0.0795271687767805,1.93537083331753,2.97005879280478,2.45271481306115,0.5,0.7,0.2,0.3,0.8,0.9
2018,pcpi_pch,0.5,rolling window,absolute,IMF,0.261029636110507,0.216786933013413,0.0266143460282874,0.017628357068807,1.28866755708547,1.99892382949645,1.64379569329096,0.6,0.8,0,0.2,0.8,0.8
2019,pcpi_pch,0.5,rolling window,absolute,IMF,0.294372769615149,0.22316395360488,0.0123009667173955,0.0589078492928736,1.4792526879884,2.18932367233199,1.8342881801602,0.4,0.8,0.2,0.4,0.8,1
2020,pcpi_pch,0.5,rolling window,absolute,IMF,0.407778455320127,0.197399346085161,0.167357660257578,0.0430214489773882,2.13300002014086,2.82306905605039,2.47803453809563,0.3,0.5,0.2,0.4,0.7,0.7
2021,pcpi_pch,0.5,rolling window,absolute,IMF,1.22120731425487,0.193822726560025,1.02738458769485,0,5.48124440591295,10.7210352703151,8.10113983811403,0.2,0.2,0,0,0.2,0.2
2022,pcpi_pch,0.5,rolling window,absolute,IMF,2.04121449345295,0.223992394356467,1.20358524029729,0.61363685879919,9.0243797269399,18.2633405517093,13.6438601393246,0.2,0.3,0.1,0.1,0.3,0.4
2023,pcpi_pch,0.5,rolling window,absolute,IMF,0.455653688435062,0.247463080262272,0,0.20819060817279,2.1861572364876,3.64768067748222,2.91691895698491,0.4,0.8,0.2,0.6,1,1
2013,pcpi_pch,1,rolling window,absolute,IMF,0.562084771213277,0.474958150493703,0.0193272121448905,0.0677994085746833,2.86016079919748,4.09129342627184,3.47572711273466,0.5,0.9,0.1,0.3,0.8,1
2014,pcpi_pch,1,rolling window,absolute,IMF,0.650381930718291,0.466161653231843,0.0242336160826305,0.159986661403817,3.53348932096324,4.17391531195771,3.85370231646048,0.5,0.8,0.1,0.4,0.9,0.9
2015,pcpi_pch,1,rolling window,absolute,IMF,1.43309754308604,0.450348859398993,0.747859258598275,0.234889425088771,7.17724151051521,10.7188470854328,8.94804429797399,0.2,0.7,0.1,0.6,0.8,0.8
2016,pcpi_pch,1,rolling window,absolute,IMF,0.682685983288794,0.464195156621039,0.148851993419142,0.0696388332486137,3.49646224958408,4.91256404181568,4.20451314569988,0.6,0.9,0,0.3,0.9,0.9
2017,pcpi_pch,1,rolling window,absolute,IMF,0.752766032582329,0.507029950692199,0.189074624169276,0.056661457720854,3.67658792007088,5.86385085146938,4.77021938577013,0.7,0.8,0.1,0.1,0.8,0.9
2018,pcpi_pch,1,rolling window,absolute,IMF,0.526666036699478,0.494821034563231,0.0318450021362465,0,2.58603451019901,4.06823445849204,3.32713448434552,0.9,0.9,0,0,0.9,0.9
2019,pcpi_pch,1,rolling window,absolute,IMF,0.542846853589483,0.482253636483995,0.013647890218914,0.0469453268865737,2.76759578813813,3.93794760144434,3.35277169479123,0.7,0.9,0.1,0.2,0.9,1
2020,pcpi_pch,1,rolling window,absolute,IMF,0.535015558590794,0.480600794289887,0,0.054414764300907,2.72077477598906,3.89837423184324,3.30957450391615,0.8,1,0,0.2,1,1
2021,pcpi_pch,1,rolling window,absolute,IMF,1.39880238859172,0.427372057390943,0.917227479500112,0.0542028517006687,6.90192822590834,10.7212272070636,8.81157771648599,0.1,0.3,0,0.1,0.2,0.3
2022,pcpi_pch,1,rolling window,absolute,IMF,3.82909830237185,0.388066369438686,3.44103193293317,0,16.6135632227551,35.0480579905493,25.8308106066522,0.2,0.2,0,0,0.2,0.2
2023,pcpi_pch,1,rolling window,absolute,IMF,0.83866123679855,0.41227037422269,0.00589490743754348,0.420495955138316,3.9800285893495,6.82315326259724,5.40159092597337,0.6,0.8,0.2,0.3,0.9,1
2013,pcpi_pch,1.5,rolling window,absolute,IMF,0.674853738306171,0.541609186375032,0.031789216781999,0.10145533514914,3.41030745296798,4.97130613370347,4.19080679333573,0.7,0.9,0.1,0.1,0.8,1
2014,pcpi_pch,1.5,rolling window,absolute,IMF,0.921018036284101,0.533401413005958,0.0251119435818405,0.362504679696302,4.8909572188817,6.19296767847776,5.54196244867973,0.5,0.6,0.4,0.4,0.9,1
2015,pcpi_pch,1.5,rolling window,absolute,IMF,1.69735087397837,0.52703202321999,0.924146739379323,0.246172111379057,7.96526679310822,14.0338504967968,10.9995586449525,0.3,0.6,0.2,0.5,0.8,0.8
2016,pcpi_pch,1.5,rolling window,absolute,IMF,0.767730311575562,0.568172317882442,0.148855686747222,0.0507023069458987,3.97807017514976,5.40943079363686,4.69375048439331,0.5,0.9,0,0.4,0.9,0.9
2017,pcpi_pch,1.5,rolling window,absolute,IMF,0.8861937119813,0.568221047419936,0.209471062344181,0.108501602217182,4.30063190928022,6.97229446642545,5.63646318785284,0.7,0.8,0.1,0.2,0.9,0.9
2018,pcpi_pch,1.5,rolling window,absolute,IMF,0.66215696217377,0.577511097146185,0.0846458650275845,0,3.27642637561897,5.05207330442798,4.16424984002347,0.9,0.9,0,0,0.9,0.9
2019,pcpi_pch,1.5,rolling window,absolute,IMF,0.62825656408097,0.60243176319451,0,0.0258248008864593,3.1921488312652,4.5847592034564,3.8884540173608,0.9,1,0,0.1,1,1
2020,pcpi_pch,1.5,rolling window,absolute,IMF,0.702394226063509,0.589516310202607,0,0.112877915860902,3.66178518071076,4.89342156949329,4.27760337510202,0.7,0.9,0.1,0.3,1,1
2021,pcpi_pch,1.5,rolling window,absolute,IMF,1.41287005715962,0.523166654506191,0.82990346868193,0.0597999339715017,7.0900274876295,10.5323324241187,8.8111799558741,0.2,0.4,0,0.1,0.3,0.4
2022,pcpi_pch,1.5,rolling window,absolute,IMF,4.30735735187078,0.47409551725632,3.83326183461446,0,18.646588175419,39.530676598868,29.0886323871435,0.1,0.2,0,0,0.1,0.2
2023,pcpi_pch,1.5,rolling window,absolute,IMF,1.52326140586173,0.504831374338483,0.398791848007771,0.619638183515474,7.25446914321684,12.3290552591925,9.79176220120466,0.4,0.5,0.2,0.2,0.6,0.7
