model,error_method,method,country,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
IMF,absolute,rolling window,CAN,ngdp_rpch,0,0.147326116040033,0.0755300513650259,0.0204172289129491,0.0513788357620583,0.652281927060217,0.993987524062503,0.706473122971274,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.75,0.833333333333333,1,0,0.0833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.416666666666667,0.416666666666667,0.583333333333333,0.583333333333333,0.75,0.833333333333333,0.833333333333333,0.833333333333333,0.916666666666667,0.916666666666667,1
IMF,absolute,rolling window,CAN,ngdp_rpch,0.5,0.362052572951792,0.294247086909231,0.0125624191440371,0.0552430668985236,1.63595251061182,2.58639644768151,1.80238671740282,0.25,0.333333333333333,0.5,0.666666666666667,0.833333333333333,0.916666666666667,1,1,1,0,0,0,0.0833333333333333,0.166666666666667,0.25,0.416666666666667,0.5,0.5,0.75,0.833333333333333,0.916666666666667,0.916666666666667,1,1,1,1,1
IMF,absolute,rolling window,CAN,ngdp_rpch,1,0.842096195949379,0.452505310411752,0.0378381919420665,0.351752693595561,3.7691085987129,6.00351257438196,4.17031606314035,0.166666666666667,0.416666666666667,0.5,0.583333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.416666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.916666666666667,1,1,1,1,1
IMF,absolute,rolling window,CAN,ngdp_rpch,1.5,1.04544857026249,0.398467302334253,0.11500223390697,0.531979034021265,4.49356996016414,7.66341106806047,5.42129900539429,0.166666666666667,0.25,0.416666666666667,0.5,0.666666666666667,0.75,0.75,0.75,0.75,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.416666666666667,0.5,0.583333333333333,0.666666666666667,0.833333333333333,0.833333333333333,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667
IMF,absolute,rolling window,DEU,ngdp_rpch,0,0.246720359179372,0.0899197581291316,0.0964526375703187,0.0603479634799219,1.09705537242623,1.65648199936796,1.1965457253653,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.583333333333333,0.666666666666667,0.75,0.833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.833333333333333,0.833333333333333,0.916666666666667
IMF,absolute,rolling window,DEU,ngdp_rpch,0.5,0.607111053403902,0.167572449748237,0.326906744231028,0.112631859424637,2.71969290460297,4.17014479730325,2.95505657650047,0.0833333333333333,0.0833333333333333,0.25,0.416666666666667,0.416666666666667,0.416666666666667,0.583333333333333,0.666666666666667,0.833333333333333,0,0.0833333333333333,0.0833333333333333,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.416666666666667,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.833333333333333
IMF,absolute,rolling window,DEU,ngdp_rpch,1,1.28076791891087,0.42818370607051,0.269020697928496,0.583563514911865,5.71146746471894,8.35285564351428,6.20312104928727,0.166666666666667,0.166666666666667,0.166666666666667,0.25,0.416666666666667,0.416666666666667,0.5,0.666666666666667,0.75,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.75,0.833333333333333,0.833333333333333,0.916666666666667
IMF,absolute,rolling window,DEU,ngdp_rpch,1.5,1.60664308613519,0.461311546490571,0.357157320238811,0.788174219405809,6.78136800185895,11.3115354225451,8.00897883283522,0,0.0833333333333333,0.166666666666667,0.25,0.416666666666667,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.5,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.833333333333333,0.916666666666667,0.916666666666667,0.916666666666667
IMF,absolute,rolling window,FRA,ngdp_rpch,0,0.190864250757185,0.107548198277284,0.00962580785125835,0.0736902446286425,0.853116298852663,1.26041777663566,0.906921132769242,0.166666666666667,0.333333333333333,0.5,0.583333333333333,0.583333333333333,0.583333333333333,0.75,0.916666666666667,1,0,0.0833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.416666666666667,0.583333333333333,0.666666666666667,0.833333333333333,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,1,1
IMF,absolute,rolling window,FRA,ngdp_rpch,0.5,0.324676939928926,0.171794816828367,0.0112879285788767,0.141594194521682,1.46002079432439,2.08939058517798,1.5469886584749,0.166666666666667,0.25,0.5,0.5,0.5,0.666666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.333333333333333,0.416666666666667,0.416666666666667,0.416666666666667,0.5,0.583333333333333,0.75,0.75,0.916666666666667,0.916666666666667,0.916666666666667,1,1,1,1
