target,horizon,method,error_method,source,score
ngdp_rpch,0,rolling window,absolute,IMF,0.458820338876639
ngdp_rpch,0.5,rolling window,absolute,IMF,0.567024328117641
ngdp_rpch,1,rolling window,absolute,IMF,1.0958311712877
ngdp_rpch,1.5,rolling window,absolute,IMF,1.3695836594769
pcpi_pch,0,rolling window,absolute,IMF,0.172829861105255
pcpi_pch,0.5,rolling window,absolute,IMF,0.281817524855348
pcpi_pch,1,rolling window,absolute,IMF,0.506834635098203
pcpi_pch,1.5,rolling window,absolute,IMF,0.565450174548794
ngdp_rpch,0,rolling window,absolute,ar,0.131821176695945
ngdp_rpch,0.5,rolling window,absolute,ar,0.617838267889674
ngdp_rpch,1,rolling window,absolute,ar,1.40635301238627
ngdp_rpch,1.5,rolling window,absolute,ar,1.68347186994815
pcpi_pch,0,rolling window,absolute,ar,0.100665147422023
pcpi_pch,0.5,rolling window,absolute,ar,0.342144864247052
pcpi_pch,1,rolling window,absolute,ar,0.963287454969386
pcpi_pch,1.5,rolling window,absolute,ar,1.39814513622183
ngdp_rpch,0,rolling window,absolute,ar-direct,0.149629517848251
ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.639678271417955
ngdp_rpch,1,rolling window,absolute,ar-direct,1.41361422425832
ngdp_rpch,1.5,rolling window,absolute,ar-direct,1.67748046716211
pcpi_pch,0,rolling window,absolute,ar-direct,0.130900672346004
pcpi_pch,0.5,rolling window,absolute,ar-direct,0.455984762671954
pcpi_pch,1,rolling window,absolute,ar-direct,1.09803164027788
pcpi_pch,1.5,rolling window,absolute,ar-direct,1.39390036554932
ngdp_rpch,0,rolling window,absolute,ar_bic,0.128923852824222
ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.586080757656914
ngdp_rpch,1,rolling window,absolute,ar_bic,1.31441112206663
ngdp_rpch,1.5,rolling window,absolute,ar_bic,1.68094474012344
pcpi_pch,0,rolling window,absolute,ar_bic,0.0930527493449389
pcpi_pch,0.5,rolling window,absolute,ar_bic,0.266281935830674
pcpi_pch,1,rolling window,absolute,ar_bic,0.75127067984641
pcpi_pch,1.5,rolling window,absolute,ar_bic,0.88876628395265
ngdp_rpch,0,rolling window,absolute,ar_bic-direct,0.147390372985227
ngdp_rpch,0.5,rolling window,absolute,ar_bic-direct,0.629243464530648
ngdp_rpch,1,rolling window,absolute,ar_bic-direct,1.33715185138979
ngdp_rpch,1.5,rolling window,absolute,ar_bic-direct,1.68424723354495
pcpi_pch,0,rolling window,absolute,ar_bic-direct,0.117459572286744
pcpi_pch,0.5,rolling window,absolute,ar_bic-direct,0.357564834949489
pcpi_pch,1,rolling window,absolute,ar_bic-direct,0.884736292834395
pcpi_pch,1.5,rolling window,absolute,ar_bic-direct,1.03730108566706
ngdp_rpch,0,rolling window,absolute,bvar,0.118050862259892
ngdp_rpch,0.5,rolling window,absolute,bvar,0.543126838085881
ngdp_rpch,1,rolling window,absolute,bvar,1.23469316153762
ngdp_rpch,1.5,rolling window,absolute,bvar,1.46651962220741
pcpi_pch,0,rolling window,absolute,bvar,0.0893652713331959
