model,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95,interval_score_30,interval_score_90
ar_annual,ngdp_rpch,1,1.4761562123067,0.416592736327813,0.366515193078661,0.693048282900229,6.48979670559705,12.2528288817505,8.12680874016224,0.202702702702703,0.364864864864865,0.513513513513514,0.594594594594595,0.662162162162162,0.743243243243243,0.783783783783784,0.797297297297297,0.837837837837838,0.0945945945945946,0.108108108108108,0.108108108108108,0.135135135135135,0.162162162162162,0.202702702702703,0.27027027027027,0.297297297297297,0.405405405405405,0.608108108108108,0.662162162162162,0.783783783783784,0.797297297297297,0.824324324324324,0.878378378378378,0.891891891891892,0.905405405405405,0.932432432432432,4.85650943231817,18.8134896696834
ar_annual,ngdp_rpch,1.5,1.47691562893154,0.416894476311274,0.367101256222067,0.692919896398201,6.49262424166962,12.2529474478141,8.12837963979588,0.175675675675676,0.364864864864865,0.513513513513514,0.594594594594595,0.675675675675676,0.743243243243243,0.783783783783784,0.797297297297297,0.837837837837838,0.0945945945945946,0.108108108108108,0.108108108108108,0.135135135135135,0.148648648648649,0.202702702702703,0.27027027027027,0.297297297297297,0.405405405405405,0.581081081081081,0.662162162162162,0.783783783783784,0.797297297297297,0.824324324324324,0.878378378378378,0.891891891891892,0.905405405405405,0.932432432432432,4.85877775839299,18.8110774171966
ar_annual,pcpi_pch,0,0.988473897664877,0.209804709495035,0.568637709409234,0.210031478760608,4.25224319494171,7.35476837522,5.17903865935908,0.0405405405405405,0.148648648648649,0.202702702702703,0.256756756756757,0.324324324324324,0.418918918918919,0.554054054054054,0.635135135135135,0.756756756756757,0.0675675675675676,0.162162162162162,0.22972972972973,0.324324324324324,0.405405405405405,0.472972972972973,0.486486486486487,0.527027027027027,0.581081081081081,0.621621621621622,0.675675675675676,0.689189189189189,0.72972972972973,0.72972972972973,0.743243243243243,0.783783783783784,0.797297297297297,0.824324324324324,3.40761100169562,11.3326994038001
ar_annual,pcpi_pch,0.5,0.987997399967885,0.209791455316179,0.568842104122147,0.209363840529559,4.2499046763387,7.35239484848949,5.17752445563222,0.0405405405405405,0.148648648648649,0.202702702702703,0.256756756756757,0.324324324324324,0.418918918918919,0.540540540540541,0.648648648648649,0.756756756756757,0.0675675675675676,0.148648648648649,0.22972972972973,0.324324324324324,0.405405405405405,0.472972972972973,0.486486486486487,0.527027027027027,0.581081081081081,0.621621621621622,0.675675675675676,0.689189189189189,0.72972972972973,0.72972972972973,0.743243243243243,0.77027027027027,0.797297297297297,0.824324324324324,3.40587389060438,11.3372470101842
ar_annual,pcpi_pch,1,1.30120293278374,0.22525724546561,0.781850255266183,0.294095432051949,5.5816107917575,9.93465929187981,6.91299441436261,0.0405405405405405,0.0945945945945946,0.135135135135135,0.22972972972973,0.283783783783784,0.378378378378378,0.445945945945946,0.567567567567568,0.702702702702703,0.121621621621622,0.202702702702703,0.324324324324324,0.364864864864865,0.391891891891892,0.418918918918919,0.472972972972973,0.486486486486487,0.513513513513514,0.554054054054054,0.581081081081081,0.608108108108108,0.648648648648649,0.675675675675676,0.743243243243243,0.77027027027027,0.77027027027027,0.824324324324324,4.41495799190435,15.5893590822367
ar_annual,pcpi_pch,1.5,1.30119866102444,0.225255355028739,0.781948778178712,0.293994527816991,5.58175563789489,9.93252617601807,6.91235826513125,0.0405405405405405,0.0945945945945946,0.135135135135135,0.22972972972973,0.283783783783784,0.378378378378378,0.445945945945946,0.567567567567568,0.702702702702703,0.121621621621622,0.202702702702703,0.324324324324324,0.364864864864865,0.391891891891892,0.418918918918919,0.472972972972973,0.486486486486487,0.513513513513514,0.554054054054054,0.581081081081081,0.608108108108108,0.648648648648649,0.675675675675676,0.743243243243243,0.77027027027027,0.77027027027027,0.824324324324324,4.41531117993156,15.5856076132213
ar_bic,ngdp_rpch,0,0.32809901647495,0.0706673325641868,0.0243469248948517,0.233084759015912,1.43657535600082,2.36305627815858,1.68410388879349,0.0405405405405405,0.135135135135135,0.202702702702703,0.27027027027027,0.324324324324324,0.418918918918919,0.486486486486487,0.540540540540541,0.702702702702703,0.283783783783784,0.391891891891892,0.432432432432432,0.5,0.540540540540541,0.567567567567568,0.621621621621622,0.662162162162162,0.689189189189189,0.72972972972973,0.797297297297297,0.824324324324324,0.837837837837838,0.864864864864865,0.918918918918919,0.918918918918919,0.932432432432432,0.986486486486486,1.14543945817183,3.40799712837937
ar_bic,ngdp_rpch,0.5,0.72646417884476,0.258660803808103,0.0375999345968129,0.430203440439844,3.17403471670839,5.5964705854048,3.83013567825561,0.108108108108108,0.243243243243243,0.378378378378378,0.540540540540541,0.648648648648649,0.72972972972973,0.824324324324324,0.837837837837838,0.878378378378378,0.108108108108108,0.148648648648649,0.162162162162162,0.243243243243243,0.324324324324324,0.418918918918919,0.540540540540541,0.635135135135135,0.702702702702703,0.810810810810811,0.878378378378378,0.918918918918919,0.959459459459459,0.972972972972973,0.972972972972973,0.986486486486486,0.986486486486486,0.986486486486486,2.46848097245003,8.11252677554348
ar_bic,ngdp_rpch,1,1.42742197241008,0.463258814958429,0.0665249337404705,0.897638223711183,6.16012902468063,11.3919339843572,7.70146398307893,0.121621621621622,0.22972972972973,0.364864864864865,0.540540540540541,0.689189189189189,0.743243243243243,0.810810810810811,0.864864864864865,0.891891891891892,0.0945945945945946,0.121621621621622,0.162162162162162,0.22972972972973,0.283783783783784,0.418918918918919,0.581081081081081,0.702702702702703,0.756756756756757,0.878378378378378,0.932432432432432,0.945945945945946,0.959459459459459,0.972972972972973,0.972972972972973,0.972972972972973,0.986486486486486,0.986486486486486,4.75231569278466,17.4578283130147
ar_bic,ngdp_rpch,1.5,1.73141824018384,0.522943391770438,0.260428629016191,0.948046219397215,7.36527670858603,13.1595047318963,9.11068729250788,0.108108108108108,0.148648648648649,0.256756756756757,0.432432432432432,0.581081081081081,0.702702702702703,0.77027027027027,0.851351351351351,0.864864864864865,0.0945945945945946,0.0945945945945946,0.162162162162162,0.22972972972973,0.337837837837838,0.472972972972973,0.648648648648649,0.743243243243243,0.756756756756757,0.864864864864865,0.891891891891892,0.905405405405405,0.905405405405405,0.918918918918919,0.932432432432432,0.932432432432432,0.945945945945946,0.959459459459459,5.91837032619631,19.9051173030062
ar_bic,pcpi_pch,0,0.18262076125981,0.0488047751505397,0.108932441829688,0.0248835442795824,0.784892217185766,1.42350778691567,0.980891480380485,0.0945945945945946,0.202702702702703,0.310810810810811,0.405405405405405,0.554054054054054,0.648648648648649,0.702702702702703,0.756756756756757,0.864864864864865,0.027027027027027,0.0810810810810811,0.121621621621622,0.135135135135135,0.175675675675676,0.27027027027027,0.310810810810811,0.364864864864865,0.45945945945946,0.554054054054054,0.567567567567568,0.621621621621622,0.675675675675676,0.72972972972973,0.783783783783784,0.824324324324324,0.837837837837838,0.891891891891892,0.613654453480281,2.25391826518177
ar_bic,pcpi_pch,0.5,0.465613410939076,0.173394985715683,0.229854484982816,0.0623639402405758,2.08230384048563,3.39430114524307,2.38626776250741,0.121621621621622,0.297297297297297,0.391891891891892,0.527027027027027,0.594594594594595,0.648648648648649,0.72972972972973,0.756756756756757,0.851351351351351,0.0405405405405405,0.0540540540540541,0.0675675675675676,0.0810810810810811,0.121621621621622,0.162162162162162,0.22972972972973,0.283783783783784,0.378378378378378,0.5,0.581081081081081,0.621621621621622,0.689189189189189,0.716216216216216,0.72972972972973,0.797297297297297,0.810810810810811,0.891891891891892,1.62452876762649,4.59866099371516
ar_bic,pcpi_pch,1,0.93822365104322,0.363109448614547,0.347256314337331,0.227857888091342,4.13647756812587,6.54591528790041,4.68930725423234,0.148648648648649,0.189189189189189,0.324324324324324,0.432432432432432,0.540540540540541,0.635135135135135,0.743243243243243,0.783783783783784,0.878378378378378,0.027027027027027,0.0945945945945946,0.121621621621622,0.202702702702703,0.283783783783784,0.391891891891892,0.45945945945946,0.567567567567568,0.581081081081081,0.72972972972973,0.756756756756757,0.783783783783784,0.824324324324324,0.824324324324324,0.837837837837838,0.864864864864865,0.878378378378378,0.905405405405405,3.33640404515302,8.5959482470472
ar_bic,pcpi_pch,1.5,1.10610842948951,0.486278406616576,0.433346386105155,0.186483636767778,4.80380321342098,8.02343837314976,5.62981901442823,0.108108108108108,0.202702702702703,0.337837837837838,0.486486486486487,0.594594594594595,0.716216216216216,0.810810810810811,0.851351351351351,0.918918918918919,0,0.027027027027027,0.0540540540540541,0.135135135135135,0.216216216216216,0.297297297297297,0.405405405405405,0.486486486486487,0.554054054054054,0.662162162162162,0.689189189189189,0.743243243243243,0.783783783783784,0.810810810810811,0.851351351351351,0.864864864864865,0.878378378378378,0.918918918918919,3.85260069448004,10.8861759809851
arx_annual,ngdp_rpch,0,0.323567433505424,0.102487139518269,0.189805336011791,0.0312749579753647,1.43483174755456,2.35894705196585,1.67048837610016,0.162162162162162,0.283783783783784,0.364864864864865,0.472972972972973,0.581081081081081,0.621621621621622,0.702702702702703,0.783783783783784,0.851351351351351,0.027027027027027,0.0405405405405405,0.0405405405405405,0.0810810810810811,0.0810810810810811,0.121621621621622,0.162162162162162,0.189189189189189,0.283783783783784,0.445945945945946,0.472972972972973,0.527027027027027,0.594594594594595,0.662162162162162,0.702702702702703,0.743243243243243,0.824324324324324,0.878378378378378,1.12526816474316,3.3687166625858
arx_annual,ngdp_rpch,0.5,0.518389933810532,0.173339691613216,0.204301345948096,0.14074889624922,2.28021540131342,3.66685724000878,2.61487000085324,0.0945945945945946,0.216216216216216,0.283783783783784,0.405405405405405,0.540540540540541,0.608108108108108,0.648648648648649,0.756756756756757,0.824324324324324,0.0675675675675676,0.0810810810810811,0.148648648648649,0.148648648648649,0.189189189189189,0.256756756756757,0.310810810810811,0.337837837837838,0.405405405405405,0.5,0.554054054054054,0.594594594594595,0.662162162162162,0.72972972972973,0.756756756756757,0.797297297297297,0.837837837837838,0.891891891891892,1.83329230208839,4.93655785924475
arx_annual,ngdp_rpch,1,1.48956348218683,0.32037592541793,0.304161357477569,0.865026199291335,6.41673167050628,11.5778751357791,7.96932389067218,0.108108108108108,0.189189189189189,0.27027027027027,0.337837837837838,0.418918918918919,0.540540540540541,0.608108108108108,0.662162162162162,0.77027027027027,0.162162162162162,0.189189189189189,0.202702702702703,0.22972972972973,0.256756756756757,0.256756756756757,0.27027027027027,0.297297297297297,0.351351351351351,0.45945945945946,0.486486486486487,0.540540540540541,0.594594594594595,0.675675675675676,0.77027027027027,0.810810810810811,0.851351351351351,0.932432432432432,5.03134269719414,18.033779668414
arx_annual,ngdp_rpch,1.5,1.40436373248368,0.356044917752192,0.291223594023088,0.757095220708396,6.11364832599615,11.3070332329032,7.61113240537695,0.135135135135135,0.27027027027027,0.378378378378378,0.472972972972973,0.581081081081081,0.662162162162162,0.702702702702703,0.716216216216216,0.77027027027027,0.121621621621622,0.148648648648649,0.148648648648649,0.175675675675676,0.189189189189189,0.22972972972973,0.256756756756757,0.297297297297297,0.351351351351351,0.486486486486487,0.567567567567568,0.635135135135135,0.702702702702703,0.77027027027027,0.837837837837838,0.851351351351351,0.864864864864865,0.891891891891892,4.68443922506208,17.2176645841884
arx_annual,pcpi_pch,0,0.133842845785723,0.0511590307839395,0.0405141577971913,0.042169657204592,0.615707585759948,0.878751074517157,0.652661287789624,0.202702702702703,0.283783783783784,0.418918918918919,0.472972972972973,0.472972972972973,0.527027027027027,0.621621621621622,0.716216216216216,0.824324324324324,0.0810810810810811,0.135135135135135,0.175675675675676,0.256756756756757,0.297297297297297,0.297297297297297,0.324324324324324,0.378378378378378,0.418918918918919,0.621621621621622,0.662162162162162,0.743243243243243,0.77027027027027,0.77027027027027,0.783783783783784,0.797297297297297,0.851351351351351,0.905405405405405,0.487348959947837,1.06660973983456
arx_annual,pcpi_pch,0.5,0.462345691406543,0.103557645406613,0.258089749712098,0.100698296287832,2.0243717301778,3.41280252885179,2.40160149148236,0.0810810810810811,0.189189189189189,0.27027027027027,0.378378378378378,0.418918918918919,0.5,0.527027027027027,0.608108108108108,0.77027027027027,0.0810810810810811,0.202702702702703,0.243243243243243,0.27027027027027,0.324324324324324,0.337837837837838,0.405405405405405,0.45945945945946,0.527027027027027,0.608108108108108,0.648648648648649,0.675675675675676,0.716216216216216,0.743243243243243,0.77027027027027,0.77027027027027,0.810810810810811,0.851351351351351,1.59430539527888,4.9858783193912
arx_annual,pcpi_pch,1,1.0602509684919,0.171719016218472,0.586395999051312,0.302135953222114,4.58778571624151,8.0536781813938,5.61348114606376,0.0810810810810811,0.121621621621622,0.162162162162162,0.216216216216216,0.256756756756757,0.324324324324324,0.364864864864865,0.486486486486487,0.648648648648649,0.162162162162162,0.297297297297297,0.364864864864865,0.391891891891892,0.445945945945946,0.486486486486487,0.540540540540541,0.567567567567568,0.594594594594595,0.675675675675676,0.689189189189189,0.702702702702703,0.702702702702703,0.702702702702703,0.716216216216216,0.72972972972973,0.783783783783784,0.810810810810811,3.61082639091729,12.4204847954638
arx_annual,pcpi_pch,1.5,1.24524920183884,0.182738486306293,0.747774495616415,0.314736219916128,5.36179310707973,9.69441524875116,6.68046864963093,0.0540540540540541,0.0810810810810811,0.162162162162162,0.202702702702703,0.243243243243243,0.310810810810811,0.364864864864865,0.445945945945946,0.567567567567568,0.202702702702703,0.297297297297297,0.364864864864865,0.378378378378378,0.418918918918919,0.45945945945946,0.5,0.567567567567568,0.594594594594595,0.648648648648649,0.648648648648649,0.662162162162162,0.662162162162162,0.662162162162162,0.689189189189189,0.72972972972973,0.743243243243243,0.77027027027027,4.19107446740735,15.2824594255553
bvar_const,ngdp_rpch,0,0.329624062091509,0.0526441887063585,0.0309555311755737,0.246024342209577,1.42514211842815,2.49109616236382,1.7350375502149,0.027027027027027,0.0540540540540541,0.108108108108108,0.148648648648649,0.22972972972973,0.283783783783784,0.391891891891892,0.445945945945946,0.594594594594595,0.337837837837838,0.45945945945946,0.5,0.567567567567568,0.608108108108108,0.648648648648649,0.675675675675676,0.702702702702703,0.716216216216216,0.743243243243243,0.756756756756757,0.783783783783784,0.797297297297297,0.837837837837838,0.851351351351351,0.891891891891892,0.905405405405405,0.932432432432432,1.12702275066452,3.77942005346817
bvar_const,ngdp_rpch,0.5,0.694621935094974,0.216890061863757,0.0613300433648556,0.416401829866362,3.02636468954821,5.1644279743275,3.62498297929216,0.162162162162162,0.22972972972973,0.364864864864865,0.432432432432432,0.567567567567568,0.621621621621622,0.756756756756757,0.837837837837838,0.891891891891892,0.0945945945945946,0.135135135135135,0.216216216216216,0.310810810810811,0.337837837837838,0.432432432432432,0.5,0.608108108108108,0.662162162162162,0.824324324324324,0.837837837837838,0.864864864864865,0.864864864864865,0.905405405405405,0.932432432432432,0.972972972972973,0.972972972972973,0.986486486486486,2.40254603375069,7.67622232344608
bvar_const,ngdp_rpch,1,1.37022494564551,0.390550843432601,0.109865305878621,0.869808796334286,5.90359303590731,11.0353135596108,7.4581204580429,0.0540540540540541,0.189189189189189,0.297297297297297,0.554054054054054,0.648648648648649,0.675675675675676,0.797297297297297,0.851351351351351,0.878378378378378,0.0945945945945946,0.121621621621622,0.175675675675676,0.27027027027027,0.297297297297297,0.364864864864865,0.608108108108108,0.675675675675676,0.783783783783784,0.837837837837838,0.864864864864865,0.905405405405405,0.918918918918919,0.945945945945946,0.945945945945946,0.972972972972973,0.972972972972973,0.972972972972973,4.51574348109894,17.4584012335488
bvar_const,ngdp_rpch,1.5,1.66100379268797,0.448540906017348,0.305261857549244,0.907201029121378,7.14015018175313,12.8180737759124,8.84757006712108,0.0675675675675676,0.135135135135135,0.310810810810811,0.5,0.581081081081081,0.675675675675676,0.716216216216216,0.77027027027027,0.864864864864865,0.0945945945945946,0.148648648648649,0.189189189189189,0.22972972972973,0.324324324324324,0.405405405405405,0.554054054054054,0.689189189189189,0.72972972972973,0.797297297297297,0.824324324324324,0.864864864864865,0.905405405405405,0.905405405405405,0.905405405405405,0.905405405405405,0.918918918918919,0.959459459459459,5.58799895103591,19.8044857635621
bvar_const,pcpi_pch,0,0.201213313583114,0.0420309081942044,0.110361642357996,0.0488207630309131,0.858975201192627,1.53652542144897,1.06925483391646,0.027027027027027,0.135135135135135,0.216216216216216,0.283783783783784,0.364864864864865,0.5,0.594594594594595,0.702702702702703,0.810810810810811,0.0945945945945946,0.162162162162162,0.216216216216216,0.283783783783784,0.378378378378378,0.405405405405405,0.405405405405405,0.486486486486487,0.540540540540541,0.567567567567568,0.621621621621622,0.621621621621622,0.689189189189189,0.743243243243243,0.783783783783784,0.810810810810811,0.864864864864865,0.905405405405405,0.683535376988177,2.42931415097266
bvar_const,pcpi_pch,0.5,0.461838933741509,0.234234190781358,0.187727901249514,0.039876841710637,2.06411073903448,3.35178078329427,2.35758631008382,0.175675675675676,0.337837837837838,0.418918918918919,0.5,0.662162162162162,0.756756756756757,0.864864864864865,0.905405405405405,0.959459459459459,0,0,0,0.0540540540540541,0.0945945945945946,0.162162162162162,0.202702702702703,0.256756756756757,0.337837837837838,0.513513513513514,0.594594594594595,0.621621621621622,0.662162162162162,0.756756756756757,0.810810810810811,0.864864864864865,0.905405405405405,0.959459459459459,1.63564066297881,4.47010900704128
bvar_const,pcpi_pch,1,1.00688265759209,0.516960235337385,0.217746250855242,0.272176171399459,4.38936199145,6.75999746632453,4.90311231094893,0.0810810810810811,0.202702702702703,0.297297297297297,0.45945945945946,0.675675675675676,0.72972972972973,0.824324324324324,0.878378378378378,0.959459459459459,0.0135135135135135,0.0540540540540541,0.0810810810810811,0.162162162162162,0.216216216216216,0.405405405405405,0.554054054054054,0.635135135135135,0.716216216216216,0.797297297297297,0.837837837837838,0.851351351351351,0.864864864864865,0.891891891891892,0.891891891891892,0.905405405405405,0.932432432432432,0.972972972972973,3.62359583729689,8.27004841048482
bvar_const,pcpi_pch,1.5,1.35197285631593,0.679768818369625,0.275813677577813,0.396390360368487,5.69705678548733,8.4097167433605,6.38962826488675,0.0405405405405405,0.0945945945945946,0.202702702702703,0.337837837837838,0.513513513513514,0.716216216216216,0.851351351351351,0.905405405405405,0.959459459459459,0,0.027027027027027,0.0540540540540541,0.162162162162162,0.337837837837838,0.5,0.635135135135135,0.72972972972973,0.756756756756757,0.797297297297297,0.824324324324324,0.837837837837838,0.837837837837838,0.851351351351351,0.878378378378378,0.905405405405405,0.932432432432432,0.959459459459459,5.02638381055851,10.6310613831836
bvar_mix,ngdp_rpch,0,0.335588136231703,0.0430144610783334,0.0351761485549102,0.25739752659846,1.44608048300173,2.61334721790457,1.79826668153144,0.0135135135135135,0.0135135135135135,0.0540540540540541,0.0945945945945946,0.175675675675676,0.216216216216216,0.243243243243243,0.351351351351351,0.486486486486487,0.418918918918919,0.527027027027027,0.594594594594595,0.621621621621622,0.635135135135135,0.675675675675676,0.689189189189189,0.716216216216216,0.716216216216216,0.72972972972973,0.72972972972973,0.743243243243243,0.77027027027027,0.810810810810811,0.837837837837838,0.837837837837838,0.878378378378378,0.905405405405405,1.13043164615631,4.086216022839
bvar_mix,ngdp_rpch,0.5,0.671458386951006,0.179784757049571,0.0639392618137039,0.427734368087731,2.90497066894123,4.96143483620795,3.5018960712372,0.121621621621622,0.175675675675676,0.283783783783784,0.391891891891892,0.5,0.567567567567568,0.702702702702703,0.797297297297297,0.878378378378378,0.108108108108108,0.175675675675676,0.27027027027027,0.364864864864865,0.391891891891892,0.45945945945946,0.540540540540541,0.621621621621622,0.648648648648649,0.77027027027027,0.797297297297297,0.824324324324324,0.851351351351351,0.891891891891892,0.932432432432432,0.972972972972973,0.972972972972973,0.986486486486486,2.31972285976109,7.51315311453128
bvar_mix,ngdp_rpch,1,1.34575043006677,0.313612530335756,0.112388294051707,0.919749605679305,5.73525330472679,11.0577745385501,7.42781804802239,0.0810810810810811,0.175675675675676,0.283783783783784,0.432432432432432,0.527027027027027,0.581081081081081,0.783783783783784,0.824324324324324,0.851351351351351,0.121621621621622,0.148648648648649,0.189189189189189,0.364864864864865,0.418918918918919,0.486486486486487,0.608108108108108,0.662162162162162,0.743243243243243,0.824324324324324,0.837837837837838,0.891891891891892,0.918918918918919,0.945945945945946,0.945945945945946,0.972972972972973,0.972972972972973,0.972972972972973,4.40831215833173,18.1540985002231
bvar_mix,ngdp_rpch,1.5,1.61998956399912,0.372309993749272,0.307650752638242,0.940028817611603,6.94193399749229,12.6587379811719,8.7286254009153,0.027027027027027,0.148648648648649,0.27027027027027,0.405405405405405,0.5,0.581081081081081,0.662162162162162,0.77027027027027,0.851351351351351,0.108108108108108,0.148648648648649,0.243243243243243,0.324324324324324,0.405405405405405,0.486486486486487,0.581081081081081,0.662162162162162,0.756756756756757,0.783783783783784,0.810810810810811,0.851351351351351,0.891891891891892,0.905405405405405,0.905405405405405,0.905405405405405,0.918918918918919,0.959459459459459,5.42024286321519,20.3026769170228
