model,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95,interval_score_30,interval_score_90
bvar_mix,pcpi_pch,0,0.201174271571805,0.0336636864267736,0.115484461979341,0.0520261231656908,0.863735215994827,1.53857883863016,1.07043248896329,0.0405405405405405,0.0945945945945946,0.148648648648649,0.243243243243243,0.283783783783784,0.391891891891892,0.432432432432432,0.608108108108108,0.743243243243243,0.135135135135135,0.189189189189189,0.310810810810811,0.337837837837838,0.391891891891892,0.405405405405405,0.45945945945946,0.486486486486487,0.5,0.540540540540541,0.581081081081081,0.608108108108108,0.648648648648649,0.675675675675676,0.72972972972973,0.743243243243243,0.797297297297297,0.878378378378378,0.68060597290595,2.42997625908747
bvar_mix,pcpi_pch,0.5,0.433313488859306,0.185276879894693,0.211088489526234,0.0369481194383791,1.86130925920611,3.02366507148222,2.16892246060585,0.108108108108108,0.189189189189189,0.283783783783784,0.405405405405405,0.608108108108108,0.743243243243243,0.824324324324324,0.878378378378378,0.945945945945946,0,0.0135135135135135,0.027027027027027,0.0405405405405405,0.108108108108108,0.162162162162162,0.22972972972973,0.283783783783784,0.337837837837838,0.445945945945946,0.472972972972973,0.513513513513514,0.567567567567568,0.716216216216216,0.783783783783784,0.851351351351351,0.891891891891892,0.945945945945946,1.54509605459499,4.10494708398565
bvar_mix,pcpi_pch,1,0.866319890454187,0.3872473411631,0.22637538877165,0.252697160519437,3.86005433058202,5.76636410692451,4.2151718067071,0.108108108108108,0.256756756756757,0.337837837837838,0.432432432432432,0.581081081081081,0.648648648648649,0.743243243243243,0.810810810810811,0.918918918918919,0.0540540540540541,0.121621621621622,0.148648648648649,0.22972972972973,0.297297297297297,0.418918918918919,0.5,0.554054054054054,0.635135135135135,0.743243243243243,0.810810810810811,0.837837837837838,0.851351351351351,0.878378378378378,0.878378378378378,0.891891891891892,0.932432432432432,0.972972972972973,3.134747912576,6.9738865232024
bvar_mix,pcpi_pch,1.5,1.10695173721068,0.51049625608347,0.285772948698507,0.310682532428706,4.80429801853808,6.81977666572685,5.25370163689024,0.027027027027027,0.175675675675676,0.27027027027027,0.378378378378378,0.486486486486487,0.621621621621622,0.810810810810811,0.905405405405405,0.932432432432432,0.027027027027027,0.027027027027027,0.0945945945945946,0.243243243243243,0.351351351351351,0.445945945945946,0.554054054054054,0.621621621621622,0.716216216216216,0.743243243243243,0.797297297297297,0.824324324324324,0.824324324324324,0.837837837837838,0.864864864864865,0.905405405405405,0.932432432432432,0.959459459459459,4.11720355034722,8.81686239955979
bvar_qu,ngdp_rpch,0,0.383324910747423,0.0879184009552886,0.0284403842558137,0.266966125536321,1.66215732471742,2.49184745907516,1.86462423330939,0.027027027027027,0.027027027027027,0.0540540540540541,0.0945945945945946,0.189189189189189,0.283783783783784,0.297297297297297,0.472972972972973,0.608108108108108,0.310810810810811,0.418918918918919,0.554054054054054,0.567567567567568,0.621621621621622,0.702702702702703,0.716216216216216,0.72972972972973,0.72972972972973,0.756756756756757,0.756756756756757,0.77027027027027,0.797297297297297,0.810810810810811,0.851351351351351,0.851351351351351,0.891891891891892,0.918918918918919,1.39832865180289,3.30445300306146
bvar_qu,ngdp_rpch,0.5,0.734374136050395,0.313069080620395,0.0266630511650546,0.394642004264945,3.2567659171067,6.1753941415525,4.04654720550782,0.162162162162162,0.256756756756757,0.364864864864865,0.513513513513514,0.621621621621622,0.702702702702703,0.783783783783784,0.837837837837838,0.891891891891892,0.108108108108108,0.162162162162162,0.216216216216216,0.283783783783784,0.337837837837838,0.405405405405405,0.513513513513514,0.581081081081081,0.621621621621622,0.783783783783784,0.837837837837838,0.878378378378378,0.918918918918919,0.959459459459459,0.986486486486486,1,1,1,2.41755760001947,9.11836868985305
bvar_qu,ngdp_rpch,1,1.6856600055715,0.73948019745986,0.00663070716494555,0.93954910094669,7.49405282766851,15.5387999099263,9.81248816183201,0.148648648648649,0.27027027027027,0.391891891891892,0.540540540540541,0.635135135135135,0.702702702702703,0.824324324324324,0.864864864864865,0.878378378378378,0.121621621621622,0.135135135135135,0.175675675675676,0.297297297297297,0.364864864864865,0.445945945945946,0.567567567567568,0.675675675675676,0.783783783783784,0.932432432432432,0.945945945945946,0.959459459459459,0.986486486486486,1,1,1,1,1,5.19929903068052,24.6875030632739
bvar_qu,ngdp_rpch,1.5,1.79474382948525,0.665619853353672,0.217032796504859,0.912091179626723,7.98934338125235,15.354686847382,10.047441703579,0.0945945945945946,0.256756756756757,0.364864864864865,0.45945945945946,0.594594594594595,0.662162162162162,0.716216216216216,0.810810810810811,0.878378378378378,0.108108108108108,0.135135135135135,0.216216216216216,0.27027027027027,0.337837837837838,0.445945945945946,0.540540540540541,0.621621621621622,0.743243243243243,0.837837837837838,0.878378378378378,0.905405405405405,0.905405405405405,0.932432432432432,0.932432432432432,0.932432432432432,0.945945945945946,0.986486486486486,5.8622106178341,23.5846353597157
bvar_qu,pcpi_pch,0,0.203969795816012,0.0415991236502668,0.116853439652238,0.0455172325135073,0.871730214916924,1.6074183702645,1.10144523491516,0.0405405405405405,0.0945945945945946,0.189189189189189,0.283783783783784,0.337837837837838,0.45945945945946,0.5,0.648648648648649,0.77027027027027,0.108108108108108,0.162162162162162,0.27027027027027,0.310810810810811,0.351351351351351,0.364864864864865,0.432432432432432,0.486486486486487,0.5,0.540540540540541,0.581081081081081,0.621621621621622,0.648648648648649,0.689189189189189,0.77027027027027,0.77027027027027,0.810810810810811,0.878378378378378,0.680643062372518,2.57471188699144
bvar_qu,pcpi_pch,0.5,0.460252055936238,0.210365432539277,0.214631452685436,0.0352551707115262,1.97767882769253,3.43375149895121,2.37396003980304,0.108108108108108,0.202702702702703,0.324324324324324,0.432432432432432,0.648648648648649,0.783783783783784,0.837837837837838,0.878378378378378,0.959459459459459,0,0.0135135135135135,0.027027027027027,0.0405405405405405,0.0945945945945946,0.162162162162162,0.22972972972973,0.27027027027027,0.337837837837838,0.445945945945946,0.472972972972973,0.554054054054054,0.594594594594595,0.743243243243243,0.824324324324324,0.864864864864865,0.891891891891892,0.959459459459459,1.60506803314397,4.74109584809749
bvar_qu,pcpi_pch,1,0.937485287299615,0.465068964582826,0.238717952192917,0.233698370523871,4.26294219341949,6.72485665912326,4.74167769941775,0.135135135135135,0.297297297297297,0.391891891891892,0.45945945945946,0.594594594594595,0.662162162162162,0.783783783783784,0.837837837837838,0.905405405405405,0.0540540540540541,0.121621621621622,0.148648648648649,0.216216216216216,0.283783783783784,0.391891891891892,0.445945945945946,0.527027027027027,0.621621621621622,0.756756756756757,0.824324324324324,0.837837837837838,0.851351351351351,0.878378378378378,0.878378378378378,0.932432432432432,0.959459459459459,0.959459459459459,3.33452179801152,8.5891153560862
bvar_qu,pcpi_pch,1.5,1.13022238553691,0.577691992215951,0.260805863188201,0.291724530132758,4.81952987911685,7.60204041316012,5.51712805115959,0.0540540540540541,0.189189189189189,0.297297297297297,0.391891891891892,0.540540540540541,0.702702702702703,0.851351351351351,0.918918918918919,0.959459459459459,0.027027027027027,0.027027027027027,0.0945945945945946,0.22972972972973,0.337837837837838,0.432432432432432,0.513513513513514,0.594594594594595,0.689189189189189,0.743243243243243,0.783783783783784,0.810810810810811,0.824324324324324,0.878378378378378,0.932432432432432,0.945945945945946,0.945945945945946,0.986486486486486,4.11033941724736,9.70451850891169
