model,error_method,method,target,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
IMF,directional,rolling window,ngdp_rpch,0.757997023218359,0.231717744248766,0.195730109745286,0.330549169224306,1.36377959407245,2.23122394273187,1.49363969771191,0.107142857142857,0.193452380952381,0.273809523809524,0.351190476190476,0.446428571428571,0.514880952380952,0.577380952380952,0.642857142857143,0.755952380952381,0.130952380952381,0.214285714285714,0.25297619047619,0.273809523809524,0.318452380952381,0.37202380952381,0.413690476190476,0.455357142857143,0.5,0.607142857142857,0.648809523809524,0.6875,0.723214285714286,0.764880952380952,0.788690476190476,0.830357142857143,0.857142857142857,0.886904761904762
IMF,directional,rolling window,pcpi_pch,0.408328452116113,0.117714735712618,0.196246565814246,0.0943671505892494,0.686786593788982,1.1536122671774,0.772214266330164,0.0773809523809524,0.160714285714286,0.235119047619048,0.306547619047619,0.380952380952381,0.458333333333333,0.523809523809524,0.592261904761905,0.720238095238095,0.0714285714285714,0.12202380952381,0.142857142857143,0.160714285714286,0.193452380952381,0.220238095238095,0.255952380952381,0.291666666666667,0.327380952380952,0.404761904761905,0.452380952380952,0.491071428571429,0.526785714285714,0.574404761904762,0.619047619047619,0.666666666666667,0.714285714285714,0.791666666666667
ar,directional,rolling window,ngdp_rpch,0.78917629783853,0.20693368341469,0.184016385308989,0.398226229114851,1.24348069565983,2.01279876853714,1.37818193382992,0.0773809523809524,0.166666666666667,0.261904761904762,0.327380952380952,0.407738095238095,0.485119047619048,0.556547619047619,0.636904761904762,0.755952380952381,0.113095238095238,0.199404761904762,0.241071428571429,0.276785714285714,0.327380952380952,0.375,0.413690476190476,0.476190476190476,0.505952380952381,0.583333333333333,0.642857142857143,0.675595238095238,0.702380952380952,0.735119047619048,0.761904761904762,0.797619047619048,0.836309523809524,0.869047619047619
ar,directional,rolling window,pcpi_pch,0.438066302437087,0.116731987877854,0.194369116004044,0.126965198555189,0.694333579325746,1.19840369309551,0.788747806107512,0.0386904761904762,0.119047619047619,0.1875,0.258928571428571,0.351190476190476,0.419642857142857,0.526785714285714,0.601190476190476,0.708333333333333,0.12202380952381,0.139880952380952,0.169642857142857,0.205357142857143,0.226190476190476,0.273809523809524,0.300595238095238,0.342261904761905,0.366071428571429,0.404761904761905,0.461309523809524,0.488095238095238,0.532738095238095,0.577380952380952,0.625,0.696428571428571,0.741071428571429,0.830357142857143
ar_bic,directional,rolling window,ngdp_rpch,0.832067256950628,0.212188807598291,0.217623693271281,0.402254756081055,1.29273710911741,2.0493135038407,1.4155618717544,0.0803571428571429,0.157738095238095,0.258928571428571,0.324404761904762,0.398809523809524,0.476190476190476,0.541666666666667,0.633928571428571,0.74702380952381,0.113095238095238,0.193452380952381,0.24702380952381,0.276785714285714,0.327380952380952,0.37202380952381,0.407738095238095,0.467261904761905,0.491071428571429,0.571428571428571,0.625,0.666666666666667,0.696428571428571,0.726190476190476,0.752976190476191,0.788690476190476,0.827380952380952,0.860119047619048
ar_bic,directional,rolling window,pcpi_pch,0.478422562908555,0.125427517161411,0.207267298943204,0.14572774680394,0.73470509969674,1.30050515447072,0.851825850424214,0.068452380952381,0.12797619047619,0.1875,0.273809523809524,0.37797619047619,0.446428571428571,0.517857142857143,0.619047619047619,0.732142857142857,0.101190476190476,0.133928571428571,0.166666666666667,0.18452380952381,0.211309523809524,0.258928571428571,0.291666666666667,0.327380952380952,0.360119047619048,0.428571428571429,0.455357142857143,0.479166666666667,0.532738095238095,0.589285714285714,0.630952380952381,0.68452380952381,0.752976190476191,0.833333333333333
bvar,directional,rolling window,ngdp_rpch,0.797633030831287,0.212251829390557,0.213643893170806,0.371737308269924,1.26487699652384,2.07146637515079,1.40791481123276,0.0714285714285714,0.142857142857143,0.238095238095238,0.318452380952381,0.407738095238095,0.488095238095238,0.571428571428571,0.645833333333333,0.75,0.107142857142857,0.172619047619048,0.217261904761905,0.255952380952381,0.297619047619048,0.360119047619048,0.401785714285714,0.455357142857143,0.476190476190476,0.547619047619048,0.598214285714286,0.639880952380952,0.678571428571429,0.705357142857143,0.744047619047619,0.788690476190476,0.818452380952381,0.857142857142857
bvar,directional,rolling window,pcpi_pch,0.482347462249452,0.122080156678378,0.254272684615399,0.105994620955675,0.742666884288562,1.26719642149928,0.836376890324362,0.0416666666666667,0.0982142857142857,0.163690476190476,0.258928571428571,0.318452380952381,0.383928571428571,0.494047619047619,0.595238095238095,0.711309523809524,0.0863095238095238,0.113095238095238,0.148809523809524,0.181547619047619,0.214285714285714,0.244047619047619,0.270833333333333,0.297619047619048,0.327380952380952,0.369047619047619,0.395833333333333,0.43452380952381,0.502976190476191,0.532738095238095,0.565476190476191,0.642857142857143,0.708333333333333,0.797619047619048
bvar_const,directional,rolling window,ngdp_rpch,0.793259295154042,0.208343212462839,0.211035694433869,0.373880388257333,1.2463851633747,2.02284528326526,1.38380570127409,0.0535714285714286,0.139880952380952,0.226190476190476,0.30952380952381,0.398809523809524,0.482142857142857,0.5625,0.633928571428571,0.744047619047619,0.110119047619048,0.178571428571429,0.226190476190476,0.264880952380952,0.306547619047619,0.357142857142857,0.410714285714286,0.452380952380952,0.485119047619048,0.538690476190476,0.592261904761905,0.636904761904762,0.666666666666667,0.705357142857143,0.74702380952381,0.788690476190476,0.8125,0.854166666666667
bvar_const,directional,rolling window,pcpi_pch,0.484604093950188,0.123480536407417,0.238497844311561,0.12262571323121,0.747786430709886,1.24891938323308,0.835819870605455,0.0357142857142857,0.0863095238095238,0.154761904761905,0.229166666666667,0.330357142857143,0.398809523809524,0.49702380952381,0.586309523809524,0.693452380952381,0.116071428571429,0.133928571428571,0.175595238095238,0.211309523809524,0.244047619047619,0.276785714285714,0.300595238095238,0.345238095238095,0.366071428571429,0.401785714285714,0.431547619047619,0.455357142857143,0.505952380952381,0.574404761904762,0.610119047619048,0.672619047619048,0.720238095238095,0.80952380952381
mean_ensemble,directional,rolling window,ngdp_rpch,0.73199238246639,0.216967752351338,0.172282174051861,0.342742456063191,1.27718533409282,2.10100282949602,1.41316969310296,0.0744047619047619,0.181547619047619,0.285714285714286,0.339285714285714,0.455357142857143,0.538690476190476,0.630952380952381,0.702380952380952,0.806547619047619,0.101190476190476,0.151785714285714,0.202380952380952,0.24702380952381,0.300595238095238,0.37202380952381,0.395833333333333,0.464285714285714,0.505952380952381,0.580357142857143,0.645833333333333,0.681547619047619,0.711309523809524,0.755952380952381,0.785714285714286,0.833333333333333,0.854166666666667,0.907738095238095
mean_ensemble,directional,rolling window,pcpi_pch,0.400902966486218,0.11884229342295,0.185450096888328,0.0966105761749394,0.696419489410373,1.20301689290446,0.787970284713395,0.0476190476190476,0.119047619047619,0.211309523809524,0.321428571428571,0.401785714285714,0.485119047619048,0.583333333333333,0.660714285714286,0.779761904761905,0.0714285714285714,0.110119047619048,0.133928571428571,0.157738095238095,0.18452380952381,0.211309523809524,0.241071428571429,0.282738095238095,0.303571428571429,0.351190476190476,0.401785714285714,0.452380952380952,0.532738095238095,0.586309523809524,0.642857142857143,0.717261904761905,0.770833333333333,0.851190476190476
