model,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
ar,ngdp_rpch,0,0.331022206678019,0.0709176386807518,0.0176765302264225,0.242428037770845,1.44493449503618,2.40679781960116,1.70285904386326,0.0540540540540541,0.108108108108108,0.175675675675676,0.27027027027027,0.391891891891892,0.432432432432432,0.5,0.540540540540541,0.689189189189189,0.297297297297297,0.405405405405405,0.445945945945946,0.513513513513514,0.540540540540541,0.594594594594595,0.689189189189189,0.72972972972973,0.72972972972973,0.783783783783784,0.837837837837838,0.864864864864865,0.864864864864865,0.932432432432432,0.945945945945946,0.945945945945946,0.945945945945946,0.986486486486486
ar,ngdp_rpch,0.5,0.803093867718298,0.264531502836847,0.0351608373719212,0.50340152750953,3.46254546649903,6.12944679998022,4.21978232272989,0.121621621621622,0.22972972972973,0.324324324324324,0.472972972972973,0.594594594594595,0.702702702702703,0.797297297297297,0.837837837837838,0.864864864864865,0.121621621621622,0.148648648648649,0.189189189189189,0.27027027027027,0.378378378378378,0.486486486486487,0.608108108108108,0.675675675675676,0.743243243243243,0.864864864864865,0.905405405405405,0.932432432432432,0.959459459459459,0.972972972972973,0.972972972972973,0.986486486486486,0.986486486486486,0.986486486486486
ar,ngdp_rpch,1,1.50091190745911,0.461686988820514,0.0626578150674082,0.976567103571184,6.41890154544543,11.6440005933095,7.99108749513335,0.108108108108108,0.202702702702703,0.283783783783784,0.45945945945946,0.635135135135135,0.716216216216216,0.783783783783784,0.824324324324324,0.891891891891892,0.0945945945945946,0.162162162162162,0.189189189189189,0.256756756756757,0.337837837837838,0.5,0.675675675675676,0.756756756756757,0.810810810810811,0.918918918918919,0.959459459459459,0.959459459459459,0.959459459459459,0.972972972972973,0.972972972972973,0.972972972972973,0.986486486486486,0.986486486486486
ar,ngdp_rpch,1.5,1.77928790714961,0.501137286686183,0.1977053091032,1.08044531136023,7.61669350933293,13.0604344078044,9.1975813375855,0.0810810810810811,0.135135135135135,0.216216216216216,0.378378378378378,0.472972972972973,0.594594594594595,0.756756756756757,0.797297297297297,0.824324324324324,0.135135135135135,0.148648648648649,0.175675675675676,0.337837837837838,0.445945945945946,0.527027027027027,0.689189189189189,0.756756756756757,0.783783783783784,0.864864864864865,0.891891891891892,0.905405405405405,0.905405405405405,0.918918918918919,0.932432432432432,0.932432432432432,0.945945945945946,0.959459459459459
ar,pcpi_pch,0,0.196132841339455,0.0583131463033998,0.102092905785613,0.0357267892504427,0.84318982564956,1.53249361803559,1.04779134837666,0.0810810810810811,0.216216216216216,0.310810810810811,0.445945945945946,0.608108108108108,0.689189189189189,0.77027027027027,0.810810810810811,0.851351351351351,0.0540540540540541,0.0675675675675676,0.108108108108108,0.175675675675676,0.202702702702703,0.310810810810811,0.378378378378378,0.432432432432432,0.513513513513514,0.594594594594595,0.648648648648649,0.689189189189189,0.756756756756757,0.810810810810811,0.864864864864865,0.878378378378378,0.878378378378378,0.905405405405405
ar,pcpi_pch,0.5,0.458271371091599,0.232240352708339,0.172960937447134,0.0530700809361259,2.01542151773575,3.33807794944618,2.34081237752773,0.202702702702703,0.283783783783784,0.418918918918919,0.472972972972973,0.675675675675676,0.77027027027027,0.891891891891892,0.932432432432432,0.945945945945946,0,0,0,0.0540540540540541,0.121621621621622,0.22972972972973,0.256756756756757,0.337837837837838,0.378378378378378,0.581081081081081,0.621621621621622,0.675675675675676,0.702702702702703,0.797297297297297,0.824324324324324,0.891891891891892,0.932432432432432,0.945945945945946
ar,pcpi_pch,1,1.04871239479018,0.502733532676226,0.244590305244248,0.301388556869709,4.51959367916121,6.89770133370107,5.05229157586853,0.0945945945945946,0.162162162162162,0.27027027027027,0.432432432432432,0.540540540540541,0.72972972972973,0.810810810810811,0.837837837837838,0.918918918918919,0.027027027027027,0.0540540540540541,0.0810810810810811,0.162162162162162,0.351351351351351,0.432432432432432,0.554054054054054,0.648648648648649,0.702702702702703,0.797297297297297,0.810810810810811,0.824324324324324,0.864864864864865,0.891891891891892,0.891891891891892,0.891891891891892,0.891891891891892,0.945945945945946
ar,pcpi_pch,1.5,1.36484590107903,0.647505273083179,0.237180506911486,0.480160121084364,5.78835520502791,8.15628826228829,6.36679410344659,0.0540540540540541,0.0945945945945946,0.22972972972973,0.283783783783784,0.445945945945946,0.689189189189189,0.797297297297297,0.905405405405405,0.945945945945946,0.0135135135135135,0.0405405405405405,0.108108108108108,0.216216216216216,0.432432432432432,0.581081081081081,0.635135135135135,0.756756756756757,0.783783783783784,0.837837837837838,0.851351351351351,0.864864864864865,0.864864864864865,0.878378378378378,0.905405405405405,0.905405405405405,0.945945945945946,0.959459459459459
ar_annual,ngdp_rpch,0,1.61510640116406,0.413622640456842,0.523124093829667,0.678359666877555,7.04494499865165,13.5985012949344,8.99862692859538,0.22972972972973,0.432432432432432,0.5,0.567567567567568,0.689189189189189,0.77027027027027,0.783783783783784,0.797297297297297,0.824324324324324,0.0945945945945946,0.0945945945945946,0.108108108108108,0.108108108108108,0.148648648648649,0.22972972972973,0.256756756756757,0.283783783783784,0.391891891891892,0.621621621621622,0.716216216216216,0.756756756756757,0.797297297297297,0.837837837837838,0.878378378378378,0.891891891891892,0.891891891891892,0.918918918918919
ar_annual,ngdp_rpch,0.5,1.61814954559296,0.413867355792238,0.526684030079618,0.677598159721102,7.05946045162086,13.6249537294359,9.01215480789089,0.216216216216216,0.418918918918919,0.527027027027027,0.567567567567568,0.689189189189189,0.77027027027027,0.783783783783784,0.797297297297297,0.824324324324324,0.0945945945945946,0.0945945945945946,0.108108108108108,0.108108108108108,0.148648648648649,0.22972972972973,0.243243243243243,0.297297297297297,0.378378378378378,0.594594594594595,0.716216216216216,0.77027027027027,0.797297297297297,0.837837837837838,0.878378378378378,0.891891891891892,0.891891891891892,0.918918918918919
ar_annual,ngdp_rpch,1,1.55733329955372,0.41631005469213,0.402767649249179,0.738255595612408,6.80845374018634,12.9754004431614,8.60078123715442,0.208955223880597,0.373134328358209,0.477611940298507,0.582089552238806,0.656716417910448,0.746268656716418,0.776119402985075,0.791044776119403,0.82089552238806,0.104477611940299,0.104477611940299,0.104477611940299,0.119402985074627,0.149253731343284,0.194029850746269,0.283582089552239,0.283582089552239,0.388059701492537,0.597014925373134,0.656716417910448,0.761194029850746,0.776119402985075,0.805970149253731,0.865671641791045,0.880597014925373,0.895522388059702,0.925373134328358
ar_annual,ngdp_rpch,1.5,1.55821070551816,0.416636351529017,0.403392650316662,0.738181703672481,6.81141116378409,12.9754568044102,8.60273724609612,0.194029850746269,0.373134328358209,0.477611940298507,0.582089552238806,0.671641791044776,0.73134328358209,0.776119402985075,0.791044776119403,0.82089552238806,0.104477611940299,0.104477611940299,0.104477611940299,0.134328358208955,0.134328358208955,0.194029850746269,0.283582089552239,0.283582089552239,0.388059701492537,0.582089552238806,0.656716417910448,0.761194029850746,0.776119402985075,0.805970149253731,0.865671641791045,0.880597014925373,0.895522388059702,0.925373134328358
ar_annual,pcpi_pch,0,0.988486283145729,0.209804709495035,0.568650094890086,0.210031478760608,4.25231227452505,7.35476837522,5.17908966189978,0.0405405405405405,0.148648648648649,0.202702702702703,0.256756756756757,0.324324324324324,0.418918918918919,0.554054054054054,0.635135135135135,0.756756756756757,0.0675675675675676,0.162162162162162,0.22972972972973,0.324324324324324,0.405405405405405,0.472972972972973,0.486486486486487,0.527027027027027,0.581081081081081,0.621621621621622,0.675675675675676,0.689189189189189,0.72972972972973,0.72972972972973,0.743243243243243,0.783783783783784,0.797297297297297,0.824324324324324
ar_annual,pcpi_pch,0.5,0.988009785448737,0.209791455316179,0.568854489602998,0.209363840529559,4.24997375592204,7.35239484848949,5.17757545817292,0.0405405405405405,0.148648648648649,0.202702702702703,0.256756756756757,0.324324324324324,0.418918918918919,0.540540540540541,0.648648648648649,0.756756756756757,0.0675675675675676,0.148648648648649,0.22972972972973,0.324324324324324,0.405405405405405,0.472972972972973,0.486486486486487,0.527027027027027,0.581081081081081,0.621621621621622,0.675675675675676,0.689189189189189,0.72972972972973,0.72972972972973,0.743243243243243,0.77027027027027,0.797297297297297,0.824324324324324
ar_annual,pcpi_pch,1,1.37888599909644,0.225847183816416,0.862380396884934,0.290658418395087,5.91136010728471,10.7099605262499,7.38389278431327,0.0447761194029851,0.104477611940299,0.149253731343284,0.238805970149254,0.26865671641791,0.373134328358209,0.447761194029851,0.537313432835821,0.671641791044776,0.134328358208955,0.208955223880597,0.298507462686567,0.343283582089552,0.373134328358209,0.373134328358209,0.432835820895522,0.447761194029851,0.477611940298507,0.522388059701493,0.552238805970149,0.582089552238806,0.611940298507463,0.641791044776119,0.716417910447761,0.746268656716418,0.746268656716418,0.805970149253731
ar_annual,pcpi_pch,1.5,1.37872965776007,0.225829916608208,0.862497393423794,0.290402347728064,5.91071099603937,10.7074396300315,7.38257707927849,0.0447761194029851,0.104477611940299,0.149253731343284,0.238805970149254,0.26865671641791,0.373134328358209,0.447761194029851,0.537313432835821,0.671641791044776,0.134328358208955,0.208955223880597,0.298507462686567,0.343283582089552,0.373134328358209,0.373134328358209,0.432835820895522,0.447761194029851,0.477611940298507,0.522388059701493,0.552238805970149,0.582089552238806,0.611940298507463,0.641791044776119,0.716417910447761,0.746268656716418,0.746268656716418,0.805970149253731
ar_bic,ngdp_rpch,0,0.325589258814803,0.0706673325641868,0.0216502674789771,0.233271658771639,1.41934203491794,2.35741318275149,1.67437696573711,0.0540540540540541,0.108108108108108,0.189189189189189,0.283783783783784,0.351351351351351,0.445945945945946,0.513513513513514,0.554054054054054,0.702702702702703,0.283783783783784,0.391891891891892,0.418918918918919,0.486486486486487,0.527027027027027,0.567567567567568,0.648648648648649,0.702702702702703,0.716216216216216,0.77027027027027,0.810810810810811,0.837837837837838,0.851351351351351,0.878378378378378,0.932432432432432,0.932432432432432,0.945945945945946,0.986486486486486
ar_bic,ngdp_rpch,0.5,0.727763902993176,0.258660803808103,0.0365637126765546,0.432539386508519,3.17861875806578,5.5964705854048,3.83421419160809,0.121621621621622,0.243243243243243,0.378378378378378,0.540540540540541,0.648648648648649,0.716216216216216,0.824324324324324,0.837837837837838,0.878378378378378,0.108108108108108,0.148648648648649,0.162162162162162,0.256756756756757,0.324324324324324,0.418918918918919,0.554054054054054,0.648648648648649,0.702702702702703,0.824324324324324,0.891891891891892,0.932432432432432,0.959459459459459,0.972972972972973,0.972972972972973,0.986486486486486,0.986486486486486,0.986486486486486
ar_bic,ngdp_rpch,1,1.43108679735277,0.463258814958429,0.0664032170982104,0.901424765296131,6.19138563734816,11.3919339843572,7.71435232313399,0.121621621621622,0.22972972972973,0.364864864864865,0.540540540540541,0.675675675675676,0.743243243243243,0.810810810810811,0.864864864864865,0.891891891891892,0.0945945945945946,0.121621621621622,0.162162162162162,0.22972972972973,0.297297297297297,0.418918918918919,0.581081081081081,0.702702702702703,0.756756756756757,0.878378378378378,0.932432432432432,0.945945945945946,0.959459459459459,0.972972972972973,0.972972972972973,0.972972972972973,0.986486486486486,0.986486486486486
