country,target,target_year,forecast_season,horizon,forecast_year,prediction,tv_0.5,tv_1,tv_1.5,tv_2
FRA,pcpi_pch,2002,F,0,2002,1.75655575319509,1.93710297231593,1.93710297231593,1.93710297231593,1.93710297231593
FRA,pcpi_pch,2003,S,1.5,2002,1.40933310141413,2.16956454839139,2.16956454839139,2.16956454839146,2.16956454839146
FRA,pcpi_pch,2003,F,1,2002,1.35098429181055,2.16956454839139,2.16956454839139,2.16956454839146,2.16956454839146
FRA,pcpi_pch,2003,S,0.5,2003,2.04206694541671,2.16956454839139,2.16956454839139,2.16956454839146,2.16956454839146
FRA,pcpi_pch,2003,F,0,2003,1.94017343639687,2.16956454839139,2.16956454839139,2.16956454839146,2.16956454839146
FRA,pcpi_pch,2004,S,1.5,2003,1.56788806497845,2.3418674698801,2.3418674698801,2.34207301705984,2.34639784478972
FRA,pcpi_pch,2004,F,1,2003,1.66364787657973,2.3418674698801,2.3418674698801,2.34207301705984,2.34639784478972
FRA,pcpi_pch,2004,S,0.5,2004,1.77061585523082,2.3418674698801,2.3418674698801,2.34207301705984,2.34639784478972
FRA,pcpi_pch,2004,F,0,2004,2.38164033525883,2.3418674698801,2.3418674698801,2.34207301705984,2.34639784478972
FRA,pcpi_pch,2005,S,1.5,2004,1.61504398216832,1.89956183553481,1.88503014350132,1.89956183553481,1.89956183553519
FRA,pcpi_pch,2005,F,1,2004,2.05880084945245,1.89956183553481,1.88503014350132,1.89956183553481,1.89956183553519
FRA,pcpi_pch,2005,S,0.5,2005,2.02334979136172,1.89956183553481,1.88503014350132,1.89956183553481,1.89956183553519
FRA,pcpi_pch,2005,F,0,2005,1.85608128699715,1.89956183553481,1.88503014350132,1.89956183553481,1.89956183553519
FRA,pcpi_pch,2006,S,1.5,2005,1.85570399615058,1.91248406263282,1.91248406263258,1.91248406263258,1.91248406263258
FRA,pcpi_pch,2006,F,1,2005,1.75616926800248,1.91248406263282,1.91248406263258,1.91248406263258,1.91248406263258
FRA,pcpi_pch,2006,S,0.5,2006,1.677492357287,1.91248406263282,1.91248406263258,1.91248406263258,1.91248406263258
FRA,pcpi_pch,2006,F,0,2006,2.02757973264358,1.91248406263282,1.91248406263258,1.91248406263258,1.91248406263258
FRA,pcpi_pch,2007,S,1.5,2006,1.76496370408439,1.60675737554852,1.60675737554852,1.60675737554852,1.60675737554852
FRA,pcpi_pch,2007,F,1,2006,1.91603296288203,1.60675737554852,1.60675737554852,1.60675737554852,1.60675737554852
FRA,pcpi_pch,2007,S,0.5,2007,1.65407057391802,1.60675737554852,1.60675737554852,1.60675737554852,1.60675737554852
FRA,pcpi_pch,2007,F,0,2007,1.62255336075368,1.60675737554852,1.60675737554852,1.60675737554852,1.60675737554852
FRA,pcpi_pch,2008,S,1.5,2007,1.84709181828759,3.15867408116821,3.15867408116821,3.15867408116821,3.15867408116783
FRA,pcpi_pch,2008,F,1,2007,1.81218218566233,3.15867408116821,3.15867408116821,3.15867408116821,3.15867408116783
FRA,pcpi_pch,2008,S,0.5,2008,2.50315205914633,3.15867408116821,3.15867408116821,3.15867408116821,3.15867408116783
FRA,pcpi_pch,2008,F,0,2008,3.41347060641299,3.15867408116821,3.15867408116821,3.15867408116821,3.15867408116783
FRA,pcpi_pch,2009,S,1.5,2008,1.66676893901891,0.102975363923785,0.102975363924251,0.102975363924251,0.102975363924251
FRA,pcpi_pch,2009,F,1,2008,1.59376223537593,0.102975363923785,0.102975363924251,0.102975363924251,0.102975363924251
FRA,pcpi_pch,2009,S,0.5,2009,0.455076141947819,0.102975363923785,0.102975363924251,0.102975363924251,0.102975363924251
FRA,pcpi_pch,2009,F,0,2009,0.336552749566232,0.102975363923785,0.102975363924251,0.102975363924251,0.102975363924251
FRA,pcpi_pch,2010,S,1.5,2009,1.00047897128654,1.73553203759393,1.73553203759393,1.73553203759393,1.49307931896583
FRA,pcpi_pch,2010,F,1,2009,1.13888416786585,1.73553203759393,1.73553203759393,1.73553203759393,1.49307931896583
FRA,pcpi_pch,2010,S,0.5,2010,1.20332241820831,1.73553203759393,1.73553203759393,1.73553203759393,1.49307931896583
FRA,pcpi_pch,2010,F,0,2010,1.63979687585507,1.73553203759393,1.73553203759393,1.73553203759393,1.49307931896583
FRA,pcpi_pch,2011,S,1.5,2010,1.50370150668342,2.29346202458927,2.14061596895432,2.07860454239033,2.29342688840035
FRA,pcpi_pch,2011,F,1,2010,1.60581347756446,2.29346202458927,2.14061596895432,2.07860454239033,2.29342688840035
