model,error_method,method,country,target,horizon,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,coverage_50,coverage_80,qucoverage_10,qucoverage_25,qucoverage_75,qucoverage_90
model1,absolute,rolling window,AUS,ngdp_rpch,0,0.391311559019997,0.106225148262987,0.251947678570886,0.0331387321861239,0.680187879166105,0.806322560131256,0.545454545454545,0.727272727272727,0.0909090909090909,0.181818181818182,0.727272727272727,0.818181818181818
model1,absolute,rolling window,AUS,ngdp_rpch,0.5,0.629740471042263,0.187960933865541,0.366644197360789,0.075135339815933,1.14106923778767,1.692424577248,0.545454545454545,0.818181818181818,0.0909090909090909,0.272727272727273,0.818181818181818,0.909090909090909
model1,absolute,rolling window,AUS,ngdp_rpch,1,0.793238695815964,0.260059025988149,0.126313356937989,0.406866312889826,1.35872673822417,2.07047999091188,0.727272727272727,0.818181818181818,0.0909090909090909,0.181818181818182,0.909090909090909,0.909090909090909
model1,absolute,rolling window,AUS,ngdp_rpch,1.5,0.879898775998452,0.358532743812669,0.0221183544141537,0.499247677771629,1.90547995069686,2.68100350461398,0.545454545454545,0.909090909090909,0.0909090909090909,0.363636363636364,0.909090909090909,1
model1,absolute,rolling window,BRA,ngdp_rpch,0,0.360498619742333,0.148319759582145,0.135161736791364,0.0770171233688238,0.848342597193001,1.66871517521129,0.727272727272727,0.909090909090909,0,0.181818181818182,0.909090909090909,0.909090909090909
model1,absolute,rolling window,BRA,ngdp_rpch,0.5,0.901168516264067,0.497767099036479,0.182893243450664,0.220508173776923,2.57529637021142,3.92254219927098,0.454545454545455,0.818181818181818,0.0909090909090909,0.272727272727273,0.727272727272727,0.909090909090909
model1,absolute,rolling window,BRA,ngdp_rpch,1,1.6714813539221,0.825110990832027,0.0672255375864049,0.779144825503672,4.17798963361379,6.86985266729586,0.545454545454545,0.818181818181818,0.181818181818182,0.363636363636364,0.909090909090909,1
model1,absolute,rolling window,BRA,ngdp_rpch,1.5,2.12484914107413,0.978397070472283,0.0243203367280587,1.12213173387379,5.21853518766239,8.59218454947359,0.636363636363636,0.636363636363636,0.363636363636364,0.363636363636364,1,1
model1,absolute,rolling window,CHE,ngdp_rpch,0,0.487593632544592,0.109036421780783,0.371072523171818,0.00748468759199071,0.592856428212072,1.01660593369217,0.272727272727273,0.636363636363636,0,0.0909090909090909,0.363636363636364,0.636363636363636
model1,absolute,rolling window,CHE,ngdp_rpch,0.5,0.542132836220368,0.199920424464252,0.341871465174519,0.000340946581596565,1.02100374499111,1.81521386729463,0.727272727272727,0.818181818181818,0,0,0.727272727272727,0.818181818181818
model1,absolute,rolling window,CHE,ngdp_rpch,1,0.676749326409962,0.260924881476867,0.0943461895970738,0.321478255336021,1.44973566080143,3.19154308003076,0.545454545454545,0.818181818181818,0.0909090909090909,0.272727272727273,0.818181818181818,0.909090909090909
model1,absolute,rolling window,CHE,ngdp_rpch,1.5,0.734558792695256,0.267826409783828,0.0607540650806073,0.405978317830821,1.49448306618501,3.71677344962513,0.545454545454545,0.909090909090909,0.0909090909090909,0.363636363636364,0.909090909090909,1
model1,absolute,rolling window,CHN,ngdp_rpch,0,0.151514256009826,0.0940145669192045,0.0470282306403571,0.0104714584502639,0.449033146217664,0.987422434032935,0.727272727272727,0.727272727272727,0.0909090909090909,0.0909090909090909,0.818181818181818,0.818181818181818
model1,absolute,rolling window,CHN,ngdp_rpch,0.5,0.393998155499012,0.203954880093583,0.0810769736891984,0.108966301716231,0.935690264725308,1.99745149109399,0.727272727272727,0.727272727272727,0.181818181818182,0.181818181818182,0.909090909090909,0.909090909090909
model1,absolute,rolling window,CHN,ngdp_rpch,1,0.830659473541551,0.308410034597159,0.0581202233955424,0.46412921554885,1.73751915666329,2.98159743375405,0.727272727272727,0.727272727272727,0.181818181818182,0.181818181818182,0.909090909090909,0.909090909090909
model1,absolute,rolling window,CHN,ngdp_rpch,1.5,0.93942063131369,0.451911366957814,0.00455894735578414,0.482950317000092,2.40258247964927,4.37007663782402,0.727272727272727,0.727272727272727,0.272727272727273,0.272727272727273,1,1
model1,absolute,rolling window,ESP,ngdp_rpch,0,0.404312245652769,0.0621796509769482,0.292769831732718,0.0493627629431021,0.378259873709543,0.705557436608983,0.545454545454545,0.727272727272727,0.0909090909090909,0.181818181818182,0.727272727272727,0.818181818181818
model1,absolute,rolling window,ESP,ngdp_rpch,0.5,0.620104027365347,0.175570709265879,0.147111846988523,0.297421471110946,0.955803956718286,1.41172119900132,0.272727272727273,0.545454545454545,0.181818181818182,0.181818181818182,0.454545454545455,0.727272727272727
model1,absolute,rolling window,ESP,ngdp_rpch,1,1.68630634976373,0.331348220047703,0.18265660671428,1.17230152300174,1.836882367941,3.58255788532012,0.545454545454545,0.818181818181818,0.181818181818182,0.181818181818182,0.727272727272727,1
model1,absolute,rolling window,ESP,ngdp_rpch,1.5,1.70450402683031,0.406947876948559,0.208323560947967,1.08923258893378,2.05762297992173,4.74762365418722,0.454545454545455,0.818181818181818,0.181818181818182,0.181818181818182,0.636363636363636,1
model1,absolute,rolling window,IDN,ngdp_rpch,0,0.159814804331684,0.0612349527958733,0.0582782231071677,0.0403016284286431,0.310454862881257,0.628668028061791,0.727272727272727,0.727272727272727,0.0909090909090909,0.0909090909090909,0.818181818181818,0.818181818181818
model1,absolute,rolling window,IDN,ngdp_rpch,0.5,0.393051624570022,0.0994067358022313,0.000142342257583436,0.293502546510207,0.587460697042342,0.980994424382693,0.454545454545455,0.818181818181818,0.181818181818182,0.545454545454545,1,1
model1,absolute,rolling window,IDN,ngdp_rpch,1,1.02927230278426,0.157266369448335,0,0.872005933335929,0.949632392647503,1.69703484176637,0.545454545454545,0.818181818181818,0.181818181818182,0.454545454545455,1,1
model1,absolute,rolling window,IDN,ngdp_rpch,1.5,1.3705362640767,0.242199053899065,0,1.12833721017764,1.30267080873304,2.70054396828242,0.363636363636364,0.727272727272727,0.272727272727273,0.636363636363636,1,1
model1,absolute,rolling window,IND,ngdp_rpch,0,0.819769273760398,0.334098799505145,0.351182163035438,0.134488311219816,1.73807775259735,2.90251914840422,0.545454545454545,0.727272727272727,0.0909090909090909,0.0909090909090909,0.636363636363636,0.818181818181818
model1,absolute,rolling window,IND,ngdp_rpch,0.5,1.7500516997001,0.475619211628093,0.121641067886172,1.15279142018584,2.65682297457172,4.59166416456129,0.545454545454545,0.727272727272727,0.272727272727273,0.272727272727273,0.818181818181818,1
model1,absolute,rolling window,IND,ngdp_rpch,1,2.12465854900255,0.695219506074111,0.098131826453949,1.33130721647449,3.31605182860057,6.25861447861188,0.636363636363636,0.818181818181818,0.181818181818182,0.181818181818182,0.818181818181818,1
model1,absolute,rolling window,IND,ngdp_rpch,1.5,2.20778108737339,0.79627347538811,0.0126274901171519,1.39888012186813,4.11925745705358,6.52109428579415,0.727272727272727,0.818181818181818,0.181818181818182,0.272727272727273,1,1
model1,absolute,rolling window,KOR,ngdp_rpch,0,0.180496479068919,0.083757906229382,0.0768142807438587,0.0199242920956782,0.320286744413214,1.12969628430691,0.727272727272727,0.909090909090909,0,0.181818181818182,0.909090909090909,0.909090909090909
model1,absolute,rolling window,KOR,ngdp_rpch,0.5,0.328425541131568,0.288023451710687,0.0164550622996051,0.0239470271212762,1.36018598382614,2.84605504768056,0.909090909090909,1,0,0,0.909090909090909,1
model1,absolute,rolling window,KOR,ngdp_rpch,1,0.706199027423077,0.3958118454293,0.0466346408945622,0.263752541099214,1.99826307251578,4.67507833805509,0.545454545454545,0.909090909090909,0.0909090909090909,0.363636363636364,0.909090909090909,1
model1,absolute,rolling window,KOR,ngdp_rpch,1.5,0.824501951257946,0.511517549080726,0.00823326727883344,0.304751134898386,2.48797829047364,4.5950350559025,0.818181818181818,0.818181818181818,0.181818181818182,0.181818181818182,1,1
model1,absolute,rolling window,NLD,ngdp_rpch,0,0.385834968628983,0.16117846075726,0.21171946567597,0.0129370421957535,0.880661705843477,1.37493266183411,0.545454545454545,0.818181818181818,0,0.0909090909090909,0.636363636363636,0.818181818181818
model1,absolute,rolling window,NLD,ngdp_rpch,0.5,0.725257623163379,0.178536290555063,0.494778176150041,0.0519431564582753,1.00359737578242,1.5615589107512,0.454545454545455,0.636363636363636,0,0.181818181818182,0.636363636363636,0.636363636363636
model1,absolute,rolling window,NLD,ngdp_rpch,1,0.919907361800831,0.363784823792698,0.0945853051276031,0.46153723288053,1.78385026426509,3.15657523983012,0.545454545454545,0.818181818181818,0.0909090909090909,0.272727272727273,0.818181818181818,0.909090909090909
model1,absolute,rolling window,NLD,ngdp_rpch,1.5,1.11105015731825,0.400763178915392,0.171650509941391,0.538636468461469,1.89244624850936,4.74119577277383,0.454545454545455,0.818181818181818,0.181818181818182,0.272727272727273,0.727272727272727,1
model1,absolute,rolling window,RUS,ngdp_rpch,0,0.446678483633808,0.116751465461713,0.321750312022408,0.00817670614968717,0.655303993824611,1.40133204569188,0.454545454545455,0.636363636363636,0,0,0.454545454545455,0.636363636363636
model1,absolute,rolling window,RUS,ngdp_rpch,0.5,1.38279344012513,0.307864729421464,0.960322544863539,0.11460616584013,1.69468980017884,3.51523392354853,0.454545454545455,0.636363636363636,0.0909090909090909,0.0909090909090909,0.545454545454545,0.727272727272727
model1,absolute,rolling window,RUS,ngdp_rpch,1,2.05355602510433,0.545291518211357,0.472087465893659,1.03617704099932,2.95769637396382,5.09667405144042,0.363636363636364,0.545454545454545,0.363636363636364,0.454545454545455,0.818181818181818,0.909090909090909
model1,absolute,rolling window,RUS,ngdp_rpch,1.5,2.28046639534344,0.753212101119797,0.386832535338643,1.140421758885,3.92168505822036,7.04980082404001,0.363636363636364,0.636363636363636,0.272727272727273,0.454545454545455,0.818181818181818,0.909090909090909
model1,absolute,rolling window,AUS,pcpi_pch,0,0.118410550780757,0.0651374741138483,0.0272795698292441,0.0259935068376647,0.375064823770313,0.519675783018869,0.545454545454545,0.727272727272727,0.0909090909090909,0.272727272727273,0.818181818181818,0.818181818181818
model1,absolute,rolling window,AUS,pcpi_pch,0.5,0.506218903587703,0.148326137031014,0.271441058813699,0.0864517077429892,0.911415002089031,1.48774002473671,0.454545454545455,0.636363636363636,0.181818181818182,0.363636363636364,0.818181818181818,0.818181818181818
model1,absolute,rolling window,AUS,pcpi_pch,1,0.860024536746721,0.275671337674712,0.435413950038815,0.148939249033194,1.77786175522569,2.96654344185651,0.545454545454545,0.818181818181818,0,0.181818181818182,0.727272727272727,0.818181818181818
model1,absolute,rolling window,AUS,pcpi_pch,1.5,1.03482872981257,0.340326528926268,0.584654535465819,0.109847665420487,1.97319416439016,2.77594229779981,0.545454545454545,0.818181818181818,0,0.181818181818182,0.727272727272727,0.818181818181818
model1,absolute,rolling window,BRA,pcpi_pch,0,0.162725254169465,0.0411734185185723,0.0860082275101871,0.0355436081407058,0.217102858724634,0.397941914310654,0.454545454545455,0.545454545454545,0.181818181818182,0.272727272727273,0.727272727272727,0.727272727272727
model1,absolute,rolling window,BRA,pcpi_pch,0.5,0.654814848659582,0.116827663856571,0.459063137925899,0.0789240468771123,0.739197368657294,1.53452107424884,0.363636363636364,0.636363636363636,0.0909090909090909,0.272727272727273,0.636363636363636,0.727272727272727
